gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,pooled_rho,sign_consistent,meta_p_adj,neg_log10_adj_pval,trend
MAF,0.01636162671521899,0.07683089886501589,976,0.033930258679921346,healthy,aging,onek1k,CD4T,1.6982764769391372e-12,0.18916304690103125,True,7.956739790103737e-12,11.099264844473785,Increase in aging
MAFF,4.6285906792961786e-05,0.13000657804690263,976,0.00035130832067811524,healthy,aging,onek1k,CD4T,2.959511826366803e-07,0.04650460580878011,False,6.454797345437941e-07,6.190117388275892,Increase in aging
MAX,0.0766664483753664,0.05669505530017361,976,0.12047584744700435,healthy,aging,onek1k,CD4T,0.11529310542744807,-0.04684584104253707,False,0.12255947761825361,0.9116530987884408,Decrease in aging
MAZ,0.12322986818192792,0.049370822067326264,976,0.17714293551152138,healthy,aging,onek1k,CD4T,2.0046683420364237e-13,0.22205684201840295,True,1.0791087032664152e-12,11.96693480476019,Increase in aging
MBD2,0.0015771357933908234,0.10102300415115024,976,0.005250202049051031,healthy,aging,onek1k,CD4T,2.1165691504937682e-21,0.24504717025811307,True,2.328226065543145e-20,19.632974852952003,Increase in aging
MBD4,0.005280871253873922,0.08922216243269027,976,0.013917296116980234,healthy,aging,onek1k,CD4T,0.00036799544472426417,-0.05869017847466694,False,0.0004823981736540872,3.316594345091482,Decrease in aging
MEF2A,9.75184983471998e-07,-0.15597540196778314,976,1.9451957604597703e-05,healthy,aging,onek1k,CD4T,7.063870561708233e-24,-0.2753536794160834,True,1.3747378862401406e-22,21.861780098496233,Decrease in aging
MEF2D,0.32835077104439875,-0.031319591081978335,976,0.4072193385991808,healthy,aging,onek1k,CD4T,0.009773956788081298,-0.08509523410356576,True,0.011291374736915837,1.9472531790396048,Decrease in aging
MGA,0.08280480839188656,-0.055552743453396454,976,0.1277415641655323,healthy,aging,onek1k,CD4T,0.002894953625575767,-0.10286987809139539,True,0.0035044175467496127,2.4553841538036836,Decrease in aging
MLX,0.6338043141565646,0.015267199856531587,976,0.7126777399182704,healthy,aging,onek1k,CD4T,1.370714407475302e-09,0.1167736047188553,True,4.503775910275992e-09,8.346423226360905,Increase in aging
MSC,0.006149876056250334,0.08763859478236556,976,0.01604039837351891,healthy,aging,onek1k,CD4T,1.7938671074064782e-26,0.2699779881546502,True,7.56413963623065e-25,24.121240462549803,Increase in aging
MTF2,0.993954202298901,-0.00024285647809215577,976,0.997513734424179,healthy,aging,onek1k,CD4T,0.5463657534450816,-0.01326140140984124,False,0.5485338715143081,0.2607965499350738,Decrease in aging
MXD4,0.1262631486671061,0.04897565507572553,976,0.18047783397049633,healthy,aging,onek1k,CD4T,1.5110558827474415e-14,0.20591225596145796,True,8.890631124072156e-14,13.051067408436639,Increase in aging
MXI1,9.245801531837668e-05,0.12481279593005458,976,0.0005893657560470117,healthy,aging,onek1k,CD4T,9.762464364284938e-09,-0.10150347997519985,False,2.775172454116954e-08,7.556710023876712,Decrease in aging
MYBL1,0.6172144111676655,0.01601777664337497,976,0.7002477400243021,healthy,aging,onek1k,CD4T,0.00705429104867802,0.05131528962682646,True,0.00826266497831268,2.082879855983698,Increase in aging
MYC,0.06540215728413372,-0.059001189791280745,976,0.10675319866377955,healthy,aging,onek1k,CD4T,0.0018636253007789376,-0.007929396317853228,False,0.0022999863468149816,2.6382747420348043,Decrease in aging
NCOA1,0.08976346152325254,-0.05433784759323738,976,0.13437961991350825,healthy,aging,onek1k,CD4T,3.136560697225551e-05,-0.1251492350498128,True,4.8684040269819905e-05,4.312613387013941,Decrease in aging
NCOA2,0.5669360992191543,0.018349480303940513,976,0.6609900142969863,healthy,aging,onek1k,CD4T,7.301415508742319e-06,-0.1276986888264021,True,1.248147380886356e-05,4.903734130257291,Decrease in aging
NCOA3,0.0009394621005421158,-0.10572685728015979,976,0.003601271385411444,healthy,aging,onek1k,CD4T,1.3193944676925307e-10,-0.18887237200309204,True,5.215731255097036e-10,9.282684794085041,Decrease in aging
NFAT5,0.4275312683390645,-0.025425336226858438,976,0.5175378511472887,healthy,aging,onek1k,CD4T,0.010685415879428239,-0.0983687616203971,True,0.01217752350223128,1.9144410235809095,Decrease in aging
NFATC1,0.6201327777568304,-0.015885115241532573,976,0.7004178248771343,healthy,aging,onek1k,CD4T,1.323168934805624e-05,-0.10707165889198828,True,2.1737775357520964e-05,4.6627849036438835,Decrease in aging
NFATC2,0.007993922434261596,0.08485448019637243,976,0.01963555704726392,healthy,aging,onek1k,CD4T,0.0010746649350108848,0.05347689791313794,False,0.0013526877042674321,2.8688024576288824,Increase in aging
NFATC3,0.2752164428301731,-0.034960289748226195,976,0.35345055855854723,healthy,aging,onek1k,CD4T,7.990035568620816e-08,-0.16730634614576545,True,1.881792903616726e-07,6.725428173557758,Decrease in aging
NFE2L2,0.001405189015538346,0.10208774821908934,976,0.004804227309881102,healthy,aging,onek1k,CD4T,0.00011525085108936875,-0.0373119611469732,False,0.0001610964935116591,3.7929139124989115,Decrease in aging
NFKB1,9.481821520848822e-05,0.12461977650524883,976,0.0005893657560470117,healthy,aging,onek1k,CD4T,3.0445852521967987e-06,-0.05100301143613886,False,5.502000491469929e-06,5.259479375152684,Decrease in aging
NFKB2,5.296129000299965e-06,0.14514211262108911,976,7.444003539310506e-05,healthy,aging,onek1k,CD4T,6.641503492713059e-06,0.026024673592154227,False,1.143061485480547e-05,4.941930408199004,Increase in aging
NFYC,0.8565254008243343,-0.005794609979559894,976,0.88811855085474,healthy,aging,onek1k,CD4T,0.0051490673481954215,-0.003882554121253816,False,0.006116028352551369,2.2135305099621263,Decrease in aging
NR1D2,0.007662705318051696,0.0853088730091155,976,0.019006514171245874,healthy,aging,onek1k,CD4T,0.0003859220140386468,-0.05264681867702782,False,0.0005032900492359672,3.2981816561409723,Decrease in aging
NR1H2,5.312849416521845e-05,0.12898724412441634,976,0.0003733752506611185,healthy,aging,onek1k,CD4T,5.055389925863021e-08,0.08086114844209102,False,1.2663501497458853e-07,6.897446193941974,Increase in aging
NR2C2,0.03145317935721111,-0.06886765603603627,976,0.05983198779980761,healthy,aging,onek1k,CD4T,0.004861238458449772,-0.08116399792726392,True,0.005828878341174372,2.234415009066904,Decrease in aging
NR3C1,0.00011709695868972531,0.12299272428260968,976,0.0006583451233000112,healthy,aging,onek1k,CD4T,0.002104788588556583,0.07667416568003144,True,0.0025725193860136014,2.589641343793125,Increase in aging
NR3C2,0.3208072899937838,-0.031811486131727046,976,0.3998238638838783,healthy,aging,onek1k,CD4T,1.1935510236142511e-06,-0.15657333194776213,True,2.3228339151877346e-06,5.6339818415540925,Decrease in aging
NR4A1,1.1054870490885e-06,0.15519774205142944,976,1.997773024424218e-05,healthy,aging,onek1k,CD4T,5.825123780638757e-09,0.04704325578885532,False,1.7544718053590542e-08,7.7558536065738926,Increase in aging
NR4A2,0.007409744775545809,0.08566790176122249,976,0.018561043843693958,healthy,aging,onek1k,CD4T,7.699038921561881e-05,-0.021595458743184727,False,0.00011130610555172319,3.953481012352661,Decrease in aging
PBX1,0.6163263964892964,0.016058197837528564,976,0.7002477400243021,healthy,aging,onek1k,CD4T,0.14549954363585743,-0.004575537383121043,False,0.15274433419033995,0.8160348902540294,Decrease in aging
PHF20,2.319386659601846e-05,0.13500562985589679,976,0.00020957315174259536,healthy,aging,onek1k,CD4T,1.899698602997455e-05,-0.02361486055584354,False,3.0419224465718746e-05,4.5168518624247795,Decrease in aging
PHF21A,0.5405304441135524,-0.01961324635465702,976,0.6390383287884522,healthy,aging,onek1k,CD4T,0.7765767536118582,-0.021944998611867654,True,0.7765767536118582,0.10981561395633532,Decrease in aging
PLAG1,5.121840345272424e-05,-0.1292586747960971,976,0.00037023588781540665,healthy,aging,onek1k,CD4T,1.1164451554126214e-27,-0.3062246092980787,True,5.649212486387865e-26,25.248012089641406,Decrease in aging
POU2F2,0.21454425899423296,0.03976401469618827,976,0.2856826185554786,healthy,aging,onek1k,CD4T,2.4349164727808056e-11,0.12263945776953673,False,1.0441251993449894e-10,9.981247422670323,Increase in aging
PRDM1,0.0010376117833993982,0.1048391273329999,976,0.0038875068185602528,healthy,aging,onek1k,CD4T,2.455565376771519e-17,0.2153204991949083,True,1.827229530362336e-16,15.738206894624167,Increase in aging
PRDM2,0.07234203260382235,0.05754535086566435,976,0.11511027829413242,healthy,aging,onek1k,CD4T,4.676744015665303e-05,-0.11019835881382986,False,7.001279502741548e-05,4.154822584242737,Decrease in aging
RARA,0.0013911602240004794,0.10217983162966214,976,0.004804227309881102,healthy,aging,onek1k,CD4T,2.419515541400852e-22,0.26256127763953296,True,3.221775957760082e-21,20.491904663696925,Increase in aging
RARG,0.729016310263312,0.011102980069435532,976,0.8013936153358535,healthy,aging,onek1k,CD4T,2.4548852631909197e-08,0.17144794251544454,True,6.273595672599016e-08,7.202483474611424,Increase in aging
RBPJ,0.011745700429743636,0.08062541825923661,976,0.02653269829218875,healthy,aging,onek1k,CD4T,3.267945867819618e-22,0.2125636507878473,True,3.9370966883731585e-21,20.404823919547766,Increase in aging
REL,0.0011574626840123883,0.10385482201200849,976,0.004183400843644775,healthy,aging,onek1k,CD4T,0.00024802910907515525,-0.052855751892773896,False,0.00032854117589536274,3.483410192790664,Decrease in aging
RELA,0.09920969072054009,0.05280435852962191,976,0.14593053344358514,healthy,aging,onek1k,CD4T,6.899630928883478e-05,0.04700137420911335,False,0.00010032221982801838,3.9986028667805713,Increase in aging
RELB,0.00022862768834632302,0.1176972751766088,976,0.0011341726500317592,healthy,aging,onek1k,CD4T,0.00025681219619182313,0.013261976017910154,False,0.0003384035710236003,3.4705650626907523,Increase in aging
REST,0.014962200165332186,0.07786930009044044,976,0.03235451912400662,healthy,aging,onek1k,CD4T,0.017509687277061856,-0.02938121877102993,False,0.019601552571224114,1.7077095283164185,Decrease in aging
RFX3,0.0006484854918009788,-0.10898117677652022,976,0.0027233626296687533,healthy,aging,onek1k,CD4T,5.651836195529354e-11,-0.1875296556823842,True,2.344122225358896e-10,9.630019747425697,Decrease in aging
RLF,0.015999901092109563,0.07709159835295139,976,0.033454338647138177,healthy,aging,onek1k,CD4T,2.717021736431535e-06,-0.09603093431904566,False,5.023512886826971e-06,5.2989924793065795,Decrease in aging
RORA,0.022236871639179964,0.07317823462584072,976,0.04429864980088607,healthy,aging,onek1k,CD4T,0.05013489187306923,-0.0026422027511471408,False,0.053975011250580913,1.2678072584691424,Decrease in aging
RORC,0.042995624430500624,-0.06479369327557567,976,0.07501995159252867,healthy,aging,onek1k,CD4T,0.07438629670197526,0.014026002394846044,False,0.07940815639493562,1.1001348867998013,Increase in aging
RREB1,0.006621064826137195,-0.08686244416175604,976,0.01692049900012839,healthy,aging,onek1k,CD4T,5.2458552542478e-07,-0.1462114788242695,True,1.070323693003785e-06,5.970484860795123,Decrease in aging
RUNX1,0.036117651622462846,-0.06708892430768114,976,0.06710005644878281,healthy,aging,onek1k,CD4T,3.0573263651385603e-09,-0.17205558085192987,True,9.668794629750697e-09,8.014627664311725,Decrease in aging
RUNX2,0.051738684097447134,0.06228694064244732,976,0.08844518295036571,healthy,aging,onek1k,CD4T,5.444268699008554e-13,0.14775434039954072,True,2.8110203690799266e-12,11.551136007417474,Increase in aging
RUNX3,0.06342772302996114,0.05943854907714862,976,0.10557377583276427,healthy,aging,onek1k,CD4T,0.22544357968712478,0.05473051214092964,True,0.2328050026973166,0.633007691459884,Increase in aging
RXRA,0.055749989862347415,0.06125414449655393,976,0.09403164956782598,healthy,aging,onek1k,CD4T,6.456572690886792e-13,0.1635268083798014,True,3.1750936335349574e-12,11.498243462835644,Increase in aging
SAFB,1.685912591448355e-08,-0.17934328440027714,976,5.331698570455423e-07,healthy,aging,onek1k,CD4T,9.178687119001957e-10,-0.15245862493266482,True,3.181106631654103e-09,8.497421772966574,Decrease in aging
SAFB2,0.0016218911413316383,0.10076341802771654,976,0.005329070892946811,healthy,aging,onek1k,CD4T,0.00020027155541983534,-0.07142465497627526,False,0.00027241238452267925,3.5647731522379664,Decrease in aging
SATB1,0.010756631266803145,-0.08160812071543375,976,0.02543390383645977,healthy,aging,onek1k,CD4T,1.1729863441527155e-23,-0.283224741274654,True,2.119753893361693e-22,21.6737145583917,Decrease in aging
SKI,0.44532444234202867,-0.024458181928861896,976,0.5365099233930155,healthy,aging,onek1k,CD4T,0.00011443068412021312,-0.11510973835200387,True,0.00016083868379118845,3.79360948956417,Decrease in aging
SKIL,0.0003439810197764068,0.11435407087895064,976,0.0015540571072041236,healthy,aging,onek1k,CD4T,3.13201583565367e-07,-0.012994413647382727,False,6.772649627524603e-07,6.169241391360805,Decrease in aging
SMAD3,0.1632517614578129,0.04466279773578195,976,0.22819168866755063,healthy,aging,onek1k,CD4T,0.04647025738298928,0.0728596144335045,True,0.05045912067766647,1.2970603219548829,Increase in aging
SMAD5,0.009736970720069182,0.08270907207165429,976,0.02368705377093753,healthy,aging,onek1k,CD4T,5.90163891085236e-14,0.1891991851732771,True,3.3180325432125495e-13,12.479119358737119,Increase in aging
SNAI3,0.04110888554605844,0.0653904126577431,976,0.07324329607854074,healthy,aging,onek1k,CD4T,2.8746367863528343e-22,0.27450094803484415,True,3.636415534736335e-21,20.439326495600852,Increase in aging
SOX13,0.1474703833129495,0.04640063094127949,976,0.2072778165454235,healthy,aging,onek1k,CD4T,1.8083173400811942e-17,0.23193933341189865,True,1.3863766273955822e-16,15.858118771903118,Increase in aging
SOX4,1.8031214375597794e-48,-0.444268057079547,976,4.561897237026242e-46,healthy,aging,onek1k,CD4T,3.211215448060223e-66,-0.5791072694493581,True,8.124375083592365e-64,63.0902100344334,Decrease in aging
SP1,0.2357274744804197,-0.03798939372159964,976,0.31224634054212663,healthy,aging,onek1k,CD4T,0.18496603070694512,-0.05595414574819775,True,0.19257780151793052,0.7153937755390519,Decrease in aging
SP110,0.0007294214212121339,-0.10795810500995982,976,0.0029292638026455534,healthy,aging,onek1k,CD4T,0.00649418735879116,-0.014881258182849768,False,0.0076777074849259976,2.1147684382074785,Decrease in aging
SP140L,0.5604590488943152,0.01865676774153421,976,0.6564636081956563,healthy,aging,onek1k,CD4T,0.01032043424448566,-0.0989198547702898,True,0.01186849938115851,1.925604188516408,Decrease in aging
SP3,0.7454868529973537,-0.01040311522476298,976,0.8103182121251882,healthy,aging,onek1k,CD4T,2.09394532330115e-08,-0.16283333354980992,True,5.518418404116573e-08,7.258185374587125,Decrease in aging
SP4,0.08514214532993042,-0.05513578263546469,976,0.12843978472846063,healthy,aging,onek1k,CD4T,0.009267189476338497,-0.0796399241447012,True,0.01075504099776899,1.9683879297608602,Decrease in aging
SPEN,0.724356961579481,0.011301913259020073,976,0.8002721016576799,healthy,aging,onek1k,CD4T,5.076737394132122e-07,-0.15487588424293147,True,1.0442394802564445e-06,5.98119989115462,Decrease in aging
SREBF1,9.674597583225514e-06,-0.1410908917340139,976,0.0001165558661217169,healthy,aging,onek1k,CD4T,1.3033367029484578e-25,-0.28906719220917054,True,4.121802323074498e-24,23.38491284032404,Decrease in aging
SREBF2,0.9523440410488263,-0.0019154340835622063,976,0.9715445257473914,healthy,aging,onek1k,CD4T,0.22837940868521,-0.050611214167061734,True,0.23487800974535825,0.6291576417719874,Decrease in aging
STAT1,0.04782225316086604,0.06336201039637931,976,0.08230632686870142,healthy,aging,onek1k,CD4T,1.0273976295823881e-05,0.04843160673908056,False,1.7209941381130157e-05,4.764220608922589,Increase in aging
STAT2,0.6720310079678554,0.013568258135843683,976,0.7457186184906466,healthy,aging,onek1k,CD4T,0.06884193298298448,-0.07140686132515983,True,0.07380088578260624,1.1319384255998655,Decrease in aging
STAT3,0.02676590216100068,0.07089932291833245,976,0.05249436625374551,healthy,aging,onek1k,CD4T,1.4586193364019666e-08,-0.1423302636114268,False,3.92585842669891e-08,7.406065365870005,Decrease in aging
STAT4,0.00031340973120969886,0.11512361149034205,976,0.0014597226789779978,healthy,aging,onek1k,CD4T,5.860681419683883e-05,-0.05996320607993636,False,8.671066661871477e-05,4.061927474972364,Decrease in aging
STAT5A,0.006360831121527831,-0.0872847267400596,976,0.0164213293239443,healthy,aging,onek1k,CD4T,0.01367841786324803,-0.0009555338392450916,False,0.015449284461614962,1.8110916302565214,Decrease in aging
STAT5B,0.2621774850646586,0.03592508923251307,976,0.34015848062235193,healthy,aging,onek1k,CD4T,0.32364828452373057,-0.0309679061056599,True,0.32622715531674834,0.4864798908942715,Decrease in aging
STAT6,0.10112107970458373,-0.05250836960036494,976,0.14788227263155884,healthy,aging,onek1k,CD4T,0.005078848389481231,-0.02586548532477476,False,0.0060610785025412795,2.217450091010662,Decrease in aging
TBPL1,0.011400516207789618,0.0809597493039809,976,0.02629632786038265,healthy,aging,onek1k,CD4T,2.7854551665964827e-20,0.2681838283792373,True,2.5168577041032502e-19,18.59914133751865,Increase in aging
TBX21,0.5932622681344979,0.017117273972885164,976,0.6853669125024108,healthy,aging,onek1k,CD4T,5.507692879911032e-08,0.15825729232459887,True,1.3661238221740108e-07,6.864509935464292,Increase in aging
TCF12,0.03172533126266413,-0.06875787668315943,976,0.05989931947353749,healthy,aging,onek1k,CD4T,0.00010262861371907259,-0.1266424775086889,True,0.00014669513712387212,3.833584282579844,Decrease in aging
TCF7,0.0031234912431710817,-0.09450666870839365,976,0.009188875401421904,healthy,aging,onek1k,CD4T,5.567955689504483e-22,-0.2763690391819718,True,6.403149042930156e-21,20.19360638920054,Decrease in aging
TFDP1,0.8938583542431779,0.00427624694822171,976,0.9192933480631057,healthy,aging,onek1k,CD4T,0.0014572453914844415,0.018739233385885727,False,0.0018251637824037805,2.7386981577265983,Increase in aging
TFDP2,2.1873810310324958e-18,-0.27492998317744816,976,1.8446913361707383e-16,healthy,aging,onek1k,CD4T,8.542375704100379e-52,-0.3751393351211771,True,1.080610526568698e-49,48.966330806176394,Decrease in aging
TFE3,0.2581432132447092,-0.036230272248954795,976,0.33825011985153064,healthy,aging,onek1k,CD4T,0.1825397143914317,-0.06109000021462711,True,0.19083697413649678,0.7193374781235943,Decrease in aging
TGIF1,1.7720938378803313e-07,0.16619445020070828,976,4.9815526775969304e-06,healthy,aging,onek1k,CD4T,1.9361981530042533e-11,0.17229079196008829,True,8.445829874311656e-11,10.073357670885514,Increase in aging
THAP11,0.03575474599071917,0.06722005129810746,976,0.06700704248631074,healthy,aging,onek1k,CD4T,0.01802672439200489,-0.027114281837755914,False,0.020091459344393117,1.6969885170994832,Decrease in aging
THRA,0.00017967967825530045,-0.11962886507558754,976,0.0009277338489508371,healthy,aging,onek1k,CD4T,1.6752385323468094e-22,-0.2756572554164246,True,2.493149109904369e-21,20.60325174649738,Decrease in aging
TRERF1,0.04057279918755221,0.06556418210942655,976,0.07280083825851566,healthy,aging,onek1k,CD4T,0.13855734324168653,0.015625927537751265,False,0.14667367297132508,0.8336478323690909,Increase in aging
TRPS1,0.6550522241329194,0.014317882880998768,976,0.7300802321833859,healthy,aging,onek1k,CD4T,2.1938085458672123e-06,-0.07751456120823429,False,4.173184677476727e-06,5.379532395869554,Decrease in aging
USF2,0.004479028206344593,0.09090764545653757,976,0.012452682815441561,healthy,aging,onek1k,CD4T,3.0974696252864908e-21,0.1488055912143577,False,3.265249229989509e-20,19.48608366428838,Increase in aging
XBP1,3.280180616857504e-09,0.18794671011217232,976,1.659771392129897e-07,healthy,aging,onek1k,CD4T,3.0647125772076473e-23,0.2780005816020693,True,5.169148546890232e-22,21.286580987242687,Increase in aging
YBX1,2.1913453031548187e-05,0.13540872826516787,976,0.00020533717099932192,healthy,aging,onek1k,CD4T,1.025269750747777e-14,0.23151257449069668,True,6.176029689028275e-14,13.209290624953706,Increase in aging
YBX3,0.7601923256900842,0.009782420211910963,976,0.8118508249323244,healthy,aging,onek1k,CD4T,0.3209122091226375,-0.05320651138859273,True,0.32476315563210917,0.48843324732896465,Decrease in aging
YY1,0.4586162087702049,0.02374999871268119,976,0.5499047432173547,healthy,aging,onek1k,CD4T,8.020826867615064e-06,0.026215365049933714,False,1.3619256359104773e-05,4.865846605195208,Increase in aging
ZBTB1,0.004304767610688525,0.09130981473180788,976,0.012101180061157743,healthy,aging,onek1k,CD4T,4.0639562633556764e-05,-0.0374268892468624,False,6.156772063646623e-05,4.210646924585051,Decrease in aging
ZBTB10,6.828166882598509e-06,0.14344714925815968,976,8.637631106487114e-05,healthy,aging,onek1k,CD4T,2.4199072613481903e-08,0.03411733109709138,False,6.273595672599016e-08,7.202483474611424,Increase in aging
ZBTB11,0.2391833997515146,-0.03771074748841629,976,0.31517395904756873,healthy,aging,onek1k,CD4T,0.00011437445585691398,-0.12561879855773705,True,0.00016083868379118845,3.79360948956417,Decrease in aging
ZBTB20,0.7576653316058777,-0.009888813890211515,976,0.8118508249323244,healthy,aging,onek1k,CD4T,1.8568668666146993e-08,-0.17011828581931374,True,4.945129655300199e-08,7.305822317243091,Decrease in aging
ZBTB21,2.4432867594142892e-06,0.1501892823440124,976,3.8634471883238454e-05,healthy,aging,onek1k,CD4T,5.092764802685269e-09,0.01865256834950344,False,1.552372885637799e-08,7.809003951425917,Increase in aging
ZBTB25,0.0045582057774339714,-0.09072957369066241,976,0.012535065887943422,healthy,aging,onek1k,CD4T,1.1712411044774466e-07,-0.15203050497478282,True,2.6938545402981273e-07,6.569625858520749,Decrease in aging
ZBTB40,0.014538314951647166,-0.07820069424028232,976,0.03226485686637485,healthy,aging,onek1k,CD4T,0.00023081626786861635,-0.11914522155728591,True,0.0003103344756206379,3.50816997517282,Decrease in aging
ZBTB44,0.00011432057489043619,-0.12317872730860899,976,0.0006573433056200082,healthy,aging,onek1k,CD4T,3.6294407474648466e-09,-0.1607985970769536,True,1.133640134701983e-08,7.945524786992199,Decrease in aging
ZBTB7A,0.0006686080817721413,0.10871618906888197,976,0.0027283523336830927,healthy,aging,onek1k,CD4T,1.088844857072594e-24,0.21178813050558046,True,2.2956479069947193e-23,22.63909472070572,Increase in aging
ZBTB7B,0.2664658941488769,0.03560421220521008,976,0.3439585266309482,healthy,aging,onek1k,CD4T,1.797643395752531e-14,0.2160799708562451,True,1.0336449525577053e-13,12.985628611749108,Increase in aging
ZEB1,0.3030820306609937,0.03299789522972407,976,0.38339876878615703,healthy,aging,onek1k,CD4T,6.64922740526489e-08,-0.15302287648529203,True,1.6021471747923974e-07,6.795297591707227,Decrease in aging
ZEB2,0.8303737632634406,0.006865804072194143,976,0.8681180252299606,healthy,aging,onek1k,CD4T,8.473947559410343e-09,0.08820146086643797,False,2.464262910954962e-08,7.6083129593786305,Increase in aging
ZFP14,0.0006006099310445047,-0.10964369302434862,976,0.002575496822953554,healthy,aging,onek1k,CD4T,2.8087440742479067e-05,-0.08020005076430362,False,4.413740688103853e-05,4.355193185681325,Decrease in aging
ZFP91,0.042202453015068815,-0.06504179985916184,976,0.07414736536675284,healthy,aging,onek1k,CD4T,1.8739732967967565e-05,-0.12495038467564548,True,3.019842319041907e-05,4.520015733121594,Decrease in aging
ZFX,0.015322027295971668,-0.0775944055251166,976,0.03257540257042716,healthy,aging,onek1k,CD4T,6.336242332145651e-05,-0.13287007422952327,True,9.320170407167731e-05,4.030576147064896,Decrease in aging
ZGPAT,0.08515503950273468,-0.05513350821600958,976,0.12843978472846063,healthy,aging,onek1k,CD4T,2.497040899138417e-06,0.12194734545274089,False,4.714562294641936e-06,5.3265586214517135,Increase in aging
ZHX2,0.40099283341871933,0.026912543149817173,976,0.4877460906487307,healthy,aging,onek1k,CD4T,1.153652077566569e-06,-0.12149196411552823,True,2.262588958328232e-06,5.645394336608253,Decrease in aging
ZKSCAN1,0.00017381924553976904,-0.11989248602644657,976,0.000916172273365866,healthy,aging,onek1k,CD4T,5.458440579917525e-10,-0.17535708177112597,True,1.9728363810273343e-09,8.704908931860604,Decrease in aging
ZNF10,0.997513734424179,-9.98711729595543e-05,976,0.997513734424179,healthy,aging,onek1k,CD4T,8.7070341042638e-08,-0.14504569636864487,True,2.0209904847511389e-07,6.694435731229774,Decrease in aging
ZNF101,0.0623597618488002,-0.05967981364758586,976,0.10448357448838709,healthy,aging,onek1k,CD4T,8.102893557015221e-09,-0.17208244776875897,True,2.38375822084285e-08,7.622737796196371,Decrease in aging
ZNF142,0.07091894556220668,-0.05783425041474252,976,0.11428339635183625,healthy,aging,onek1k,CD4T,0.012318885536137683,-0.07888962751380647,True,0.013976134711402842,1.8546129219821268,Decrease in aging
ZNF148,0.07810728781113348,-0.05642042798105093,976,0.121982369235906,healthy,aging,onek1k,CD4T,1.7219231891727153e-09,-0.18774757467972958,True,5.585212395649961e-09,8.252960306791016,Decrease in aging
ZNF207,0.9250054279229062,-0.003016905768677195,976,0.9474751954028148,healthy,aging,onek1k,CD4T,4.10988779370503e-05,-0.14079814822557007,True,6.189295308377218e-05,4.2083587954233534,Decrease in aging
ZNF217,0.47874365279424197,-0.022699088061028945,976,0.5713308686648265,healthy,aging,onek1k,CD4T,0.030924382933727276,-0.09228151364876233,True,0.03401682122710001,1.4683062723821985,Decrease in aging
ZNF24,0.7620612547684854,0.009703802205301204,976,0.8118508249323244,healthy,aging,onek1k,CD4T,0.014072964010919458,-0.0957365037139866,True,0.015824266198944992,1.8006764198975216,Decrease in aging
ZNF276,0.184536313803822,-0.04250883692221613,976,0.2510090720019729,healthy,aging,onek1k,CD4T,0.041550137949754096,-0.0858065660917863,True,0.04531114181589563,1.3437949937004265,Decrease in aging
ZNF280D,0.0021605694573328064,-0.09806837516608986,976,0.006667103650665857,healthy,aging,onek1k,CD4T,7.644990036534783e-09,-0.1636556594307165,True,2.2755087991097647e-08,7.642921480791546,Decrease in aging
ZNF292,0.1322471419437572,0.048217220011776564,976,0.1879692523133178,healthy,aging,onek1k,CD4T,0.0007869783452903503,-0.09850586182796009,True,0.0010005302580827066,2.9997697728752,Decrease in aging
ZNF326,0.850471576072361,0.006041962195776153,976,0.8854704063634047,healthy,aging,onek1k,CD4T,1.9598839944626691e-10,-0.1830183620164399,True,7.512888645440232e-10,9.124193048140043,Decrease in aging
ZNF331,0.03939144729039586,0.0659540805497415,976,0.0712577790083616,healthy,aging,onek1k,CD4T,3.0886042975673996e-06,-0.09112572281492425,False,5.541963739606752e-06,5.256336320080351,Decrease in aging
ZNF335,0.48585661996849866,-0.02233351122916133,976,0.5770972997747895,healthy,aging,onek1k,CD4T,0.00041938691588371826,-0.07748253587695503,True,0.0005441276395824653,3.2642992130515105,Decrease in aging
ZNF33A,0.001044863492735562,-0.10477665790895804,976,0.0038875068185602528,healthy,aging,onek1k,CD4T,2.1544612693101177e-16,-0.2338472290240763,True,1.5141075031540548e-15,14.819843288396642,Decrease in aging
ZNF350,0.014393819742747668,0.07831560617637086,976,0.03222687075146159,healthy,aging,onek1k,CD4T,0.00023183089285494296,-0.05102901026839935,False,0.0003103344756206379,3.50816997517282,Decrease in aging
ZNF394,1.8292104928759817e-05,0.13668342398578603,976,0.0001779962518067782,healthy,aging,onek1k,CD4T,1.8776177435578666e-06,0.002193244892617137,False,3.5987673418192445e-06,5.443846229321014,Increase in aging
ZNF407,0.0046488863505729176,-0.09052903600274823,976,0.012646970394569336,healthy,aging,onek1k,CD4T,9.540340134436441e-09,-0.16536321406333956,True,2.7428477886504768e-08,7.5617982924258555,Decrease in aging
ZNF451,0.18050297703793505,0.04290224402352632,976,0.24819159342716068,healthy,aging,onek1k,CD4T,1.7262356705469444e-07,-0.142100601903236,True,3.9111979012969033e-07,6.407690208781503,Decrease in aging
ZNF460,0.03943118205996294,-0.06594080632376789,976,0.0712577790083616,healthy,aging,onek1k,CD4T,0.00046283814836878696,-0.11313122935100961,True,0.0005974390384556281,3.2237064027028803,Decrease in aging
