cell_type,gene,clock_coef,signed_coef,pooled_rho
CD8T,DAP3,-0.08520489673138942,-0.08520489673138942,-0.1848044138308134
CD8T,SYT11,-0.08805171841197112,0.08805171841197112,0.3742956220264711
CD8T,SSR2,0.04074685394157989,0.04074685394157989,0.2808332040007201
CD8T,LAMTOR2,0.08379622842778167,0.08379622842778167,0.386361496046908
CD8T,LMNA,0.13418834432902102,0.13418834432902102,0.2284981418726194
CD8T,TTC24,0.012677398031439767,-0.012677398031439767,-0.2989813736785793
CD8T,GPATCH4,-0.01764173216497637,-0.01764173216497637,-0.170061706175215
CD8T,SH2D2A,0.05403081153053457,0.05403081153053457,0.3654232055429939
CD8T,ARHGEF11,0.2473672895518418,-0.2473672895518418,-0.2168348081627903
CD8T,PYHIN1,-0.019013814061519908,0.019013814061519908,0.391573147324183
CD8T,IFI16,-0.08380164329232548,0.08380164329232548,0.2825896241681889
CD8T,DUSP23,-0.08027037870606821,0.08027037870606821,0.3212480586731746
CD8T,FCRL6,-0.08048108386268919,0.08048108386268919,0.4298446623092757
CD8T,TAGLN2,0.036849360685573776,0.036849360685573776,0.429480417793067
CD8T,PEA15,-0.03312267683279152,0.03312267683279152,0.2429959945726461
CD8T,SLAMF6,0.04530033827065044,0.04530033827065044,0.2962408621175428
