gene,pvalue,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
CASZ1,1.859345467949699e-05,0.4158937326963566,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
CC2D1A,1.2667084562697183e-05,0.42333754743943663,99,6.707522873199646e-05,healthy,aging,perez_sle,CD8T
CDC5L,2.6446493706479874e-05,0.408901996552482,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
CEBPA,6.118272024722937e-06,0.4369866054209243,99,4.4178691503194125e-05,healthy,aging,perez_sle,CD8T
CEBPB,9.988658817868683e-06,0.4278583334314901,99,5.667035002790798e-05,healthy,aging,perez_sle,CD8T
CEBPD,6.9728168102510845e-06,0.43457758384433687,99,4.846107683124497e-05,healthy,aging,perez_sle,CD8T
CEBPG,2.3671091133698414e-05,0.4111190395458452,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
CEBPZ,0.41397845418558354,0.08301525510065459,99,0.43265417392327904,healthy,aging,perez_sle,CD8T
CENPB,5.110456490403416e-05,0.39539537429403165,99,9.86602016897326e-05,healthy,aging,perez_sle,CD8T
CENPT,2.5178223956188035e-05,0.4098866608986964,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
CENPX,3.500745434785368e-05,0.4032231462035599,99,8.272902630450853e-05,healthy,aging,perez_sle,CD8T
CGGBP1,4.650626561763114e-05,0.3973647029864604,99,9.390516196652867e-05,healthy,aging,perez_sle,CD8T
CHAMP1,0.00012399138522246027,0.3762470588317993,99,0.00019566556842670984,healthy,aging,perez_sle,CD8T
CHCHD3,2.423642032595402e-05,0.41064838237406986,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
CLOCK,7.431350596289752e-05,0.38744993809155936,99,0.00012799419575039423,healthy,aging,perez_sle,CD8T
CREB1,0.01737917238890363,0.23862318609014715,99,0.020647050957757304,healthy,aging,perez_sle,CD8T
CREB3,1.827338066862704e-05,0.41623433986014147,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
CREB3L2,7.529679023472689e-06,0.4331532266139638,99,4.983930401250963e-05,healthy,aging,perez_sle,CD8T
CREBL2,0.0021309662803497696,-0.305159247321138,99,0.0027050622188914885,healthy,aging,perez_sle,CD8T
CREBZF,3.5316390849837384e-05,0.4030435533353825,99,8.272902630450853e-05,healthy,aging,perez_sle,CD8T
CREM,0.0013504745785019086,0.3177617123811778,99,0.0017667385074048498,healthy,aging,perez_sle,CD8T
CSRNP1,0.44401032453057776,0.0778008690659846,99,0.46230288471723074,healthy,aging,perez_sle,CD8T
CTCF,2.958764821956382e-05,0.4066416035564553,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
CUX1,0.0018398522578779186,0.30927749757417317,99,0.002357045749723785,healthy,aging,perez_sle,CD8T
CXXC1,3.61928353310983e-05,0.4025419318759902,99,8.349882341946328e-05,healthy,aging,perez_sle,CD8T
CXXC5,1.2763917527254603e-06,0.46452004996978735,99,2.3976296700056405e-05,healthy,aging,perez_sle,CD8T
DBP,0.0014039865850842674,-0.31670892660220634,99,0.001832433195555992,healthy,aging,perez_sle,CD8T
DDIT3,0.023461052055503244,0.22761847827113463,99,0.02740408601441135,healthy,aging,perez_sle,CD8T
DEAF1,0.00143015429172651,-0.3162073051428142,99,0.0018622149559717554,healthy,aging,perez_sle,CD8T
DMTF1,6.129567352808879e-05,0.3915619954870711,99,0.00011162844470561922,healthy,aging,perez_sle,CD8T
DNMT1,0.5320990745153935,-0.06353871818968417,99,0.5499016457817077,healthy,aging,perez_sle,CD8T
DR1,1.9371010791876807e-05,0.41508866121831967,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
DRAP1,5.926092079767695e-07,0.477172057890014,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
E2F3,1.9352728647608813e-05,0.41510723979088976,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
E2F4,2.4822063856550006e-05,0.410171532344771,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
E4F1,7.247228903546937e-05,0.38798871669609175,99,0.000125920602199128,healthy,aging,perez_sle,CD8T
EEA1,0.005399613532671633,-0.27762580277227494,99,0.006598209064099841,healthy,aging,perez_sle,CD8T
EGR1,0.06976874743395366,-0.18303609696045856,99,0.07789442484594022,healthy,aging,perez_sle,CD8T
ELF1,0.148362908270008,-0.1463372232770211,99,0.16048594746716818,healthy,aging,perez_sle,CD8T
ELF2,3.2704917767221e-05,0.40461034628879283,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
ELF4,5.720241248301154e-06,0.43821898406807314,99,4.240605512073914e-05,healthy,aging,perez_sle,CD8T
ELK3,7.959953294515363e-06,0.43211901940756253,99,5.097200062047228e-05,healthy,aging,perez_sle,CD8T
ELK4,0.09153289156983269,-0.1705079461906992,99,0.10037926570577313,healthy,aging,perez_sle,CD8T
EOMES,1.3487366324393035e-06,0.4635911213412832,99,2.3976296700056405e-05,healthy,aging,perez_sle,CD8T
ETS1,2.74601582070413e-06,-0.4513602277326452,99,3.180801658982272e-05,healthy,aging,perez_sle,CD8T
ETV3,0.00026256886225273115,0.3590556863469491,99,0.0003772307168282132,healthy,aging,perez_sle,CD8T
ETV6,3.7111977052611375e-05,0.40202792470155124,99,8.427233414135545e-05,healthy,aging,perez_sle,CD8T
FAM200B,1.466176416909934e-06,-0.462179149825957,99,2.3976296700056405e-05,healthy,aging,perez_sle,CD8T
FLI1,1.4537189424693e-05,0.420687004419438,99,7.415300293696607e-05,healthy,aging,perez_sle,CD8T
FOS,8.321822976431027e-06,-0.43128917649943216,99,5.2578790623814156e-05,healthy,aging,perez_sle,CD8T
FOSB,0.0007030234964540707,-0.3349097348633644,99,0.0009533684488499105,healthy,aging,perez_sle,CD8T
FOSL2,2.124331976272778e-05,0.4132679611064515,99,8.144477187313893e-05,healthy,aging,perez_sle,CD8T
FOXJ3,0.37027296395022025,0.09101642702083702,99,0.38917158403841673,healthy,aging,perez_sle,CD8T
FOXK1,0.03647355849246507,-0.2105261915066582,99,0.04155593959387414,healthy,aging,perez_sle,CD8T
FOXK2,0.0002674398703252966,0.35862218632031384,99,0.0003832385770640848,healthy,aging,perez_sle,CD8T
FOXN2,2.450099927708831e-05,0.4104316323607522,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
FOXN3,0.7257622844572915,0.035695630764652965,99,0.7350160840769656,healthy,aging,perez_sle,CD8T
FOXO1,4.315949851387672e-06,-0.4433280915248459,99,3.8704324473734516e-05,healthy,aging,perez_sle,CD8T
FOXO3,2.3284183631295502e-05,0.41144726099458334,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
FOXP1,3.166609791566974e-07,-0.4871425585026253,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
FOXP4,2.423642032595402e-05,0.41064838237406986,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
GABPA,5.451425219626985e-05,0.3940391384964156,99,0.00010297243667068384,healthy,aging,perez_sle,CD8T
GATA3,3.6902503953762777e-06,0.44613345598292853,99,3.676634708114811e-05,healthy,aging,perez_sle,CD8T
GATAD2A,2.865879854703876e-05,0.4072856607388848,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
GATAD2B,0.00040279613394793084,0.3488003142882632,99,0.0005669737986710115,healthy,aging,perez_sle,CD8T
GFI1,2.6988944310620023e-06,0.4516636777512899,99,3.180801658982272e-05,healthy,aging,perez_sle,CD8T
GLMP,3.541278464113855e-05,0.4029878176176723,99,8.272902630450853e-05,healthy,aging,perez_sle,CD8T
GLYR1,2.7140425295740202e-05,0.40838179652051965,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
GMEB1,3.92279295825945e-05,0.40088843891725284,99,8.517568335041988e-05,healthy,aging,perez_sle,CD8T
GPBP1,0.0017833528639272353,0.31014449762744367,99,0.002289940398022039,healthy,aging,perez_sle,CD8T
GPBP1L1,2.698198932898269e-05,0.40849946081346356,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
GTF2B,0.0001989365760261373,0.3655272224588614,99,0.00029417217093226686,healthy,aging,perez_sle,CD8T
GTF2I,3.947646217298448e-05,0.40075838890926224,99,8.517568335041988e-05,healthy,aging,perez_sle,CD8T
GTF2IRD2,0.05200439846244621,-0.19588008346390937,99,0.058531266285668196,healthy,aging,perez_sle,CD8T
GTF2IRD2B,0.7238442649395171,-0.03595573078063414,99,0.734411334500678,healthy,aging,perez_sle,CD8T
GTF3A,3.6040684705427716e-06,0.44655457029451706,99,3.676634708114811e-05,healthy,aging,perez_sle,CD8T
HBP1,0.003946263916953822,0.2872123462184378,99,0.0048435380525967435,healthy,aging,perez_sle,CD8T
HES6,1.0570385973186059e-05,0.4267869690799487,99,5.9364995970620636e-05,healthy,aging,perez_sle,CD8T
HHEX,1.1719822721217944e-05,0.4248238332450432,99,6.326428575725409e-05,healthy,aging,perez_sle,CD8T
HIC2,0.003176066853092998,-0.29366530375778,99,0.003941725826606489,healthy,aging,perez_sle,CD8T
HIF1A,0.035087382272101744,-0.21207440588749843,99,0.0401411204594415,healthy,aging,perez_sle,CD8T
HIVEP1,7.4200121971431615e-06,-0.43342571234499166,99,4.970514194712762e-05,healthy,aging,perez_sle,CD8T
HIVEP2,0.00022369620393306123,-0.3628085580061059,99,0.00032558923923241376,healthy,aging,perez_sle,CD8T
HIVEP3,4.7840085099022245e-06,0.44147023426783766,99,4.092167279239433e-05,healthy,aging,perez_sle,CD8T
HMBOX1,0.00011822743273802687,0.37730603746829405,99,0.00018943646283095945,healthy,aging,perez_sle,CD8T
HMG20A,0.0001490579529804374,0.3721164228637175,99,0.0002295740217648842,healthy,aging,perez_sle,CD8T
HMG20B,2.961485529488685e-05,0.40662302498388514,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
HMGA1,9.390869335911852e-07,-0.46964154314160694,99,2.3976296700056405e-05,healthy,aging,perez_sle,CD8T
HMGN3,3.256581841725859e-05,0.4046970462941199,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
HOXB2,1.84647994165094e-05,0.4160299755618706,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
HOXB4,2.127658121289445e-05,0.4132369968188347,99,8.144477187313893e-05,healthy,aging,perez_sle,CD8T
HSF1,9.180394929035313e-05,0.38287341638179556,99,0.00015146289556509297,healthy,aging,perez_sle,CD8T
HSF2,8.132523192982135e-08,-0.507740002625324,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
IKZF1,7.231704144675748e-06,-0.4339025623742905,99,4.903448176145988e-05,healthy,aging,perez_sle,CD8T
IKZF2,5.610807540174831e-06,0.43857197694690475,99,4.240605512073914e-05,healthy,aging,perez_sle,CD8T
IKZF3,1.1249559529648227e-05,0.4256041332929867,99,6.237312708559135e-05,healthy,aging,perez_sle,CD8T
IKZF5,0.06935611177074238,-0.1833023898339631,99,0.07758953349000557,healthy,aging,perez_sle,CD8T
IRF1,1.695772164250947e-05,0.41769585423565464,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
IRF2,1.1670462409679354e-05,0.4249043403928469,99,6.326428575725409e-05,healthy,aging,perez_sle,CD8T
IRF3,3.952396817339628e-05,0.4007336174791688,99,8.517568335041988e-05,healthy,aging,perez_sle,CD8T
IRF4,1.90744200741537e-05,0.41539211123696435,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
IRF5,3.6478445316689535e-05,0.4023809175803829,99,8.38099818019809e-05,healthy,aging,perez_sle,CD8T
IRF7,3.076951308831239e-05,0.405848917793465,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
IRF8,7.739027173793473e-05,0.38657674518076546,99,0.0001323968956501283,healthy,aging,perez_sle,CD8T
IRF9,1.7537261636967457e-05,0.41703941133817846,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
JAZF1,5.546473699891095e-06,0.43878253410269896,99,4.240605512073914e-05,healthy,aging,perez_sle,CD8T
JUN,0.1328698694133487,-0.15209658077374685,99,0.14428837381605833,healthy,aging,perez_sle,CD8T
JUNB,1.8204236367533382e-05,-0.4163086541504218,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
JUND,0.010898276599217145,-0.25487324423144647,99,0.013087347276813677,healthy,aging,perez_sle,CD8T
KAT7,3.209309491208882e-05,0.4049943034552412,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
KCMF1,2.4176321972329657e-05,0.4106979252342567,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
KDM2A,0.003188806983265457,0.2935476394648361,99,0.003948723124043639,healthy,aging,perez_sle,CD8T
KDM2B,2.928990973109023e-05,0.40684596785472615,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
KDM5B,8.332912416138167e-05,0.38497898793973834,99,0.00013929127464877203,healthy,aging,perez_sle,CD8T
KIN,3.058198125528579e-05,0.40597277494393225,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
KLF10,4.896558815509564e-06,0.4410491199562491,99,4.124979850641382e-05,healthy,aging,perez_sle,CD8T
KLF11,2.118357190145092e-05,0.4133236968241618,99,8.144477187313893e-05,healthy,aging,perez_sle,CD8T
KLF12,0.012577697293159194,0.24998707964551467,99,0.015039139129024756,healthy,aging,perez_sle,CD8T
KLF13,0.07124329313746897,-0.1820947826169077,99,0.0792225419688655,healthy,aging,perez_sle,CD8T
KLF2,0.005709356176777545,-0.2758856098082105,99,0.006946175129733731,healthy,aging,perez_sle,CD8T
KLF3,0.0001878091508201457,0.36685249396886066,99,0.0002814606141671186,healthy,aging,perez_sle,CD8T
KLF6,1.946816923609301e-06,0.45733633524268863,99,2.775462075709656e-05,healthy,aging,perez_sle,CD8T
KLF7,3.6968259382111834e-07,-0.4847087654959443,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
KLF9,1.2443858374280469e-05,-0.42367815460322145,99,6.652678130865323e-05,healthy,aging,perez_sle,CD8T
KMT2A,0.0027762831771337335,0.29759157542759085,99,0.0034844547324748435,healthy,aging,perez_sle,CD8T
KMT2B,8.125740884347416e-05,0.3855239594017941,99,0.00013690642217264128,healthy,aging,perez_sle,CD8T
L3MBTL3,0.0001244055078743046,0.376172744541519,99,0.00019566556842670984,healthy,aging,perez_sle,CD8T
LCOR,3.8294467179835293e-05,0.4013838675191217,99,8.517568335041988e-05,healthy,aging,perez_sle,CD8T
LCORL,3.4459816050219515e-05,0.4035451747947747,99,8.257715578560536e-05,healthy,aging,perez_sle,CD8T
LEF1,2.307019015287089e-06,-0.4544009207766155,99,2.9830292383711993e-05,healthy,aging,perez_sle,CD8T
LIN54,3.0117818506118704e-05,0.4062824178201003,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
MAF,7.56696594615851e-07,0.4731962433600162,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
MAFF,6.210592186844474e-05,0.39128331689851986,99,0.00011175046135551867,healthy,aging,perez_sle,CD8T
MAX,0.002266505494386309,-0.30341286149955027,99,0.002870562767377649,healthy,aging,perez_sle,CD8T
MAZ,1.929797921642232e-05,0.41516297550860004,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
MBD1,2.267601632112454e-05,0.41197365388406904,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
MBD2,3.021936526378675e-05,0.4062142963873433,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
MBD4,3.2516274290293446e-05,0.40472801058173663,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
MBNL2,3.9417154682890546e-05,0.40078935319687903,99,8.517568335041988e-05,healthy,aging,perez_sle,CD8T
MECP2,1.6163108679642638e-05,0.4186309757216822,99,7.95282161582416e-05,healthy,aging,perez_sle,CD8T
MEF2A,0.1314069176148501,-0.15266632366589608,99,0.1429789553695825,healthy,aging,perez_sle,CD8T
MEF2D,3.259557876695713e-05,0.40467846772154975,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
MGA,0.00014877210268829656,0.3721597728663811,99,0.0002295740217648842,healthy,aging,perez_sle,CD8T
MLX,3.181060892805408e-05,0.40517389632341866,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
MLXIP,2.625151290295475e-07,-0.4900655872536516,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
MTERF1,0.034175626492053066,0.21312099880894644,99,0.039178656349652584,healthy,aging,perez_sle,CD8T
MTERF2,1.8546574011014493e-05,0.4159432755565435,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
MTERF4,7.027813917906133e-07,-0.4744038505770716,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
MTF1,3.298478474648906e-05,0.4044369462781387,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
MTF2,3.517758827669877e-05,0.40312406048318616,99,8.272902630450853e-05,healthy,aging,perez_sle,CD8T
MXD1,2.4737596869914235e-05,0.41023965377752797,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
MXD4,1.933550657582777e-06,0.4574539995356325,99,2.775462075709656e-05,healthy,aging,perez_sle,CD8T
MXI1,0.00011003085215576719,0.3788976018517978,99,0.0001768125832329669,healthy,aging,perez_sle,CD8T
MYBL1,4.739999541043138e-06,0.44163744142096845,99,4.092167279239433e-05,healthy,aging,perez_sle,CD8T
MYC,9.536937244489182e-06,-0.428731526342284,99,5.581618008353663e-05,healthy,aging,perez_sle,CD8T
MYNN,4.025508410841021e-05,0.4003558531702438,99,8.641631955318947e-05,healthy,aging,perez_sle,CD8T
MYSM1,4.823703031318864e-05,0.3966029815110871,99,9.510563423451376e-05,healthy,aging,perez_sle,CD8T
MZF1,1.4496587404850404e-06,-0.4623711284091811,99,2.3976296700056405e-05,healthy,aging,perez_sle,CD8T
NACC2,2.0946151521320412e-05,0.41354663969500277,99,8.144477187313893e-05,healthy,aging,perez_sle,CD8T
NCOA1,2.024876500440535e-05,0.4142154683075258,99,8.13299814947645e-05,healthy,aging,perez_sle,CD8T
NCOA2,5.429008613239368e-05,0.3941258385017426,99,0.00010297243667068384,healthy,aging,perez_sle,CD8T
NCOA3,0.00015925888893170064,-0.37061775134306413,99,0.0002432635775989713,healthy,aging,perez_sle,CD8T
NFAT5,4.066805473540554e-05,0.4001452960144495,99,8.663386372753055e-05,healthy,aging,perez_sle,CD8T
NFATC1,0.03265753155425755,-0.21491692749072114,99,0.03759334895272712,healthy,aging,perez_sle,CD8T
NFATC2,1.1330370207994124e-05,0.4254678904274728,99,6.237312708559135e-05,healthy,aging,perez_sle,CD8T
NFATC3,3.888712032404914e-05,0.40106803178543027,99,8.517568335041988e-05,healthy,aging,perez_sle,CD8T
NFE2L1,2.6849241427533916e-05,0.40859854653383737,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
NFE2L2,0.0012394957610584653,0.32007164823739137,99,0.0016292190145354769,healthy,aging,perez_sle,CD8T
NFIC,0.0005324630375228844,-0.3419200495798091,99,0.0007346140170290911,healthy,aging,perez_sle,CD8T
NFIL3,1.7671032306149554e-05,0.4168907827576177,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
NFKB1,2.0413865189342524e-06,-0.45651887804960495,99,2.814378493875905e-05,healthy,aging,perez_sle,CD8T
NFKB2,0.025370200284471074,-0.22467067809001476,99,0.02957197349720318,healthy,aging,perez_sle,CD8T
NFX1,0.9760734243143236,0.0030530787590169867,99,0.9760734243143236,healthy,aging,perez_sle,CD8T
NFXL1,0.00010387451104473656,0.3801671376440868,99,0.00016887201210781733,healthy,aging,perez_sle,CD8T
NFYA,0.00011888849845698415,0.37718218031782685,99,0.00018949557517978084,healthy,aging,perez_sle,CD8T
NFYB,4.5128592269209715e-05,0.3979901815963199,99,9.25885509287107e-05,healthy,aging,perez_sle,CD8T
NFYC,2.434948199078937e-05,0.41055548951121934,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
NME2,9.155621522729571e-06,-0.4294994406751808,99,5.471029888030725e-05,healthy,aging,perez_sle,CD8T
NR1D1,0.019652726119142847,-0.23417052153085058,99,0.023199396437884125,healthy,aging,perez_sle,CD8T
NR1D2,5.880301697098791e-05,0.3924413812553884,99,0.00010790256579494808,healthy,aging,perez_sle,CD8T
NR1H2,3.2476689745486914e-05,0.40475278201183007,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
NR2C1,8.905415031205286e-05,0.3835360521367952,99,0.00014780330618955636,healthy,aging,perez_sle,CD8T
NR2C2,2.9164445267071434e-05,0.4069326678600532,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
NR3C1,4.0631457592565e-05,0.4001638745870196,99,8.663386372753055e-05,healthy,aging,perez_sle,CD8T
NR3C2,7.875774769118634e-05,-0.38619898087184046,99,0.00013391225601314862,healthy,aging,perez_sle,CD8T
NR4A1,0.07699821074609281,-0.17856485382859189,99,0.0849424705849754,healthy,aging,perez_sle,CD8T
NR4A2,0.8600459090708892,0.01794690110270026,99,0.8631507679484014,healthy,aging,perez_sle,CD8T
NR4A3,0.7904566921844245,-0.027044208804517612,99,0.7976296204256625,healthy,aging,perez_sle,CD8T
PA2G4,6.491900643178758e-06,-0.43589666249681275,99,4.568983237477701e-05,healthy,aging,perez_sle,CD8T
PATZ1,7.710171352402359e-05,-0.38665725232856923,99,0.00013231034789925033,healthy,aging,perez_sle,CD8T
PBX2,0.00020960386287256858,-0.3643196152418059,99,0.00030612401128111966,healthy,aging,perez_sle,CD8T
PBX4,0.06786623560474658,0.18427466846513077,99,0.07607586087951432,healthy,aging,perez_sle,CD8T
PCGF6,3.882864043099212e-05,0.40109899607304705,99,8.517568335041988e-05,healthy,aging,perez_sle,CD8T
PHF1,0.5060341326337086,-0.06761981129757907,99,0.5239385060416052,healthy,aging,perez_sle,CD8T
PHF19,3.4753695060848304e-05,0.4033717747841206,99,8.257715578560536e-05,healthy,aging,perez_sle,CD8T
PHF20,0.20046392300966434,0.12977132940203034,99,0.21352096014056202,healthy,aging,perez_sle,CD8T
PHF21A,1.648505042867894e-05,0.41824701855523383,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
PIN1,4.630259587120169e-07,0.48113548670496503,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
PKNOX1,3.66441770308253e-05,0.4022880247175324,99,8.384428983184717e-05,healthy,aging,perez_sle,CD8T
PLAG1,7.484373951840716e-07,-0.4733758362281936,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
PLSCR1,1.6690633975222015e-05,0.4180054971118227,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
POGK,0.00010880363528958534,0.3791453161527323,99,0.00017534730788698388,healthy,aging,perez_sle,CD8T
POU2F1,0.00011922031630756858,0.37712025174259317,99,0.00018949557517978084,healthy,aging,perez_sle,CD8T
POU2F2,3.4044016750975994e-05,-0.40379288909570915,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
PPARA,2.9397852438570754e-05,0.40677165356444583,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
PPARD,5.678721353624917e-05,-0.3931783313006683,99,0.00010495756747811599,healthy,aging,perez_sle,CD8T
PRDM1,3.3873792030937822e-06,0.44765689893367533,99,3.676634708114811e-05,healthy,aging,perez_sle,CD8T
PRDM2,0.5060341326337086,-0.06761981129757907,99,0.5239385060416052,healthy,aging,perez_sle,CD8T
PRDM4,3.29546922387025e-05,0.4044555248507088,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
PREB,1.5198288745011334e-05,0.41982619722369086,99,7.544864769844907e-05,healthy,aging,perez_sle,CD8T
PRMT3,0.9087478018594823,-0.011667343574012178,99,0.9103851852862562,healthy,aging,perez_sle,CD8T
PURA,0.0006405605649292644,0.33727540643728837,99,0.0008729207698545858,healthy,aging,perez_sle,CD8T
PURB,0.000209491821159345,0.3643320009568527,99,0.00030612401128111966,healthy,aging,perez_sle,CD8T
RARA,0.0018595930285654544,0.30898024041305183,99,0.002376859135361822,healthy,aging,perez_sle,CD8T
RBAK,0.016542928932682506,0.24038815048430506,99,0.019712753255734943,healthy,aging,perez_sle,CD8T
RBCK1,3.30211832920685e-06,0.4481089775328807,99,3.671955582078006e-05,healthy,aging,perez_sle,CD8T
RBPJ,0.6561015482548157,-0.04530694564090929,99,0.6705743765251425,healthy,aging,perez_sle,CD8T
RBSN,0.1616130560318841,0.1417607015672573,99,0.17346884006511112,healthy,aging,perez_sle,CD8T
REL,0.00020726258124861225,0.36457971525778715,99,0.00030486242109584237,healthy,aging,perez_sle,CD8T
RELA,2.422890038836187e-05,0.4106545752315932,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
RELB,5.229548751696517e-05,0.39491233140720944,99,0.00010026307261873322,healthy,aging,perez_sle,CD8T
REPIN1,0.04230066952942787,-0.2045129268514746,99,0.04790055449768207,healthy,aging,perez_sle,CD8T
REST,0.07916759794434895,0.17728912517877954,99,0.08716274149912479,healthy,aging,perez_sle,CD8T
REXO4,0.00015219440361026216,-0.3716457656919421,99,0.00023375715029642477,healthy,aging,perez_sle,CD8T
RFX2,3.975709059701396e-06,-0.4448019916154059,99,3.811196960679259e-05,healthy,aging,perez_sle,CD8T
RFX3,0.40747300903746786,0.0841733194575231,99,0.42665723733490046,healthy,aging,perez_sle,CD8T
RFX5,4.799429065557284e-05,0.39670826008898413,99,9.496379218682739e-05,healthy,aging,perez_sle,CD8T
RFX7,0.0004216091714466717,0.34768559993405823,99,0.0005904652375928197,healthy,aging,perez_sle,CD8T
RLF,0.0028904451958661867,0.29642112535567566,99,0.003611432649217078,healthy,aging,perez_sle,CD8T
RORA,7.228426214073655e-05,0.38804445241380203,99,0.000125920602199128,healthy,aging,perez_sle,CD8T
RREB1,0.030135226247523978,0.21806289911258855,99,0.0349733847884185,healthy,aging,perez_sle,CD8T
RUNX1,4.531725550507116e-05,0.3979034815909928,99,9.263380169418957e-05,healthy,aging,perez_sle,CD8T
RUNX2,1.0228871644039695e-06,-0.4682233787687573,99,2.3976296700056405e-05,healthy,aging,perez_sle,CD8T
RUNX3,1.9493306117851948e-05,0.4149648040678524,99,8.028354223352353e-05,healthy,aging,perez_sle,CD8T
RXRA,2.5657905879760055e-05,0.40950889658977135,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
RXRB,2.8994976195531786e-05,0.407050332152997,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
SAFB,0.00013292553696223977,0.3746926515934356,99,0.00020818760155212764,healthy,aging,perez_sle,CD8T
SAFB2,0.0007973982527146969,0.33167706323616997,99,0.0010734949842841923,healthy,aging,perez_sle,CD8T
SATB1,1.4635002827683375e-06,-0.46221011411357377,99,2.3976296700056405e-05,healthy,aging,perez_sle,CD8T
SCML4,3.0984436633167913e-07,-0.4874831656664101,99,2.214333192665303e-05,healthy,aging,perez_sle,CD8T
SETBP1,5.188953181577736e-06,0.4399963341772777,99,4.240605512073914e-05,healthy,aging,perez_sle,CD8T
SETDB1,0.00018994654146309019,0.36659239395287946,99,0.00028389859422977995,healthy,aging,perez_sle,CD8T
SETDB2,0.0001244055078743046,0.376172744541519,99,0.00019566556842670984,healthy,aging,perez_sle,CD8T
SGSM2,0.002951912393746117,-0.2958080324608629,99,0.003671729957321792,healthy,aging,perez_sle,CD8T
SKIL,0.0014471857547137684,0.3158852765515994,99,0.0018799889710767645,healthy,aging,perez_sle,CD8T
SLC2A4RG,0.00016927370064694165,0.3692305512578312,99,0.0002578525412594508,healthy,aging,perez_sle,CD8T
SMAD3,5.662396340735638e-06,0.43840476979377396,99,4.240605512073914e-05,healthy,aging,perez_sle,CD8T
SMAD4,0.00128663530968928,0.3190684053186069,99,0.0016871915853472633,healthy,aging,perez_sle,CD8T
SMAD5,1.3628802262522324e-05,0.42193176878163363,99,7.016309312928153e-05,healthy,aging,perez_sle,CD8T
SMYD3,0.00020977202931314132,0.36430103666923586,99,0.00030612401128111966,healthy,aging,perez_sle,CD8T
