gene,pvalue,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
ZNF808,2.4630482662527492e-05,0.4103263537828551,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
ZNF814,5.561548241131936e-06,-0.438732991242512,99,4.240605512073914e-05,healthy,aging,perez_sle,CD8T
ZNF821,1.3376759291480409e-05,0.42229095451798854,99,6.950914173890749e-05,healthy,aging,perez_sle,CD8T
ZNF827,0.2860392083830005,-0.1082821137959676,99,0.3023532316748066,healthy,aging,perez_sle,CD8T
ZNF83,0.027833509428602562,0.22113455644417562,99,0.03237537916799796,healthy,aging,perez_sle,CD8T
ZNF830,3.1166836531226525e-05,0.40558881777748385,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
ZNF831,2.795434474225835e-05,0.407787282198277,99,8.229771005888109e-05,healthy,aging,perez_sle,CD8T
ZNF84,0.1852785142930351,-0.13423637967637367,99,0.198105488359476,healthy,aging,perez_sle,CD8T
ZNF844,1.1843187642941124e-06,-0.46577720004702966,99,2.3976296700056405e-05,healthy,aging,perez_sle,CD8T
ZNF880,8.926102648287847e-06,-0.42997629070447957,99,5.442732399773394e-05,healthy,aging,perez_sle,CD8T
ZNF891,0.00018639660961343693,-0.3670258939795147,99,0.00028009868904073224,healthy,aging,perez_sle,CD8T
ZNF91,0.010012560374249836,-0.25772195869219255,99,0.012049747982863438,healthy,aging,perez_sle,CD8T
ZNF92,4.180543125570049e-05,0.3995755531223003,99,8.748754047371263e-05,healthy,aging,perez_sle,CD8T
ZSCAN18,1.5973106063882205e-06,-0.46072382830796715,99,2.4723462480722545e-05,healthy,aging,perez_sle,CD8T
ZSCAN25,0.15335485813368857,-0.14457845174038655,99,0.16556369149967154,healthy,aging,perez_sle,CD8T
ZXDC,0.007649153332777748,0.2665777449505988,99,0.009245498376140061,healthy,aging,perez_sle,CD8T
ZZZ3,0.01655729455112989,-0.24035718619668825,99,0.019712753255734943,healthy,aging,perez_sle,CD8T
ADNP,1e-20,0.5176988382460017,976,9.33429647326871e-68,healthy,aging,onek1k,CD8T
ADNP2,5.365804537741407e-16,0.2553825457730615,976,6.074588267321065e-16,healthy,aging,onek1k,CD8T
AEBP1,1e-20,-0.5581725805420878,976,2.7204764011088505e-80,healthy,aging,onek1k,CD8T
AEBP2,1e-20,0.5402918585043844,976,1.1769520985186997e-74,healthy,aging,onek1k,CD8T
AHCTF1,1e-20,0.5227350531881897,976,2.881052332858345e-69,healthy,aging,onek1k,CD8T
AHR,7.231386936468668e-15,-0.24553604034600443,976,8.104380188356233e-15,healthy,aging,onek1k,CD8T
AKAP8,1e-20,0.551112728514084,976,5.002642291800702e-78,healthy,aging,onek1k,CD8T
AKAP8L,1e-20,0.5089818389091804,976,3.3102426732602497e-65,healthy,aging,onek1k,CD8T
AKNA,1e-20,0.600343945212635,976,7.036968358446822e-95,healthy,aging,onek1k,CD8T
ANKZF1,1e-20,-0.46531309692577727,976,1.9862019833841435e-53,healthy,aging,onek1k,CD8T
ARHGAP35,1e-20,0.5932266921824457,976,2.931547171042874e-92,healthy,aging,onek1k,CD8T
ARID2,1e-20,0.5337849785015942,976,1.1501926853780242e-72,healthy,aging,onek1k,CD8T
ARID3A,1e-20,0.5630725229745894,976,7.583113112184778e-82,healthy,aging,onek1k,CD8T
ARID3B,1e-20,0.5507705044104116,976,6.379315895519042e-78,healthy,aging,onek1k,CD8T
ARID5A,1e-20,0.40948368279563335,976,1.2209310281360026e-40,healthy,aging,onek1k,CD8T
ARID5B,1e-20,0.6020949856362505,976,1.760464172902048e-95,healthy,aging,onek1k,CD8T
ARNT,1e-20,0.5601819061094774,976,6.455964450257459e-81,healthy,aging,onek1k,CD8T
ASCL2,1e-20,0.5348380273864902,976,5.490880382339169e-73,healthy,aging,onek1k,CD8T
ASH1L,5.81267163365402e-13,-0.22787155328020858,976,6.423924690962874e-13,healthy,aging,onek1k,CD8T
ATF1,1e-20,0.5305849371832938,976,1.1329305419551849e-71,healthy,aging,onek1k,CD8T
ATF2,1e-20,0.5344160667579647,976,7.393731174345452e-73,healthy,aging,onek1k,CD8T
ATF3,0.013629589849842088,0.07894082508572575,976,0.01403268308015165,healthy,aging,onek1k,CD8T
ATF4,9.907364249204496e-05,-0.1242829366809704,976,0.00010334085930350007,healthy,aging,onek1k,CD8T
ATF6,1.726669738932646e-11,-0.2131344721383929,976,1.90446543371977e-11,healthy,aging,onek1k,CD8T
ATF6B,1e-20,0.5388583246363791,976,3.2808819542567267e-74,healthy,aging,onek1k,CD8T
ATF7,1e-20,0.5498842295798857,976,1.2370819207667262e-77,healthy,aging,onek1k,CD8T
ATMIN,1e-20,0.5583515358482714,976,2.4078489109209724e-80,healthy,aging,onek1k,CD8T
BACH1,1e-20,0.4344648223019315,976,4.5462578891524666e-46,healthy,aging,onek1k,CD8T
BACH2,1e-20,-0.5350710785539323,976,4.667459061164584e-73,healthy,aging,onek1k,CD8T
BATF,1e-20,0.5407110175095463,976,8.690065228262494e-75,healthy,aging,onek1k,CD8T
BAZ2A,1e-20,0.5808137641919804,976,8.399526825093954e-88,healthy,aging,onek1k,CD8T
BAZ2B,1e-20,0.5617091652530932,976,2.0960600243002848e-81,healthy,aging,onek1k,CD8T
BBX,1e-20,0.48574143708251577,976,9.877877434509894e-59,healthy,aging,onek1k,CD8T
BCL11B,1e-20,-0.5388835521573576,976,3.2342665273981944e-74,healthy,aging,onek1k,CD8T
BCL6,1e-20,0.5337120136424286,976,1.2085554573730185e-72,healthy,aging,onek1k,CD8T
BHLHE40,1e-20,0.5834728920851664,976,1.0033422761060237e-88,healthy,aging,onek1k,CD8T
BPTF,1e-20,0.5614205980466503,976,2.5454130409355464e-81,healthy,aging,onek1k,CD8T
CAMTA1,1e-20,0.5474480825028815,976,6.996181958985748e-77,healthy,aging,onek1k,CD8T
CAMTA2,1e-20,0.5274428778489821,976,1.06030712491875e-70,healthy,aging,onek1k,CD8T
CARF,1e-20,-0.4268634371348894,976,2.2747829044788814e-44,healthy,aging,onek1k,CD8T
CASZ1,1e-20,0.560165038271116,976,6.469808905567232e-81,healthy,aging,onek1k,CD8T
CC2D1A,1e-20,0.5636428857217879,976,4.8552188992687987e-82,healthy,aging,onek1k,CD8T
CDC5L,1e-20,0.5540736829095392,976,5.85410439351266e-79,healthy,aging,onek1k,CD8T
CEBPA,1e-20,0.5664030592613085,976,5.738485214140331e-83,healthy,aging,onek1k,CD8T
CEBPB,1e-20,0.6145219152881801,976,1.1571451486555882e-99,healthy,aging,onek1k,CD8T
CEBPD,1e-20,0.5687211702019025,976,9.993152160704767e-84,healthy,aging,onek1k,CD8T
CEBPG,1e-20,0.5415693729367376,976,4.751274857889321e-75,healthy,aging,onek1k,CD8T
CEBPZ,0.1471232082506266,0.046440418962632866,976,0.14953946532043616,healthy,aging,onek1k,CD8T
CENPB,1e-20,0.5333170880338257,976,1.593715326486875e-72,healthy,aging,onek1k,CD8T
CENPT,1e-20,0.5515659588743443,976,3.600706319874919e-78,healthy,aging,onek1k,CD8T
CENPX,1e-20,0.5585987436056586,976,2.0195491380030625e-80,healthy,aging,onek1k,CD8T
CGGBP1,1e-20,0.523639945257841,976,1.5400042159604395e-69,healthy,aging,onek1k,CD8T
CHAMP1,1e-20,0.5007783822991758,976,7.220505701042024e-63,healthy,aging,onek1k,CD8T
CHCHD3,1e-20,0.5373174834292683,976,9.700363481878034e-74,healthy,aging,onek1k,CD8T
CLOCK,1e-20,0.5311479150062345,976,7.655353054839074e-72,healthy,aging,onek1k,CD8T
CREB1,6.109990022555779e-05,-0.12794594303241638,976,6.385111524509508e-05,healthy,aging,onek1k,CD8T
CREB3,1e-20,0.5532469135263981,976,1.0454372415393982e-78,healthy,aging,onek1k,CD8T
CREB3L2,1e-20,0.5881648817641368,976,2.045269990868493e-90,healthy,aging,onek1k,CD8T
CREBL2,1e-20,-0.4427646831591962,976,5.640340771757067e-48,healthy,aging,onek1k,CD8T
CREBZF,1e-20,0.5128412687530349,976,2.512756534648438e-66,healthy,aging,onek1k,CD8T
CREM,1.0000000000068138e-20,0.36371107013935183,976,8.304803940266651e-32,healthy,aging,onek1k,CD8T
CSRNP1,0.000812668444489809,0.10701030247557226,976,0.0008445080663821336,healthy,aging,onek1k,CD8T
CTCF,1e-20,0.5421248109069394,976,3.2429673310411193e-75,healthy,aging,onek1k,CD8T
CUX1,1.913995006218284e-18,0.2754027139360775,976,2.1911678067429424e-18,healthy,aging,onek1k,CD8T
CXXC1,1e-20,0.5411534286975549,976,6.30358368506144e-75,healthy,aging,onek1k,CD8T
CXXC5,1e-20,0.5759941328107822,976,3.758195137613177e-86,healthy,aging,onek1k,CD8T
DBP,1e-20,-0.5122341298576752,976,3.7707954061856795e-66,healthy,aging,onek1k,CD8T
DDIT3,1.3365883579241102e-10,0.20369544152689412,976,1.4597641476628027e-10,healthy,aging,onek1k,CD8T
DEAF1,1e-20,-0.4512516782553669,976,5.547891613335674e-50,healthy,aging,onek1k,CD8T
DMTF1,1e-20,0.5338362985609031,976,1.1161944752072072e-72,healthy,aging,onek1k,CD8T
DNMT1,6.159556681638545e-11,-0.207321536167758,976,6.767008029813943e-11,healthy,aging,onek1k,CD8T
DR1,1e-20,0.542917521845689,976,1.843374832944568e-75,healthy,aging,onek1k,CD8T
DRAP1,1e-20,0.5637789968476402,976,4.410844655387593e-82,healthy,aging,onek1k,CD8T
E2F3,1e-20,0.5457078289747507,976,2.5100252173598152e-76,healthy,aging,onek1k,CD8T
E2F4,1e-20,0.5483552855890398,976,3.696193910944832e-77,healthy,aging,onek1k,CD8T
E4F1,1e-20,0.5601839589118497,976,6.455964450257459e-81,healthy,aging,onek1k,CD8T
EEA1,1e-20,-0.4112624037745088,976,5.182566357963888e-41,healthy,aging,onek1k,CD8T
EGR1,0.1188192989715004,-0.049959180442977646,976,0.12099149822143641,healthy,aging,onek1k,CD8T
ELF1,1.27141596720283e-06,-0.15432608026617858,976,1.3463473264866362e-06,healthy,aging,onek1k,CD8T
ELF2,1e-20,0.5512260070550589,976,4.649703329264052e-78,healthy,aging,onek1k,CD8T
ELF4,1e-20,0.5703981419009259,976,2.7040043707652623e-84,healthy,aging,onek1k,CD8T
ELK3,1e-20,0.493886311360668,976,6.036639297091949e-61,healthy,aging,onek1k,CD8T
ELK4,1.0000000000000896e-20,-0.37405606440916156,976,1.1079587938626607e-33,healthy,aging,onek1k,CD8T
EOMES,1e-20,0.5762542835516806,976,3.157234826627848e-86,healthy,aging,onek1k,CD8T
ETS1,1e-20,-0.46405806648921943,976,4.077498841696141e-53,healthy,aging,onek1k,CD8T
ETV3,1.0000000000000001e-20,0.3877842641938538,976,2.8196338104788363e-36,healthy,aging,onek1k,CD8T
ETV6,1e-20,0.5599378291984757,976,7.582988420443006e-81,healthy,aging,onek1k,CD8T
FAM200B,1e-20,-0.5437848695801275,976,9.950851857545662e-76,healthy,aging,onek1k,CD8T
FLI1,1e-20,0.5239056992454666,976,1.2813235266772597e-69,healthy,aging,onek1k,CD8T
FOS,1e-20,-0.4025951945782472,976,3.218775117956969e-39,healthy,aging,onek1k,CD8T
FOSB,2.870825104428889e-17,-0.26598653527551624,976,3.2755995556698594e-17,healthy,aging,onek1k,CD8T
FOSL2,1e-20,0.6065829796933069,976,4.3561645073110836e-97,healthy,aging,onek1k,CD8T
FOXJ3,0.11444354372567411,-0.05056003827950618,976,0.11674918288498257,healthy,aging,onek1k,CD8T
FOXK1,8.300514300113423e-14,-0.2358860165095362,976,9.228315185954445e-14,healthy,aging,onek1k,CD8T
FOXK2,1e-20,0.4819295057287738,976,1.0248070678484623e-57,healthy,aging,onek1k,CD8T
FOXN2,1e-20,0.5338463430907501,976,1.112184826796511e-72,healthy,aging,onek1k,CD8T
FOXN3,0.4196039982482537,-0.025863734785401812,976,0.42263910854299697,healthy,aging,onek1k,CD8T
FOXO1,1e-20,-0.5004130803071978,976,9.137336481437614e-63,healthy,aging,onek1k,CD8T
FOXO3,1e-20,0.5496943389050899,976,1.4028359925279105e-77,healthy,aging,onek1k,CD8T
FOXP1,1e-20,-0.5387980058144696,976,3.415946789006403e-74,healthy,aging,onek1k,CD8T
FOXP4,1e-20,0.5711785876682681,976,1.5346286565460513e-84,healthy,aging,onek1k,CD8T
GABPA,1e-20,0.5418696630649043,976,3.8499794036491943e-75,healthy,aging,onek1k,CD8T
GATA3,1e-20,0.5950649121533524,976,7.056798621814721e-93,healthy,aging,onek1k,CD8T
GATAD2A,1e-20,0.536554105616242,976,1.6409509053931707e-73,healthy,aging,onek1k,CD8T
GATAD2B,1.0000000000000002e-20,0.38676481542326,976,4.434153636662425e-36,healthy,aging,onek1k,CD8T
GFI1,1e-20,0.5721410163025256,976,7.875931952179695e-85,healthy,aging,onek1k,CD8T
GLMP,1e-20,0.5742819600698204,976,1.458618968875093e-85,healthy,aging,onek1k,CD8T
GLYR1,1e-20,0.5429665373438439,976,1.785802264639152e-75,healthy,aging,onek1k,CD8T
GMEB1,1e-20,0.5575433256060751,976,4.347511804263486e-80,healthy,aging,onek1k,CD8T
GPBP1,5.020755900964661e-18,0.27208646980172463,976,5.7546206945099305e-18,healthy,aging,onek1k,CD8T
GPBP1L1,1e-20,0.5369971365181743,976,1.2133367535442071e-73,healthy,aging,onek1k,CD8T
GTF2B,1.0000000023135335e-20,0.3491597482461738,976,2.8013874492693116e-29,healthy,aging,onek1k,CD8T
GTF2I,1e-20,0.5267646590576415,976,1.7134221983488596e-70,healthy,aging,onek1k,CD8T
GTF2IRD2,1.0000000226774086e-20,-0.34324577953991103,976,2.734051208600184e-28,healthy,aging,onek1k,CD8T
GTF2IRD2B,2.270564413651807e-14,-0.2410642040384386,976,2.534476596000113e-14,healthy,aging,onek1k,CD8T
GTF3A,1.5878818972172454e-17,0.2680749260110082,976,1.818710322530876e-17,healthy,aging,onek1k,CD8T
HBP1,0.0010070620102641756,0.1051068059713661,976,0.0010445689752647035,healthy,aging,onek1k,CD8T
HES6,1e-20,0.5682944455225883,976,1.3470199288874411e-83,healthy,aging,onek1k,CD8T
HHEX,1e-20,0.5755547362727983,976,5.290521504870497e-86,healthy,aging,onek1k,CD8T
HIC2,1e-20,-0.41259719010197987,976,2.729479638955743e-41,healthy,aging,onek1k,CD8T
HIF1A,1.0000027719164539e-20,-0.33035979679897953,976,3.3203386341084866e-26,healthy,aging,onek1k,CD8T
HIVEP1,1e-20,-0.49630116868225094,976,1.2882452919332283e-61,healthy,aging,onek1k,CD8T
HIVEP2,1e-20,-0.4508155093940692,976,7.045531990178116e-50,healthy,aging,onek1k,CD8T
HIVEP3,1e-20,0.5762587893883344,976,3.157234826627848e-86,healthy,aging,onek1k,CD8T
HMBOX1,1e-20,0.4365493010932799,976,1.5307693207687288e-46,healthy,aging,onek1k,CD8T
HMG20A,1e-20,0.502224788141805,976,2.8350375308107026e-63,healthy,aging,onek1k,CD8T
HMG20B,1e-20,0.5450192428858945,976,4.158499984609617e-76,healthy,aging,onek1k,CD8T
HMGA1,1e-20,-0.5333667942547916,976,1.542697520508394e-72,healthy,aging,onek1k,CD8T
HMGN3,1e-20,0.5348334376302425,976,5.490880382339169e-73,healthy,aging,onek1k,CD8T
HOXB2,1e-20,0.5616834083931382,976,2.113338460229962e-81,healthy,aging,onek1k,CD8T
HOXB4,1e-20,0.5440170492748645,976,8.396935327262076e-76,healthy,aging,onek1k,CD8T
HSF1,1.0000000000011388e-20,0.3680308893303564,976,1.3941129719674778e-32,healthy,aging,onek1k,CD8T
HSF2,1e-20,-0.5244184673298785,976,9.01553624943692e-70,healthy,aging,onek1k,CD8T
IKZF1,1e-20,-0.45392875848628084,976,1.26315412833985e-50,healthy,aging,onek1k,CD8T
IKZF2,1e-20,0.5673089067232587,976,2.872545216307263e-83,healthy,aging,onek1k,CD8T
IKZF3,1e-20,0.5840215196575606,976,6.529092399863275e-89,healthy,aging,onek1k,CD8T
IKZF5,1.6465504942288395e-19,-0.28380125132498923,976,1.790911902880382e-19,healthy,aging,onek1k,CD8T
IRF1,1e-20,0.599688010301135,976,1.1657373903465757e-94,healthy,aging,onek1k,CD8T
IRF2,1e-20,0.5044104287758487,976,6.844611132546758e-64,healthy,aging,onek1k,CD8T
IRF3,1e-20,0.5425684873442089,976,2.3838228043757227e-75,healthy,aging,onek1k,CD8T
IRF4,1e-20,0.55931750847153,976,1.1897109851104286e-80,healthy,aging,onek1k,CD8T
IRF5,1e-20,0.5563200361420483,976,1.0790553018762331e-79,healthy,aging,onek1k,CD8T
IRF7,1e-20,0.5354354703410847,976,3.6296368880423737e-73,healthy,aging,onek1k,CD8T
IRF8,1e-20,0.5481215566094936,976,4.337761447306343e-77,healthy,aging,onek1k,CD8T
IRF9,1e-20,0.538930856986869,976,3.150533813864598e-74,healthy,aging,onek1k,CD8T
JAZF1,1e-20,0.5621930068990444,976,1.477530139530656e-81,healthy,aging,onek1k,CD8T
JUN,1.262330519512135e-08,-0.18089421675619857,976,1.3599963237286308e-08,healthy,aging,onek1k,CD8T
JUNB,1e-20,-0.4847318908239949,976,1.837235765371912e-58,healthy,aging,onek1k,CD8T
JUND,0.011715686593595042,-0.0806541404242343,976,0.012084513764134145,healthy,aging,onek1k,CD8T
KAT7,1e-20,0.5402967903943607,976,1.1769520985186997e-74,healthy,aging,onek1k,CD8T
KCMF1,1e-20,0.5498151056559765,976,1.2957844827531977e-77,healthy,aging,onek1k,CD8T
KDM2A,1e-20,0.41152364547012726,976,4.576785731861602e-41,healthy,aging,onek1k,CD8T
KDM2B,1e-20,0.536619963131345,976,1.588748290586541e-73,healthy,aging,onek1k,CD8T
KDM5B,1e-20,0.5392010651683213,976,2.601309668084196e-74,healthy,aging,onek1k,CD8T
KIN,1e-20,0.5465651709114625,976,1.339054621599553e-76,healthy,aging,onek1k,CD8T
KLF10,1e-20,0.6082905304012541,976,1.4602727441739737e-97,healthy,aging,onek1k,CD8T
KLF11,1e-20,0.5701301930931536,976,3.310374721989409e-84,healthy,aging,onek1k,CD8T
KLF12,1e-20,0.5459891726407703,976,2.038985177629683e-76,healthy,aging,onek1k,CD8T
KLF13,1.0000000000000016e-20,-0.38320314520905047,976,2.1319941828936247e-35,healthy,aging,onek1k,CD8T
KLF2,0.0063581373234345715,-0.08728917855752222,976,0.006582681206604194,healthy,aging,onek1k,CD8T
KLF3,1e-20,0.6092170672707622,976,9.137084515310206e-98,healthy,aging,onek1k,CD8T
KLF6,1e-20,0.5844579725544067,976,4.68784945039186e-89,healthy,aging,onek1k,CD8T
KLF7,1e-20,-0.5501488603360247,976,1.0230775529997363e-77,healthy,aging,onek1k,CD8T
KLF9,1e-20,-0.4300986149415945,976,4.340546769510812e-45,healthy,aging,onek1k,CD8T
KMT2A,1e-20,0.5120251829797248,976,4.3310563112635525e-66,healthy,aging,onek1k,CD8T
KMT2B,1e-20,0.5082224892366582,976,5.47260174943465e-65,healthy,aging,onek1k,CD8T
L3MBTL3,1e-20,0.5295741192201587,976,2.3289399673666185e-71,healthy,aging,onek1k,CD8T
LCOR,1e-20,0.5365885449264826,976,1.6127947022644814e-73,healthy,aging,onek1k,CD8T
LCORL,1e-20,0.5381570215013797,976,5.3966998315970945e-74,healthy,aging,onek1k,CD8T
LEF1,1e-20,-0.5531174062270455,976,1.147324242058095e-78,healthy,aging,onek1k,CD8T
LIN54,1e-20,0.5461913994958603,976,1.758705198285625e-76,healthy,aging,onek1k,CD8T
MAF,1e-20,0.5942621954168762,976,1.286516186867537e-92,healthy,aging,onek1k,CD8T
MAFF,1e-20,0.49326611328543646,976,8.938738547767023e-61,healthy,aging,onek1k,CD8T
MAX,1e-20,-0.425347997743298,976,4.911036689864981e-44,healthy,aging,onek1k,CD8T
MAZ,1e-20,0.5479567708039621,976,4.8899693799975434e-77,healthy,aging,onek1k,CD8T
MBD1,1e-20,0.5511997014900673,976,4.711081037077785e-78,healthy,aging,onek1k,CD8T
MBD2,1e-20,0.5472999385983435,976,7.786822169197285e-77,healthy,aging,onek1k,CD8T
MBD4,1e-20,0.5575305698278118,976,4.35048797628322e-80,healthy,aging,onek1k,CD8T
MBNL2,1e-20,0.5482696940586782,976,3.921643684482054e-77,healthy,aging,onek1k,CD8T
MECP2,1e-20,0.5858880463530044,976,1.4216246226583667e-89,healthy,aging,onek1k,CD8T
MEF2A,1.0000002451705638e-20,-0.3369390865005453,976,2.9431035361301168e-27,healthy,aging,onek1k,CD8T
MEF2D,1e-20,0.5720182613028003,976,8.333121270035833e-85,healthy,aging,onek1k,CD8T
MGA,1e-20,0.5093398979946746,976,2.6109397153177747e-65,healthy,aging,onek1k,CD8T
MLX,1e-20,0.5374839024392031,976,8.65128979831258e-74,healthy,aging,onek1k,CD8T
MLXIP,1e-20,-0.5487812420813027,976,2.7186656550390273e-77,healthy,aging,onek1k,CD8T
MTERF1,1.0841759475136717e-06,0.15531869413280422,976,1.150259052885923e-06,healthy,aging,onek1k,CD8T
MTERF2,1e-20,0.5533376112412771,976,9.818402077723809e-79,healthy,aging,onek1k,CD8T
MTERF4,1e-20,-0.5155767828426737,976,3.90611425439333e-67,healthy,aging,onek1k,CD8T
MTF1,1e-20,0.5485048948587933,976,3.3383545099371016e-77,healthy,aging,onek1k,CD8T
MTF2,1e-20,0.549273985659554,976,1.899517830461932e-77,healthy,aging,onek1k,CD8T
MXD1,1e-20,0.5432905896277737,976,1.4067232694809012e-75,healthy,aging,onek1k,CD8T
MXD4,1e-20,0.5788616911536487,976,3.743037390489737e-87,healthy,aging,onek1k,CD8T
MXI1,1e-20,0.5651339367883391,976,1.538799024022173e-82,healthy,aging,onek1k,CD8T
MYBL1,1e-20,0.5706528701449918,976,2.2332964108402674e-84,healthy,aging,onek1k,CD8T
MYC,1e-20,-0.5589295804659826,976,1.5693321059119634e-80,healthy,aging,onek1k,CD8T
MYNN,1e-20,0.5597779042740333,976,8.518863445027012e-81,healthy,aging,onek1k,CD8T
MYSM1,1e-20,0.5307650286316706,976,9.984739129330085e-72,healthy,aging,onek1k,CD8T
MZF1,1e-20,-0.5070663806351756,976,1.1810965454666982e-64,healthy,aging,onek1k,CD8T
NACC2,1e-20,0.536611674457615,976,1.5919969463749748e-73,healthy,aging,onek1k,CD8T
NCOA1,1e-20,0.5897533957559012,976,5.335034326979422e-91,healthy,aging,onek1k,CD8T
NCOA2,1e-20,0.5593199421397512,976,1.1897109851104286e-80,healthy,aging,onek1k,CD8T
NCOA3,1e-20,-0.4394358058982939,976,3.3468872973264734e-47,healthy,aging,onek1k,CD8T
NFAT5,1e-20,0.5660721062046239,976,7.399447201529213e-83,healthy,aging,onek1k,CD8T
NFATC1,1e-20,-0.3940104589766685,976,1.7026242424629818e-37,healthy,aging,onek1k,CD8T
NFATC2,1e-20,0.5805047851581748,976,1.0548379493439703e-87,healthy,aging,onek1k,CD8T
NFATC3,1e-20,0.57307028378651,976,3.814209360021209e-85,healthy,aging,onek1k,CD8T
NFE2L1,1e-20,0.5467786171707134,976,1.1449357131659686e-76,healthy,aging,onek1k,CD8T
NFE2L2,1.0383562498554488e-20,0.302791312928994,976,4.497774983049481e-22,healthy,aging,onek1k,CD8T
NFIC,1e-20,-0.4474931003972459,976,4.361891816397251e-49,healthy,aging,onek1k,CD8T
NFIL3,1e-20,0.5518960921011506,976,2.8089606042849423e-78,healthy,aging,onek1k,CD8T
NFKB1,1e-20,-0.46727781600136525,976,6.374686564179248e-54,healthy,aging,onek1k,CD8T
NFKB2,1.0126592361993669e-20,-0.306149775074401,976,1.4938971531880112e-22,healthy,aging,onek1k,CD8T
NFX1,7.183593544698689e-11,-0.20660696728157862,976,7.876499220157815e-11,healthy,aging,onek1k,CD8T
NFXL1,1e-20,0.5119872771447234,976,4.429802153780221e-66,healthy,aging,onek1k,CD8T
NFYA,1e-20,0.5388960690875463,976,3.2185647872456755e-74,healthy,aging,onek1k,CD8T
NFYB,1e-20,0.5360004945110444,976,2.435807176651718e-73,healthy,aging,onek1k,CD8T
NFYC,1e-20,0.54190053256473,976,3.7803309977480746e-75,healthy,aging,onek1k,CD8T
NME2,1e-20,-0.571677237894855,976,1.0365985616473068e-84,healthy,aging,onek1k,CD8T
NR1D1,1e-20,-0.4537540572579697,976,1.3891559074816396e-50,healthy,aging,onek1k,CD8T
NR1D2,1e-20,0.5622788501881876,976,1.3973173281108393e-81,healthy,aging,onek1k,CD8T
NR1H2,1e-20,0.5501034598357583,976,1.0521762638233022e-77,healthy,aging,onek1k,CD8T
NR2C1,1e-20,0.5510286346257047,976,5.300611305646988e-78,healthy,aging,onek1k,CD8T
NR2C2,1e-20,0.5414330035967504,976,5.236500992823057e-75,healthy,aging,onek1k,CD8T
NR3C1,1e-20,0.5910420779495881,976,1.807064985081645e-91,healthy,aging,onek1k,CD8T
NR3C2,1e-20,-0.4862859655055187,976,7.080329124139404e-59,healthy,aging,onek1k,CD8T
NR4A1,1.7428810384411006e-08,-0.17916428533811007,976,1.8704908254549827e-08,healthy,aging,onek1k,CD8T
NR4A2,7.208379930453531e-06,0.14308316570835966,976,7.589919888965239e-06,healthy,aging,onek1k,CD8T
NR4A3,0.1581331196293568,0.04521195230520151,976,0.16043742738351865,healthy,aging,onek1k,CD8T
PA2G4,1e-20,-0.5105791257261775,976,1.1407343875633395e-65,healthy,aging,onek1k,CD8T
PATZ1,1e-20,-0.47697167814258395,976,2.06992068306164e-56,healthy,aging,onek1k,CD8T
PBX2,1e-20,-0.46650063664282904,976,1.0006818073159859e-53,healthy,aging,onek1k,CD8T
PBX4,0.028657264491714244,0.07004531586210386,976,0.02939612582299233,healthy,aging,onek1k,CD8T
PCGF6,1e-20,0.5689992151823489,976,8.095870078106343e-84,healthy,aging,onek1k,CD8T
PHF1,9.035038840174861e-10,-0.19444995532019982,976,9.809973945266466e-10,healthy,aging,onek1k,CD8T
PHF19,1e-20,0.5601929964065708,976,6.455964450257459e-81,healthy,aging,onek1k,CD8T
PHF20,0.4177334728633547,-0.02596788545670846,976,0.4215172905523344,healthy,aging,onek1k,CD8T
PHF21A,1e-20,0.5796794488634822,976,1.9910039302803657e-87,healthy,aging,onek1k,CD8T
PIN1,1e-20,0.5820754049103914,976,3.2038930044039827e-88,healthy,aging,onek1k,CD8T
PKNOX1,1e-20,0.5567376458624009,976,7.909019470666764e-80,healthy,aging,onek1k,CD8T
PLAG1,1e-20,-0.552009467472426,976,2.6110970046851953e-78,healthy,aging,onek1k,CD8T
PLSCR1,1e-20,0.541182226028948,976,6.2273190323982665e-75,healthy,aging,onek1k,CD8T
POGK,1e-20,0.5198241600581358,976,2.189623864655855e-68,healthy,aging,onek1k,CD8T
POU2F1,1e-20,0.5377585712698356,976,7.122820237918801e-74,healthy,aging,onek1k,CD8T
POU2F2,1e-20,-0.4863020199693553,976,7.029735714585735e-59,healthy,aging,onek1k,CD8T
PPARA,1e-20,0.5335361246290969,976,1.3687490734742086e-72,healthy,aging,onek1k,CD8T
PPARD,1e-20,-0.4987013336195587,976,2.7572353398762095e-62,healthy,aging,onek1k,CD8T
PRDM1,1e-20,0.5720398286384167,976,8.333121270035833e-85,healthy,aging,onek1k,CD8T
PRDM2,1.0619835552803881e-05,-0.14045410685118132,976,1.1139827500775436e-05,healthy,aging,onek1k,CD8T
PRDM4,1e-20,0.5494269194362942,976,1.7114996246998476e-77,healthy,aging,onek1k,CD8T
PREB,1e-20,0.5449093404947332,976,4.44429223386131e-76,healthy,aging,onek1k,CD8T
PRMT3,9.54353810158873e-15,-0.24445995876027657,976,1.0674187053383378e-14,healthy,aging,onek1k,CD8T
PURA,1.0000000002490027e-20,0.35481558028179006,976,3.021666286228853e-30,healthy,aging,onek1k,CD8T
PURB,1e-20,0.4157166363334287,976,5.959964261719478e-42,healthy,aging,onek1k,CD8T
