"gene","meta_p","meta_p_adj"
"ZNF274",3.88000266954978e-22,1.2658028511056e-21
"ZNF275",1.37632046381124e-23,6.29857767813614e-23
"ZNF276",4.3492096372714e-18,6.93978002654202e-18
"ZNF277",2.52404804485934e-23,1.08715533435445e-22
"ZNF280C",4.62730408955886e-14,5.41632929843568e-14
"ZNF280D",4.76401982968544e-19,8.84363117679634e-19
"ZNF281",1.43876284056963e-19,2.92637256770182e-19
"ZNF286A",5.07601653241941e-20,1.13009962664338e-19
"ZNF292",3.48187752704018e-17,4.79030749544777e-17
"ZNF3",5.75378954464464e-24,2.93933899993862e-23
"ZNF302",1.75951150891665e-11,1.98208219551465e-11
"ZNF316",4.59452195825436e-18,7.29587944696295e-18
"ZNF317",4.56113619803121e-20,1.02937971044608e-19
"ZNF318",1.49394226805564e-17,2.17811494391298e-17
"ZNF319",2.19086771001575e-21,6.50352171576746e-21
"ZNF32",3.02291868517223e-23,1.2608249452712e-22
"ZNF324",4.51762078601009e-24,2.42041633982166e-23
"ZNF326",6.16464819224776e-18,9.62678473623525e-18
"ZNF331",1.09795516414844e-05,1.1287869784303e-05
"ZNF333",2.58143130661665e-24,1.49224844829857e-23
"ZNF335",4.03408396063941e-17,5.47008504127854e-17
"ZNF337",3.59878838784037e-11,4.04020706573561e-11
"ZNF33A",1.19034558307525e-17,1.77474601639499e-17
"ZNF33B",3.82828140413334e-21,1.08742993332925e-20
"ZNF346",1.27254809998449e-18,2.20210787140971e-18
"ZNF350",1.03027367361226e-20,2.60134234065318e-20
"ZNF354A",1.07516440974e-21,3.39011170343855e-21
"ZNF354B",6.09400016297347e-25,4.14015062618507e-24
"ZNF362",7.11014032360294e-27,8.51924086046244e-26
"ZNF37A",1.4468312089411e-17,2.11416659919926e-17
"ZNF382",3.86101462267075e-14,4.53548776531199e-14
"ZNF384",1.51336323856428e-20,3.70745864020022e-20
"ZNF394",7.87440205734685e-15,9.45215110344549e-15
"ZNF397",1.97359541115118e-22,6.95507687673064e-22
"ZNF398",8.41242627773197e-17,1.11321062590871e-16
"ZNF407",3.25888982236928e-15,3.96237710874789e-15
"ZNF41",1.65417961308234e-18,2.81680714475778e-18
"ZNF410",1.12096298940532e-18,1.9646665160056e-18
"ZNF414",2.1557033525649e-24,1.27982748589213e-23
"ZNF417",6.58151127609568e-19,1.20144485621802e-18
"ZNF428",6.5768919359784e-28,1.0079469269325e-26
"ZNF429",3.74639643316368e-25,2.71304972467568e-24
"ZNF43",9.50631055974399e-21,2.41878712697733e-20
"ZNF430",2.46949748190065e-19,4.8870836053229e-19
"ZNF431",2.05620895808021e-15,2.51399202852478e-15
"ZNF439",3.78049959568339e-17,5.15807294731957e-17
"ZNF44",2.73794409460141e-21,8.01913403707702e-21
"ZNF444",4.06766736334577e-25,2.91368781787485e-24
"ZNF445",7.09452975669129e-18,1.10527071150344e-17
"ZNF45",6.89474695386077e-15,8.29131066166833e-15
"ZNF451",2.31002461505554e-13,2.68484342384762e-13
"ZNF460",8.56097838644999e-19,1.53724380290751e-18
"ZNF480",5.19231901354338e-20,1.15210041411619e-19
"ZNF483",3.68682324459257e-18,5.96957375475799e-18
"ZNF484",7.44081085568772e-20,1.60244913526085e-19
"ZNF487",1.6991022375566e-21,5.08958352068091e-21
"ZNF490",9.53582588412115e-13,1.09099119056178e-12
"ZNF493",1.03982100962524e-16,1.36502399470723e-16
"ZNF506",1.38796221140638e-09,1.51938056032692e-09
"ZNF507",1.14838140061608e-18,2.00738287269495e-18
"ZNF511",1.14075325061676e-21,3.57940378498478e-21
"ZNF512",3.59722910995809e-17,4.93403342602851e-17
"ZNF518A",4.75367115370848e-18,7.51239637960165e-18
"ZNF518B",1.25801921925072e-19,2.59885475074051e-19
"ZNF524",1.07006559979981e-23,5.07318870696455e-23
"ZNF529",1.03595836842559e-18,1.82539188447183e-18
"ZNF540",5.26519471331161e-15,6.35487786826438e-15
"ZNF544",3.3357848541422e-18,5.4250000253938e-18
"ZNF548",6.93020877751452e-23,2.65523696766399e-22
"ZNF549",1.23995929593821e-15,1.5302119401185e-15
"ZNF550",0.000785735994053532,0.000795391735915941
"ZNF558",3.23119843260874e-19,6.22619814938352e-19
"ZNF559",1.33437563350311e-24,8.14216243035694e-24
"ZNF561",5.54866753833663e-24,2.8791904785542e-23
"ZNF562",1.06326877102401e-20,2.67440503856802e-20
"ZNF564",4.72144410909781e-19,8.78935499405496e-19
"ZNF566",1.99491432753057e-24,1.19513503803877e-23
"ZNF567",1.138689465847e-25,1.0140491324232e-24
"ZNF568",1.49471894751276e-22,5.44209826746358e-22
"ZNF569",4.16167307184563e-26,4.35324214975599e-25
"ZNF570",1.56920397848993e-18,2.69298286933558e-18
"ZNF571",4.27937380355038e-21,1.19496073582191e-20
"ZNF574",3.48388523105884e-25,2.55097818585308e-24
"ZNF580",1.10526971326154e-20,2.74857638128058e-20
"ZNF581",9.24781007401706e-24,4.48110796968915e-23
"ZNF585A",5.69737870212424e-20,1.25570988785949e-19
"ZNF585B",9.43609085957428e-06,9.71622480696789e-06
"ZNF586",4.54700046023134e-26,4.6543293666517e-25
"ZNF587",9.99234886500095e-20,2.10382041598582e-19
"ZNF587B",3.16598985583937e-17,4.36482701882457e-17
"ZNF592",9.44884951926667e-18,1.43805816009163e-17
"ZNF598",4.34335409611679e-25,3.0777100530548e-24
"ZNF600",3.85353137461153e-18,6.2242087643848e-18
"ZNF609",0.0737627529528178,0.0737627529528178
"ZNF611",1.13553376828659e-19,2.38317437356963e-19
"ZNF621",1.81904526810573e-17,2.60032718369127e-17
"ZNF623",8.00994536775357e-13,9.1800939084341e-13
"ZNF624",5.17343220439552e-19,9.52316151591242e-19
"ZNF626",3.58857086010088e-24,2.00412559051397e-23
"ZNF639",2.67704297730685e-19,5.23492973900656e-19
"ZNF641",8.94391819945827e-18,1.3675271678522e-17
"ZNF644",1.06813232377322e-10,1.18501549051608e-10
"ZNF646",3.30499996760615e-23,1.3698081626745e-22
"ZNF652",8.84313429116083e-15,1.05382016236437e-14
"ZNF654",1.9908830833283e-16,2.55748918501628e-16
"ZNF655",1.95359452902172e-21,5.82542441006929e-21
"ZNF66",4.21943075582909e-16,5.30649783986902e-16
"ZNF664",4.30949424664115e-18,6.89309880712747e-18
"ZNF669",2.51522953272251e-24,1.46684624961428e-23
"ZNF672",8.64025990763237e-21,2.22419190591005e-20
"ZNF675",2.48808848125544e-21,7.35269196927057e-21
"ZNF678",1.52611027032891e-16,1.97197385911128e-16
"ZNF680",2.29580777862324e-22,7.87988190683707e-22
"ZNF682",3.12497129740547e-16,3.9603001634427e-16
"ZNF683",1.71570920290384e-31,3.89880125763321e-30
"ZNF687",3.44312694801778e-22,1.14597002966855e-21
"ZNF688",1.79733101516396e-22,6.40238453509755e-22
"ZNF689",5.46928694714051e-26,5.22356535966028e-25
"ZNF692",5.37851576832582e-25,3.73099146455444e-24
"ZNF699",9.029384750487e-21,2.3063428490585e-20
"ZNF7",5.66709084999156e-23,2.22298385127645e-22
"ZNF700",1.19569658420128e-17,1.77869988485022e-17
"ZNF701",2.3590757326046e-26,2.7761266210472e-25
"ZNF706",3.49668986702537e-13,4.0497691078554e-13
"ZNF708",1.2899289044263e-15,1.58890308040548e-15
"ZNF714",5.59267641320623e-25,3.83913932948219e-24
"ZNF718",0.00414290624526184,0.00418097276512642
"ZNF721",1.27513639965668e-14,1.50864432203546e-14
"ZNF736",1.89574274510373e-20,4.55946886504875e-20
"ZNF737",1.45958122400867e-15,1.78785135059798e-15
"ZNF740",1.29542786711396e-17,1.91839767287213e-17
"ZNF746",2.13116832198618e-16,2.72706781395901e-16
"ZNF75A",4.78797258563227e-21,1.31469747247153e-20
"ZNF75D",3.00771512987048e-16,3.82641751078116e-16
"ZNF76",4.22763124652062e-21,1.18553574104557e-20
"ZNF766",3.66543511566764e-21,1.05022684401086e-20
"ZNF770",1.5394503556916e-17,2.22966546022145e-17
"ZNF780A",6.917623045854e-26,6.51244798173969e-25
"ZNF780B",2.52169653782263e-08,2.72425904659855e-08
"ZNF782",4.24697509739085e-16,5.33096493177252e-16
"ZNF783",5.9610254906354e-24,3.02178138332979e-23
"ZNF789",3.13253048583863e-27,4.04772076503463e-26
"ZNF790",6.35967245914439e-25,4.27655525568995e-24
"ZNF791",1.89051786317258e-18,3.18632038831389e-18
"ZNF8",5.95783015872428e-20,1.30438872910276e-19
"ZNF800",5.0080574685025e-24,2.6192935490025e-23
"ZNF805",5.67933714751691e-18,8.93241809120202e-18
"ZNF808",9.94629788241024e-18,1.51027887200653e-17
"ZNF814",6.20412726826526e-23,2.40501168810989e-22
"ZNF821",1.85223907620953e-22,6.56250296355959e-22
"ZNF827",1.44988564306459e-18,2.49471185059939e-18
"ZNF83",2.48141117185072e-17,3.50160591488143e-17
"ZNF830",7.61233215667441e-21,1.99068527430493e-20
"ZNF831",2.00512912263388e-18,3.36229030996368e-18
"ZNF836",2.53167197170317e-25,1.98139722045617e-24
"ZNF84",1.65922248310435e-05,1.69786896951206e-05
"ZNF841",3.06285071142942e-17,4.24037524964703e-17
"ZNF844",0.000728796615293908,0.000738887645351823
"ZNF880",3.70986943505454e-26,3.94323218984022e-25
"ZNF891",1.19771884618105e-19,2.49777442921934e-19
"ZNF91",8.50846369111835e-07,8.90012313086824e-07
"ZNF92",2.26813443458509e-19,4.52939573451992e-19
"ZSCAN16",1.13630083820005e-25,1.0140491324232e-24
"ZSCAN18",1.02786968817562e-14,1.22268253521251e-14
"ZSCAN25",7.10310016716741e-19,1.29307817960313e-18
"ZSCAN29",1.79475020562597e-20,4.34831024083645e-20
"ZXDA",2.80196086639168e-19,5.44687967832483e-19
"ZXDB",8.85177745805237e-19,1.57657333644771e-18
"ZXDC",2.30756565184123e-19,4.59421681136969e-19
"ZZZ3",2.59093629273301e-22,8.75603598415926e-22
