"gene","meta_p","meta_p_adj"
"SRCAP",5.9848156323118e-17,7.95159980180136e-17
"SREBF1",6.61512392916127e-23,2.54933723351887e-22
"SREBF2",3.78177536259816e-20,8.68358872457209e-20
"SRF",7.18388664266275e-22,2.28704410507959e-21
"STAT1",3.46826419611149e-26,3.80931017539578e-25
"STAT2",8.02785687114932e-18,1.2360648780578e-17
"STAT3",3.06149924823176e-07,3.23840771201401e-07
"STAT4",9.79602924774973e-26,8.96608788092649e-25
"STAT5A",1.12489760148947e-17,1.68096943170421e-17
"STAT5B",6.04239636932576e-23,2.35617704579034e-22
"STAT6",1.26660777197858e-18,2.20210787140971e-18
"TBP",2.10562032370761e-23,9.3757013062386e-23
"TBPL1",3.33371431607982e-21,9.59352722400263e-21
"TBX21",1.47919490917836e-31,3.61033127832792e-30
"TCF12",1.40340391216511e-14,1.6544600681875e-14
"TCF20",5.40961538377319e-17,7.24580597135474e-17
"TCF7",3.30772787908447e-40,2.42199185812963e-38
"TERF1",7.92265878541807e-20,1.70066193472004e-19
"TERF2",4.18262824294305e-21,1.17792821029892e-20
"TET2",4.63075638532894e-18,7.33574148541291e-18
"TET3",2.94972174500801e-23,1.23813161143967e-22
"TFAP4",0.002917406558213,0.00294872840776437
"TFCP2",1.65110084530029e-16,2.1293061781857e-16
"TFDP1",3.1298677430143e-19,6.06642012543065e-19
"TFDP2",3.20747902861188e-09,3.4995507944623e-09
"TFE3",2.77722093584557e-17,3.89401829089836e-17
"TFEB",2.97274904093197e-18,4.87323785565713e-18
"TGIF1",2.43905342859085e-23,1.06446106585521e-22
"TGIF2",5.67274210000655e-24,2.92057581555025e-23
"THAP1",1.28643548925816e-20,3.172290350415e-20
"THAP11",1.50297795367447e-22,5.44210149160152e-22
"THAP12",2.5006745796806e-19,4.93396571260334e-19
"THAP3",5.34820736293294e-25,3.73099146455444e-24
"THAP4",1.07507404943393e-20,2.69381672462723e-20
"THAP5",2.92106838887435e-20,6.85047711127473e-20
"THAP6",3.32263955518104e-18,5.4198501655057e-18
"THAP7",2.13717531492385e-23,9.45233914452896e-23
"THRA",1.08510818486375e-20,2.70866020388336e-20
"THYN1",2.67751685474941e-22,9.00246738408092e-22
"TIGD1",3.73907672476909e-23,1.52101948248323e-22
"TMF1",4.60538893308883e-24,2.44754137653672e-23
"TOPORS",9.96865985383848e-20,2.10382041598582e-19
"TP53",1.32817722812806e-19,2.72669406023798e-19
"TRAFD1",5.59425430375613e-20,1.23711865307896e-19
"TRERF1",1.93098769688368e-25,1.57101344721771e-24
"TRPS1",3.10935202546908e-16,3.94809823657827e-16
"TSC22D1",9.01821283209164e-12,1.02113440830728e-11
"TSHZ1",1.46942383403933e-22,5.37972392573287e-22
"TSHZ2",4.42920903455867e-14,5.19368105653765e-14
"TTF1",1.92904572209362e-20,4.62269502130798e-20
"UBP1",2.2785524326358e-17,3.23613373514438e-17
"USF1",3.1117025082926e-20,7.27167359207385e-20
"USF2",1.21309297314249e-24,7.54177612548018e-24
"USF3",3.15712734150698e-18,5.16264743933772e-18
"VEZF1",7.54081153291338e-19,1.36521835170053e-18
"XBP1",1.15579659849068e-42,1.9041748960134e-40
"XPA",2.33523577928786e-22,7.97368071787929e-22
"YBX1",0.0219868349489782,0.0221211056967582
"YBX3",2.92858805728011e-08,3.15865716816299e-08
"YY1",1.3755398393189e-21,4.196670157922e-21
"ZBED1",6.90543628742144e-22,2.20906918126735e-21
"ZBED4",2.23389031262346e-18,3.6988284322082e-18
"ZBED5",1.21221899868907e-15,1.49878484078067e-15
"ZBED6",4.35616850270067e-23,1.75624060074822e-22
"ZBTB1",1.05502158714377e-10,1.17244388857967e-10
"ZBTB10",1.61098750970988e-12,1.83674873511905e-12
"ZBTB11",4.779303780262e-17,6.42767590039318e-17
"ZBTB14",3.97261970183133e-24,2.18163031958904e-23
"ZBTB16",1.36031372623851e-30,2.56127641597479e-29
"ZBTB17",2.21870926442885e-18,3.68294560518542e-18
"ZBTB18",1.29496629654673e-16,1.68986690975108e-16
"ZBTB2",2.48258253776758e-23,1.07633019236108e-22
"ZBTB20",0.0271778374389084,0.0273021263296351
"ZBTB21",7.94709483645793e-15,9.52206454041051e-15
"ZBTB22",2.11816421449212e-25,1.70228075286623e-24
"ZBTB24",4.4658614124136e-20,1.01134112397958e-19
"ZBTB25",3.45837440464948e-19,6.58690385163008e-19
"ZBTB33",1.80693315673969e-18,3.06110269997804e-18
"ZBTB37",1.85692574431558e-19,3.74224484863599e-19
"ZBTB38",7.89055229022242e-29,1.33330101519399e-27
"ZBTB4",2.96401825644006e-18,4.87104247130673e-18
"ZBTB40",5.74785516455213e-17,7.65219505745425e-17
"ZBTB41",1.64469442766472e-17,2.37167095805481e-17
"ZBTB43",4.84897895774232e-21,1.32592412163991e-20
"ZBTB44",8.79706822962936e-19,1.57534455525156e-18
"ZBTB48",5.39600625506417e-26,5.22356535966028e-25
"ZBTB49",2.43619065700741e-17,3.4451709076564e-17
"ZBTB5",1.58058085617876e-18,2.69845280886477e-18
"ZBTB7A",2.73424690301689e-25,2.09519617335829e-24
"ZBTB7B",1.30576035022751e-17,1.92936338744378e-17
"ZC3H8",9.88444633451505e-19,1.7510349823778e-18
"ZEB1",2.27660334494848e-08,2.46351659166018e-08
"ZEB2",3.65791209562021e-32,1.17702199232226e-30
"ZFAT",2.35898867097979e-17,3.34316889070039e-17
"ZFP14",2.00239294568574e-22,7.01902633620692e-22
"ZFP62",5.00776060647224e-26,5.00017309040182e-25
"ZFP64",2.44464249175697e-13,2.83630176420395e-13
"ZFP90",2.55057960466776e-20,6.02448730995e-20
"ZFP91",4.82846959372199e-19,8.9380939951202e-19
"ZFX",5.90604984859359e-16,7.32973041473291e-16
"ZFY",6.3564597179488e-08,6.81123081972074e-08
"ZGPAT",8.92899207833432e-19,1.58603929369874e-18
"ZHX1",1.29009683446316e-20,3.172290350415e-20
"ZHX2",1.40784576775728e-11,1.58864787834254e-11
"ZKSCAN1",1.4468727408784e-17,2.11416659919926e-17
"ZKSCAN5",1.85793918113509e-11,2.08938894260755e-11
"ZKSCAN8",3.34226101716219e-18,5.4250000253938e-18
"ZMAT1",1.51892869135238e-17,2.20478856299827e-17
"ZNF10",4.40705853481553e-06,4.56643329315006e-06
"ZNF100",4.55535814442514e-19,8.52835516243229e-19
"ZNF101",7.64397130180022e-07,8.00854862939006e-07
"ZNF107",1.31678277984056e-15,1.61895494760248e-15
"ZNF12",2.77221507802631e-21,8.08358290451036e-21
"ZNF121",9.84703084510993e-20,2.08655733984805e-19
"ZNF124",2.9253754737267e-27,3.85564487437179e-26
"ZNF131",3.75277246680165e-20,8.6471225721059e-20
"ZNF134",7.54167544656269e-25,4.92075655374734e-24
"ZNF136",4.74458414352843e-23,1.89495815186984e-22
"ZNF138",2.87785045900743e-23,1.21570734133711e-22
"ZNF14",3.94084639569251e-07,4.15522843961819e-07
"ZNF141",1.50151942313287e-06,1.56319320670546e-06
"ZNF142",7.59053477575179e-18,1.17421652986395e-17
"ZNF143",1.17486039181564e-18,2.04823544499075e-18
"ZNF146",2.06487309294751e-19,4.14863222028173e-19
"ZNF148",6.34988491050547e-13,7.30292173826021e-13
"ZNF160",3.57339830383706e-20,8.26269993764429e-20
"ZNF169",2.15227184209043e-22,7.50448224305606e-22
"ZNF18",1.60756705745136e-17,2.32321642732553e-17
"ZNF189",2.1593257245926e-20,5.13716842060118e-20
"ZNF195",3.42315521574874e-23,1.40991205448651e-22
"ZNF197",1.11972949112608e-16,1.46700146054092e-16
"ZNF207",4.28094991719267e-20,9.75963037740298e-20
"ZNF211",9.92488575666614e-23,3.71619301911533e-22
"ZNF217",6.08459867479298e-18,9.52434804439091e-18
"ZNF22",8.72805126327693e-20,1.86141934708722e-19
"ZNF224",2.58090494548125e-19,5.07706375842431e-19
"ZNF226",8.29430737251823e-24,4.04885078406631e-23
"ZNF227",3.4743471166141e-22,1.15055012555211e-21
"ZNF235",1.09699998786604e-06,1.14386549367678e-06
"ZNF236",5.64342334627117e-17,7.52837243966134e-17
"ZNF24",1.37473975007545e-22,5.06119271117163e-22
"ZNF248",0.0433629375693075,0.0434949404233997
"ZNF25",3.70825337688687e-21,1.05789566033266e-20
"ZNF250",1.96066572612634e-20,4.68144461419296e-20
"ZNF254",2.63549811603044e-23,1.12778783017147e-22
"ZNF26",4.45949585860781e-18,7.09856949474045e-18
"ZNF260",5.57484465109303e-16,6.93174080201944e-16
"ZNF263",7.46846177877218e-25,4.92075655374734e-24
"ZNF264",2.42375750883027e-23,1.06446106585521e-22
"ZNF266",7.71569477926128e-18,1.19078287108505e-17
"ZNF267",1.18498056355376e-22,4.41187678746853e-22
"ZNF273",2.17761525807482e-24,1.28129326345652e-23
