gene,pvalue,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
ATMIN,0.006420279889680077,0.2721884738667639,99,0.008957552073156265,healthy,aging,perez_sle,B
BACH1,0.12569309909229212,-0.1549391023769696,99,0.1399266381881092,healthy,aging,perez_sle,B
BACH2,0.1949517463187895,-0.13136289378553415,99,0.21186082635664372,healthy,aging,perez_sle,B
BATF,0.003642618648444572,0.2896089820799785,99,0.0067516409513000645,healthy,aging,perez_sle,B
BAZ2A,0.24601013570441246,0.11768287151642963,99,0.2642024818741505,healthy,aging,perez_sle,B
BAZ2B,0.005177978976811994,0.2789263028521808,99,0.007915618579384841,healthy,aging,perez_sle,B
BBX,0.015157052461944119,0.24349077210350892,99,0.019065662447209236,healthy,aging,perez_sle,B
BCL11A,0.003540985287673197,0.2904512107031556,99,0.006734195234592776,healthy,aging,perez_sle,B
BCL11B,0.37846894381527896,0.08947440549752014,99,0.39516610310124717,healthy,aging,perez_sle,B
BCL6,0.09594126487146043,0.1682661317672425,99,0.10937963433307277,healthy,aging,perez_sle,B
BHLHE40,0.01976629181461468,0.23395996437505628,99,0.024573269395989847,healthy,aging,perez_sle,B
BPTF,0.3434958611151029,0.09620604162541359,99,0.3622010812748362,healthy,aging,perez_sle,B
CAMTA1,0.0003004072943719867,0.3558663647224181,99,0.006579514848322661,healthy,aging,perez_sle,B
CAMTA2,0.0016533614558656717,0.31223768347033976,99,0.006579514848322661,healthy,aging,perez_sle,B
CARF,0.0024218084598717255,0.30152403995492516,99,0.006579514848322661,healthy,aging,perez_sle,B
CC2D1A,0.002758539851125494,0.29777736115329173,99,0.006579514848322661,healthy,aging,perez_sle,B
CDC5L,0.0032293405169366435,0.2931760680134345,99,0.0066547732125490765,healthy,aging,perez_sle,B
CEBPB,0.0015550529388218663,0.31392214071669394,99,0.006579514848322661,healthy,aging,perez_sle,B
CEBPD,0.00706943764646653,0.2691168165351769,99,0.009661722230696288,healthy,aging,perez_sle,B
CEBPG,0.0016619270837694529,0.3120952477473024,99,0.006579514848322661,healthy,aging,perez_sle,B
CEBPZ,0.004287198954860838,0.28471043177899996,99,0.007204766384706804,healthy,aging,perez_sle,B
CENPT,0.0022355684284200853,0.303803011523522,99,0.006579514848322661,healthy,aging,perez_sle,B
CENPX,0.002811478016922792,0.2972261968337126,99,0.006579514848322661,healthy,aging,perez_sle,B
CGGBP1,0.0028879860236489955,0.2964458967857691,99,0.006579514848322661,healthy,aging,perez_sle,B
CHAMP1,0.0026382978881740447,0.29906547551815077,99,0.006579514848322661,healthy,aging,perez_sle,B
CHCHD3,0.0017600162539395925,0.31050987622132203,99,0.006579514848322661,healthy,aging,perez_sle,B
CIC,0.0020892753480118735,0.3057166044982405,99,0.006579514848322661,healthy,aging,perez_sle,B
CLOCK,0.004187569784869345,0.2854226103941864,99,0.007204766384706804,healthy,aging,perez_sle,B
CREB1,0.002958814051101486,0.29573991102810593,99,0.006579514848322661,healthy,aging,perez_sle,B
CREB3,0.002184852189118381,0.30445326156347485,99,0.006579514848322661,healthy,aging,perez_sle,B
CREB3L2,0.00207235041702375,0.3059457402266049,99,0.006579514848322661,healthy,aging,perez_sle,B
CREBL2,0.002378107212169723,0.30204423998688745,99,0.006579514848322661,healthy,aging,perez_sle,B
CREBZF,0.0021351764008543093,0.3051035116034278,99,0.006579514848322661,healthy,aging,perez_sle,B
CREM,0.014764807663301023,0.24441350787448973,99,0.018645676080729947,healthy,aging,perez_sle,B
CSRNP1,0.10204263604838228,0.1652935601560292,99,0.1156121355229012,healthy,aging,perez_sle,B
CTCF,0.002667335578334259,0.29874963978445934,99,0.006579514848322661,healthy,aging,perez_sle,B
CUX1,0.009734096401685365,0.25866327303574344,99,0.012720015543306642,healthy,aging,perez_sle,B
CXXC1,0.0005860990574893994,0.339517220860745,99,0.006579514848322661,healthy,aging,perez_sle,B
CXXC5,0.0021997164608962383,0.30426128298025074,99,0.006579514848322661,healthy,aging,perez_sle,B
DBP,0.002362672689791552,0.3022300257125883,99,0.006579514848322661,healthy,aging,perez_sle,B
DDIT3,0.03345645671786602,0.21396322743212356,99,0.04041337588415196,healthy,aging,perez_sle,B
DEAF1,0.002330047069598389,0.3026263685940834,99,0.006579514848322661,healthy,aging,perez_sle,B
DMTF1,0.0052782732832143365,0.27833178852993806,99,0.007992456464393272,healthy,aging,perez_sle,B
DNMT1,0.004037434642393864,0.28652493903334475,99,0.007029756775176238,healthy,aging,perez_sle,B
DNTTIP1,0.002115128918536926,0.3053698044769323,99,0.006579514848322661,healthy,aging,perez_sle,B
DOT1L,0.0027834091913943697,0.29751726113731053,99,0.006579514848322661,healthy,aging,perez_sle,B
DR1,0.0023580599709706646,0.30228576143029856,99,0.006579514848322661,healthy,aging,perez_sle,B
DRAP1,8.571848429462217e-05,0.3843658950449256,99,0.006579514848322661,healthy,aging,perez_sle,B
E2F3,0.0025688794306529517,0.29983338985104757,99,0.006579514848322661,healthy,aging,perez_sle,B
E2F4,0.00201830721274149,0.30668888312940823,99,0.006579514848322661,healthy,aging,perez_sle,B
E2F5,0.09873911313783344,0.16688512453953303,99,0.11206801650990333,healthy,aging,perez_sle,B
E4F1,0.002827114524393162,0.29706518253810515,99,0.006579514848322661,healthy,aging,perez_sle,B
EBF1,0.14030486170182294,0.14927263774309424,99,0.15511212219284579,healthy,aging,perez_sle,B
EEA1,0.01296309689923522,0.24894667958158997,99,0.016468029659267008,healthy,aging,perez_sle,B
EGR1,0.13576802589289771,0.1509818664195419,99,0.15087959747054197,healthy,aging,perez_sle,B
ELF1,0.12219562021043809,0.15636965246486598,99,0.1362705084022163,healthy,aging,perez_sle,B
ELF2,0.0029594421926243397,0.2957337181705825,99,0.006579514848322661,healthy,aging,perez_sle,B
ELF4,0.002487642813693237,0.30075612562202836,99,0.006579514848322661,healthy,aging,perez_sle,B
ELK1,0.003517443783070745,0.2906493821439032,99,0.006730408370668828,healthy,aging,perez_sle,B
ELK3,0.003804686617084749,0.2883084820000727,99,0.00683753673599254,healthy,aging,perez_sle,B
ELK4,0.004281949058409934,0.2847475889241401,99,0.007204766384706804,healthy,aging,perez_sle,B
ETS1,0.49354324056572907,0.06961391142010133,99,0.5094897103739917,healthy,aging,perez_sle,B
ETV3,0.0032504633865635697,0.29298408943021026,99,0.006657199051327311,healthy,aging,perez_sle,B
ETV6,0.09849826031392105,0.16700278883247685,99,0.11199357355977856,healthy,aging,perez_sle,B
FAM200B,0.004439256871693863,0.2836514531425052,99,0.0072922497198261655,healthy,aging,perez_sle,B
FLI1,0.00838875009839193,0.26357420905176876,99,0.011167523568484258,healthy,aging,perez_sle,B
FOS,0.08031357326228257,-0.17662648942377993,99,0.0924691411073848,healthy,aging,perez_sle,B
FOSB,0.8365439062938488,-0.020999979861717248,99,0.84314125571257,healthy,aging,perez_sle,B
FOSL2,0.012539260659431223,0.2500923582234118,99,0.01599318874526258,healthy,aging,perez_sle,B
FOXJ2,0.001823546616971714,0.30952521187510756,99,0.006579514848322661,healthy,aging,perez_sle,B
FOXJ3,0.005524523818850624,0.27691362415708837,99,0.008204208966001984,healthy,aging,perez_sle,B
FOXK1,0.005235229840334032,0.27858569568839586,99,0.007965028257079633,healthy,aging,perez_sle,B
FOXN2,0.002798905331934989,0.2973562468417032,99,0.006579514848322661,healthy,aging,perez_sle,B
FOXN3,0.02876606546774165,0.21986502065188662,99,0.035012411112165555,healthy,aging,perez_sle,B
FOXO1,0.7160983873705322,0.037008516559605506,99,0.7298036196647051,healthy,aging,perez_sle,B
FOXO3,0.005101829460568485,0.2793845743089095,99,0.007855588012778943,healthy,aging,perez_sle,B
FOXP1,0.049664972602554334,-0.19783083358376807,99,0.05833808362689746,healthy,aging,perez_sle,B
GABPA,0.0025501347709347352,0.30004394700684184,99,0.006579514848322661,healthy,aging,perez_sle,B
GATAD2A,0.0029431493815088704,0.29589473246618997,99,0.006579514848322661,healthy,aging,perez_sle,B
GATAD2B,0.006209042171684568,0.27324745250325866,99,0.008739158475124315,healthy,aging,perez_sle,B
GLI4,0.005016598317039299,0.27990477434087174,99,0.007780597875213864,healthy,aging,perez_sle,B
GLMP,0.009679946482803977,0.25884905876144426,99,0.012675175824819142,healthy,aging,perez_sle,B
GLYR1,0.0028763306099983585,0.29656356107871296,99,0.006579514848322661,healthy,aging,perez_sle,B
GMEB1,0.006371550461032923,0.27242999531017503,99,0.008922956075834132,healthy,aging,perez_sle,B
GPBP1,0.0055818429712485886,0.2765915955658736,99,0.008237407987593183,healthy,aging,perez_sle,B
GPBP1L1,0.002928803723614402,0.29603716818922726,99,0.006579514848322661,healthy,aging,perez_sle,B
GTF2B,0.003655504705487683,0.2895037035020813,99,0.0067516409513000645,healthy,aging,perez_sle,B
GTF2I,0.003687515949927578,0.28924360348610023,99,0.0067516409513000645,healthy,aging,perez_sle,B
GTF2IRD2,0.002868991092287995,0.2966378753689933,99,0.006579514848322661,healthy,aging,perez_sle,B
GTF2IRD2B,0.003075778606771541,0.2946066181013308,99,0.006579514848322661,healthy,aging,perez_sle,B
GTF3A,0.00014650352243571904,0.37250657288768924,99,0.006579514848322661,healthy,aging,perez_sle,B
GZF1,0.002029012892240772,0.3065402545488476,99,0.006579514848322661,healthy,aging,perez_sle,B
HBP1,0.013011987549132709,0.2488166295735994,99,0.016497341356936115,healthy,aging,perez_sle,B
HES1,0.21322282337576015,0.1262042434685744,99,0.23093115955442498,healthy,aging,perez_sle,B
HHEX,0.00274735521683411,0.2978950254462356,99,0.006579514848322661,healthy,aging,perez_sle,B
HIF1A,0.23424753390194675,-0.1206430574125962,99,0.2519935591975488,healthy,aging,perez_sle,B
HIVEP1,0.36067237541475217,0.0928495128477519,99,0.37968640509065343,healthy,aging,perez_sle,B
HIVEP2,0.0042263061976739015,0.2851439318056352,99,0.007204766384706804,healthy,aging,perez_sle,B
HIVEP3,0.007857997224963489,0.265704552039805,99,0.010548866022587542,healthy,aging,perez_sle,B
HMBOX1,0.0026833998082415964,0.29857623977380526,99,0.006579514848322661,healthy,aging,perez_sle,B
HMG20A,0.0028959852141118465,0.2963653896379654,99,0.006579514848322661,healthy,aging,perez_sle,B
HMG20B,0.0008142081053203462,0.3311382846316376,99,0.006579514848322661,healthy,aging,perez_sle,B
HMGA1,0.0036350576235905374,0.2896709106552121,99,0.0067516409513000645,healthy,aging,perez_sle,B
HMGN3,0.0005323308166368145,0.34192624243733244,99,0.006579514848322661,healthy,aging,perez_sle,B
HOXB2,0.001428200872394315,0.31624446228795433,99,0.006579514848322661,healthy,aging,perez_sle,B
HSF1,0.00030552480180899815,0.35546382898339973,99,0.006579514848322661,healthy,aging,perez_sle,B
IKZF1,0.04084846298295285,0.205943476939371,99,0.0485170406061466,healthy,aging,perez_sle,B
IKZF2,0.0275387862011092,0.22154328504071746,99,0.033582603783413705,healthy,aging,perez_sle,B
IKZF3,0.34327744428043794,0.0962493916280771,99,0.3622010812748362,healthy,aging,perez_sle,B
IKZF5,0.004633503246740263,0.28234476020507604,99,0.0074245352600539076,healthy,aging,perez_sle,B
IRF1,0.37309135204006105,-0.09048384127382798,99,0.3911726683906619,healthy,aging,perez_sle,B
IRF2,0.001974683555410589,0.30730197602422094,99,0.006579514848322661,healthy,aging,perez_sle,B
IRF3,0.005124363746037028,0.2792483314433955,99,0.00787131835028284,healthy,aging,perez_sle,B
IRF4,0.002746180262339922,0.2979074111612823,99,0.006579514848322661,healthy,aging,perez_sle,B
IRF5,0.007524191694344076,0.2671103306976079,99,0.010186352738741238,healthy,aging,perez_sle,B
IRF7,0.0002969108215368734,0.35614504331096936,99,0.006579514848322661,healthy,aging,perez_sle,B
IRF8,0.09524857350144733,0.16861293178855072,99,0.10887985414566162,healthy,aging,perez_sle,B
IRF9,0.0029556751393995397,0.29577087531572277,99,0.006579514848322661,healthy,aging,perez_sle,B
JAZF1,0.09209602737684258,0.1702168818871012,99,0.10546480554444877,healthy,aging,perez_sle,B
JDP2,0.0686601104171732,0.18375446843316845,99,0.07919460389273227,healthy,aging,perez_sle,B
JUN,0.016626399745776246,-0.2402085576161276,99,0.02083190085794318,healthy,aging,perez_sle,B
JUNB,0.10720690472978647,-0.16288453857944177,99,0.12060776782100979,healthy,aging,perez_sle,B
JUND,0.22379538793097467,-0.1233617218653517,99,0.2415629271754946,healthy,aging,perez_sle,B
KAT7,0.0034911272350569953,0.29087232501474414,99,0.006730408370668828,healthy,aging,perez_sle,B
KCMF1,0.0030992706875510503,0.29438367523048986,99,0.006579514848322661,healthy,aging,perez_sle,B
KDM2A,0.24874849718663072,0.11700785004638328,99,0.2666951169500957,healthy,aging,perez_sle,B
KDM2B,0.003019025041633872,0.29515158956338666,99,0.006579514848322661,healthy,aging,perez_sle,B
KDM5B,0.002722775866699619,0.2981551254622167,99,0.006579514848322661,healthy,aging,perez_sle,B
KIN,0.0024218084598717255,0.30152403995492516,99,0.006579514848322661,healthy,aging,perez_sle,B
KLF10,0.05359058620362519,0.19459816195657362,99,0.062489752890723525,healthy,aging,perez_sle,B
KLF11,0.0059698141875800725,0.2744860240079309,99,0.008572384867109362,healthy,aging,perez_sle,B
KLF12,0.25390414595540567,0.11575069996914097,99,0.27133962053794186,healthy,aging,perez_sle,B
KLF13,0.00949426779007254,0.25949311594387386,99,0.012457571083893948,healthy,aging,perez_sle,B
KLF16,0.7147798733493768,-0.03718810942778298,99,0.7296235448406577,healthy,aging,perez_sle,B
KLF2,0.3364882668032312,0.09760562742569318,99,0.35598675908487537,healthy,aging,perez_sle,B
KLF3,0.27647366344989455,0.11044342107162058,99,0.29297955380511215,healthy,aging,perez_sle,B
KLF4,0.04705661447848136,0.2000974194373182,99,0.05558073318253159,healthy,aging,perez_sle,B
KLF6,0.4012338069181708,0.08529422666925146,99,0.41689171157839205,healthy,aging,perez_sle,B
KLF7,0.017766467702403924,0.23783050032715694,99,0.022130161524046992,healthy,aging,perez_sle,B
KLF9,0.21997625555784456,0.12437735049918291,99,0.23784234737980148,healthy,aging,perez_sle,B
KMT2A,0.06390902567097335,0.1869437900576994,99,0.07438591512523128,healthy,aging,perez_sle,B
KMT2B,0.004521204298569395,0.2830940959654027,99,0.007371520876893009,healthy,aging,perez_sle,B
L3MBTL3,0.0030894628192850385,0.2944765680933403,99,0.006579514848322661,healthy,aging,perez_sle,B
LCOR,0.0070055291684809635,0.2694078808387748,99,0.009606294288968531,healthy,aging,perez_sle,B
LCORL,0.003642618648444572,0.2896089820799785,99,0.0067516409513000645,healthy,aging,perez_sle,B
LEF1,0.04682711650191486,0.20030178373558913,99,0.05541208786059925,healthy,aging,perez_sle,B
LIN54,0.002558940394232445,0.299944861286468,99,0.006579514848322661,healthy,aging,perez_sle,B
LYL1,0.0001432394678299768,0.3730143872046049,99,0.006579514848322661,healthy,aging,perez_sle,B
MAX,0.0020810260711554202,0.305828075933661,99,0.006579514848322661,healthy,aging,perez_sle,B
MAZ,0.005045879028421801,0.2797251814726943,99,0.007807062225572714,healthy,aging,perez_sle,B
MBD1,0.002375528498289105,0.3020752042745043,99,0.006579514848322661,healthy,aging,perez_sle,B
MBD2,0.0029676189390637317,0.29565321102277886,99,0.006579514848322661,healthy,aging,perez_sle,B
MBD4,0.0021558674835765613,0.3048310258723999,99,0.006579514848322661,healthy,aging,perez_sle,B
MBD6,0.0024833472919609375,0.3008056684822153,99,0.006579514848322661,healthy,aging,perez_sle,B
MBNL2,0.03203103777109729,0.21567864896609457,99,0.03883839304692821,healthy,aging,perez_sle,B
MECP2,0.00634048623523135,0.272584816748259,99,0.008904550998489743,healthy,aging,perez_sle,B
MEF2A,0.6982124633170548,-0.039454695281333114,99,0.7149964167621763,healthy,aging,perez_sle,B
MEF2C,0.14806801696713384,-0.14644250185491828,99,0.16284933363510934,healthy,aging,perez_sle,B
MEF2D,0.00842533658554958,0.26343177332873147,99,0.011171802031999642,healthy,aging,perez_sle,B
MGA,0.003420379048834415,0.2914792250520335,99,0.006730408370668828,healthy,aging,perez_sle,B
MLX,0.0010176257598187091,0.32531699855967827,99,0.006579514848322661,healthy,aging,perez_sle,B
MLXIP,0.006096764180660706,0.27382338825293123,99,0.00867668666245477,healthy,aging,perez_sle,B
MNT,0.007091310995612768,0.26901773081480307,99,0.009661722230696288,healthy,aging,perez_sle,B
MTERF1,0.00649969413057892,0.2717983238427922,99,0.009028922933565066,healthy,aging,perez_sle,B
MTERF3,0.006451690042854027,0.2720336524286799,99,0.008981764569463448,healthy,aging,perez_sle,B
MTERF4,0.006168993559650593,0.2734518168015296,99,0.008721209921718426,healthy,aging,perez_sle,B
MTF1,0.0028162809494203084,0.29717665397352566,99,0.006579514848322661,healthy,aging,perez_sle,B
MTF2,0.0021072501503544474,0.30547508305482945,99,0.006579514848322661,healthy,aging,perez_sle,B
MXD1,0.003517443783070745,0.2906493821439032,99,0.006730408370668828,healthy,aging,perez_sle,B
MXD3,0.7762865054139361,-0.028920644634096004,99,0.7861284896347149,healthy,aging,perez_sle,B
MXD4,0.0024113382803603715,0.30164789710539236,99,0.006579514848322661,healthy,aging,perez_sle,B
MXI1,0.41080517715891074,0.08357880513528043,99,0.4261436821502337,healthy,aging,perez_sle,B
MYBL1,0.0021753104955605394,0.3045771187139421,99,0.006579514848322661,healthy,aging,perez_sle,B
MYC,0.0013045037481814543,0.31869683386720526,99,0.006579514848322661,healthy,aging,perez_sle,B
MYNN,0.002806083520060406,0.2972819325514229,99,0.006579514848322661,healthy,aging,perez_sle,B
MYSM1,0.0032381834588478403,0.2930955608656308,99,0.0066547732125490765,healthy,aging,perez_sle,B
MZF1,0.0023265033955900813,0.3026697185967469,99,0.006579514848322661,healthy,aging,perez_sle,B
NCOA1,0.005097741803735985,0.2794093457390029,99,0.007855588012778943,healthy,aging,perez_sle,B
NCOA2,0.012670820139873171,0.24973317248705684,99,0.016128792966890352,healthy,aging,perez_sle,B
NCOA3,0.7939279792729654,-0.0265859373477889,99,0.8027214853725078,healthy,aging,perez_sle,B
NFAT5,0.1933217478052704,0.13183974381483293,99,0.21044735408444254,healthy,aging,perez_sle,B
NFATC1,0.0023817216497481657,0.302000889984224,99,0.006579514848322661,healthy,aging,perez_sle,B
NFATC2,0.004900982045293754,0.28062314581358166,99,0.007675802762114482,healthy,aging,perez_sle,B
NFATC3,0.040373734369261484,0.2064203269686698,99,0.048042488383534615,healthy,aging,perez_sle,B
NFE2L1,0.003502070952996842,0.2907794321518938,99,0.006730408370668828,healthy,aging,perez_sle,B
NFE2L2,0.004360414293328894,0.28419642460456096,99,0.007218406045173999,healthy,aging,perez_sle,B
NFIC,0.004791610023698641,0.28131674585619804,99,0.007578808923622355,healthy,aging,perez_sle,B
NFKB1,0.7641388043813514,-0.030536980447693235,99,0.7750550730153707,healthy,aging,perez_sle,B
NFKB2,0.1048323778199344,0.16398067436107666,99,0.11856263615387272,healthy,aging,perez_sle,B
NFX1,0.03450777433627133,0.21273704164249807,99,0.041526304709750245,healthy,aging,perez_sle,B
NFXL1,0.0026241678818830776,0.2992202969562348,99,0.006579514848322661,healthy,aging,perez_sle,B
NFYA,0.0018333142428521292,0.30937658329454687,99,0.006579514848322661,healthy,aging,perez_sle,B
NFYB,0.0019340535045093599,0.3078841046314169,99,0.006579514848322661,healthy,aging,perez_sle,B
NFYC,0.0021786458026384677,0.3045337687112786,99,0.006579514848322661,healthy,aging,perez_sle,B
NKRF,0.005649755536064828,0.2762138312569486,99,0.008272776973983119,healthy,aging,perez_sle,B
NME2,0.1651765110184941,0.14057786578029535,99,0.18104252236846952,healthy,aging,perez_sle,B
NR1D2,0.009964438901315126,0.25788297298779994,99,0.012967976492750236,healthy,aging,perez_sle,B
NR1H2,0.0021829408347466286,0.30447803299356835,99,0.006579514848322661,healthy,aging,perez_sle,B
NR2C1,0.0029632135577057944,0.2956965610254424,99,0.006579514848322661,healthy,aging,perez_sle,B
NR2C2,0.002868991092287995,0.2966378753689933,99,0.006579514848322661,healthy,aging,perez_sle,B
NR3C1,0.014814330459541652,0.24429584358154588,99,0.018671315904629417,healthy,aging,perez_sle,B
NR3C2,0.253929723132534,0.11574450711161763,99,0.27133962053794186,healthy,aging,perez_sle,B
NR4A1,0.9723377882429074,0.0035299287883157862,99,0.9723377882429074,healthy,aging,perez_sle,B
NR4A2,0.8866012629889004,-0.01451605803475825,99,0.8907833444180933,healthy,aging,perez_sle,B
NR4A3,0.11756213956899468,0.1583142097272013,99,0.13179334593787298,healthy,aging,perez_sle,B
NRF1,0.001987812007901441,0.3071161902985201,99,0.006579514848322661,healthy,aging,perez_sle,B
PA2G4,0.00120280918807886,0.3208767197154283,99,0.006579514848322661,healthy,aging,perez_sle,B
PATZ1,0.005215388940630485,0.2787033599813397,99,0.00795377931518587,healthy,aging,perez_sle,B
PAX5,0.911931490208904,0.011258614977470351,99,0.9147946973995128,healthy,aging,perez_sle,B
PBX2,0.0021365814418237592,0.3050849330308577,99,0.006579514848322661,healthy,aging,perez_sle,B
PBX3,0.0017553037824397945,0.3105841905116023,99,0.006579514848322661,healthy,aging,perez_sle,B
PBX4,0.7521404093371645,0.032140930546243736,99,0.7640981264967379,healthy,aging,perez_sle,B
PHF1,0.0040975742591502304,0.2860790532916627,99,0.007095799326821131,healthy,aging,perez_sle,B
PHF19,0.002562801454223215,0.29990151128380454,99,0.006579514848322661,healthy,aging,perez_sle,B
PHF20,0.004947537541850831,0.28033208150998373,99,0.007692156908133044,healthy,aging,perez_sle,B
PHF21A,0.003328512709124496,0.2922842965300705,99,0.006730408370668828,healthy,aging,perez_sle,B
PIN1,0.00019909681386086358,0.36550864388629123,99,0.006579514848322661,healthy,aging,perez_sle,B
PKNOX1,0.001931913648656569,0.30791506891903375,99,0.006579514848322661,healthy,aging,perez_sle,B
PLAG1,0.37341991818200904,0.0904219126985944,99,0.3911726683906619,healthy,aging,perez_sle,B
PLAGL1,0.002809678816383193,0.29724477540628264,99,0.006579514848322661,healthy,aging,perez_sle,B
PLSCR1,0.005546507469973172,0.27678976700662117,99,0.008204208966001984,healthy,aging,perez_sle,B
POGK,0.003934085761068803,0.28730523908128824,99,0.006944422103102114,healthy,aging,perez_sle,B
POU2AF1,0.05192120185395466,0.1959482048966663,99,0.06076492304885902,healthy,aging,perez_sle,B
POU2F1,0.009885298355822948,0.2581492658613045,99,0.012891236019124213,healthy,aging,perez_sle,B
POU2F2,0.008925633922951386,0.26153675892658296,99,0.011759752735599868,healthy,aging,perez_sle,B
PPARA,0.025914056420544156,0.22386560661197782,99,0.03166172476620978,healthy,aging,perez_sle,B
PRDM1,0.008027454243486767,0.2650109519971885,99,0.010753759458255858,healthy,aging,perez_sle,B
PRDM10,0.0017525601171465065,0.31062754051426583,99,0.006579514848322661,healthy,aging,perez_sle,B
PRDM15,0.003607203842763586,0.2899000463835765,99,0.0067516409513000645,healthy,aging,perez_sle,B
PRDM2,0.147877439988649,-0.14651062328767522,99,0.16284933363510934,healthy,aging,perez_sle,B
PRDM4,0.37562585697904094,0.09000699124452918,99,0.3928394805394552,healthy,aging,perez_sle,B
PRDM8,0.9236165455086862,0.009759943456816982,99,0.9250642203449068,healthy,aging,perez_sle,B
PREB,0.0018912412285322093,0.3085095832412764,99,0.006579514848322661,healthy,aging,perez_sle,B
PRMT3,0.0025162700599784408,0.30042790417329024,99,0.006579514848322661,healthy,aging,perez_sle,B
PRR12,0.0024338997889939654,0.3013816042318878,99,0.006579514848322661,healthy,aging,perez_sle,B
PURA,0.00805192346425176,0.26491186627681473,99,0.010763972999282164,healthy,aging,perez_sle,B
PURB,0.005162462069400063,0.27901919571503114,99,0.00791082317109506,healthy,aging,perez_sle,B
RARA,0.0015333995015015135,0.31430609788314223,99,0.006579514848322661,healthy,aging,perez_sle,B
RBAK,0.0020778259694961333,0.3058714259363246,99,0.006579514848322661,healthy,aging,perez_sle,B
RBCK1,0.0010787659541130466,0.3237749770363613,99,0.006579514848322661,healthy,aging,perez_sle,B
RBPJ,0.0024066400196190167,0.3017036328231026,99,0.006579514848322661,healthy,aging,perez_sle,B
RBSN,0.002968878699441824,0.29564082530773217,99,0.006579514848322661,healthy,aging,perez_sle,B
REL,0.025085509183818584,-0.22509798525912667,99,0.030826231477807838,healthy,aging,perez_sle,B
RELA,0.002595553635976602,0.2995361326899263,99,0.006579514848322661,healthy,aging,perez_sle,B
RELB,0.13992246280552537,0.14941507346613156,99,0.15495745880889203,healthy,aging,perez_sle,B
REPIN1,0.001093224165687052,0.3234219841575297,99,0.006579514848322661,healthy,aging,perez_sle,B
REST,0.004942566184178676,0.28036304579760046,99,0.007692156908133044,healthy,aging,perez_sle,B
REXO4,0.0029269371893505657,0.29605574676179736,99,0.006579514848322661,healthy,aging,perez_sle,B
RFX1,0.003969086671801854,0.28703894620778364,99,0.006964373438343062,healthy,aging,perez_sle,B
RFX3,0.004592382807128604,0.28261724593610393,99,0.0074245352600539076,healthy,aging,perez_sle,B
RFX5,0.0027768763845365677,0.2975853825700675,99,0.006579514848322661,healthy,aging,perez_sle,B
RFX7,0.025440762650624626,0.22456539951211765,99,0.03114300255507497,healthy,aging,perez_sle,B
RLF,0.023068319665799603,0.22825014973851743,99,0.028456865379239277,healthy,aging,perez_sle,B
RORA,0.6006709061943435,0.05324618898585812,99,0.6170879566851857,healthy,aging,perez_sle,B
RREB1,0.005657595520548705,0.2761704812542851,99,0.008272776973983119,healthy,aging,perez_sle,B
RUNX1,0.006146039284388161,0.27356948109447343,99,0.008708024618013382,healthy,aging,perez_sle,B
RUNX2,0.06573967437217383,0.1856928328379804,99,0.0762389327111054,healthy,aging,perez_sle,B
RUNX3,0.120083115864153,0.15724903823318323,99,0.1341487955195695,healthy,aging,perez_sle,B
RXRB,0.003098615961277204,0.2943898680880132,99,0.006579514848322661,healthy,aging,perez_sle,B
SAFB,0.002394670803854591,0.3018460685461399,99,0.006579514848322661,healthy,aging,perez_sle,B
SAFB2,0.0059674637824071305,0.2744984097229776,99,0.008572384867109362,healthy,aging,perez_sle,B
SATB1,0.8113906556799833,-0.024288387206621954,99,0.8190815623688931,healthy,aging,perez_sle,B
SCML4,0.01116273604873238,0.2540619798958862,99,0.014381024869233852,healthy,aging,perez_sle,B
SETBP1,0.5765888834895492,0.056794696346744,99,0.5933016047501158,healthy,aging,perez_sle,B
SETDB1,0.002496253937288837,0.30065703990165454,99,0.006579514848322661,healthy,aging,perez_sle,B
SETDB2,0.002199235547725566,0.3042674758377741,99,0.006579514848322661,healthy,aging,perez_sle,B
SGSM2,0.0037663044274835653,0.2886119320187174,99,0.006825288974917052,healthy,aging,perez_sle,B
SKI,0.0028476801970479396,0.2968546253823109,99,0.006579514848322661,healthy,aging,perez_sle,B
SKIL,0.03059883323269352,0.2174683847903459,99,0.03717234683591475,healthy,aging,perez_sle,B
SLC2A4RG,0.002280378815838966,0.30323946148889613,99,0.006579514848322661,healthy,aging,perez_sle,B
SMAD3,0.006884575205896155,0.26996523801587735,99,0.009460738831328265,healthy,aging,perez_sle,B
SMAD4,0.0028879860236489955,0.2964458967857691,99,0.006579514848322661,healthy,aging,perez_sle,B
SMAD5,0.005440607709718171,0.2773904741863872,99,0.00814179935950799,healthy,aging,perez_sle,B
SMYD3,0.010753297586907936,0.25532532283065185,99,0.0139096298745631,healthy,aging,perez_sle,B
SNAPC2,0.002170078606927004,0.3046452401466991,99,0.006579514848322661,healthy,aging,perez_sle,B
SNAPC5,0.0029897342059562754,0.29543646100946125,99,0.006579514848322661,healthy,aging,perez_sle,B
SON,0.0014570951015894717,-0.31569949082589854,99,0.006579514848322661,healthy,aging,perez_sle,B
SOX4,0.0027709494354779328,0.29764731114530113,99,0.006579514848322661,healthy,aging,perez_sle,B
SP1,0.0031653737632959715,0.2937643894781537,99,0.006622597346648543,healthy,aging,perez_sle,B
