"gene","meta_p","meta_p_adj"
"ZNF516",2.95190524902856e-54,5.76916218845232e-54
"ZNF518A",4.0822565647574e-45,5.10970091364016e-45
"ZNF518B",1.09251087222992e-54,2.27062893967189e-54
"ZNF524",2.68123232307273e-53,4.49833254202263e-53
"ZNF529",1.13577052993652e-46,1.4576594128448e-46
"ZNF540",4.26326371249639e-51,6.07324267995011e-51
"ZNF550",3.13005149717063e-53,5.20429457887773e-53
"ZNF563",3.52190480964169e-54,6.76448613438077e-54
"ZNF569",2.03283625853783e-46,2.60296504828867e-46
"ZNF580",1.90763963947881e-56,6.89970960512791e-56
"ZNF581",3.10524466504623e-60,1.72962127843075e-58
"ZNF585A",5.31611074422564e-33,6.23383933586039e-33
"ZNF586",3.61247350602775e-52,5.4089993087566e-52
"ZNF592",1.60670473327221e-56,6.21482316967096e-56
"ZNF600",1.25022889667603e-54,2.58310644567346e-54
"ZNF606",4.93045723356457e-52,7.34295368742102e-52
"ZNF609",9.10273755382403e-60,3.44206938125719e-58
"ZNF611",3.01319937637285e-55,6.93533906049455e-55
"ZNF626",2.77822916032207e-27,3.18410214464896e-27
"ZNF639",4.93747889465688e-16,5.39250145945859e-16
"ZNF641",8.02091530023643e-53,1.27647137778048e-52
"ZNF644",2.55935710608273e-30,2.96992064185017e-30
"ZNF652",1.97031486862925e-54,3.9195192208089e-54
"ZNF654",3.1163393132404e-54,6.06923425690525e-54
"ZNF655",3.37706504221276e-56,1.06272611780368e-55
"ZNF658",5.28148430096001e-53,8.6269406323599e-53
"ZNF664",2.65566263777803e-56,8.85750951642133e-56
"ZNF672",5.47589713380154e-54,1.02009187408945e-53
"ZNF675",1.90942340391222e-44,2.37930388362217e-44
"ZNF677",7.7408179303533e-60,3.31664275938984e-58
"ZNF680",2.78869513263514e-49,3.75194006975308e-49
"ZNF681",1.71746758097887e-52,2.62810286430009e-52
"ZNF683",1.51485866173712e-53,2.60424776107277e-53
"ZNF684",9.12303425484604e-58,7.71357746283445e-57
"ZNF688",1.04800507942877e-56,4.49029868647557e-56
"ZNF699",3.78731493463266e-55,8.40451959597766e-55
"ZNF7",7.59557102364815e-53,1.21224442984872e-52
"ZNF701",1.66773536090717e-45,2.10164840729705e-45
"ZNF706",1.5632852628669e-55,4.0312494973003e-55
"ZNF708",1.01257556058588e-05,1.0502878719671e-05
"ZNF714",1.43850951980981e-38,1.72311785491197e-38
"ZNF717",4.64579921082089e-57,2.58771016042724e-56
"ZNF721",1.26923115583175e-53,2.21618104638961e-53
"ZNF736",3.34888836482086e-36,3.96878897703237e-36
"ZNF737",1.64288150396859e-44,2.0517600845527e-44
"ZNF740",6.59375407652964e-57,3.16613881088535e-56
"ZNF749",2.22270312092115e-53,3.76305665152912e-53
"ZNF75A",1.39568491187538e-54,2.83721348873937e-54
"ZNF76",6.37845155988915e-49,8.49951559535468e-49
"ZNF766",1.07518581629772e-53,1.91948237076228e-53
"ZNF770",9.34685966962354e-47,1.20513908240285e-46
"ZNF778",3.05124767712244e-58,3.95243013059814e-57
"ZNF780B",6.97992159695272e-53,1.12040816412181e-52
"ZNF791",3.22540758364717e-56,1.04450699075086e-55
"ZNF800",1.40910622444253e-52,2.18020046392913e-52
"ZNF808",2.0760235410819e-57,1.46878817277207e-56
"ZNF814",3.56191317840912e-56,1.09051614753925e-55
"ZNF821",3.92831985988127e-58,4.46545747337524e-57
"ZNF827",1.48482026152232e-10,1.56934513409475e-10
"ZNF83",2.73363035473407e-07,2.8460413225923e-07
"ZNF830",1.99666761226266e-55,4.94286160013466e-55
"ZNF831",3.24783227599347e-50,4.48893939882969e-50
"ZNF84",3.19623385463895e-42,3.9041716163024e-42
"ZNF844",2.17482437038669e-59,5.50625988320631e-58
"ZNF880",5.83955666396875e-57,2.94806621853372e-56
"ZNF891",4.54306362455954e-54,8.63647248764391e-54
"ZNF91",1.01549900919537e-49,1.39318460128527e-49
"ZNF92",1.79790633459216e-55,4.51519203599827e-55
"ZSCAN18",5.70244569489753e-58,5.47631422768608e-57
"ZSCAN25",4.70002846307304e-30,5.43136069280432e-30
"ZXDC",4.47463309562658e-30,5.1816437302786e-30
"ZZZ3",5.5438986885336e-49,7.40515963912042e-49
