"gene","meta_p","meta_p_adj"
"CEBPG",3.31453864192489e-06,6.99331229944592e-06
"CEBPZ",3.98551632218662e-09,1.71317716535783e-08
"CENPB",0.000641310637092012,0.000698289086890357
"CENPT",1.59508735437172e-06,3.81232496314569e-06
"CENPX",1.70334661413444e-12,1.30817019965525e-11
"CGGBP1",1.48062051448745e-05,2.51574459098752e-05
"CHAMP1",0.000158287937070961,0.000191944951058681
"CHCHD3",1.03094526588496e-14,1.06040084491025e-13
"CIC",6.29877347068865e-05,8.53669063321567e-05
"CLOCK",1.34526020633604e-05,2.33394541822156e-05
"CREB1",0.000121533286840484,0.000149899728522739
"CREB3",1.50485932722318e-08,5.62856475636722e-08
"CREB3L2",2.23415618663501e-06,5.02685141992877e-06
"CREB5",1.52201612861587e-20,7.30567741735618e-19
"CREBL2",2.51195954668906e-05,3.98591928069669e-05
"CREBZF",1.45169176923434e-05,2.48122984889904e-05
"CREM",7.68528744236591e-05,0.000101763806133397
"CSRNP1",8.64296850727533e-05,0.000112632349778068
"CTCF",6.42736755956667e-08,2.12768029558069e-07
"CUX1",1.46996040533916e-16,2.1167429836884e-15
"CXXC1",1.29427056797565e-05,2.25226539925673e-05
"CXXC5",3.11001189746454e-08,1.12295588166892e-07
"DBP",9.30174031440079e-13,7.44139225152063e-12
"DDIT3",1.07352684214799e-05,1.93234831586638e-05
"DEAF1",0.000175249836966338,0.000211179719859018
"DMTF1",8.44122618436169e-06,1.55340136811257e-05
"DNMT1",3.48651857730944e-09,1.52138992464412e-08
"DNTTIP1",5.10194551331931e-05,7.09835897505295e-05
"DOT1L",1.249747189266e-05,2.1880072371344e-05
"DR1",4.5922175698992e-11,2.90672232995818e-10
"DRAP1",3.19586489546179e-20,1.41601398445076e-18
"E2F3",0.00051657677155915,0.000570015747927338
"E2F4",9.75232197920422e-09,3.87402583449768e-08
"E4F1",0.000610740707973752,0.00066626259051682
"EEA1",2.04863364041513e-07,6.24345490412231e-07
"EGR1",4.88765700716524e-09,2.01092174009084e-08
"ELF1",0.0103417773832696,0.0103597630830666
"ELF2",2.501851654607e-06,5.52132778947753e-06
"ELF4",5.44046833177352e-11,3.3455557211909e-10
"ELK1",7.05879238288747e-06,1.33712273996001e-05
"ELK3",1.34828780831451e-08,5.1431375999282e-08
"ELK4",0.000146424734898537,0.00017868781207957
"ERF",0.00141737737675563,0.00147900248009283
"ESRRA",1.3712322871273e-10,8.05948772842171e-10
"ETS1",0.00676280230066974,0.00683398969330837
"ETS2",3.16345310012452e-05,4.79512890966243e-05
"ETV3",3.89103743810207e-06,8.06200562714673e-06
"ETV6",1.0919548736181e-07,3.49425559557791e-07
"FAM200B",5.46618979484547e-12,3.83966502662316e-11
"FLI1",3.42909523038143e-09,1.50775484938909e-08
"FOS",3.66413789453919e-11,2.34504825250508e-10
"FOSB",3.34179774292932e-10,1.73412207200656e-09
"FOSL1",7.50139697155084e-07,1.93758056305529e-06
"FOSL2",1.39536445590748e-06,3.3912655130916e-06
"FOXJ2",0.000103186665124015,0.000130055840506417
"FOXJ3",3.95173119730925e-05,5.727872454558e-05
"FOXK1",2.44174554513554e-05,3.88520838121015e-05
"FOXK2",0.000912536003890381,0.000973371737483073
"FOXN2",0.00012442516103807,0.000153138659739163
"FOXN3",0.000279228039429379,0.000322315332086818
"FOXO1",3.98966762587081e-05,5.75952018170824e-05
"FOXO3",1.86842302992435e-05,3.10147453958624e-05
"FOXP1",0.000726412750648718,0.000786492000702371
"GABPA",9.87349630202584e-05,0.000125821545795728
"GATAD2A",2.62681688407995e-05,4.1188252969591e-05
"GATAD2B",5.54213616228944e-05,7.63701059683904e-05
"GLI4",8.65414149045426e-06,1.58247158682592e-05
"GLMP",6.06608693595512e-05,8.26020348725803e-05
"GLYR1",0.000110617455721246,0.000138211831877305
"GMEB1",3.11932189352477e-08,1.12295588166892e-07
"GMEB2",2.51414289140985e-06,5.52727597500792e-06
"GPBP1",1.02322826721029e-05,1.84758458279977e-05
"GPBP1L1",1.4803040247399e-10,8.61267796212308e-10
"GTF2B",1.22789646185103e-08,4.82482679225911e-08
"GTF2I",1.95523028541535e-23,2.81553161099811e-21
"GTF2IRD2B",3.63039553515713e-05,5.34810186253327e-05
"GTF3A",2.12572542668292e-13,1.9435203901101e-12
"GZF1",1.94249214795684e-09,8.95100381778514e-09
"HBP1",1.41311724863847e-06,3.40567169546344e-06
"HES1",6.99499784658762e-07,1.82313066046809e-06
"HES4",4.64692480234732e-21,3.339174801446e-19
"HHEX",1.35823916913221e-14,1.37253642354413e-13
"HIC2",2.97741841298734e-07,8.57496502940355e-07
"HIF1A",5.88805399988165e-13,4.84502729133119e-12
"HIVEP1",6.15054555196734e-06,1.18090474597773e-05
"HIVEP2",2.04501386209533e-06,4.63751175026342e-06
"HIVEP3",2.38487439830957e-07,7.08086419291913e-07
"HLX",1.51286659964927e-21,1.2448730877114e-19
"HMBOX1",4.83814092585945e-05,6.7640028478035e-05
"HMG20A",2.37181359162373e-05,3.7843895533941e-05
"HMG20B",1.78808627783442e-16,2.45223260960149e-15
"HMGA1",2.63986039050211e-06,5.7379606978461e-06
"HMGN3",3.69770969323951e-06,7.77328753031371e-06
"HOXB2",7.28297734615701e-07,1.88963736548939e-06
"HSF1",5.23456878589804e-16,6.5545904797332e-15
"IKZF1",2.39918260145283e-16,3.21378878706239e-15
"IKZF3",4.09748523962256e-05,5.87102362692188e-05
"IKZF5",1.19840454710707e-05,2.11095112884915e-05
"IRF1",1.44262923782783e-17,2.86536014134078e-16
"IRF2",1.83191399213596e-17,3.42013944659706e-16
"IRF3",8.59676072431146e-08,2.76633194257173e-07
"IRF4",5.3039008686013e-06,1.05710965408801e-05
"IRF5",1.12595334811535e-13,1.04604698147491e-12
"IRF7",2.26829409709866e-10,1.26848291255226e-09
"IRF8",1.40530401816333e-05,2.42209105089694e-05
"IRF9",2.98732656234943e-13,2.60712136350495e-12
"JAZF1",5.31938972482099e-05,7.38305658192022e-05
"JDP2",0.000676033417172426,0.000734708015643995
"JUN",2.53521332210795e-11,1.64076727363391e-10
"JUNB",1.15800080623854e-22,1.111680773989e-20
"JUND",3.44738560151318e-12,2.48211763308949e-11
"KAT7",7.68517756242759e-06,1.4466216588099e-05
"KCMF1",2.35794270240029e-06,5.24391890572419e-06
"KDM2A",0.00208206150924875,0.00213392781019089
"KDM2B",0.000242738601262572,0.000283605343462965
"KDM5B",1.32415658965341e-06,3.2455923218739e-06
"KIN",4.51168442850257e-10,2.27958792176972e-09
"KLF10",4.49493495319017e-09,1.90373715664525e-08
"KLF11",2.84504117259168e-13,2.52114417755817e-12
"KLF12",2.53044679336095e-12,1.89290565321546e-11
"KLF13",0.000439126171006266,0.000488294738416234
"KLF16",0.000120158860369374,0.000148522539855707
"KLF2",1.35281292221347e-23,2.81553161099811e-21
"KLF3",1.38090302542245e-20,7.23091038766664e-19
"KLF4",4.556907172921e-08,1.58119188650753e-07
"KLF6",1.26227653208978e-08,4.91264380056562e-08
"KLF7",7.85376497638327e-06,1.47354026918461e-05
"KLF9",6.08156442111048e-06,1.17179125110537e-05
"KMT2A",9.25502613049872e-05,0.000119259397117836
"KMT2B",0.0011525225391484,0.00121141055209758
"L3MBTL3",7.24240824491947e-14,7.07055448995528e-13
"LCOR",0.000107417269815264,0.000134798142513272
"LCORL",9.32300682034928e-05,0.000119867230547348
"LEF1",6.00716578012343e-06,1.16896198964564e-05
"LIN54",5.88846278828158e-07,1.56964550520194e-06
"LYL1",1.62877936112855e-19,6.25451274673362e-18
"MAF",3.90915619885038e-09,1.6929879477728e-08
"MAFB",1.77756348160249e-15,2.0895440110266e-14
"MAFF",1.97635103951923e-06,4.55351279505231e-06
"MAFG",1.98417960229692e-10,1.14288745092303e-09
"MAX",1.94326026241242e-05,3.16245730109048e-05
"MAZ",0.00189922343370635,0.00195348696038367
"MBD1",3.27661306084241e-05,4.92775227949146e-05
"MBD2",3.18764284147271e-13,2.74042130848997e-12
"MBD4",0.000182381579391913,0.000217949771223531
"MBD6",0.00127436631094848,0.0013366758003797
"MBNL2",0.000105552108660935,0.000132746756743884
"MECP2",1.98831249281509e-06,4.55749296090338e-06
"MEF2A",0.0028530254464642,0.00290343225647241
"MEF2C",0.00108872273202651,0.00115065008008673
"MEF2D",9.96095894581342e-05,0.000126655901827561
"MGA",5.40938376292599e-05,7.48991597943599e-05
"MLX",7.81341927907371e-20,3.21466393196176e-18
"MLXIP",4.50399903514006e-12,3.20284375832182e-11
"MNT",5.73314570259901e-05,7.86259982070721e-05
"MTERF1",2.00590562978224e-06,4.5668049120734e-06
"MTERF3",1.51611714534388e-11,1.0273923243742e-10
"MTERF4",6.47115919272476e-05,8.708849754695e-05
"MTF1",8.83557067517029e-09,3.53422827006812e-08
"MTF2",3.34471443020544e-05,5.0165852811167e-05
"MXD1",1.44665648315191e-07,4.50418450970541e-07
"MXD3",3.86753253455398e-17,6.36485354258026e-16
"MXD4",1.90781687249955e-06,4.44899805084915e-06
"MXI1",1.89137699140991e-05,3.12098834477094e-05
"MYBL1",0.0188733475601345,0.0188733475601345
"MYC",6.10411829059392e-12,4.18568111355011e-11
"MYCL",1.62338720964262e-16,2.28066105549792e-15
"MYNN",4.18795395500514e-07,1.171000717516e-06
"MYSM1",4.06994846842003e-05,5.84611051822927e-05
"MZF1",3.92698752751901e-06,8.10732908907151e-06
"NACC2",0.000751678656150983,0.000809283936341993
"NCOA1",0.000406972802002573,0.000456062906524284
"NCOA2",0.000328280576686316,0.000372957814933567
"NCOA3",3.83197480357602e-07,1.08729925461073e-06
"NFAT5",0.00281869549060785,0.00287866773508887
"NFATC1",3.47048816026943e-18,7.99600472126077e-17
"NFATC2",0.000438327380236282,0.000488294738416234
"NFATC3",1.42023176410234e-05,2.43468302417545e-05
"NFE2",3.39978801058991e-15,3.76591902711498e-14
"NFE2L1",1.90830644986585e-11,1.26343047715256e-10
"NFE2L2",0.000140929874886253,0.00017234736291822
"NFE2L3",4.60689748284596e-05,6.51983525827832e-05
"NFIA",3.43862515682598e-05,5.0916403350431e-05
"NFIC",0.000500395999544171,0.000554284799495081
"NFIL3",5.27552758807274e-07,1.44014402404261e-06
"NFKB1",8.38022253311415e-06,1.55035948975657e-05
"NFKB2",7.01106281604346e-06,1.33279609968351e-05
"NFX1",3.14611739977024e-05,4.78548720614297e-05
"NFXL1",0.000356586084340683,0.000403523741807924
"NFYA",1.08530651782525e-05,1.94295475169009e-05
"NFYB",3.92460370076785e-08,1.40408182089583e-07
"NFYC",1.98408556129223e-12,1.5037280043478e-11
"NME2",2.14031732647334e-05,3.45328509817548e-05
"NR1D1",4.86604389955998e-17,7.78567023929597e-16
"NR1D2",5.38940496440833e-06,1.07044733086179e-05
"NR1H2",2.29013538477026e-11,1.49899770639508e-10
"NR2C1",0.000291130756739666,0.000334713205353389
"NR2C2",1.89643389005178e-05,3.12098834477094e-05
"NR3C1",6.08273583473102e-06,1.17179125110537e-05
"NR4A1",0.000150872963349198,0.000183726906742363
"NR4A2",1.35954312399553e-06,3.31820694670096e-06
"NR4A3",3.54455650378099e-05,5.23503729789193e-05
"NRF1",5.03594957529525e-07,1.38789806477036e-06
"OLIG1",2.33584124651547e-18,5.60601899163712e-17
"PA2G4",2.6565896923765e-09,1.18619818822393e-08
"PBX2",2.90921727217575e-08,1.06733066800843e-07
"PBX3",1.1522726277935e-06,2.86081480003903e-06
"PHF1",5.18810632174624e-09,2.11939662505378e-08
"PHF19",1.58854963719406e-18,3.97828083053816e-17
"PHF20",5.72619494473869e-12,3.97384131104757e-11
"PHF21A",0.000424829829071681,0.000474228646405597
"PIN1",1.16302303821332e-18,3.0450057727767e-17
"PKNOX1",2.3530110698974e-07,7.02245790808759e-07
"PLAGL1",0.000244980702635312,0.00028564551562336
"PLAGL2",5.23590123580684e-15,5.69033794683913e-14
"PLSCR1",5.50196320552676e-07,1.4881519421462e-06
"POGK",5.61020065812007e-05,7.71235221736793e-05
"POU2F1",3.81154655274317e-06,7.9295142589793e-06
"POU2F2",2.78202394001134e-19,8.90247660803629e-18
"PPARA",0.000978476379111407,0.00103603381317678
"PRDM1",4.46804888329418e-06,9.08945274461435e-06
"PRDM10",3.76755899185295e-05,5.50790350077994e-05
"PRDM2",8.41884513812312e-05,0.000109960426293853
"PRDM4",1.2937026376477e-09,6.05831479093556e-09
"PREB",2.52767687109376e-06,5.53590067585554e-06
"PRMT3",1.4034535027505e-06,3.39659335119449e-06
"PRR12",0.000311462227420485,0.000356664498994432
"PURA",2.0338269493744e-09,9.29749462571153e-09
"PURB",2.12601199702949e-05,3.43983963564323e-05
"RARA",2.11998586139078e-17,3.8159745505034e-16
"RBAK",0.00152822412864523,0.00158891172942176
"RBCK1",4.11043224641002e-18,9.10618836127757e-17
"RBPJ",0.000323917551318944,0.000368728279762276
"RBSN",2.28447514170404e-07,6.88930723362057e-07
"REL",3.72884495339534e-05,5.46517733627408e-05
"RELA",1.08950194696324e-06,2.72849183239491e-06
"RELB",1.72813182031659e-06,4.09631246297267e-06
"REPIN1",4.84465550514696e-06,9.75706842994633e-06
"REST",6.95988855414737e-17,1.05497258083918e-15
"REXO4",7.60243271523748e-08,2.49070201964665e-07
"RFX1",0.000136997913857166,0.000167895315705804
"RFX2",1.23133600427446e-08,4.82482679225911e-08
"RFX3",5.9642707421699e-05,8.14080556277219e-05
"RFX5",0.000550320625345225,0.000604932595799332
"RFX7",4.40555437187247e-05,6.26567732888528e-05
"RLF",9.44710910222648e-05,0.000121192312759075
"RORA",0.00090337204132232,0.000965384593324037
"RREB1",0.000201960202038296,0.000237891771726091
"RUNX1",4.15375647268919e-08,1.46783050814047e-07
"RUNX2",3.19160583659355e-10,1.67124087443444e-09
"RUNX3",1.07793042107834e-13,1.0178490533461e-12
"RXRA",3.0532224789277e-05,4.67727698899563e-05
"RXRB",4.43724031909816e-06,9.08945274461435e-06
"SAFB",2.31868255114426e-06,5.17659360255463e-06
"SAFB2",7.61919112207025e-11,4.52438565599223e-10
"SATB1",7.82502244715985e-05,0.000103376443338626
"SCML4",4.63013070777039e-06,9.35773785149384e-06
"SETBP1",9.49618368037405e-16,1.16378761699903e-14
"SETDB1",3.94389284089923e-05,5.727872454558e-05
"SETDB2",1.8745759423676e-06,4.4071662971581e-06
"SKI",0.00154288563708327,0.00159551548825846
"SKIL",3.37896589916323e-05,5.04218745574617e-05
"SLC2A4RG",0.000102274476745684,0.000129472744187943
"SMAD3",2.82389598170059e-05,4.37248410069768e-05
"SMAD4",8.78292225105978e-05,0.000114169700000922
"SMAD5",0.000236124088215201,0.000276437956934869
"SMYD3",2.80554629434511e-06,6.05241447768832e-06
"SNAI1",2.7116347352697e-05,4.23279568432343e-05
"SNAPC2",2.86017929719428e-17,4.99231295510275e-16
"SNAPC5",1.84070004938384e-17,3.42013944659706e-16
"SON",5.70695156981308e-07,1.53607668421137e-06
"SOX4",1.6917584875933e-12,1.30817019965525e-11
"SP1",0.000555254694356836,0.000609193721808643
"SP100",2.9205019967132e-10,1.55760106491371e-09
"SP110",5.91387846595813e-17,9.2064702605186e-16
"SP140",3.81031725176053e-13,3.1807865753827e-12
"SP140L",8.69506688093408e-14,8.34726420569672e-13
"SP2",8.19003161823613e-05,0.000107704525390503
"SP3",9.70099818367709e-05,0.00012389744908643
"SP4",4.49223375506321e-08,1.56819796540388e-07
"SPEN",3.69721653556619e-05,5.43264470532174e-05
"SPI1",1.79209237506152e-23,2.81553161099811e-21
"SRCAP",9.68725701802332e-05,0.00012389744908643
"SREBF1",0.000406922313393098,0.000456062906524284
"SREBF2",0.000118425948572642,0.000146695368554499
"SRF",0.0012763397399459,0.0013366758003797
"STAT1",0.00734344263365831,0.00739479537934822
"STAT2",0.00605795626911062,0.00613248297189406
"STAT3",0.000351499849416193,0.000398551010361667
"STAT4",0.000567013933455535,0.000619734394061457
"STAT5A",2.95998172207456e-06,6.33810212607787e-06
"STAT5B",2.8587546671568e-05,4.41459165759335e-05
"STAT6",5.05965449351307e-10,2.49090682757566e-09
"TBP",1.91577282474148e-07,5.90099009118231e-07
"TBPL1",6.40844091143893e-10,3.12818810592273e-09
"TBX21",0.00449359403917956,0.00456492092869034
"TCF12",2.72613689931421e-05,4.24393203785131e-05
"TCF20",1.45858065143285e-05,2.48562856575539e-05
"TCF3",6.06333399412474e-06,1.17179125110537e-05
"TCF4",0.000187916204565218,0.000224098827804483
"TCF7",0.00694279573809464,0.00700359079709722
"TCF7L2",3.12404959979315e-19,9.03450720261798e-18
"TERF1",1.2349836210922e-07,3.93011362292325e-07
"TERF2",7.07479229247599e-05,9.41127104033758e-05
"TET2",1.40868142717096e-05,2.42209105089694e-05
"TET3",0.000118367470853819,0.000146695368554499
"TFAP4",0.000265106995655751,0.000306629778107856
"TFCP2",0.000177932407750937,0.000213518889301124
"TFDP1",2.54585461412657e-05,4.02860510367282e-05
"TFDP2",2.83564095097631e-10,1.52647587641341e-09
"TFE3",1.69016682403664e-05,2.83004677513112e-05
"TFEB",0.000255534060622883,0.00029674923169109
"TFEC",3.24104473879253e-23,3.73368353908899e-21
"TGIF1",3.17362224378714e-10,1.67124087443444e-09
"TGIF2",0.000199733013102469,0.000236234528843988
"THAP1",4.5482619407491e-09,1.91226195465072e-08
"THAP11",1.99046714319533e-15,2.29301814896102e-14
"THAP12",0.000386800351811449,0.000436856867928225
"THAP4",2.0140784777492e-10,1.14862297344905e-09
"THAP5",2.28796039386596e-05,3.6628880530522e-05
"THAP6",2.58669464421722e-07,7.52492987408646e-07
"THAP7",3.99266012211241e-08,1.41961248786219e-07
"THRA",6.36677400467615e-06,1.21835941086162e-05
"THYN1",3.30208802771224e-17,5.59412559988898e-16
"TMF1",4.69202212782877e-05,6.59171889177896e-05
"TOPORS",2.42062314870885e-06,5.36261128329345e-06
"TP53",4.00811347332737e-06,8.24526200227344e-06
"TRAFD1",4.66702473497384e-09,1.93396132902513e-08
"TRERF1",4.84679350759608e-07,1.3421889713343e-06
"TRPS1",1.3477076430004e-08,5.1431375999282e-08
"TSC22D1",2.73382439340777e-10,1.49969795295512e-09
"TSHZ1",3.14878411654199e-05,4.78548720614297e-05
"TSHZ2",3.4189296035668e-05,5.07552435993422e-05
"TTF1",4.62961712475201e-10,2.31883431639753e-09
"UBP1",8.10229915934271e-05,0.000106794606768453
"USF1",1.1462456817073e-05,2.03777010081298e-05
"USF2",0.00109282643154413,0.00115287183987073
"USF3",2.28930503315762e-05,3.6628880530522e-05
"VEZF1",7.06755078018609e-11,4.24053046811166e-10
"XBP1",9.08158932226551e-07,2.31459975647121e-06
"XPA",4.66907636241466e-11,2.92324780951179e-10
"YBX1",5.21746062725938e-21,3.339174801446e-19
"YBX3",6.57808353269301e-11,3.9883959103486e-10
"YY1",0.0011167404002865,0.00117594601565818
"ZBED1",0.00132576605605085,0.00138591878091704
"ZBED4",1.35560100135874e-05,2.3448233537016e-05
"ZBED5",1.56358381217155e-05,2.64889492885532e-05
"ZBED6",0.000100957062586573,0.000128086493501907
"ZBTB1",2.63147171750165e-05,4.1188252969591e-05
"ZBTB10",2.31536994441587e-09,1.05012054171932e-08
"ZBTB11",1.4113872900471e-08,5.34581812537593e-08
"ZBTB14",0.000295458005490552,0.000339011576021032
"ZBTB16",1.93224324104966e-05,3.16245730109048e-05
"ZBTB17",9.38936389666174e-06,1.70071496996137e-05
"ZBTB18",9.59370329160745e-07,2.43434938148277e-06
"ZBTB2",5.2466117529203e-08,1.79883831528696e-07
"ZBTB20",1.24389094650471e-06,3.06188540678082e-06
"ZBTB21",0.000320250060141995,0.000365275316122355
"ZBTB24",1.56081282431847e-11,1.04538161256679e-10
"ZBTB25",1.94359354962853e-05,3.16245730109048e-05
"ZBTB33",5.88504544423096e-05,8.05174863628749e-05
"ZBTB37",0.00153780725303915,0.00159312406070243
"ZBTB38",5.09055379364865e-06,1.01811075872973e-05
"ZBTB4",5.30256986792199e-14,5.26600042055701e-13
"ZBTB40",5.47340699021912e-06,1.08339602280626e-05
"ZBTB43",5.83544369807198e-06,1.14359231417572e-05
"ZBTB44",0.000231459167705232,0.000271528473723449
"ZBTB7A",9.71707246309369e-15,1.01764249795308e-13
"ZBTB7B",0.000261502334919207,0.000303069104453648
"ZC3H8",0.000565487754025833,0.000619241342811559
"ZEB2",7.01742394637058e-05,9.37811934670174e-05
"ZFAT",1.88787744945018e-06,4.42039597920042e-06
"ZFHX3",0.000189909759982032,0.000225542312885878
"ZFP14",5.86649236894536e-07,1.56964550520194e-06
"ZFP90",0.00013278324300134,0.000163077074560281
"ZFP91",4.67583838168005e-05,6.58557561773728e-05
"ZFX",1.96300993773446e-05,3.18505274404239e-05
"ZFY",8.75620963855316e-06,1.59606859234387e-05
"ZGPAT",2.31318864930907e-07,6.9395659479272e-07
"ZHX1",4.82932637213017e-08,1.66568382655508e-07
"ZHX2",1.41805441647235e-07,4.43912686895693e-07
"ZKSCAN1",0.000465882579102235,0.000517048873916931
"ZKSCAN8",4.27383315691131e-08,1.50105359657373e-07
"ZMAT1",1.36781662921632e-07,4.30525889851693e-07
"ZNF100",1.08616567716008e-05,1.94295475169009e-05
"ZNF101",0.00850200452565298,0.00854651763835274
"ZNF107",6.24793136093909e-08,2.08023610630111e-07
"ZNF12",6.37902870694426e-05,8.60496612458991e-05
"ZNF121",4.88130233551981e-06,9.79662071518959e-06
"ZNF124",0.000953780572039568,0.0010137499847598
"ZNF131",1.95259774628327e-06,4.51685261790828e-06
"ZNF136",6.85781367627175e-07,1.79550030796933e-06
"ZNF141",1.56529639964758e-06,3.75671135915419e-06
"ZNF143",7.06637779045027e-09,2.86636169528124e-08
"ZNF146",7.49642874426532e-05,9.94917731957794e-05
"ZNF148",3.39578682021337e-05,5.05419433706176e-05
"ZNF160",2.4577058641733e-07,7.18598262824275e-07
"ZNF169",2.54072870576853e-06,5.54340808531316e-06
"ZNF195",0.000722730504892623,0.000783978852764879
"ZNF207",6.80064870656628e-05,9.10970617437715e-05
"ZNF217",2.06014649457479e-15,2.32675368799035e-14
"ZNF22",3.13438615273453e-06,6.63752361755548e-06
"ZNF224",3.92506171480234e-07,1.1082527194736e-06
"ZNF236",1.8224349585637e-05,3.03388016223322e-05
"ZNF24",2.81146569931976e-12,2.07615928565152e-11
"ZNF25",3.26318541763441e-12,2.37923392475623e-11
"ZNF254",0.000958845282425379,0.00101711764765565
"ZNF26",0.000170902859681246,0.00020637326452075
"ZNF263",7.08025061957993e-06,1.33712273996001e-05
"ZNF264",2.64090338541854e-10,1.46265418269335e-09
"ZNF266",2.57704875919633e-05,4.0667947542386e-05
"ZNF267",6.65033834382257e-05,8.92912560848904e-05
"ZNF274",3.58106767076122e-10,1.84169194496291e-09
"ZNF276",1.93569818427112e-05,3.16245730109048e-05
"ZNF277",0.000189884054666639,0.000225542312885878
"ZNF280D",8.80058104173774e-05,0.000114169700000922
"ZNF281",9.0775649516461e-05,0.000117234919554891
"ZNF292",0.000246402187596113,0.000286722545566386
"ZNF296",8.66433189835319e-18,1.78237684766123e-16
"ZNF3",2.82602095626701e-07,8.17983955180804e-07
"ZNF302",8.4584948887967e-07,2.17504154283344e-06
"ZNF316",2.44879244573513e-07,7.18598262824275e-07
"ZNF317",0.0053261282039358,0.00540114409413207
"ZNF318",0.000516465065249115,0.000570015747927338
"ZNF32",8.39778056951477e-06,1.55035948975657e-05
"ZNF326",8.24780146680341e-06,1.53439744948302e-05
"ZNF331",8.51994123457769e-06,1.5628936786996e-05
"ZNF333",1.09105801832121e-05,1.94566383452946e-05
"ZNF335",3.95780075853139e-05,5.727872454558e-05
"ZNF33A",1.29292588332494e-05,2.25226539925673e-05
"ZNF33B",0.000953910575937172,0.0010137499847598
"ZNF34",3.13698166757569e-19,9.03450720261798e-18
"ZNF350",3.27072057796868e-07,9.37281120850727e-07
"ZNF354A",2.79378410839852e-05,4.3375192626349e-05
"ZNF362",2.16193753531827e-05,3.47842463783051e-05
"ZNF37A",1.74643430068029e-05,2.91578596287492e-05
"ZNF384",2.61568617073364e-05,4.11648971131851e-05
"ZNF385A",0.000317355799994545,0.000362692342850908
"ZNF394",1.9376709086787e-07,5.93669384786664e-07
"ZNF395",6.70677423026148e-24,2.81553161099811e-21
"ZNF397",1.34505399861197e-08,5.1431375999282e-08
"ZNF398",1.99390317039523e-06,4.55749296090338e-06
"ZNF407",4.46177635204707e-05,6.3300078295052e-05
"ZNF41",6.11576798435452e-07,1.61590933898541e-06
"ZNF410",3.02857265591147e-06,6.4609549992778e-06
"ZNF414",1.30448661361623e-07,4.12848510682939e-07
"ZNF428",1.10278075208192e-06,2.74979096623025e-06
"ZNF43",0.000744638616095743,0.000804712650790146
"ZNF430",1.66092397585943e-09,7.7152597588309e-09
"ZNF431",1.17439514889693e-05,2.08138955619887e-05
"ZNF438",3.11659742244702e-06,6.62420706763647e-06
"ZNF44",2.54858976958871e-08,9.4708884340845e-08
"ZNF445",4.06478434101014e-05,5.84611051822927e-05
"ZNF451",4.67621602023359e-05,6.58557561773728e-05
"ZNF460",8.25804182881487e-06,1.53439744948302e-05
"ZNF467",2.77268170937811e-16,3.62969241954953e-15
"ZNF480",5.85693980350412e-06,1.14359231417572e-05
