gene,pvalue,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
CSRNP2,1.6239819666973948e-05,0.17178253350562084,623,2.1937375995759718e-05,healthy,aging,aida,CD4T
CTCF,3.4363651803781496e-09,0.2339269610611262,623,2.4614833194158807e-08,healthy,aging,aida,CD4T
CUX1,3.172216747834308e-07,0.20311359303831875,623,6.636478847056327e-07,healthy,aging,aida,CD4T
CXXC1,3.065345205398573e-09,0.23465013062619858,623,2.269733135225921e-08,healthy,aging,aida,CD4T
CXXC5,5.120331133356342e-06,0.18152901445793732,623,7.548765585865374e-06,healthy,aging,aida,CD4T
DBP,2.026719837338588e-10,0.25118853256100254,623,2.5200157976230746e-09,healthy,aging,aida,CD4T
DDIT3,0.5083418704029995,0.026547948413674912,623,0.5201821313595911,healthy,aging,aida,CD4T
DEAF1,1.0973472794541735e-08,0.22643892669623705,623,5.35668042340475e-08,healthy,aging,aida,CD4T
DMTF1,9.412809477084911e-06,0.17645364692169863,623,1.3114252527270508e-05,healthy,aging,aida,CD4T
DNMT1,3.662998389422867e-12,0.27364796908471395,623,6.705322033443526e-11,healthy,aging,aida,CD4T
DNTTIP1,3.8829158759993945e-06,0.18378932270930987,623,5.909564808969039e-06,healthy,aging,aida,CD4T
DOT1L,3.267643062771289e-05,0.16560714597742268,623,4.247291476067611e-05,healthy,aging,aida,CD4T
DR1,1.427753250278871e-09,0.2394263908219031,623,1.3636078143872262e-08,healthy,aging,aida,CD4T
DRAP1,4.339619781438071e-09,0.23244239576463938,623,2.901823710969274e-08,healthy,aging,aida,CD4T
E2F3,3.560162002591567e-06,0.1844927338143768,623,5.46887356575253e-06,healthy,aging,aida,CD4T
E2F4,1.2140257233634228e-08,0.22577483393369344,623,5.714592512113119e-08,healthy,aging,aida,CD4T
E4F1,4.11769650029596e-06,0.1833119424293802,623,6.195347017568564e-06,healthy,aging,aida,CD4T
EEA1,0.1868565869393264,0.05295133241645596,623,0.19797185014954358,healthy,aging,aida,CD4T
EGR1,0.495843900422836,0.027335233685021092,623,0.510564266216639,healthy,aging,aida,CD4T
ELF1,0.11729808885324186,0.06281328617774878,623,0.12630627541550063,healthy,aging,aida,CD4T
ELF2,1.2900557405633122e-08,0.22537462582984016,623,5.916097846076598e-08,healthy,aging,aida,CD4T
ELF4,5.497481248493639e-09,0.23092757222349602,623,3.354481613658072e-08,healthy,aging,aida,CD4T
ELK1,1.2509902151492855e-06,0.1927691704489793,623,2.1867441691866647e-06,healthy,aging,aida,CD4T
ELK3,3.776512878040411e-14,0.29695443788132053,623,1.3826229597936837e-12,healthy,aging,aida,CD4T
ELK4,1.7236545908187954e-07,0.20754417947267242,623,4.095596841602939e-07,healthy,aging,aida,CD4T
EOMES,9.032033265834766e-06,0.17680239863410566,623,1.2610402377510815e-05,healthy,aging,aida,CD4T
ERF,6.637179990177172e-06,0.17938338470559115,623,9.591889503348135e-06,healthy,aging,aida,CD4T
ESRRA,3.8818156249776873e-07,0.20162540370268522,623,7.919865315356749e-07,healthy,aging,aida,CD4T
ETS1,0.9309060330954875,-0.0034807406673096858,623,0.9351632253200095,healthy,aging,aida,CD4T
ETS2,1.3203426296729286e-05,0.17356978053741667,623,1.7977392416414448e-05,healthy,aging,aida,CD4T
ETV3,0.14641552681233558,0.0582531279328069,623,0.1566360911839759,healthy,aging,aida,CD4T
ETV6,0.0021439836959080832,0.12275908861393367,623,0.002457191748875525,healthy,aging,aida,CD4T
FAM200B,6.64457539171656e-09,0.22970609727574956,623,3.8750222859598434e-08,healthy,aging,aida,CD4T
FLI1,6.241449306955782e-16,0.31618798312073176,623,4.570054659204289e-14,healthy,aging,aida,CD4T
FLYWCH1,2.6332101242120534e-06,0.18691696778167363,623,4.222105770938531e-06,healthy,aging,aida,CD4T
FOS,0.21614502774864122,0.04962223048303202,623,0.22790331725816732,healthy,aging,aida,CD4T
FOSB,0.3551695646193578,0.03710541982490687,623,0.36859329619552245,healthy,aging,aida,CD4T
FOSL2,0.012769435107062577,0.09971667823131894,623,0.014360166784222249,healthy,aging,aida,CD4T
FOXJ2,1.9589674639115976e-07,0.2066227302863397,623,4.3910189072029827e-07,healthy,aging,aida,CD4T
FOXJ3,2.75341080980833e-07,0.20415078807767306,623,5.91041603799226e-07,healthy,aging,aida,CD4T
FOXK1,0.0003379346341287743,0.1431507129382096,623,0.00040564467011086023,healthy,aging,aida,CD4T
FOXK2,9.990115388434218e-09,0.22705411975248588,623,5.064220031516584e-08,healthy,aging,aida,CD4T
FOXN2,1.5522426065576714e-09,0.23890877377857045,623,1.4537054893644964e-08,healthy,aging,aida,CD4T
FOXN3,0.31037070846093523,0.04070776438111919,623,0.32311895241035754,healthy,aging,aida,CD4T
FOXO1,0.3848617027228275,-0.03487412870889402,623,0.39877965738104293,healthy,aging,aida,CD4T
FOXO3,8.70965034248926e-08,0.21238984250025525,623,2.51739455074551e-07,healthy,aging,aida,CD4T
FOXP1,8.073057850054788e-06,-0.17774698209773107,623,1.1392173711319269e-05,healthy,aging,aida,CD4T
GABPA,1.2139966758373082e-07,0.21004690119190028,623,3.238962790998867e-07,healthy,aging,aida,CD4T
GATA3,9.614520637132155e-17,0.3245120535301462,623,1.055885016645015e-14,healthy,aging,aida,CD4T
GATAD2A,7.649969868175263e-09,0.22879345996542436,623,4.345974261311127e-08,healthy,aging,aida,CD4T
GATAD2B,1.4467065850202501e-06,0.19164030707696172,623,2.4892418786640686e-06,healthy,aging,aida,CD4T
GFI1,6.07010583100763e-06,0.1801247737551408,623,8.791647786008839e-06,healthy,aging,aida,CD4T
GLI4,2.7996310619589663e-09,0.2352223564785914,623,2.1452986858422893e-08,healthy,aging,aida,CD4T
GLMP,6.013588887861292e-07,0.19835957352121325,623,1.1553804889505907e-06,healthy,aging,aida,CD4T
GLYR1,8.61337207615378e-08,0.21246780898628162,623,2.5115983177808325e-07,healthy,aging,aida,CD4T
GMEB1,1.499794000836892e-07,0.20854116257080965,623,3.786836193683701e-07,healthy,aging,aida,CD4T
GMEB2,8.792556868777761e-08,0.21232336868631743,623,2.5302598150759324e-07,healthy,aging,aida,CD4T
GPBP1,8.325677761611791e-08,0.21270590339378398,623,2.438498508845116e-07,healthy,aging,aida,CD4T
GPBP1L1,5.774437740786861e-08,0.21525313129239587,623,1.8207437661138193e-07,healthy,aging,aida,CD4T
GTF2B,0.13055764666739816,0.06063928466687723,623,0.14012620383357555,healthy,aging,aida,CD4T
GTF2I,2.957434626130747e-07,0.20362783426436407,623,6.248283949434973e-07,healthy,aging,aida,CD4T
GTF2IRD2,2.643875833425694e-08,0.22058928071408285,623,1.0088973665647819e-07,healthy,aging,aida,CD4T
GTF2IRD2B,1.6278150804728171e-06,0.19071935433434775,623,2.764768396988608e-06,healthy,aging,aida,CD4T
GTF3A,5.751043301675779e-17,0.3267545890963883,623,7.578557071608675e-15,healthy,aging,aida,CD4T
GZF1,0.00015199259118486627,0.15118513325993174,623,0.00018583138699596822,healthy,aging,aida,CD4T
HBP1,0.04222563872342284,0.08141026645881987,623,0.046532936318955935,healthy,aging,aida,CD4T
HIF1A,0.5908208046378945,0.02158120276309409,623,0.6017788411999575,healthy,aging,aida,CD4T
HINFP,1.666084126802821e-05,0.17156027565274592,623,2.2452953774295675e-05,healthy,aging,aida,CD4T
HIVEP1,0.5075639978876985,0.026596649542482212,623,0.5201821313595911,healthy,aging,aida,CD4T
HIVEP2,0.01926284389990326,0.09374803468978543,623,0.021515617169552966,healthy,aging,aida,CD4T
HIVEP3,1.566207735137151e-09,0.23885324654863063,623,1.4537054893644964e-08,healthy,aging,aida,CD4T
HMBOX1,1.6849172336635533e-07,0.20770741016739042,623,4.0376743890335115e-07,healthy,aging,aida,CD4T
HMG20A,3.8364553746726584e-08,0.218063126851331,623,1.337684704713557e-07,healthy,aging,aida,CD4T
HMG20B,8.972283689460161e-09,0.22775609117076853,623,4.655696812084768e-08,healthy,aging,aida,CD4T
HMGA1,1.6171087478657688e-15,0.31184931324090076,623,9.687891589486743e-14,healthy,aging,aida,CD4T
HMGN3,1.9441316077607993e-09,0.23750892660268472,623,1.708243639343702e-08,healthy,aging,aida,CD4T
HOXB2,2.3374824187638887e-10,0.2503492944544914,623,2.8007289343627322e-09,healthy,aging,aida,CD4T
HSF1,1.950914617980633e-08,0.22262944099838508,623,8.291951098150575e-08,healthy,aging,aida,CD4T
HSF2,0.09818492373135937,0.0663150264143607,623,0.10624608331521482,healthy,aging,aida,CD4T
IKZF1,0.2460965741382128,-0.04653799941387109,623,0.2586565268852986,healthy,aging,aida,CD4T
IKZF2,0.5071210243497712,0.026624400746359154,623,0.5201821313595911,healthy,aging,aida,CD4T
IKZF3,9.50277127409817e-10,0.2419300806063825,623,9.784884796194992e-09,healthy,aging,aida,CD4T
IKZF5,0.000959490443087811,0.13198345970726297,623,0.001125096444830725,healthy,aging,aida,CD4T
IRF1,0.022940479672801148,0.091116262425874,623,0.02553678396009452,healthy,aging,aida,CD4T
IRF2,1.155711792052855e-09,0.24072990309416953,623,1.1367374193376737e-08,healthy,aging,aida,CD4T
IRF3,4.4617836302982124e-13,0.2846444704986038,623,1.0890056838764896e-11,healthy,aging,aida,CD4T
IRF4,0.15482906997994306,0.05706660262285897,623,0.1648341795101494,healthy,aging,aida,CD4T
IRF5,2.462029950168728e-12,0.27576108177348335,623,4.635650658774834e-11,healthy,aging,aida,CD4T
IRF7,7.71401660659786e-05,0.15770284355437938,623,9.738576520590018e-05,healthy,aging,aida,CD4T
IRF9,6.37633273496451e-08,0.21456597871911734,623,1.9453718853430334e-07,healthy,aging,aida,CD4T
JAZF1,6.224506783355126e-14,0.2945111652974105,623,1.849353994939803e-12,healthy,aging,aida,CD4T
JRKL,2.89356141875874e-06,0.18616249744013544,623,4.594836084245791e-06,healthy,aging,aida,CD4T
JUN,0.4943044251695039,0.027432933808866935,623,0.5097756121857638,healthy,aging,aida,CD4T
JUNB,0.2613950854828491,-0.04506368568017601,623,0.2738622596712203,healthy,aging,aida,CD4T
JUND,0.946844322672971,-0.002676452198597038,623,0.9497266493782159,healthy,aging,aida,CD4T
KAT7,1.5467035983593468e-06,0.1911189915279245,623,2.64747447095793e-06,healthy,aging,aida,CD4T
KCMF1,1.2327282479657687e-08,0.22567417996972117,623,5.7209008127379053e-08,healthy,aging,aida,CD4T
KDM2A,0.21044257119553675,0.05024352979702121,623,0.22224624105426077,healthy,aging,aida,CD4T
KDM2B,3.701881744065377e-08,0.21830673178411125,623,1.3258369942056653e-07,healthy,aging,aida,CD4T
KDM5B,5.842838918803675e-08,0.21517164005596656,623,1.829494377083528e-07,healthy,aging,aida,CD4T
KIN,6.178827598843237e-09,0.23017531105650618,623,3.6683309798478406e-08,healthy,aging,aida,CD4T
KLF10,4.860406697225245e-08,0.2164419650656359,623,1.5857806158380686e-07,healthy,aging,aida,CD4T
KLF11,2.002103955428426e-08,0.2224563558958503,623,8.403735710997922e-08,healthy,aging,aida,CD4T
KLF12,0.0541497804153575,0.07718888140753857,623,0.059276919092559124,healthy,aging,aida,CD4T
KLF13,2.6120216510496266e-08,0.22067102017237158,623,1.0086504054851136e-07,healthy,aging,aida,CD4T
KLF16,2.7607869806571375e-05,0.16711603701612723,623,3.6387172405061055e-05,healthy,aging,aida,CD4T
KLF2,0.5095392336824942,-0.026473059878704654,623,0.5205989999949825,healthy,aging,aida,CD4T
KLF3,0.6151643283627788,0.020179344990147494,623,0.6236819882939557,healthy,aging,aida,CD4T
KLF4,1.6286333343991206e-12,0.27793984914405473,623,3.3539667524344384e-11,healthy,aging,aida,CD4T
KLF6,4.1468107365858275e-12,0.2729843727658891,623,7.19144281268437e-11,healthy,aging,aida,CD4T
KLF7,0.0438801875785271,0.0807688859964081,623,0.04827553191026605,healthy,aging,aida,CD4T
KLF9,0.17051349567286256,0.054979031963418114,623,0.18123934459422006,healthy,aging,aida,CD4T
KMT2A,1.4412965549733592e-07,0.20882537659978195,623,3.667237180414586e-07,healthy,aging,aida,CD4T
KMT2B,1.703561350577351e-07,0.20762840114955475,623,4.0675613406898853e-07,healthy,aging,aida,CD4T
L3MBTL3,1.4853634372570914e-07,0.2086102675364567,623,3.764825019816759e-07,healthy,aging,aida,CD4T
LCOR,3.46755013252952e-07,0.2024587341289435,623,7.185897916153735e-07,healthy,aging,aida,CD4T
LCORL,1.5234162747320774e-07,0.20842941308972376,623,3.8317989505663094e-07,healthy,aging,aida,CD4T
LEF1,8.775797391427045e-12,-0.2689353033293786,623,1.4458126185901058e-10,healthy,aging,aida,CD4T
LIN54,2.7841447229007653e-07,0.20406966917403274,623,5.956984975297202e-07,healthy,aging,aida,CD4T
LYL1,3.5973330421442713e-14,0.2971908692023652,623,1.3826229597936837e-12,healthy,aging,aida,CD4T
MAF,5.429307645209028e-10,0.24532784070610664,623,5.963189563544749e-09,healthy,aging,aida,CD4T
MAFF,1.090198988287479e-06,0.19383153518487317,623,1.9364990115402752e-06,healthy,aging,aida,CD4T
MAX,1.9893812818589113e-09,0.23736535507922835,623,1.72334549132898e-08,healthy,aging,aida,CD4T
MAZ,0.008713658783125031,-0.1050120199793264,623,0.009866496800823703,healthy,aging,aida,CD4T
MBD1,9.435620988900205e-09,0.22742744542896998,623,4.827893469170878e-08,healthy,aging,aida,CD4T
MBD2,2.2626071575884213e-06,0.18812444301655196,623,3.7183494185804564e-06,healthy,aging,aida,CD4T
MBD4,1.708115335953616e-08,0.22351541928101462,623,7.504320042618494e-08,healthy,aging,aida,CD4T
MBD6,4.227586496984303e-06,0.1830973794541456,623,6.33177159434693e-06,healthy,aging,aida,CD4T
MBNL2,4.3335115917542805e-11,0.2600751729924806,623,6.208226387624067e-10,healthy,aging,aida,CD4T
MECP2,2.7113069064095335e-09,0.2354243097833703,623,2.143206230962489e-08,healthy,aging,aida,CD4T
MEF2A,0.01630657991829493,0.09620322192294502,623,0.01827557171115027,healthy,aging,aida,CD4T
MEF2C,0.00014700637705078462,0.15151186769341318,623,0.00018040447388541352,healthy,aging,aida,CD4T
MEF2D,1.6021577860000754e-07,0.20806862261713754,623,3.941354192825287e-07,healthy,aging,aida,CD4T
MGA,1.609288255234068e-07,0.20803680057476706,623,3.9424571011122117e-07,healthy,aging,aida,CD4T
MLX,1.7878940414666112e-09,0.2380309123507422,623,1.614002977150557e-08,healthy,aging,aida,CD4T
MLXIP,0.001062427779729811,0.13084657876918793,623,0.0012413828135495486,healthy,aging,aida,CD4T
MNT,1.880754189337782e-05,0.17050401717459243,623,2.508941317355461e-05,healthy,aging,aida,CD4T
MSANTD4,3.9183778408889015e-06,0.18371547670614896,623,5.9497949242990306e-06,healthy,aging,aida,CD4T
MTERF1,7.340825639215121e-09,0.22906104312981923,623,4.2066122575966734e-08,healthy,aging,aida,CD4T
MTERF2,1.7690334700776905e-06,0.19006707693230987,623,2.989212966105619e-06,healthy,aging,aida,CD4T
MTERF3,8.755442679797721e-07,0.19551274183834846,623,1.6116862363091154e-06,healthy,aging,aida,CD4T
MTERF4,7.225719276002981e-06,0.17867530702956813,623,1.0262390092426634e-05,healthy,aging,aida,CD4T
MTF1,2.5335595428111216e-07,0.20475786427912065,623,5.492157035238366e-07,healthy,aging,aida,CD4T
MTF2,3.7070914881796444e-09,0.23344565887581856,623,2.5715508323197847e-08,healthy,aging,aida,CD4T
MXD1,2.9582163766673406e-07,0.203625898133861,623,6.248283949434973e-07,healthy,aging,aida,CD4T
MXD4,8.360573640320723e-12,0.269199163165883,623,1.4127225698413736e-10,healthy,aging,aida,CD4T
MXI1,0.01640383835100006,0.09611646838309715,623,0.018353360735668997,healthy,aging,aida,CD4T
MYBL1,1.0379185728924884e-09,0.24138990019603362,623,1.0522897531223998e-08,healthy,aging,aida,CD4T
MYC,0.049081048978799245,-0.07887726167274954,623,0.053817656034989524,healthy,aging,aida,CD4T
MYNN,1.1757760833687274e-07,0.21027377597135938,623,3.1625977099588794e-07,healthy,aging,aida,CD4T
MYSM1,4.2981427433386317e-07,0.20087008940682516,623,8.569204904419044e-07,healthy,aging,aida,CD4T
MZF1,1.437480868949597e-05,0.17283802249601032,623,1.9491767338226004e-05,healthy,aging,aida,CD4T
NACC2,2.416867769013429e-06,0.18760037220487583,623,3.903715342597654e-06,healthy,aging,aida,CD4T
NCOA1,2.691853328945883e-08,0.22046794986922555,623,1.0136750535855303e-07,healthy,aging,aida,CD4T
NCOA2,1.624497645816502e-05,0.17177977824298188,623,2.1937375995759718e-05,healthy,aging,aida,CD4T
NCOA3,0.07223613971780217,0.07207146508832354,623,0.07855382190434262,healthy,aging,aida,CD4T
NFAT5,5.160680530649839e-07,0.1995069294217535,623,1.0002613146171114e-06,healthy,aging,aida,CD4T
NFATC1,6.75656365441376e-07,0.19748119082748036,623,1.2721644137881723e-06,healthy,aging,aida,CD4T
NFATC2,1.0658786412678442e-11,0.26787420452496746,623,1.7132049364305106e-10,healthy,aging,aida,CD4T
NFATC3,0.00014228618533473629,0.1518309072492543,623,0.00017493767935744628,healthy,aging,aida,CD4T
NFE2,7.703572799058944e-07,-0.19648738496914295,623,1.4260265378033087e-06,healthy,aging,aida,CD4T
NFE2L1,4.862073022310815e-08,0.21643960695797196,623,1.5857806158380686e-07,healthy,aging,aida,CD4T
NFE2L2,2.48072523751959e-07,0.20491131503257975,623,5.395372711304766e-07,healthy,aging,aida,CD4T
NFE2L3,1.778417442184163e-08,0.223246942517926,623,7.761437711249699e-08,healthy,aging,aida,CD4T
NFIA,6.281847613551206e-08,0.21466958652321605,623,1.9422479148088193e-07,healthy,aging,aida,CD4T
NFIC,1.2927436871558257e-08,0.22536089916101731,623,5.916097846076598e-08,healthy,aging,aida,CD4T
NFKB1,0.6186806645782472,0.01997890583871071,623,0.6262834991659983,healthy,aging,aida,CD4T
NFKB2,0.0015303415644691931,0.12670045458566592,623,0.0017755195263823912,healthy,aging,aida,CD4T
NFX1,8.04114023863601e-08,0.21294933457126267,623,2.3762831467535744e-07,healthy,aging,aida,CD4T
NFXL1,4.844918636620873e-06,0.18198298741652894,623,7.17483456524303e-06,healthy,aging,aida,CD4T
NFYA,9.730596172385342e-07,0.1947049037970469,623,1.7568391445484587e-06,healthy,aging,aida,CD4T
NFYB,9.431283664864337e-07,0.19494426413603205,623,1.7121806983871988e-06,healthy,aging,aida,CD4T
NFYC,3.4778978722154374e-09,0.23385078177248725,623,2.4644459115950353e-08,healthy,aging,aida,CD4T
NKRF,1.4865821622213278e-06,0.1914284000756223,623,2.551191783603772e-06,healthy,aging,aida,CD4T
NME2,0.07975857686108333,0.0702502861283526,623,0.08659127207817778,healthy,aging,aida,CD4T
NR1D1,9.320918068256833e-07,0.19503436867098134,623,1.6968190627019857e-06,healthy,aging,aida,CD4T
NR1D2,0.012635401770795059,0.09986600850191257,623,0.01423372609735717,healthy,aging,aida,CD4T
NR1H2,0.00020647513219749619,0.14815275573719205,623,0.00025058400021758743,healthy,aging,aida,CD4T
NR2C1,5.938939923164145e-07,0.1984535254949827,623,1.1443746811009083e-06,healthy,aging,aida,CD4T
NR2C2,1.8096969298445696e-06,0.18988850612668312,623,3.042322134611135e-06,healthy,aging,aida,CD4T
NR3C1,1.7696837234473558e-07,0.20735476137179137,623,4.1259921038140953e-07,healthy,aging,aida,CD4T
NR3C2,0.044648268931161285,0.08047804444379078,623,0.049038682042725476,healthy,aging,aida,CD4T
NR4A1,0.14330563848947017,0.05870486689466425,623,0.1535583996171721,healthy,aging,aida,CD4T
NR4A2,0.43493400546030736,0.031336396302674256,623,0.44995527409472924,healthy,aging,aida,CD4T
NR4A3,0.34563374527411217,0.03784665994134095,623,0.3592628361760882,healthy,aging,aida,CD4T
NRF1,3.523499792735489e-05,0.16492798614801565,623,4.561859260142803e-05,healthy,aging,aida,CD4T
PA2G4,5.529768616656942e-10,0.24521735715650353,623,5.973963144772172e-09,healthy,aging,aida,CD4T
PATZ1,1.80655673629037e-06,0.18990215832894816,623,3.042322134611135e-06,healthy,aging,aida,CD4T
PBX2,1.1603315018963239e-07,0.21036747972326944,623,3.1338461465148017e-07,healthy,aging,aida,CD4T
PBX3,4.3256177618540415e-09,0.23246302300115257,623,2.901823710969274e-08,healthy,aging,aida,CD4T
PBX4,9.655361376791806e-06,0.17623843856962965,623,1.3423804108240071e-05,healthy,aging,aida,CD4T
PCGF6,6.473075877954384e-07,0.1978048473099056,623,1.2257922424057108e-06,healthy,aging,aida,CD4T
PHF1,8.649648299937626e-09,0.22799480613291928,623,4.6076049073702925e-08,healthy,aging,aida,CD4T
PHF19,2.3767964488563032e-08,0.2213063191992289,623,9.492780968458453e-08,healthy,aging,aida,CD4T
PHF20,1.962889789548025e-08,0.2225885588581478,623,8.291951098150575e-08,healthy,aging,aida,CD4T
PHF21A,2.2339355775583915e-08,0.22172258725738306,623,9.143872954101373e-08,healthy,aging,aida,CD4T
