gene,pvalue,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
CHCHD3,2.0261479405198005e-05,0.41420308259247907,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
CIC,4.511514441932489e-05,0.3979963744538432,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
CLOCK,2.6259405427505347e-05,0.40904443227551934,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
CREB1,4.807983301308277e-05,0.39667110294384395,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
CREB3,1.2504369000526275e-05,0.423585261740371,99,9.215367992094241e-05,healthy,aging,perez_sle,CD4T
CREB3L2,3.692476406727386e-07,0.4847273440685145,99,1.1587342628729912e-05,healthy,aging,perez_sle,CD4T
CREBL2,2.7015272156083807e-05,0.4084746893833701,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
CREBZF,0.0003239498903358392,0.3540642431831201,99,0.00039680850879427143,healthy,aging,perez_sle,CD4T
CREM,0.0022428996464747344,0.30371011866067155,99,0.002579530308947382,healthy,aging,perez_sle,CD4T
CSRNP1,0.0008653601218501997,0.3295591059631805,99,0.001021993405554268,healthy,aging,perez_sle,CD4T
CSRNP2,3.363291156450364e-05,0.4040406033966436,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
CTCF,2.728292144759352e-05,0.40827651794262254,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
CUX1,0.0001036408792729119,0.38021668050427376,99,0.00014677152099399585,healthy,aging,perez_sle,CD4T
CXXC1,2.7825681835969543e-05,0.40788017506112745,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
CXXC5,0.0008598084538399613,0.32972631311631123,99,0.0010172599121733115,healthy,aging,perez_sle,CD4T
DBP,2.1537700306748237e-05,0.4129954753754237,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
DDIT3,0.009803067701380359,0.25842794444985573,99,0.010875793964999422,healthy,aging,perez_sle,CD4T
DEAF1,2.857093886624387e-05,0.4073475893141184,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
DMTF1,0.0009290647886509921,0.32770744156369563,99,0.0010952660030787188,healthy,aging,perez_sle,CD4T
DNMT1,0.00021230953951631584,0.3640223580806846,99,0.00027010036011824735,healthy,aging,perez_sle,CD4T
DNTTIP1,2.4213867067595555e-05,0.4106669609466399,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
DOT1L,5.56971684465364e-05,0.3935870598972102,99,9.68528616730472e-05,healthy,aging,perez_sle,CD4T
DR1,8.926102648287847e-06,0.42997629070447957,99,8.46729057453165e-05,healthy,aging,perez_sle,CD4T
DRAP1,4.109360509297482e-08,0.5175928389449914,99,2.2567238130219845e-06,healthy,aging,perez_sle,CD4T
E2F3,9.595469713938758e-05,0.3819073306081513,99,0.0001380658196830926,healthy,aging,perez_sle,CD4T
E2F4,8.166041677032882e-06,0.4316421693782637,99,8.202489997724246e-05,healthy,aging,perez_sle,CD4T
E4F1,2.5373790443369347e-05,0.4097318394606124,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
EEA1,0.8979536065034183,-0.01305454365924505,99,0.8993182776379219,healthy,aging,perez_sle,CD4T
EGR1,0.15390727543734842,0.1443864731571624,99,0.16227983122114018,healthy,aging,perez_sle,CD4T
ELF1,0.00030370487598857965,0.35560626470643697,99,0.0003761835424888053,healthy,aging,perez_sle,CD4T
ELF2,5.80670434160421e-05,0.39270767412889296,99,9.811841438761985e-05,healthy,aging,perez_sle,CD4T
ELF4,2.342220008509518e-05,0.41132959670163954,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
ELK1,2.4984069423363644e-05,0.4100414823367804,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
ELK3,1.4981065605521306e-06,0.46181377123207856,99,2.6362205891621395e-05,healthy,aging,perez_sle,CD4T
ELK4,0.0001360463622038701,0.3741724515614734,99,0.0001837183456810459,healthy,aging,perez_sle,CD4T
EOMES,5.528939148283698e-05,0.3937418813352942,99,9.68528616730472e-05,healthy,aging,perez_sle,CD4T
ERF,3.1781519338601006e-05,0.4051924748959888,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
ESRRA,1.7941449399672813e-05,0.4165935255964964,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
ETS1,2.970571467879001e-05,-0.40656109640865157,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
ETS2,4.0473225149119465e-05,0.4002443817348233,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
ETV3,0.0018678747306207029,0.30885638326258463,99,0.0021747870096802883,healthy,aging,perez_sle,CD4T
ETV6,2.313252552104883e-05,0.411577311002574,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
FAM200B,3.5156279349077704e-05,0.40313644619823286,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
FLI1,4.6953621279033963e-07,0.4809125438341241,99,1.2722164346596051e-05,healthy,aging,perez_sle,CD4T
FLYWCH1,3.363291156450364e-05,0.4040406033966436,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
FOS,0.04610305560143325,0.20095203377554202,99,0.05038459973688974,healthy,aging,perez_sle,CD4T
FOSB,0.3202035643863005,0.10093119191573804,99,0.32970960770401875,healthy,aging,perez_sle,CD4T
FOSL2,4.432830998346201e-05,0.3983617530477215,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
FOXJ2,3.1878581500039786e-05,0.4051305463207552,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
FOXJ3,0.0004647054152788549,0.34529515693004087,99,0.0005588337019503018,healthy,aging,perez_sle,CD4T
FOXK1,5.472317899245069e-05,0.39395863134861187,99,9.68528616730472e-05,healthy,aging,perez_sle,CD4T
FOXK2,6.49927062549198e-05,0.3903172311248756,99,0.00010446388639510278,healthy,aging,perez_sle,CD4T
FOXN2,1.4682246730374016e-05,0.42049502583621384,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
FOXN3,0.11226383175078537,-0.16061175986836826,99,0.11894190534367775,healthy,aging,perez_sle,CD4T
FOXO1,0.04804771338690658,-0.1992242265265243,99,0.05233626962309328,healthy,aging,perez_sle,CD4T
FOXO3,4.746990996977625e-05,0.39693739581734855,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
FOXP1,2.204321804309982e-08,-0.5263185751954071,99,1.5290393361450824e-06,healthy,aging,perez_sle,CD4T
GABPA,3.4637964295273474e-05,0.4034398962168776,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
GATA3,2.0285680465699195e-08,0.527464253837229,99,1.5290393361450824e-06,healthy,aging,perez_sle,CD4T
GATAD2A,3.966680680106457e-05,0.4006593031888885,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
GATAD2B,0.00011331372112103178,0.37824735181184493,99,0.00015753954054590702,healthy,aging,perez_sle,CD4T
GFI1,1.9158722942719583e-05,0.4153054112316373,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
GLI4,5.080330176391532e-05,0.39551923144449885,99,9.484242453943399e-05,healthy,aging,perez_sle,CD4T
GLMP,1.9696676968743886e-05,0.41476043976958155,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
GLYR1,4.471344415056205e-05,0.39818216017954405,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
GMEB1,3.3971735880180885e-05,0.4038362390983727,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
GMEB2,7.66156642894234e-05,0.38679349519408307,99,0.00011653661793459965,healthy,aging,perez_sle,CD4T
GPBP1,0.00020988420955703576,0.36428865095418916,99,0.00026753132320713065,healthy,aging,perez_sle,CD4T
GPBP1L1,3.902780796080043e-05,0.40099371749514995,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
GTF2B,8.71725909128412e-05,0.3840005164510473,99,0.00012822932457938021,healthy,aging,perez_sle,CD4T
GTF2I,7.075539423271426e-05,0.3885027238705308,99,0.0001101621479989226,healthy,aging,perez_sle,CD4T
GTF2IRD2,2.4661042322048708e-05,0.41030158235276165,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
GTF2IRD2B,0.00019491678404729045,0.3659978796306368,99,0.000250726913653806,healthy,aging,perez_sle,CD4T
GTF3A,3.5775362411935255e-09,0.5504645266789918,99,1.0439319357845492e-06,healthy,aging,perez_sle,CD4T
GZF1,0.0015379169565289826,0.31422559073533857,99,0.001793782786464778,healthy,aging,perez_sle,CD4T
HBP1,0.00017673287812922813,0.36824588691161686,99,0.00023108525136341534,healthy,aging,perez_sle,CD4T
HIF1A,0.16577917999877226,-0.1403796943395478,99,0.17451833804982575,healthy,aging,perez_sle,CD4T
HINFP,0.00014885372231829747,0.3721473871513343,99,0.0001977713770317702,healthy,aging,perez_sle,CD4T
HIVEP1,0.553291554209916,-0.060293660847442976,99,0.5626838491116276,healthy,aging,perez_sle,CD4T
HIVEP2,0.6998359323957066,0.03923175241049212,99,0.7062662778694804,healthy,aging,perez_sle,CD4T
HIVEP3,7.694481460631467e-06,0.43275069087494533,99,8.048671877073223e-05,healthy,aging,perez_sle,CD4T
HMBOX1,6.178063222420283e-05,0.3913947883339403,99,0.00010152976717144553,healthy,aging,perez_sle,CD4T
HMG20A,8.557187971859375e-05,0.3844030521900657,99,0.00012643916756626292,healthy,aging,perez_sle,CD4T
HMG20B,1.1286224286303582e-05,0.4255422047177531,99,9.040194226776229e-05,healthy,aging,perez_sle,CD4T
HMGA1,0.00808106602340168,0.2647942019838709,99,0.009010867190222854,healthy,aging,perez_sle,CD4T
HMGN3,2.8308869646171523e-05,0.40753337503981923,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
HOXB2,4.494649980655236e-06,0.44259733433708937,99,5.4851376615773954e-05,healthy,aging,perez_sle,CD4T
HSF1,1.3822974192024953e-05,0.42165928305060574,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
HSF2,0.21112464560325778,0.126780179218247,99,0.2204930926347811,healthy,aging,perez_sle,CD4T
IKZF1,0.00047234848384610347,-0.3448926211910224,99,0.0005669902565657235,healthy,aging,perez_sle,CD4T
IKZF2,0.002202122450229758,0.3042303186926339,99,0.002537060655072396,healthy,aging,perez_sle,CD4T
IKZF3,1.964719311763037e-05,0.41480998262976837,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
IKZF5,0.002036178479212246,0.3064411688284738,99,0.002351538862759647,healthy,aging,perez_sle,CD4T
IRF1,0.00021787607031139493,0.3634216509009186,99,0.000275586046708655,healthy,aging,perez_sle,CD4T
IRF2,5.508955604827148e-06,0.43890639125316616,99,6.259313351001868e-05,healthy,aging,perez_sle,CD4T
IRF3,0.003369222366303324,0.2919251107937155,99,0.003828133688610156,healthy,aging,perez_sle,CD4T
IRF4,0.12826903116200558,-0.1539048951705683,99,0.1356810458037908,healthy,aging,perez_sle,CD4T
IRF5,4.826314243777053e-07,0.48047285094996545,99,1.2722164346596051e-05,healthy,aging,perez_sle,CD4T
IRF7,6.568718425477204e-06,0.43567991248349514,99,7.096369577687658e-05,healthy,aging,perez_sle,CD4T
IRF9,1.1934702545212936e-05,0.424477033223735,99,9.040194226776229e-05,healthy,aging,perez_sle,CD4T
JAZF1,2.6431698418195185e-06,0.4520290563451682,99,4.1472593470453714e-05,healthy,aging,perez_sle,CD4T
JRKL,5.1165017170075124e-05,0.3953706028639381,99,9.524787094655227e-05,healthy,aging,perez_sle,CD4T
JUN,0.008629898071618458,0.26264528042326457,99,0.009590392629336532,healthy,aging,perez_sle,CD4T
JUNB,0.40226400665027295,0.0851084409435506,99,0.4122736864425037,healthy,aging,perez_sle,CD4T
JUND,0.08749373294695038,0.1726382891787354,99,0.09360125001954595,healthy,aging,perez_sle,CD4T
KAT7,0.00010695658177129663,0.3795230804616573,99,0.00015060766535744547,healthy,aging,perez_sle,CD4T
KCMF1,2.8906152459405165e-05,0.40711226072823065,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
KDM2A,0.8902066285564167,-0.014051593720506175,99,0.8936883210337827,healthy,aging,perez_sle,CD4T
KDM2B,5.2202966984810454e-05,0.39494948855234957,99,9.609428838824047e-05,healthy,aging,perez_sle,CD4T
KDM5B,5.206447242501146e-05,0.39500522427005985,99,9.609428838824047e-05,healthy,aging,perez_sle,CD4T
KIN,3.024711536795445e-05,0.4061957178147732,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
KLF10,8.111478595930944e-07,0.4720567575757178,99,1.863993178174709e-05,healthy,aging,perez_sle,CD4T
KLF11,1.1561053878252574e-05,0.42508393326102434,99,9.040194226776229e-05,healthy,aging,perez_sle,CD4T
KLF12,0.24116328691075786,-0.11889047873348503,99,0.2510688879529059,healthy,aging,perez_sle,CD4T
KLF13,0.00020456165471802984,0.36488316527643183,99,0.00026125219081236755,healthy,aging,perez_sle,CD4T
KLF16,0.00018434597334354076,0.36727980113797254,99,0.00023961340519406974,healthy,aging,perez_sle,CD4T
KLF2,0.005840601610760206,0.27517343119302395,99,0.0065569956754531105,healthy,aging,perez_sle,CD4T
KLF3,0.04508480432429267,-0.20188096240404618,99,0.049353631311808754,healthy,aging,perez_sle,CD4T
KLF4,7.534789702453044e-05,0.3871526809304381,99,0.00011547503288178035,healthy,aging,perez_sle,CD4T
KLF6,2.35320093735632e-08,0.5254144179969964,99,1.5290393361450824e-06,healthy,aging,perez_sle,CD4T
KLF7,0.7699962802899497,0.02975668039974974,99,0.7746985476504991,healthy,aging,perez_sle,CD4T
KLF9,0.024080675654269905,0.22664000678244356,99,0.026537065645758976,healthy,aging,perez_sle,CD4T
KMT2A,0.20131009122783022,0.1295298079586193,99,0.2109115264215264,healthy,aging,perez_sle,CD4T
KMT2B,4.452712896079228e-05,0.3982688601848711,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
L3MBTL3,5.0190884749119026e-05,0.39577313860295665,99,9.484242453943399e-05,healthy,aging,perez_sle,CD4T
LCOR,0.00012865355847264837,0.3754234087811923,99,0.0001754891995522431,healthy,aging,perez_sle,CD4T
LCORL,6.875707619653569e-05,0.38911581676534357,99,0.00010836008726664607,healthy,aging,perez_sle,CD4T
LEF1,6.336460915242469e-09,-0.5430764476536221,99,1.0439319357845492e-06,healthy,aging,perez_sle,CD4T
LIN54,4.077803098031476e-05,0.4000895602967393,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
LYL1,4.005849892712503e-07,0.4834392297036553,99,1.199934126953397e-05,healthy,aging,perez_sle,CD4T
MAF,5.852786511012153e-08,0.5125270814908821,99,2.7549902219688213e-06,healthy,aging,perez_sle,CD4T
MAFF,3.907522262679739e-06,0.4451116344915739,99,5.0491317080508654e-05,healthy,aging,perez_sle,CD4T
MAX,1.4639993972644699e-05,0.42055076155392407,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MAZ,3.204273201698257e-06,0.44864156327988974,99,4.5653237945636113e-05,healthy,aging,perez_sle,CD4T
MBD1,2.5232839839609615e-05,0.4098433108960329,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MBD2,1.2585479807108987e-05,0.4234614045899038,99,9.215367992094241e-05,healthy,aging,perez_sle,CD4T
MBD4,2.827409752993281e-05,0.4075581464699127,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MBD6,4.1344483021567455e-05,0.3998046888506646,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MBNL2,1.9364914945656463e-05,0.415094854075843,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MECP2,2.8057675687136246e-05,0.40771296790799666,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MEF2A,0.24648596145294746,0.11756520722348578,99,0.2558019662952636,healthy,aging,perez_sle,CD4T
MEF2C,0.003684456487522473,0.28926837491619367,99,0.004171918943775446,healthy,aging,perez_sle,CD4T
MEF2D,4.946800755916012e-05,0.3960765886216013,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MGA,6.869734973972691e-05,0.3891343953379136,99,0.00010836008726664607,healthy,aging,perez_sle,CD4T
MLX,9.76194320183431e-06,0.4282918334581254,99,8.812493931518909e-05,healthy,aging,perez_sle,CD4T
MLXIP,0.014578443403436626,0.2448593936161717,99,0.01614654487876426,healthy,aging,perez_sle,CD4T
MNT,5.851101750677211e-05,0.3925466598332855,99,9.834402925624916e-05,healthy,aging,perez_sle,CD4T
MSANTD4,2.2353127933056155e-05,0.4122585253301436,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MTERF1,6.003728915228691e-05,0.3920016883712298,99,9.915933220891496e-05,healthy,aging,perez_sle,CD4T
MTERF2,2.0900276980974486e-05,0.41358998969766625,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MTERF3,6.245101416081174e-05,0.39116565260557606,99,0.00010186935230686864,healthy,aging,perez_sle,CD4T
MTERF4,0.0019560027173818363,0.3075682688977255,99,0.0022653880329606855,healthy,aging,perez_sle,CD4T
MTF1,3.3971735880180885e-05,0.4038362390983727,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MTF2,3.151121360106094e-05,0.4053658749066429,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MXD1,5.563173623873344e-05,0.39361183132730365,99,9.68528616730472e-05,healthy,aging,perez_sle,CD4T
MXD4,8.502360202574056e-07,0.4712826503852977,99,1.863993178174709e-05,healthy,aging,perez_sle,CD4T
MXI1,0.0028036889540014576,0.29730670398151626,99,0.0031965934613961255,healthy,aging,perez_sle,CD4T
MYBL1,8.768404935268079e-07,0.47077483606838205,99,1.863993178174709e-05,healthy,aging,perez_sle,CD4T
MYC,0.0027869783615289364,-0.2974801039921704,99,0.0031830480766855615,healthy,aging,perez_sle,CD4T
MYNN,3.495444543235204e-05,0.40325411049117676,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
MYSM1,7.839690641340615e-05,0.38629806659221433,99,0.00011822325246323716,healthy,aging,perez_sle,CD4T
MZF1,0.000313636259008182,0.3548383503735402,99,0.00038560875874326853,healthy,aging,perez_sle,CD4T
NACC2,1.5686234949172773e-05,0.4192131043288781,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NCOA1,5.615720706137253e-05,0.3934136598865561,99,9.68528616730472e-05,healthy,aging,perez_sle,CD4T
NCOA2,0.00035798665632527334,0.351661414464056,99,0.0004352642186685519,healthy,aging,perez_sle,CD4T
NCOA3,0.6488533717435686,-0.04632876713226386,99,0.6558195889248646,healthy,aging,perez_sle,CD4T
NFAT5,8.26410328650888e-05,0.3851585808079158,99,0.00012293553195957902,healthy,aging,perez_sle,CD4T
NFATC1,9.812258576402698e-05,0.38141809486380573,99,0.00014057126960542125,healthy,aging,perez_sle,CD4T
NFATC2,1.8622811494347623e-05,0.4158627684087398,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFATC3,0.06182297144369609,0.18840530443321257,99,0.06689874906633124,healthy,aging,perez_sle,CD4T
NFE2,0.2437648393834099,0.11824022869353211,99,0.2533770175925349,healthy,aging,perez_sle,CD4T
NFE2L1,3.269496370442806e-05,0.4046165391463162,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFE2L2,5.628929593441136e-05,0.3933641170263692,99,9.68528616730472e-05,healthy,aging,perez_sle,CD4T
NFE2L3,2.8282786810146805e-05,0.40755195361238933,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFIA,2.9182337924595427e-05,0.40692028214500653,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFIC,2.7714622466140683e-05,0.4079606822089311,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFKB1,0.5602944703510286,0.05923468221094824,99,0.5689276671206901,healthy,aging,perez_sle,CD4T
NFKB2,1.452322323841858e-05,0.42070558299200816,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFX1,7.643962727789589e-05,0.38684303805427,99,0.00011653661793459965,healthy,aging,perez_sle,CD4T
NFXL1,3.621473091216613e-05,0.4025295461609435,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFYA,4.5479552589386795e-05,0.3978291673007125,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFYB,3.648947226738228e-05,0.4023747247228595,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NFYC,2.2640709284840463e-05,0.4120046181716858,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NKRF,4.8423427251703825e-05,0.3965224743632833,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
NME2,3.0284120697757044e-06,0.4496386133411508,99,4.535735349959506e-05,healthy,aging,perez_sle,CD4T
NR1D1,1.279684481844622e-06,0.4644766999671239,99,2.4803296280458805e-05,healthy,aging,perez_sle,CD4T
NR1D2,0.0011119984042224607,0.3229699055583244,99,0.001306251244888773,healthy,aging,perez_sle,CD4T
NR1H2,8.214936871772396e-06,0.43153069794284327,99,8.202489997724246e-05,healthy,aging,perez_sle,CD4T
NR2C1,0.00019628344319802028,0.3658368653350294,99,0.00025165523164882365,healthy,aging,perez_sle,CD4T
NR2C2,8.156041083428932e-05,0.38544345225399046,99,0.00012160251298596526,healthy,aging,perez_sle,CD4T
NR3C1,1.1576087205534452e-05,0.42505916183093095,99,9.040194226776229e-05,healthy,aging,perez_sle,CD4T
NR3C2,0.007131108937800047,0.2688381379466256,99,0.007965086084763104,healthy,aging,perez_sle,CD4T
NR4A1,0.0479839400187085,0.19927996224423455,99,0.05233626962309328,healthy,aging,perez_sle,CD4T
NR4A2,0.3265709117948876,0.09961830612078552,99,0.33574138981720897,healthy,aging,perez_sle,CD4T
NR4A3,0.02154588215568051,0.23078922132309548,99,0.0238233831218011,healthy,aging,perez_sle,CD4T
NRF1,4.744171795648024e-05,0.39694978153239524,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PA2G4,8.758865079196757e-08,0.5066500597012125,99,3.768782605821958e-06,healthy,aging,perez_sle,CD4T
PATZ1,6.675327068231623e-05,0.38974748823272637,99,0.0001065142987400639,healthy,aging,perez_sle,CD4T
PBX2,6.749334197263027e-05,0.3895121596468386,99,0.00010691853932683495,healthy,aging,perez_sle,CD4T
PBX3,0.00030552480180899815,0.35546382898339973,99,0.00037704277976054266,healthy,aging,perez_sle,CD4T
PBX4,3.835219512151902e-05,0.40135290323150485,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PCGF6,3.277467559269844e-05,0.4045669962861293,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PHF1,1.02236632068954e-05,0.42741864054733153,99,8.983192071125417e-05,healthy,aging,perez_sle,CD4T
PHF19,2.2831980890359936e-05,0.4118374110185552,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PHF20,7.087822572313079e-05,0.3884655667253906,99,0.0001101621479989226,healthy,aging,perez_sle,CD4T
PHF21A,2.6413867244379215e-05,0.40892676798257543,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PIN1,5.6189268579107466e-08,0.5131154029556014,99,2.7549902219688213e-06,healthy,aging,perez_sle,CD4T
PKNOX1,3.130989696005981e-05,0.40549592491463343,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PLAG1,3.3252737805622765e-06,-0.44798512038241345,99,4.5653237945636113e-05,healthy,aging,perez_sle,CD4T
PLAGL2,2.088064529977337e-05,0.4136085682702364,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PLSCR1,2.9084055253399808e-05,0.4069884035777635,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
POGK,6.399820551663211e-05,0.3906454525736137,99,0.0001033696505771092,healthy,aging,perez_sle,CD4T
POU2F1,7.4099678428852e-05,0.38751186666679305,99,0.00011409272916965763,healthy,aging,perez_sle,CD4T
POU2F2,7.214810154980147e-06,0.433945912376954,99,7.668644987309532e-05,healthy,aging,perez_sle,CD4T
PPARA,4.34633126739164e-05,0.3987704816442634,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PRDM1,9.150306781966301e-08,0.5060060025187829,99,3.768782605821958e-06,healthy,aging,perez_sle,CD4T
PRDM10,2.8791062194057117e-05,0.4071927678760343,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PRDM15,8.794577435591957e-05,0.3838085378678231,99,0.0001290785418720512,healthy,aging,perez_sle,CD4T
PRDM2,0.644214126553754,0.04698521002974012,99,0.6521307364038769,healthy,aging,perez_sle,CD4T
PRDM4,5.3354798071186215e-05,0.3944912170956209,99,9.662410880030495e-05,healthy,aging,perez_sle,CD4T
PRDM8,2.58329952672651e-05,0.4093726537242575,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PREB,8.988156136435194e-06,0.429846240696489,99,8.46729057453165e-05,healthy,aging,perez_sle,CD4T
PRMT3,0.00020178507851024597,0.36519900101012326,99,0.0002582065373558293,healthy,aging,perez_sle,CD4T
PRR12,4.355430204076512e-05,0.3987271316415999,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PURA,4.059489121260018e-05,0.40018245315958967,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
PURB,4.2998164279465774e-05,0.39899342451510433,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
RARA,2.013718413492944e-07,0.4941528732190699,99,7.37244685828769e-06,healthy,aging,perez_sle,CD4T
RARG,2.1448892019005774e-06,0.45566426371138113,99,3.4475170342743266e-05,healthy,aging,perez_sle,CD4T
RBAK,4.9219491540190364e-05,0.39618186719949844,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
RBCK1,8.768404935268079e-07,0.47077483606838205,99,1.863993178174709e-05,healthy,aging,perez_sle,CD4T
RBPJ,4.187066792361152e-06,0.4438730629869017,99,5.206183049369798e-05,healthy,aging,perez_sle,CD4T
RBSN,9.988393606177706e-05,0.38102794483983404,99,0.00014278419493429735,healthy,aging,perez_sle,CD4T
REL,0.10650499332658868,0.16320656717065654,99,0.11338738384850071,healthy,aging,perez_sle,CD4T
RELA,2.6162286674934294e-05,0.40911874656579966,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
RELB,1.9371010791876807e-05,0.41508866121831967,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
REPIN1,3.431374925145803e-05,0.40363187480010176,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
REST,0.5667610466811233,0.058262403579780554,99,0.5746085073274773,healthy,aging,perez_sle,CD4T
REXO4,3.4774775813483025e-05,0.4033593890690739,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
RFX1,4.0790267694919285e-05,0.4000833674392159,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
RFX2,0.0023133836744793352,0.3028307328923543,99,0.0026559579119893413,healthy,aging,perez_sle,CD4T
RFX3,0.0007021711422204967,0.3349406991509812,99,0.0008367645257202664,healthy,aging,perez_sle,CD4T
RFX5,3.4554022853048035e-05,0.4034894390770644,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
RFX7,4.422261238712827e-05,0.3984112959079084,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
RLF,0.050634504410525596,0.1970133763906844,99,0.05506293466425143,healthy,aging,perez_sle,CD4T
RORA,0.06567553196753052,0.185736182840644,99,0.0709511074862338,healthy,aging,perez_sle,CD4T
RREB1,0.00012143196270972805,0.3767115231460514,99,0.00016636936263141535,healthy,aging,perez_sle,CD4T
RUNX1,0.0018770231122423823,0.3087201403970707,99,0.0021815841816009347,healthy,aging,perez_sle,CD4T
RUNX2,1.520127198606403e-06,0.4615660569311443,99,2.6362205891621395e-05,healthy,aging,perez_sle,CD4T
RUNX3,1.6834367238904178e-05,0.41783828995869193,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
RXRA,4.898665871223773e-05,0.3962809529198722,99,9.444148225214807e-05,healthy,aging,perez_sle,CD4T
