"gene","meta_p","meta_p_adj"
"ZNF382",9.93959474032986e-08,1.19612072298885e-07
"ZNF383",1.93015295774797e-06,2.17909494699815e-06
"ZNF384",1.61818331529927e-10,3.52907555793937e-10
"ZNF385A",1.33465801612874e-15,1.21835210329466e-13
"ZNF394",6.95731711132146e-14,2.4186128697246e-12
"ZNF395",2.01392820542195e-13,4.65550124325114e-12
"ZNF397",3.41535598098008e-10,6.21769934998939e-10
"ZNF398",1.34573753477756e-10,3.13841709752868e-10
"ZNF407",2.8459901006844e-10,5.3331016842737e-10
"ZNF41",2.16749183969141e-10,4.43919001782952e-10
"ZNF410",1.33403499862844e-10,3.12340701573405e-10
"ZNF414",1.03210973277626e-12,1.53636378277579e-11
"ZNF417",1.13676849697042e-10,2.87112675717036e-10
"ZNF428",4.39048870372154e-11,1.54126898897563e-10
"ZNF429",2.81931154712028e-10,5.33293789480667e-10
"ZNF43",1.87586235020914e-11,1.03296162829584e-10
"ZNF430",1.7656912602169e-11,9.81110187198782e-11
"ZNF431",1.99420775200432e-11,1.0619156279423e-10
"ZNF439",1.22317033392849e-10,3.01778317907454e-10
"ZNF44",5.14315360350128e-11,1.71170580866527e-10
"ZNF441",7.17936259930931e-10,1.14404306757074e-09
"ZNF444",2.68011840139129e-09,3.73929183076208e-09
"ZNF445",2.10280964239891e-10,4.37685785502574e-10
"ZNF45",8.1644297487862e-11,2.32371968972729e-10
"ZNF451",8.83304865271581e-10,1.36007664797239e-09
"ZNF460",1.19807120931027e-10,2.9788618784018e-10
"ZNF480",8.74497965005160e-11,2.3880521352064e-10
"ZNF484",3.05948594603963e-11,1.30334101301288e-10
"ZNF486",2.31030399178005e-11,1.13290514298755e-10
"ZNF487",8.9748326710159e-10,1.37198997052133e-09
"ZNF490",1.30592621439549e-10,3.09974162615709e-10
"ZNF493",5.7531111800029e-12,4.77807620675691e-11
"ZNF506",8.22573596419992e-11,2.32546566129672e-10
"ZNF507",2.80599711245842e-10,5.33293789480667e-10
"ZNF510",3.92853212657693e-09,5.32979199338144e-09
"ZNF511",1.13636211178667e-06,1.29667033827087e-06
"ZNF512",6.56914472521959e-10,1.06002108066043e-09
"ZNF516",2.25467332722432e-11,1.13290514298755e-10
"ZNF518A",1.46321847918614e-10,3.32739006476848e-10
"ZNF518B",1.95442960262205e-11,1.04947942527352e-10
"ZNF524",5.44389512881646e-09,7.15771396566609e-09
"ZNF529",1.25116255083438e-10,3.05075503632388e-10
"ZNF540",3.53509982746018e-11,1.36904775136185e-10
"ZNF544",1.88134805790128e-10,4.00727136332973e-10
"ZNF548",4.75789634155204e-12,4.22263300312744e-11
"ZNF549",7.22120678434621e-11,2.15115198246684e-10
"ZNF550",9.43053034966168e-11,2.50046012175677e-10
"ZNF559",1.26438199570733e-13,3.32402071400818e-12
"ZNF561",6.84921161293749e-12,5.27306773574344e-11
"ZNF562",2.20186932562819e-11,1.13290514298755e-10
"ZNF564",4.63143352292666e-11,1.59972217359467e-10
"ZNF566",1.90935657796412e-09,2.71732484035428e-09
"ZNF567",1.05790307421181e-12,1.53636378277579e-11
"ZNF568",6.99598767955628e-12,5.3219477705196e-11
"ZNF569",1.46840159049251e-11,8.53007833022467e-11
"ZNF570",2.19818468375523e-11,1.13290514298755e-10
"ZNF571",1.27630483265029e-11,7.69395083078807e-11
"ZNF580",1.05059360161699e-10,2.71793243495247e-10
"ZNF581",1.54256964631559e-05,1.69948621378562e-05
"ZNF585A",1.26553020902285e-10,3.05075503632388e-10
"ZNF585B",2.00436009687288e-09,2.84619133755949e-09
"ZNF586",3.02451501557922e-11,1.30334101301288e-10
"ZNF587",2.24652412254186e-10,4.51424186888130e-10
"ZNF587B",7.26308317569838e-11,2.15115198246684e-10
"ZNF592",8.18211158354679e-11,2.32371968972729e-10
"ZNF595",5.75761921627984e-12,4.77807620675691e-11
"ZNF600",9.38160794398807e-12,6.31036576442987e-11
"ZNF605",2.4173970964337e-11,1.159026142923e-10
"ZNF606",1.17572102381069e-11,7.26780986551682e-11
"ZNF609",1.29891908847152e-07,1.54564114996891e-07
"ZNF611",1.4289264959658e-11,8.3769177148821e-11
"ZNF621",1.81698651358253e-10,3.89615564489677e-10
"ZNF623",3.77166286170703e-11,1.41770151095929e-10
"ZNF624",5.39419234932098e-10,9.02734206696754e-10
"ZNF626",2.86186602219391e-12,2.90274982251097e-11
"ZNF627",2.62325904421202e-11,1.20222797717569e-10
"ZNF639",2.69122046054193e-10,5.1642338567156e-10
"ZNF641",2.30997987366767e-11,1.13290514298755e-10
"ZNF644",2.21073458793198e-09,3.12535265860296e-09
"ZNF649",2.36893843673397e-13,5.04583887024336e-12
"ZNF652",4.08289114814878e-09,5.51578740732996e-09
"ZNF654",2.14361671200221e-10,4.43793329908345e-10
"ZNF655",2.47078130197627e-10,4.86110203021327e-10
"ZNF66",1.08663897798141e-10,2.77656765890055e-10
"ZNF664",5.67903027896983e-10,9.35283594912814e-10
"ZNF669",5.24789595058651e-16,5.58900918737463e-14
"ZNF672",7.83501013455987e-13,1.30219511185322e-11
"ZNF675",1.03434962663864e-11,6.6762566810312e-11
"ZNF677",0.000243843111884775,0.000259692914157285
"ZNF678",2.67368179782299e-10,5.14603213496655e-10
"ZNF680",7.67896445086651e-11,2.23039012913805e-10
"ZNF682",1.62873682023917e-09,2.36000641299961e-09
"ZNF687",4.43281398244127e-12,4.04652590682853e-11
"ZNF688",9.05965852479408e-12,6.26192685237836e-11
"ZNF692",1.15348162006165e-08,1.46244991114959e-08
"ZNF699",2.45469823804449e-11,1.16189049934106e-10
"ZNF7",5.0078179524662e-12,4.32431847517014e-11
"ZNF700",9.32913004385067e-10,1.40929411300723e-09
"ZNF701",1.62417457656505e-12,2.07569510885014e-11
"ZNF703",1.47905004602228e-05,1.63231948084324e-05
"ZNF706",0.00204171698438787,0.0021317927336991
"ZNF708",1.60454651037043e-10,3.52338563617423e-10
"ZNF714",9.66920348917204e-12,6.36971240162983e-11
"ZNF717",5.79194652824023e-09,7.59969985943635e-09
"ZNF718",2.7203446985225e-10,5.20449180346072e-10
"ZNF721",3.94363597428395e-11,1.45663779628176e-10
"ZNF736",3.91439940067702e-10,6.94693894606196e-10
"ZNF737",1.50298186294295e-10,3.36837917086001e-10
"ZNF740",7.02583648506805e-10,1.12519035437556e-09
"ZNF746",9.10253560121717e-10,1.38609146957646e-09
"ZNF75A",3.07710697392318e-12,3.07229899427642e-11
"ZNF75D",1.83497722546165e-09,2.62903687683855e-09
"ZNF76",5.60012457067273e-11,1.7676854164545e-10
"ZNF766",1.98186611359729e-12,2.27522876087861e-11
"ZNF770",2.19868163337288e-10,4.46018274198498e-10
"ZNF780A",3.97686355659423e-15,2.54121581266371e-13
"ZNF780B",2.08541047020898e-10,4.35482774661288e-10
"ZNF782",1.50760006708288e-10,3.36837917086001e-10
"ZNF783",5.01570560712347e-10,8.49801120306282e-10
"ZNF789",8.27831550522121e-14,2.51897314658874e-12
"ZNF791",1.13034976360072e-12,1.58201949200434e-11
"ZNF8",5.39334531260451e-12,4.59513020633904e-11
"ZNF800",6.35810321592992e-11,1.96271881883054e-10
"ZNF805",1.90550328437293e-11,1.03296162829584e-10
"ZNF808",1.63196871388758e-10,3.54703404140873e-10
"ZNF814",7.06434127333686e-11,2.12594958944312e-10
"ZNF821",3.49757760847162e-09,4.81670709442535e-09
"ZNF827",2.59185056334522e-07,3.02224910579853e-07
"ZNF83",1.59759053614017e-10,3.52020811239162e-10
"ZNF830",1.135248188969e-11,7.11199600736461e-11
"ZNF831",1.04790826663133e-12,1.53636378277579e-11
"ZNF836",3.08081619652713e-07,3.57934827196516e-07
"ZNF84",1.89703798213754e-10,4.01393135955592e-10
"ZNF841",1.53758275409828e-10,3.41151173565555e-10
"ZNF844",6.78374200388716e-12,5.27306773574344e-11
"ZNF880",1.79977964133309e-12,2.18080652163732e-11
"ZNF891",1.45216726698616e-10,3.32593148245218e-10
"ZNF91",1.26383449618058e-09,1.86942185893377e-09
"ZNF92",2.23601952080342e-10,4.50730748830722e-10
"ZSCAN18",3.58495395340195e-14,1.43174098513991e-12
"ZSCAN25",2.87671944127989e-11,1.27654425206795e-10
"ZSCAN29",4.19532716409973e-11,1.48468148867698e-10
"ZSCAN30",1.37380974458161e-10,3.1922342792278e-10
"ZXDA",1.16361371086391e-12,1.58201949200434e-11
"ZXDB",2.56844167905771e-11,1.19056260993335e-10
"ZXDC",8.87373759791402e-10,1.36305728967958e-09
"ZZZ3",1.07854410051792e-10,2.77571128511154e-10
