"gene","meta_p","meta_p_adj"
"CHCHD3",1.69102073578204e-18,1.44650827804059e-17
"CIC",3.28002178424758e-15,5.96624652134688e-15
"CLOCK",1.68009299311959e-16,5.11297531079184e-16
"CREB1",3.00249761789714e-17,1.40783777194732e-16
"CREB3",1.35796798026125e-17,8.4417798636589e-17
"CREB3L2",1.66991662166699e-17,9.52303803166849e-17
"CREBL2",7.09179619914437e-12,8.99620640091861e-12
"CREBZF",2.63774654320389e-17,1.31471934003785e-16
"CREM",0.00095630576232742,0.00097951706723828
"CSRNP1",5.81047935841595e-05,6.14028953902721e-05
"CTCF",1.335335007587e-17,8.4417798636589e-17
"CUX1",4.81401809639019e-18,3.67141380122288e-17
"CXXC1",1.24272418181583e-17,8.10973615556102e-17
"CXXC5",1.94713363172617e-20,2.46507117776534e-19
"DBP",1.73018913128052e-18,1.46027962680076e-17
"DDIT3",0.000852703991437412,0.000874816250534654
"DEAF1",2.26788418827507e-13,3.20439886423688e-13
"DMTF1",5.14442432184297e-12,6.5653641042875e-12
"DNMT1",7.05659047855047e-14,1.03879576114475e-13
"DNTTIP1",2.12159547116409e-15,4.09442052819167e-15
"DOT1L",4.16145874928126e-16,1.07959155257993e-15
"DR1",1.49236722856625e-17,8.82867715591064e-17
"DRAP1",0.00020125006975679,0.000210912738668954
"E2F3",4.53812972603728e-27,1.68978595093035e-25
"E2F4",5.4599608964437e-18,4.06606499699866e-17
"E2F5",3.27390779029906e-16,8.89435034875239e-16
"E4F1",3.40939179400188e-11,4.19057282641396e-11
"EEA1",3.36734667503546e-18,2.73273134012493e-17
"EGR1",0.00164679487711164,0.00168404064169898
"ELF1",0.0103465573062888,0.0103793514657382
"ELF2",2.81628818468811e-10,3.33216901104219e-10
"ELF4",6.05594878076719e-18,4.35615406616549e-17
"ELK3",1.26558935977571e-24,2.96710394347417e-23
"ELK4",3.18174309923668e-18,2.61564075560626e-17
"EOMES",4.57724874040492e-22,7.83080662885491e-21
"ESRRA",5.4056984427963e-15,9.37481401175358e-15
"ETS1",2.3901277731592e-07,2.66364591621439e-07
"ETV3",1.01220777668356e-09,1.18433922854102e-09
"ETV6",2.47565084939398e-27,1.11934784833313e-25
"FAM200B",1.21118118435679e-16,3.87210954392853e-16
"FLI1",3.65063033092844e-22,6.41902499854918e-21
"FLYWCH1",1.3549830868011e-13,1.95376832333735e-13
"FOS",2.06948991749493e-06,2.25859847892119e-06
"FOSB",8.72724556709905e-05,9.17665522254768e-05
"FOSL2",0.00182799456922659,0.0018633181357817
"FOXJ2",6.99330087707119e-15,1.18998910085647e-14
"FOXJ3",9.52667502862656e-16,2.08663850973032e-15
"FOXK1",6.37457648913821e-10,7.47242021782313e-10
"FOXN2",9.97019812186428e-18,6.7139738416384e-17
"FOXN3",8.23206589626e-06,8.84702497849334e-06
"FOXO1",0.000409142330690518,0.000424569008732947
"FOXO3",1.00022090261297e-16,3.39588104946157e-16
"FOXP1",3.24748403329201e-14,4.97737867572359e-14
"GABPA",2.98903753201977e-17,1.40783777194732e-16
"GATA3",4.84496850107786e-24,1.05753967626975e-22
"GATAD2A",8.50516319077367e-14,1.24913417627836e-13
"GATAD2B",6.27604113546779e-16,1.48791537031877e-15
"GFI1",4.49657918696647e-17,1.89755641689985e-16
"GLI4",4.53770045185724e-17,1.90067847094671e-16
"GLMP",8.75732123049318e-15,1.45088377050861e-14
"GLYR1",6.2077307694343e-18,4.41516132253024e-17
"GMEB1",5.06983415583564e-17,2.04407963098341e-16
"GPBP1",6.32094624212867e-15,1.08139431655877e-14
"GPBP1L1",8.31453056369439e-17,2.92394324823253e-16
"GTF2B",6.39083330771416e-05,6.74232913963844e-05
"GTF2I",1.88427728623968e-16,5.59975362530385e-16
"GTF2IRD2",1.36028680267489e-17,8.4417798636589e-17
"GTF2IRD2B",4.63527204459139e-18,3.62237926447697e-17
"GTF3A",3.90880463709506e-06,4.23676940972804e-06
"GZF1",4.17554865854406e-14,6.32325909296266e-14
"HBP1",3.54733568628492e-07,3.93251048934914e-07
"HES4",1.32446639950218e-05,1.41859091520284e-05
"HES6",3.04041642655092e-11,3.74432606616095e-11
"HIF1A",1.56616014931158e-13,2.24802579254928e-13
"HINFP",4.64967322343326e-11,5.68193658384798e-11
"HIVEP1",3.52788686119917e-24,7.97554422549668e-23
"HIVEP2",9.17695777310909e-19,8.80153677330009e-18
"HIVEP3",4.87549429553635e-16,1.21503460199784e-15
"HMBOX1",1.09430786709593e-16,3.5706024735656e-16
"HMG20A",1.37988884108582e-18,1.23023892451736e-17
"HMG20B",1.28448158036169e-17,8.21289737746415e-17
"HMGA1",2.29396092116116e-12,2.99397373834024e-12
"HMGN3",5.94500053450854e-16,1.43086894994065e-15
"HOXB2",1.88320172488683e-13,2.68483489156163e-13
"HOXB4",3.44887672107006e-16,9.21331731548347e-16
"HSF1",1.24467250606342e-18,1.13589753932917e-17
"HSF2",3.7893562215464e-17,1.6773863554118e-16
"IKZF1",4.17445256799705e-09,4.79569596287138e-09
"IKZF2",1.55733168147665e-17,9.07249950090805e-17
"IKZF3",1.99070995866669e-13,2.82537982922874e-13
"IKZF5",4.96641298365411e-13,6.84910548726155e-13
"IRF1",8.01562427803697e-06,8.62906491156021e-06
"IRF2",1.69913409868707e-17,9.60314182561533e-17
"IRF3",4.55660435912312e-18,3.60541319915617e-17
"IRF7",8.23396888490402e-11,9.98487031445258e-11
"IRF8",6.12638075448089e-25,1.49153808368708e-23
"IRF9",6.70787332203294e-14,9.92075657207208e-14
"JAZF1",4.38820339304524e-15,7.7374171247845e-15
"JUN",1.69101753060292e-05,1.80813192039129e-05
"JUNB",1.92706472235699e-10,2.28861532692679e-10
"JUND",2.98733214270773e-07,3.31751095848069e-07
"KAT7",2.39600202078187e-14,3.70419863529486e-14
"KCMF1",2.28465036658929e-17,1.195193125662e-16
"KDM2A",0.000733849286557362,0.000754101620764302
"KDM2B",1.26248467181161e-13,1.82872493651431e-13
"KDM5B",8.34087535263537e-20,9.59958926948762e-19
"KIN",1.02912736665272e-16,3.40673105886016e-16
"KLF10",2.48045317996071e-09,2.86519500531958e-09
"KLF11",1.05719527636433e-10,1.269837969523e-10
"KLF12",4.94402257740011e-05,5.24215459211771e-05
"KLF13",2.02524850838899e-13,2.86796936422871e-13
"KLF2",1.58198672131664e-14,2.52878180452887e-14
"KLF3",0.000491142463093506,0.000507995390748675
"KLF4",8.6012437543081e-26,2.26857804019876e-24
"KLF6",0.000405953754959385,0.00042195193249473
"KLF7",3.40849352606339e-13,4.74192615823764e-13
"KLF9",9.48986383904674e-14,1.38731727716318e-13
"KMT2A",2.35872248917119e-08,2.67575508180173e-08
"KMT2B",8.21702463921885e-09,9.40574429769536e-09
"L3MBTL3",6.46510104310409e-17,2.48024785471811e-16
"LCOR",3.23085061809194e-12,4.17240670167962e-12
"LCORL",2.52286017016365e-16,7.03511228067661e-16
"LEF1",4.93576587561994e-28,2.60361649938952e-26
"LIN54",8.13032361128853e-16,1.84000423846966e-15
"MAF",4.16951945441757e-14,6.32325909296266e-14
"MAFF",1.01644786273122e-07,1.14080052678877e-07
"MAX",1.16972187013315e-15,2.4517680258089e-15
"MAZ",2.60369253686987e-20,3.16949495353582e-19
"MBD1",1.56224714944546e-17,9.07249950090805e-17
"MBD2",7.23680624494899e-13,9.76737388710599e-13
"MBD4",5.11600919363623e-15,8.9213052880764e-15
"MBD6",1.67577189880787e-15,3.3462574509318e-15
"MBNL2",7.78556646685091e-15,1.31420361960443e-14
"MECP2",5.301107156487e-17,2.1237979937065e-16
"MEF2A",1.64459637903622e-23,3.35815970299976e-22
"MEF2C",4.42060777999913e-26,1.27192942033611e-24
"MEF2D",2.23413948546279e-10,2.64833388445308e-10
"MGA",6.22741063377775e-17,2.40362861657397e-16
"MLX",2.81589521667749e-17,1.37112436319758e-16
"MLXIP",6.34577339474327e-22,1.04239730463314e-20
"MNT",6.83163130384313e-11,8.31619733717827e-11
"MTERF1",1.51046411117514e-18,1.32794969774148e-17
"MTERF2",1.02236353007447e-16,3.40673105886016e-16
"MTERF3",1.10558424792787e-12,1.47644478678976e-12
"MTERF4",1.82317733431053e-16,5.46953200293158e-16
"MTF1",7.17119761326966e-12,9.0787361783994e-12
"MTF2",4.71955690925817e-19,4.89750741567283e-18
"MXD1",1.66002941371725e-16,5.07632183035276e-16
"MXD4",1.08520380613655e-08,1.23771893564763e-08
"MXI1",0.00625810307519615,0.00630792873662287
"MYBL1",3.60241310173067e-09,4.14604998799184e-09
"MYC",4.79708282574241e-31,3.37394825410549e-29
"MYNN",1.84494252159327e-15,3.63815768276804e-15
"MYSM1",4.70932925891889e-16,1.17826301221172e-15
"MZF1",1.41320665389314e-26,4.28748815025373e-25
"NACC2",1.19573376074276e-15,2.48741121705305e-15
"NCOA1",6.95808965726457e-07,7.65994913573647e-07
"NCOA2",1.19367189304571e-09,1.39151806316379e-09
"NCOA3",4.23877253444524e-17,1.81702481363186e-16
"NFAT5",5.06098081167474e-08,5.72071581033948e-08
"NFATC1",3.23051701509063e-15,5.89313334453132e-15
"NFATC2",3.58065106739066e-11,4.39254287918273e-11
"NFATC3",3.5113119512454e-09,4.04856186728295e-09
"NFE2L1",4.24833605714873e-17,1.81702481363186e-16
"NFE2L2",0.00223269893627244,0.00227218396569205
"NFE2L3",9.17011015941699e-32,9.67446621818492e-30
"NFIC",3.17143331123257e-25,8.03006914404087e-24
"NFIL3",7.01610735573331e-14,1.03524381262918e-13
"NFKB1",9.82611263090418e-07,1.07984883600041e-06
"NFKB2",8.74288710660367e-08,9.82992457989365e-08
"NFX1",3.20066680003547e-17,1.47884823680471e-16
"NFYA",5.25709063084647e-16,1.2998978005179e-15
"NFYB",1.36188536210668e-16,4.26769026838381e-16
"NFYC",6.01187445007939e-18,4.35615406616549e-17
"NME2",2.73611502575296e-17,1.35309438382939e-16
"NR1D2",0.00738930793892336,0.00743629876842366
"NR1H2",2.3400399930133e-12,3.04157148989203e-12
"NR2C1",3.68543127833407e-16,9.80200839993894e-16
"NR2C2",2.11197909013073e-16,6.13248974336123e-16
"NR3C1",3.66858401513565e-10,4.3324882119046e-10
"NR3C2",3.45167492021697e-06,3.74770192881191e-06
"NR4A1",0.00270118768142945,0.00274014711914237
"NR4A2",0.000569094780695503,0.000585751213301226
"NR4A3",0.00167459555566321,0.00170970804312067
"NRF1",1.08766882866729e-15,2.31038378706845e-15
"PA2G4",9.499808824769e-11,1.14540552115786e-10
"PATZ1",1.0396547752678e-15,2.23844038348476e-15
"PBX2",6.59367018700058e-16,1.55738553297439e-15
"PBX3",2.20828518817093e-15,4.22309523900966e-15
"PCGF6",1.96382811284233e-15,3.8249329090129e-15
"PHF1",0.000206519733109712,0.000216077671170988
"PHF19",2.20262497730155e-15,4.22309523900966e-15
"PHF20",0.000348265374958662,0.000362585497284265
"PHF21A",1.62235666390797e-14,2.58028082475815e-14
"PIN1",6.24229315064179e-16,1.48547803171288e-15
"PKNOX1",5.37816141254417e-16,1.31087746434035e-15
"PLSCR1",1.09180905961681e-21,1.7277878368436e-20
"POGK",2.18275210564196e-12,2.86062543037549e-12
"POU2F1",4.05224037980796e-15,7.22554411385476e-15
"POU2F2",6.88691770211606e-16,1.61459959460721e-15
"PRDM1",1.25612682074316e-18,1.13589753932917e-17
"PRDM10",1.82179685466145e-15,3.61503889968872e-15
"PRDM2",5.31703028931168e-08,5.99942989863511e-08
"PRDM4",1.3627974875618e-14,2.18946905996605e-14
"PRDM8",1.347726356761e-30,8.53110783829715e-29
"PREB",8.19581606893713e-18,5.63907779525783e-17
"PRMT3",4.65709742060635e-17,1.92675991323126e-16
"PRR12",3.85805444604414e-16,1.01756186014414e-15
"PURA",1.68683619612375e-14,2.6761085517452e-14
"PURB",2.12416863981575e-14,3.32821472525586e-14
"RARA",5.32945999587288e-16,1.3075768129409e-15
"RBAK",4.5133510846246e-16,1.14182885302344e-15
"RBCK1",8.34649781671456e-16,1.8669021618305e-15
"RBPJ",7.39028469204921e-28,3.59850016159012e-26
"RBSN",4.12223238082306e-13,5.72230942337938e-13
"REL",0.000344582957680855,0.000359342688981848
"RELA",6.65809941509861e-17,2.52369876033378e-16
"RELB",0.00307353234309489,0.00310790091562151
"REPIN1",5.45503833069951e-23,1.01559978333317e-21
"REST",9.41179734709069e-12,1.17740468788704e-11
"REXO4",7.98637666401611e-19,7.77750219741877e-18
"RFX1",1.71776578486631e-09,1.99512980150527e-09
"RFX2",3.72692587696428e-33,7.95521406523671e-31
"RFX3",2.42246668318214e-16,6.83379426660374e-16
"RFX5",7.66326996639612e-17,2.77191422213071e-16
"RFX7",5.32337417155528e-15,9.2574061829519e-15
"RLF",6.60612145793132e-08,7.44070263855965e-08
"RORA",0.0052855634303048,0.00533614298466179
"RREB1",1.02967947499649e-16,3.40673105886016e-16
"RUNX1",5.2348907889294e-13,7.18295748586092e-13
"RUNX2",1.72134217733958e-31,1.36201199781994e-29
"RUNX3",0.000535907481828425,0.000552490938106503
"RXRB",1.40239139394539e-17,8.53570915737914e-17
"SAFB",7.55076332302659e-19,7.46817684918098e-18
"SAFB2",1.56977744244618e-13,2.24812018341274e-13
"SATB1",8.09107291489562e-30,4.65604468648084e-28
"SCMH1",8.43704410869795e-27,2.96702717822545e-25
"SCML4",1.07809686808031e-20,1.45199003722305e-19
"SETBP1",1.90052874993522e-13,2.70344876114381e-13
"SETDB1",2.42907379144683e-16,6.83379426660374e-16
"SETDB2",4.67671247601262e-16,1.17474563385555e-15
"SGSM2",1.07665366679225e-10,1.2907609300748e-10
"SKI",2.30169173088242e-12,2.99788243960611e-12
"SKIL",0.00299996715253285,0.00303836673208527
"SLC2A4RG",8.04366759498743e-11,9.77282454438972e-11
"SMAD3",1.26321123602278e-17,8.15931339186145e-17
"SMAD4",1.03332126903815e-16,3.40673105886016e-16
"SMAD5",1.16350998174201e-16,3.75766233899333e-16
"SMYD3",2.8548529897675e-16,7.78931871777082e-16
"SNAI1",1.82262525392794e-07,2.03837771331517e-07
"SNAPC2",8.83290832894119e-15,1.4560497323489e-14
"SNAPC5",4.77778325247226e-18,3.67141380122288e-17
"SON",8.56022790986192e-12,1.07512386248861e-11
"SOX13",3.23641657270884e-12,4.17240670167962e-12
"SOX4",2.81701080091117e-35,1.78316783697677e-32
"SP1",7.22224116784189e-17,2.6274015283011e-16
"SP100",5.1292441876304e-10,6.04620404240231e-10
"SP110",6.28687918810368e-15,1.07848090137388e-14
"SP140",4.33688353788324e-16,1.1114361455385e-15
"SP140L",7.27037149948421e-18,5.1134946213039e-17
"SP2",2.54409604094053e-16,7.04273395052322e-16
"SP3",7.43112437731763e-09,8.52156110659794e-09
"SP4",2.85962946944038e-17,1.38179042301966e-16
"SPEN",2.48085360694525e-08,2.80926714346394e-08
"SPI1",1.91433659318452e-05,2.04346553707555e-05
"SRCAP",2.33315346730387e-16,6.65264029190699e-16
"SREBF1",7.38207437129981e-15,1.24942595642588e-14
"SREBF2",1.09595847009251e-15,2.32020639320589e-15
"STAT1",1.96010518107615e-17,1.0604671620694e-16
"STAT2",8.00987438297042e-17,2.88082413887516e-16
"STAT3",1.27881832927053e-06,1.40050519451253e-06
"STAT4",2.84476913702808e-05,3.02645187182987e-05
"STAT5A",5.81470324593019e-26,1.60030745855383e-24
"STAT5B",5.38433081719574e-16,1.31087746434035e-15
"STAT6",1.45430954865423e-17,8.68469758771821e-17
"TBP",2.06562604244398e-14,3.25259026086328e-14
"TBPL1",5.81590597220151e-17,2.30091780025222e-16
"TBX21",3.29006353777578e-13,4.58724717932174e-13
"TCF12",3.79445872072019e-16,1.00497588711962e-15
"TCF20",9.50632299296542e-16,2.08663850973032e-15
"TCF4",5.7274004400833e-32,7.25088895714546e-30
"TCF7",6.00112518326795e-23,1.08534635457389e-21
"TERF1",1.89075448899877e-09,2.19202855592715e-09
"TERF2",1.52744844740506e-16,4.71646276686538e-16
"TET2",1.10563295773101e-09,1.29126505949028e-09
"TET3",1.1985156733036e-15,2.48741121705305e-15
"TFCP2",1.06442620182442e-17,7.01856026827975e-17
"TFDP1",2.20735823663061e-14,3.44152158568269e-14
"TFDP2",2.01619267928582e-07,2.25088177422914e-07
"TFE3",1.40142843379677e-15,2.88020843699142e-15
"TFEB",1.00706184143404e-16,3.39588104946157e-16
"TGIF1",0.000534954193584171,0.000552407837746786
"TGIF2",1.86294838035521e-08,2.11713882363528e-08
"THAP1",3.71377015488299e-17,1.65550458312742e-16
"THAP11",1.64203532804898e-17,9.4491669332273e-17
"THAP12",1.00814997081902e-17,6.71746243714145e-17
"THAP3",1.10930942695793e-12,1.47830077318814e-12
"THAP4",3.98363009785225e-16,1.04632276014127e-15
"THAP5",1.51167226179479e-16,4.71190322124652e-16
"THAP6",2.98447097522703e-14,4.59652099104309e-14
"THAP7",8.14145449457224e-16,1.84000423846966e-15
"THRA",6.81871404404347e-12,8.66716062224803e-12
"THYN1",7.19365423690063e-17,2.6274015283011e-16
"TMF1",7.37708517452394e-06,7.95518724952922e-06
"TOPORS",1.04842081908628e-07,1.17460243979047e-07
"TP53",6.42235306172075e-22,1.04239730463314e-20
"TRAFD1",1.78657446653324e-17,1.0007979091288e-16
"TRERF1",1.72025531655361e-12,2.26858669870508e-12
"TRPS1",1.49118587666879e-11,1.85446102147611e-11
"TSC22D1",5.54248143279058e-10,6.52117239211234e-10
"TSHZ1",2.69314468243985e-11,3.33612638744505e-11
"TTF1",7.60877210300655e-16,1.75349592473424e-15
"UBP1",1.35355374674358e-16,4.26268418750591e-16
"USF1",7.56830382944006e-16,1.75349592473424e-15
"USF2",3.65224284244105e-12,4.679898217136e-12
"USF3",5.3563352226402e-14,7.97778869630881e-14
"VEZF1",2.02812717839103e-19,2.25228860337109e-18
"XBP1",1.22593741718335e-06,1.34491921157203e-06
"XPA",2.25550302483495e-19,2.46160933572504e-18
"YBX1",3.38769957351311e-16,9.12516523418637e-16
"YBX3",1.23305402950447e-09,1.4347852953609e-09
"YY1",1.81917607909432e-14,2.87166697772245e-14
"ZBED1",1.2258894692044e-13,1.78388053794571e-13
"ZBED4",6.15707683828315e-19,6.18639625179878e-18
"ZBED5",2.59852954531827e-17,1.31471934003785e-16
"ZBED6",2.29947730704222e-15,4.38424438360761e-15
"ZBTB1",0.00804778504973603,0.00808610783568716
"ZBTB10",4.75651602287913e-07,5.25458052789265e-07
"ZBTB11",2.08140996505119e-16,6.09968753646945e-16
"ZBTB14",1.40002549736887e-15,2.88020843699142e-15
"ZBTB16",4.42442387756846e-13,6.12835955033006e-13
"ZBTB17",6.23688760912087e-16,1.48547803171288e-15
"ZBTB2",9.8142716867727e-13,1.31341098894865e-12
"ZBTB20",8.05322527744864e-13,1.08231244174628e-12
"ZBTB21",4.09334082396628e-12,5.23451462943566e-12
"ZBTB24",2.02966104970082e-16,5.97569974167731e-16
"ZBTB25",3.39378451946805e-15,6.13790171663793e-15
"ZBTB33",1.57188443335485e-15,3.18911168690263e-15
"ZBTB37",6.79494421277715e-17,2.56023790874282e-16
"ZBTB38",8.5859532995591e-12,1.07621949279622e-11
"ZBTB4",2.89013397860682e-15,5.3649701127804e-15
"ZBTB40",1.0452847724548e-15,2.24293308801319e-15
"ZBTB41",1.17716916542384e-15,2.45923459311317e-15
"ZBTB43",1.40983319892694e-12,1.86699668393463e-12
"ZBTB44",9.01846892196973e-14,1.32145621009417e-13
"ZBTB5",8.6604366403812e-15,1.43885994576412e-14
"ZBTB7A",1.85415093526211e-10,2.20616079327240e-10
"ZBTB7B",7.00237252253717e-16,1.63560952279189e-15
"ZC3H8",2.98410301933037e-19,3.20158849362055e-18
"ZEB1",1.42238943373347e-26,4.28748815025373e-25
"ZEB2",1.28251467642174e-08,1.46012911901972e-08
"ZFAT",1.25151810581161e-13,1.81699761692373e-13
"ZFHX3",3.77024363281361e-33,7.95521406523671e-31
"ZFP14",1.41880975176923e-17,8.55339593209449e-17
"ZFP62",1.31792067143596e-12,1.75261299373731e-12
"ZFP64",7.64557464813032e-16,1.75349592473424e-15
"ZFP90",4.12680835550408e-17,1.80156530278213e-16
"ZFP91",1.51852805234485e-16,4.71190322124652e-16
"ZFX",6.76255897348825e-16,1.59133822684686e-15
"ZFY",7.32093666102363e-06,7.90811076182245e-06
"ZGPAT",5.97448069749167e-18,4.35615406616549e-17
"ZHX1",8.07191006420968e-17,2.88673393821736e-16
"ZHX2",5.28085245732851e-16,1.30069245349764e-15
"ZKSCAN1",1.33337199227945e-21,2.05859627100706e-20
"ZKSCAN5",4.46069700766562e-14,6.7069387312407e-14
"ZKSCAN8",7.96340766141911e-15,1.34064815151019e-14
"ZMAT1",1.18031044320485e-18,1.09873016257158e-17
"ZNF10",2.35748653186214e-20,2.92605681307595e-19
"ZNF100",2.81010788235886e-13,3.95288508785146e-13
"ZNF101",5.11844651498559e-14,7.6595192529217e-14
"ZNF107",2.24083703497147e-16,6.44749928698609e-16
"ZNF12",8.51565688953681e-16,1.89803197573127e-15
"ZNF121",2.48567485008153e-16,6.962089292485e-16
"ZNF124",1.21485060480127e-13,1.77189039824702e-13
"ZNF131",1.1548463717306e-14,1.87440449565505e-14
"ZNF134",1.62648002776121e-15,3.26446121812169e-15
"ZNF136",9.04038111763967e-11,1.09209184111945e-10
"ZNF138",4.07754607630188e-15,7.25024344466036e-15
"ZNF14",2.17190812647754e-06,2.36629577290927e-06
"ZNF141",3.5676777488739e-17,1.61310001074084e-16
"ZNF142",3.03753944773824e-15,5.58942578609972e-15
"ZNF143",9.90842262014233e-17,3.39588104946157e-16
"ZNF146",9.0917641257456e-18,6.18826525978168e-17
"ZNF148",2.98182813792642e-11,3.67933179592091e-11
"ZNF16",2.97520737096204e-13,4.16660678278534e-13
"ZNF160",8.2663902189822e-17,2.92394324823253e-16
"ZNF18",1.10730620188432e-15,2.3286539062883e-15
"ZNF184",1.04090192227526e-08,1.18933378483797e-08
"ZNF189",4.43137123868581e-16,1.12652931489483e-15
"ZNF195",4.19532928731286e-17,1.81702481363186e-16
"ZNF197",2.15787151676834e-15,4.15177103378224e-15
"ZNF207",2.10988631408147e-16,6.13248974336123e-16
"ZNF211",1.2900994177858e-14,2.0832472741286e-14
"ZNF217",1.57124189508051e-21,2.3680859990142e-20
"ZNF22",1.66161286716024e-21,2.44604870909867e-20
"ZNF224",3.19489593308578e-17,1.47884823680471e-16
"ZNF226",1.67993598586895e-13,2.40045029132065e-13
"ZNF227",0.243883373248351,0.243883373248351
"ZNF236",4.42840084008119e-16,1.12652931489483e-15
"ZNF24",1.0072799574276e-16,3.39588104946157e-16
"ZNF250",6.88472495537645e-15,1.17467140074213e-14
"ZNF251",2.07297356937603e-12,2.72239060044611e-12
"ZNF253",1.58107236380148e-15,3.19750417343877e-15
"ZNF254",2.16572705181157e-16,6.25984120455126e-16
"ZNF26",3.79015403560528e-15,6.7965085114395e-15
"ZNF263",1.95973593085613e-15,3.8249329090129e-15
"ZNF264",2.85679410123393e-15,5.31867842965022e-15
"ZNF266",2.0092189954862e-16,5.94315712216244e-16
"ZNF267",2.39924398178656e-14,3.70419863529486e-14
"ZNF274",1.28306571624636e-20,1.69204291329989e-19
"ZNF276",4.23087577293204e-19,4.4635739404433e-18
"ZNF277",1.05111256447257e-15,2.24781842334845e-15
"ZNF28",8.16810728293797e-16,1.84000423846966e-15
"ZNF280D",1.63541057910846e-18,1.41810259804885e-17
"ZNF281",4.32563639233716e-16,1.1114361455385e-15
"ZNF282",5.54405459616927e-14,8.21870388612447e-14
"ZNF292",3.5840943555451e-05,3.80659685748331e-05
"ZNF296",3.98568522265313e-32,6.30734686484858e-30
"ZNF3",5.28645338205166e-14,7.89227592178939e-14
"ZNF302",1.17776514031778e-16,3.7843925574678e-16
"ZNF316",7.87294709117388e-12,9.9472565044173e-12
"ZNF317",6.02600156389222e-15,1.0422019098207e-14
"ZNF318",1.24291244430744e-16,3.95358581530958e-16
"ZNF319",8.7786490379905e-15,1.45088377050861e-14
"ZNF32",9.84236455631187e-21,1.35439494872726e-19
"ZNF322",6.06086250454088e-16,1.45322953233878e-15
"ZNF324",1.1338333112065e-11,1.41282772833409e-11
"ZNF326",7.4984660792719e-13,1.0098997932296e-12
"ZNF331",0.000316091434796377,0.00033017471654473
"ZNF333",3.92405349706109e-15,7.01673972779567e-15
"ZNF335",1.00627311807646e-15,2.1814071361041e-15
"ZNF337",5.46986878892658e-14,8.12776277791203e-14
"ZNF33A",1.49838481072927e-15,3.05960511352137e-15
"ZNF33B",5.63535980536546e-19,5.75352057547797e-18
"ZNF346",8.3279518147577e-16,1.8669021618305e-15
"ZNF350",0.000433493399088627,0.000449101999383143
"ZNF354A",2.92942033124739e-15,5.40618970752069e-15
"ZNF354B",4.33152040787675e-15,7.65880563739101e-15
"ZNF362",3.68463907669707e-17,1.65416775570868e-16
