gene,pvalue,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
ZSCAN26,0.29619100299971285,0.10604029937251089,99,0.37396030677990394,healthy,aging,perez_sle,NK
ZSCAN29,0.017577951619029943,0.2382144574936053,99,0.04816663324464117,healthy,aging,perez_sle,NK
ZSCAN30,0.08423331050617482,0.17441563928794002,99,0.13262011363178974,healthy,aging,perez_sle,NK
ZSCAN32,0.05124461135544649,0.1965055620737688,99,0.09071875175530023,healthy,aging,perez_sle,NK
ZXDC,0.023624417998299153,0.22735837825515345,99,0.054096493387409655,healthy,aging,perez_sle,NK
ZZZ3,0.5770469423186553,0.05672657491398703,99,0.6420663161010389,healthy,aging,perez_sle,NK
ADNP,6.294095657073889e-13,-0.22765129330490297,975,3.3710749085344898e-12,healthy,aging,onek1k,NK
ADNP2,1.8387512153433004e-05,-0.13671644734353586,975,2.049542800876482e-05,healthy,aging,onek1k,NK
AEBP2,2.381490091021562e-11,-0.21178705176905366,975,5.679629195825008e-11,healthy,aging,onek1k,NK
AHCTF1,2.673949843680874e-11,-0.21126051156099174,975,6.145222911179318e-11,healthy,aging,onek1k,NK
AHDC1,1.2528126727115629e-10,-0.20410363506406068,975,2.1692537235356378e-10,healthy,aging,onek1k,NK
AHR,1.0006446388995979e-20,-0.31511419596998985,975,3.703743495872387e-22,healthy,aging,onek1k,NK
AKAP8,2.4385702296780714e-09,-0.1895579909549062,975,3.1646332343947045e-09,healthy,aging,onek1k,NK
AKAP8L,6.685556256900616e-10,-0.1960357253808775,975,9.38949234288442e-10,healthy,aging,onek1k,NK
AKNA,8.18755751692519e-05,-0.1258038309513902,975,9.030604451477695e-05,healthy,aging,onek1k,NK
ANKZF1,6.797439562215736e-13,-0.22732758335751954,975,3.5011426129383198e-12,healthy,aging,onek1k,NK
ARHGAP35,7.077715961788425e-11,-0.20677999861387616,975,1.3234072447391375e-10,healthy,aging,onek1k,NK
ARID2,3.450501829119563e-11,-0.21009661397332993,975,7.493873386156576e-11,healthy,aging,onek1k,NK
ARID3B,9.714849822134352e-11,-0.20530012250940333,975,1.7508911539082666e-10,healthy,aging,onek1k,NK
ARID5A,1.5380661660076848e-13,-0.23349496624588198,975,1.0180056592281769e-12,healthy,aging,onek1k,NK
ARID5B,0.7135724054727377,-0.011770099385069647,975,0.7169757714765822,healthy,aging,onek1k,NK
ARNT,9.510247604104782e-12,-0.21591199661265825,975,2.744509807979097e-11,healthy,aging,onek1k,NK
ASCL2,0.0055045622775761445,0.08883874764428636,975,0.005876492161196154,healthy,aging,onek1k,NK
ASH1L,2.258384916497265e-07,-0.16486306352984426,975,2.638261122414433e-07,healthy,aging,onek1k,NK
ATF1,5.552321694956405e-12,-0.21829201455813804,975,1.9071017961372e-11,healthy,aging,onek1k,NK
ATF2,2.2325404688639497e-11,-0.21208004967690203,975,5.348278018733099e-11,healthy,aging,onek1k,NK
ATF3,0.004983025703832905,0.0898653702502605,975,0.005337749567495586,healthy,aging,onek1k,NK
ATF4,0.022140357512334594,-0.07326857243005798,975,0.023399173825744923,healthy,aging,onek1k,NK
ATF5,2.8228167462214395e-10,-0.2002319431359649,975,4.351268740362804e-10,healthy,aging,onek1k,NK
ATF6,6.813932716952743e-13,-0.22731737838718277,975,3.5011426129383198e-12,healthy,aging,onek1k,NK
ATF6B,4.0292487416521745e-12,-0.2196970563718862,975,1.463497240462169e-11,healthy,aging,onek1k,NK
ATF7,1.0953292263260922e-11,-0.2152826037720903,975,2.9967448935328585e-11,healthy,aging,onek1k,NK
ATMIN,7.148081027714956e-11,-0.20673394026742595,975,1.3274521403575134e-10,healthy,aging,onek1k,NK
BACH1,7.110002958459785e-10,-0.19573260020551217,975,9.941420065671203e-10,healthy,aging,onek1k,NK
BACH2,1.3057460225544735e-12,-0.22456065069596512,975,5.936917121830411e-12,healthy,aging,onek1k,NK
BATF,4.0401984699535585e-06,-0.14700180124742374,975,4.584210831257886e-06,healthy,aging,onek1k,NK
BAZ2A,9.621210568761324e-06,-0.14120041806613354,975,1.0858223356173483e-05,healthy,aging,onek1k,NK
BAZ2B,2.3200980607281466e-20,-0.2919084625125445,975,2.691296691548996e-19,healthy,aging,onek1k,NK
BBX,1.225941266141516e-09,-0.1930283219176752,975,1.6415145766845724e-09,healthy,aging,onek1k,NK
BCL11B,3.821486234190881e-05,-0.13147782035958025,975,4.252076232409571e-05,healthy,aging,onek1k,NK
BCL6,0.0210063314877615,-0.07390472541595054,975,0.022275170302458503,healthy,aging,onek1k,NK
BHLHE40,0.017108891563713324,0.07634707397339849,975,0.018172805829019867,healthy,aging,onek1k,NK
BPTF,6.320662289090969e-06,-0.14403761997774808,975,7.1588863202607274e-06,healthy,aging,onek1k,NK
BRF2,1.5592678853233198e-08,-0.17985408077652038,975,1.891472751485041e-08,healthy,aging,onek1k,NK
CAMTA1,2.4467831624852175e-09,-0.18954086395837016,975,3.1687847514023306e-09,healthy,aging,onek1k,NK
CAMTA2,2.61944021864871e-10,-0.20059157121181165,975,4.0675337054613875e-10,healthy,aging,onek1k,NK
CARF,2.8901023379420037e-12,-0.2211431511754409,975,1.1183790932255378e-11,healthy,aging,onek1k,NK
CASZ1,3.460742177045191e-10,-0.19924860100063227,975,5.245057687840194e-10,healthy,aging,onek1k,NK
CC2D1A,6.752008806777306e-11,-0.20699919179336246,975,1.2768792652801992e-10,healthy,aging,onek1k,NK
CDC5L,7.322623016003197e-08,-0.17133960651257826,975,8.699055913746969e-08,healthy,aging,onek1k,NK
CEBPB,1.0115652243583867e-07,0.16950677182429344,975,1.1994544498957544e-07,healthy,aging,onek1k,NK
CEBPD,3.3285714951032935e-19,-0.28150751271369967,975,6.001344661486122e-18,healthy,aging,onek1k,NK
CEBPG,2.0141968979757932e-10,-0.2018499424779085,975,3.2398362307653797e-10,healthy,aging,onek1k,NK
CEBPZ,0.0006791995798241842,-0.10863515332775886,975,0.000736284964749373,healthy,aging,onek1k,NK
CENPT,1.3061302385910578e-09,-0.19271127498709156,975,1.7451888177235276e-09,healthy,aging,onek1k,NK
CENPX,1.572333097894971e-07,-0.1669725137814646,975,1.8470530071924878e-07,healthy,aging,onek1k,NK
CGGBP1,4.40232290694137e-14,-0.23855362702389205,975,3.477834306483682e-13,healthy,aging,onek1k,NK
CHAMP1,1.0281231993243089e-11,-0.21556494991838793,975,2.8624399178016e-11,healthy,aging,onek1k,NK
CHCHD3,3.2371075755895632e-12,-0.22065082610904108,975,1.2105633026346769e-11,healthy,aging,onek1k,NK
CIC,1.5000421372501677e-10,-0.20325187617886367,975,2.521347422018367e-10,healthy,aging,onek1k,NK
CLOCK,5.575235381119011e-13,-0.22816058348696422,975,3.0908321909361536e-12,healthy,aging,onek1k,NK
CREB1,1.953418292137432e-12,-0.2228350264733314,975,8.069021923600373e-12,healthy,aging,onek1k,NK
CREB3,1.169367267942257e-10,-0.20442864005844116,975,2.0472025298512644e-10,healthy,aging,onek1k,NK
CREB3L2,9.739612049297836e-12,-0.21580595816453954,975,2.760284667639566e-11,healthy,aging,onek1k,NK
CREBL2,1.4241426181078995e-10,-0.20349781855407406,975,2.4260327077654786e-10,healthy,aging,onek1k,NK
CREBZF,5.3007777035173225e-12,-0.2184957707774194,975,1.8508792830403027e-11,healthy,aging,onek1k,NK
CREM,0.013549217106000832,0.0790488463452962,975,0.014416002038707956,healthy,aging,onek1k,NK
CSRNP1,0.0038862491588760374,0.09238671019929373,975,0.004184172859300947,healthy,aging,onek1k,NK
CTCF,6.365086119494938e-12,-0.21769045227753675,975,2.036576292531152e-11,healthy,aging,onek1k,NK
CUX1,5.459636143617401e-17,-0.2638298945706963,975,7.499691397317821e-16,healthy,aging,onek1k,NK
CXXC1,8.635629114739876e-12,-0.21634069602009287,975,2.5384732996258616e-11,healthy,aging,onek1k,NK
CXXC5,8.414534018222519e-20,-0.28634812642881585,975,1.4643704685989476e-18,healthy,aging,onek1k,NK
DBP,3.950571795325749e-11,-0.20947602745234195,975,8.322537913379579e-11,healthy,aging,onek1k,NK
DDIT3,0.009342325334344257,0.08320550041462361,975,0.009956744707092026,healthy,aging,onek1k,NK
DEAF1,1.2361448149185103e-11,-0.21474222598686482,975,3.296386170449361e-11,healthy,aging,onek1k,NK
DMTF1,1.6814893397663236e-11,-0.2133609677112176,975,4.35533304139474e-11,healthy,aging,onek1k,NK
DNMT1,9.731949025858702e-12,-0.21580946126666656,975,2.760284667639566e-11,healthy,aging,onek1k,NK
DNTTIP1,2.6222623219032566e-11,-0.2113493388345196,975,6.070585299673472e-11,healthy,aging,onek1k,NK
DOT1L,4.174022259593734e-11,-0.20922318895187225,975,8.649121532561443e-11,healthy,aging,onek1k,NK
DR1,2.8645828429869154e-11,-0.21094680585166048,975,6.44276283322324e-11,healthy,aging,onek1k,NK
DRAP1,0.4397266717417755,-0.024772740323879907,975,0.44607906346838216,healthy,aging,onek1k,NK
E2F3,1.000244025600548e-20,-0.317926940919065,975,1.5422417954641852e-22,healthy,aging,onek1k,NK
E2F4,5.2347421168641415e-12,-0.21855082970049916,975,1.8379761175211875e-11,healthy,aging,onek1k,NK
E2F5,8.8071285474871e-12,-0.21625338395155153,975,2.5532592824274528e-11,healthy,aging,onek1k,NK
E4F1,2.785278848112704e-09,-0.18887961943690967,975,3.5851247087594882e-09,healthy,aging,onek1k,NK
EEA1,1.8581888031811687e-13,-0.23272002307331519,975,1.1862376367782813e-12,healthy,aging,onek1k,NK
EGR1,0.06909771432836277,0.05824085355148535,975,0.07254112201914498,healthy,aging,onek1k,NK
ELF1,0.7424110602746167,-0.010538839927856116,975,0.7435876229691882,healthy,aging,onek1k,NK
ELF2,1.0563476203576166e-08,-0.18193432124312223,975,1.2988554398159176e-08,healthy,aging,onek1k,NK
ELF4,2.1333818358241922e-11,-0.21228589739708367,975,5.185758921572651e-11,healthy,aging,onek1k,NK
ELK3,1.0478318253946135e-20,-0.3022651411297951,975,1.511485682469789e-20,healthy,aging,onek1k,NK
ELK4,1.2789674891992036e-14,-0.24344000769988414,975,1.1072696180464338e-13,healthy,aging,onek1k,NK
EOMES,1.0000000020552642e-20,-0.34963118071097876,975,6.494634992164838e-27,healthy,aging,onek1k,NK
ESRRA,7.232357890563748e-12,-0.2171263686570302,975,2.2296830148859945e-11,healthy,aging,onek1k,NK
ETS1,1.4710459299848773e-05,-0.13827668111417588,975,1.6484060775717053e-05,healthy,aging,onek1k,NK
ETV3,3.1208692520162296e-07,-0.1629557571639939,975,3.632392941573101e-07,healthy,aging,onek1k,NK
ETV6,1.0307447254544851e-20,-0.30361354406312707,975,1.2953777658156442e-20,healthy,aging,onek1k,NK
FAM200B,1.1318189806386863e-09,-0.19342728704605744,975,1.5251803747491041e-09,healthy,aging,onek1k,NK
FLI1,1.3500641080871938e-20,-0.2961028024494862,975,9.218354846296104e-20,healthy,aging,onek1k,NK
FLYWCH1,3.1808043010935313e-10,-0.19965630122100964,975,4.879292034533766e-10,healthy,aging,onek1k,NK
FOS,0.1863496001758312,0.04235578118468845,975,0.19243945639072763,healthy,aging,onek1k,NK
FOSB,0.6965148871857404,-0.01250648900853415,975,0.7009512877410636,healthy,aging,onek1k,NK
FOSL2,0.11283669052920638,0.050811285483619746,975,0.11767786867072348,healthy,aging,onek1k,NK
FOXJ2,4.877740930439342e-10,-0.19758076177500708,975,7.103069741876646e-10,healthy,aging,onek1k,NK
FOXJ3,7.546237108030136e-13,-0.22688707959670676,975,3.785096657996068e-12,healthy,aging,onek1k,NK
FOXK1,1.1583640880324481e-05,-0.13992938124040552,975,1.3026443125204743e-05,healthy,aging,onek1k,NK
FOXN2,2.4119240869238966e-12,-0.22192605888703956,975,9.58701897242706e-12,healthy,aging,onek1k,NK
FOXN3,1.2475608273126052e-06,-0.1545228514351612,975,1.4283667443144206e-06,healthy,aging,onek1k,NK
FOXO1,0.0002796724760891337,-0.11611818741089783,975,0.0003042220393947203,healthy,aging,onek1k,NK
FOXO3,1.1788343142920973e-12,-0.22499643401047353,975,5.478112355239746e-12,healthy,aging,onek1k,NK
FOXP1,7.866511767735645e-14,-0.23622089771950971,975,5.918612863343962e-13,healthy,aging,onek1k,NK
GABPA,9.673741997976623e-12,-0.2158361586605108,975,2.760284667639566e-11,healthy,aging,onek1k,NK
GATA3,2.572231812434375e-14,-0.2406911668448785,975,2.0841665044340063e-13,healthy,aging,onek1k,NK
GATAD2A,1.8884211984253503e-12,-0.2229805444291553,975,7.851856520294878e-12,healthy,aging,onek1k,NK
GATAD2B,5.4628028590499885e-14,-0.23768919610382888,975,4.210354603560479e-13,healthy,aging,onek1k,NK
GFI1,4.4664843613090646e-10,-0.19801019288399502,975,6.579995609053914e-10,healthy,aging,onek1k,NK
GLI4,1.1294196972670208e-09,-0.19343787405525834,975,1.5251803747491041e-09,healthy,aging,onek1k,NK
GLMP,2.009941225509389e-09,-0.1905400186175368,975,2.6299852060364676e-09,healthy,aging,onek1k,NK
GLYR1,7.454299939648286e-13,-0.2269387972985341,975,3.768893998926173e-12,healthy,aging,onek1k,NK
GMEB1,4.9010261204313006e-11,-0.20848349048333026,975,9.802052238862601e-11,healthy,aging,onek1k,NK
GPBP1,1.8539917319136233e-12,-0.22305962647403035,975,7.759753432115298e-12,healthy,aging,onek1k,NK
GPBP1L1,8.238652564670229e-12,-0.21654948997219278,975,2.4794421021674215e-11,healthy,aging,onek1k,NK
GTF2B,0.04808039089246091,-0.06332138767327568,975,0.0506446784067255,healthy,aging,onek1k,NK
GTF2I,2.1885913263567143e-14,-0.24132962501442584,975,1.8392708371797566e-13,healthy,aging,onek1k,NK
GTF2IRD2,1.856912046601166e-16,-0.25940984736787315,975,2.300990614611641e-15,healthy,aging,onek1k,NK
GTF2IRD2B,7.839592474596835e-16,-0.2540996949382703,975,8.542343524043449e-15,healthy,aging,onek1k,NK
GTF3A,1.976680079553857e-06,0.151620443907245,975,2.2509221806811372e-06,healthy,aging,onek1k,NK
GZF1,6.6863650464042575e-12,-0.21747318224284112,975,2.0919716351522232e-11,healthy,aging,onek1k,NK
HBP1,7.694863450506028e-05,-0.12627488487086339,975,8.502016959300364e-05,healthy,aging,onek1k,NK
HES4,0.0008365059723194904,-0.10681003711957653,975,0.000902170263661976,healthy,aging,onek1k,NK
HES6,4.0409583593896975e-05,-0.13106982227839356,975,4.488375541536535e-05,healthy,aging,onek1k,NK
HIF1A,1.6599021012712884e-10,-0.20277132308966705,975,2.7390551643348675e-10,healthy,aging,onek1k,NK
HINFP,1.1128430090944647e-08,-0.1816573883932723,975,1.3630170188896698e-08,healthy,aging,onek1k,NK
HIVEP1,1.3307249387499224e-18,-0.2767811221437236,975,2.255940976459327e-17,healthy,aging,onek1k,NK
HIVEP2,1.5463378102200156e-13,-0.2334730216745169,975,1.0180056592281769e-12,healthy,aging,onek1k,NK
HIVEP3,7.079455617447989e-10,-0.1957538195505589,975,9.9206562087892e-10,healthy,aging,onek1k,NK
HMBOX1,4.32853005725981e-12,-0.21938392048323363,975,1.554335789697841e-11,healthy,aging,onek1k,NK
HMG20A,4.376673617822285e-14,-0.2385769831964839,975,3.477834306483682e-13,healthy,aging,onek1k,NK
HMG20B,3.482710740485859e-11,-0.21005407167947673,975,7.512195178686222e-11,healthy,aging,onek1k,NK
HMGA1,2.984321885590077e-11,-0.21076003417374548,975,6.641167010777918e-11,healthy,aging,onek1k,NK
HMGN3,6.001678226698669e-10,-0.19656597589858602,975,8.485594271164113e-10,healthy,aging,onek1k,NK
HOXB2,1.5473758515149456e-07,-0.16706511611698893,975,1.8211201827884216e-07,healthy,aging,onek1k,NK
HOXB4,2.542036182630665e-10,-0.2007356451902338,975,3.9964349934312947e-10,healthy,aging,onek1k,NK
HSF1,5.4891674450747734e-15,-0.24672293888694452,975,5.177832097443667e-14,healthy,aging,onek1k,NK
HSF2,2.1285066237744125e-11,-0.2122962577730601,975,5.185758921572651e-11,healthy,aging,onek1k,NK
IKZF1,8.522517823249555e-10,-0.19483739249356402,975,1.1734708636667798e-09,healthy,aging,onek1k,NK
IKZF2,5.93009004042158e-15,-0.2464250586519173,975,5.431609544270201e-14,healthy,aging,onek1k,NK
IKZF3,1.1072123676891434e-07,-0.1689907409226126,975,1.3104086449053848e-07,healthy,aging,onek1k,NK
IKZF5,1.0954824135556431e-10,-0.20473588995849212,975,1.9502672825463842e-10,healthy,aging,onek1k,NK
IRF1,0.22380506986925636,0.03899349599288361,975,0.23074193174122354,healthy,aging,onek1k,NK
IRF2,6.926681715595598e-15,-0.2458249532991877,975,6.253795034652026e-14,healthy,aging,onek1k,NK
IRF3,1.6630397833916831e-12,-0.2235261736299538,975,7.101629302591511e-12,healthy,aging,onek1k,NK
IRF7,1.1157923974564023e-09,-0.19349842397760558,975,1.5132635089831036e-09,healthy,aging,onek1k,NK
IRF8,1.0395548479321797e-20,-0.3028456847976342,975,1.4705096407728015e-20,healthy,aging,onek1k,NK
IRF9,5.658053160101446e-12,-0.2182090538475068,975,1.9294615644496288e-11,healthy,aging,onek1k,NK
JAZF1,4.561985204789734e-08,-0.17398898128297513,975,5.460558048156212e-08,healthy,aging,onek1k,NK
JUN,0.09201437205147633,0.05398880632035498,975,0.09643960719159708,healthy,aging,onek1k,NK
JUNB,3.095054792423573e-08,0.176131189748386,975,3.725856435830602e-08,healthy,aging,onek1k,NK
JUND,0.00022491047080251,0.11788976637622196,975,0.00024592286772869606,healthy,aging,onek1k,NK
KAT7,5.373909061259165e-10,-0.19710734439476424,975,7.736470447955791e-10,healthy,aging,onek1k,NK
KCMF1,9.380862797692262e-11,-0.20546414021158013,975,1.7085606015877548e-10,healthy,aging,onek1k,NK
KDM2A,0.005142987997603574,-0.08954057246339951,975,0.005499777351075227,healthy,aging,onek1k,NK
KDM2B,8.690890888185831e-10,-0.19474049060200951,975,1.1914626987571032e-09,healthy,aging,onek1k,NK
KDM5B,5.632453949413236e-17,-0.26371839102425,975,7.572508289423756e-16,healthy,aging,onek1k,NK
KIN,3.0688466442358335e-10,-0.19982923532176117,975,4.719005058622498e-10,healthy,aging,onek1k,NK
KLF10,4.632474283529453e-07,-0.16059638226764714,975,5.352328605467186e-07,healthy,aging,onek1k,NK
KLF11,1.569093467432838e-09,-0.19179037354272188,975,2.078966606732146e-09,healthy,aging,onek1k,NK
KLF12,6.967934636122613e-06,-0.14338404860974516,975,7.877879588603729e-06,healthy,aging,onek1k,NK
KLF13,2.0146449980284717e-10,-0.2018488805393709,975,3.2398362307653797e-10,healthy,aging,onek1k,NK
KLF2,2.759534339012725e-15,0.24935714218177096,975,2.8129344875097454e-14,healthy,aging,onek1k,NK
KLF3,0.021421160996374915,0.07366863187315273,975,0.022677007955961382,healthy,aging,onek1k,NK
KLF4,1.1058254361144069e-20,-0.29982445670773833,975,3.0400761647411454e-20,healthy,aging,onek1k,NK
KLF6,0.004355752286867072,0.09123732361323392,975,0.004673744389303887,healthy,aging,onek1k,NK
KLF7,2.598900701831177e-10,-0.20062939305936056,975,4.0555685024545775e-10,healthy,aging,onek1k,NK
KLF9,1.2593237649117969e-08,-0.18099839077835173,975,1.5364722382695434e-08,healthy,aging,onek1k,NK
KMT2A,7.411740116172352e-09,-0.18380651240964746,975,9.220905026406705e-09,healthy,aging,onek1k,NK
KMT2B,9.091997921694384e-09,-0.18272928584226344,975,1.126694644412653e-08,healthy,aging,onek1k,NK
L3MBTL3,4.555110489700709e-12,-0.21916064143047168,975,1.6264575272151684e-11,healthy,aging,onek1k,NK
LCOR,4.0862242198688534e-11,-0.20932091967350483,975,8.523081539026783e-11,healthy,aging,onek1k,NK
LCORL,2.5163133485923938e-11,-0.2115368940158679,975,5.933992670441765e-11,healthy,aging,onek1k,NK
LEF1,1.366494834451834e-13,-0.2339783231118272,975,9.387224697538684e-13,healthy,aging,onek1k,NK
LIN54,5.7535331535155337e-11,-0.20774193362234752,975,1.1222941211079684e-10,healthy,aging,onek1k,NK
MAF,2.4145449899580006e-06,-0.1503415655719498,975,2.744590708009802e-06,healthy,aging,onek1k,NK
MAFF,0.42680080225762485,-0.025478618640093834,975,0.43366255149006255,healthy,aging,onek1k,NK
MAX,4.531107665804144e-11,-0.20884537194095185,975,9.267508233515271e-11,healthy,aging,onek1k,NK
MAZ,8.859152856752508e-15,-0.24487104758209813,975,7.885884909109275e-14,healthy,aging,onek1k,NK
MBD1,5.483083139144862e-12,-0.2183471835602125,975,1.9040156800107436e-11,healthy,aging,onek1k,NK
MBD2,2.2340908189518007e-11,-0.2120769027126992,975,5.348278018733099e-11,healthy,aging,onek1k,NK
MBD4,4.057880822854587e-09,-0.18694564805339,975,5.149760401682287e-09,healthy,aging,onek1k,NK
MBD6,6.380413078372912e-12,-0.21767984584263092,975,2.036576292531152e-11,healthy,aging,onek1k,NK
MBNL2,5.031869304920091e-10,-0.1974288592374877,975,7.310669886543213e-10,healthy,aging,onek1k,NK
MECP2,8.577104876679448e-10,-0.19480577392113096,975,1.1784196265213504e-09,healthy,aging,onek1k,NK
MEF2A,1.0463254327461302e-20,-0.3023630078313624,975,1.511485682469789e-20,healthy,aging,onek1k,NK
MEF2C,1.0034012661013794e-20,-0.31022714186955924,975,1.6461253578192928e-21,healthy,aging,onek1k,NK
MEF2D,2.1185695236410622e-08,-0.17819928914939048,975,2.560106957821261e-08,healthy,aging,onek1k,NK
MGA,1.4649987427416004e-12,-0.22406909618252854,975,6.510718187411863e-12,healthy,aging,onek1k,NK
MLX,4.838837134826185e-11,-0.20854242159693118,975,9.708397043105234e-11,healthy,aging,onek1k,NK
MLXIP,2.1637724425410275e-18,-0.2751186379374312,975,3.5820636412787615e-17,healthy,aging,onek1k,NK
MNT,1.5420994295151462e-07,-0.16708487853416396,975,1.8182963422640098e-07,healthy,aging,onek1k,NK
MTERF1,9.631464816916405e-13,-0.22585503721904998,975,4.542601269471021e-12,healthy,aging,onek1k,NK
MTERF2,2.430289253858527e-10,-0.200951374119003,975,3.830281317644362e-10,healthy,aging,onek1k,NK
MTERF3,4.1485076227718443e-10,-0.19836951662379743,975,6.154593468377008e-10,healthy,aging,onek1k,NK
MTERF4,2.0207348353375546e-11,-0.21253141240678508,975,4.988689122270838e-11,healthy,aging,onek1k,NK
MTF1,1.0128733794548256e-08,-0.18215739308836468,975,1.2478284128943816e-08,healthy,aging,onek1k,NK
MTF2,2.8489895235351435e-15,-0.24923562144680242,975,2.8580239029749375e-14,healthy,aging,onek1k,NK
MXD1,9.565369156556086e-11,-0.20537283939828788,975,1.7371589960665073e-10,healthy,aging,onek1k,NK
MXD4,4.2034024337237657e-08,-0.17444321901719162,975,5.0408924821874534e-08,healthy,aging,onek1k,NK
MXI1,0.10895175557342851,-0.05136660811119123,975,0.11381406532629226,healthy,aging,onek1k,NK
MYBL1,8.01362782046139e-10,-0.1951420263986809,975,1.1082303681550107e-09,healthy,aging,onek1k,NK
MYC,1.5301866756768448e-13,-0.23351597838340915,975,1.0180056592281769e-12,healthy,aging,onek1k,NK
MYNN,1.1583079364217229e-10,-0.20447340335789435,975,2.033473932653691e-10,healthy,aging,onek1k,NK
MYSM1,1.3514228075724121e-11,-0.21434293062149834,975,3.558746723974019e-11,healthy,aging,onek1k,NK
MZF1,1.001839542132646e-20,-0.3120437949456159,975,9.688255231936147e-22,healthy,aging,onek1k,NK
NACC2,1.1844242721103825e-10,-0.20436835562072836,975,2.062138126475377e-10,healthy,aging,onek1k,NK
NCOA1,7.245966204173689e-08,-0.17139897146692318,975,8.624200830578416e-08,healthy,aging,onek1k,NK
NCOA2,3.415777200949012e-09,-0.18783344162128002,975,4.3611539211989e-09,healthy,aging,onek1k,NK
NCOA3,4.818323307321196e-15,-0.24722460124219311,975,4.684883092656917e-14,healthy,aging,onek1k,NK
NFAT5,8.854375814962478e-09,-0.18286926747217497,975,1.0994038339980287e-08,healthy,aging,onek1k,NK
NFATC1,6.23740485151441e-10,-0.19637684075990136,975,8.7991961296739e-10,healthy,aging,onek1k,NK
NFATC2,1.5547275725622674e-09,-0.19183665852239656,975,2.0642601383467078e-09,healthy,aging,onek1k,NK
NFATC3,6.8370858182021395e-09,-0.18423021941090842,975,8.556511360588975e-09,healthy,aging,onek1k,NK
NFE2L1,8.327583870572382e-11,-0.206021496062937,975,1.5255168132086216e-10,healthy,aging,onek1k,NK
NFE2L2,0.3153757154148773,-0.0321868843820106,975,0.32356729243864035,healthy,aging,onek1k,NK
NFE2L3,1.0000016556307647e-20,-0.33193205183735436,975,1.7439310721453405e-24,healthy,aging,onek1k,NK
NFIC,1.0565411377583123e-20,-0.30175294356722543,975,1.7016190030120666e-20,healthy,aging,onek1k,NK
NFIL3,4.9251895539480895e-09,-0.18594215498678324,975,6.188309737751238e-09,healthy,aging,onek1k,NK
NFKB1,0.1150869560283987,-0.05049647898434102,975,0.11982694598014494,healthy,aging,onek1k,NK
NFKB2,0.00035574649563167155,-0.11413309404716948,975,0.00038630890934573264,healthy,aging,onek1k,NK
NFX1,5.534105436296117e-13,-0.22819163871395357,975,3.0908321909361536e-12,healthy,aging,onek1k,NK
NFYA,2.062489980425147e-11,-0.21243888129884558,975,5.071959793761451e-11,healthy,aging,onek1k,NK
NFYB,1.8326943621851106e-11,-0.21297271909673599,975,4.6145929731832265e-11,healthy,aging,onek1k,NK
NFYC,6.943123805144147e-11,-0.20686935685667285,975,1.30209324754276e-10,healthy,aging,onek1k,NK
NME2,0.4789430707579494,0.022700457921074946,975,0.4843072331504384,healthy,aging,onek1k,NK
NR1D2,0.14381582411474994,-0.046847146625639303,975,0.14949276454033217,healthy,aging,onek1k,NK
NR1H2,4.67860818968882e-08,-0.1738486758913144,975,5.589565927944616e-08,healthy,aging,onek1k,NK
NR2C1,6.272293302677741e-12,-0.2177552046273894,975,2.0328663389601706e-11,healthy,aging,onek1k,NK
NR2C2,2.0111585529088026e-11,-0.21255289723646614,975,4.984518450221033e-11,healthy,aging,onek1k,NK
NR3C1,5.153653082848951e-10,-0.19731200714694358,975,7.470432908938847e-10,healthy,aging,onek1k,NK
NR3C2,1.2716740371096683e-06,-0.15440318261739847,975,1.4533417566967523e-06,healthy,aging,onek1k,NK
NR4A1,0.057943491857749864,0.06074644572903441,975,0.06093225766072864,healthy,aging,onek1k,NK
NR4A2,0.027242301043043024,0.07071567218570657,975,0.028743128980305826,healthy,aging,onek1k,NK
NR4A3,0.2939176494651522,0.0336466613570892,975,0.3020422023771971,healthy,aging,onek1k,NK
NRF1,4.11070497745317e-11,-0.2092934646771673,975,8.545939293152643e-11,healthy,aging,onek1k,NK
PA2G4,7.567201675593994e-10,-0.1954252013750566,975,1.0510926283323527e-09,healthy,aging,onek1k,NK
PATZ1,5.677926524958724e-15,-0.246592637733336,975,5.2771224173145786e-14,healthy,aging,onek1k,NK
PBX2,8.210633321661546e-12,-0.21656459669541342,975,2.4794421021674215e-11,healthy,aging,onek1k,NK
PBX3,1.3021428005331848e-13,-0.23417514435443937,975,9.043452601505196e-13,healthy,aging,onek1k,NK
PCGF6,5.1373840689048274e-11,-0.20826598734017512,975,1.0178140222306743e-10,healthy,aging,onek1k,NK
PHF1,0.15566060279816987,-0.04550539375863718,975,0.16101063988288603,healthy,aging,onek1k,NK
PHF19,2.3849897935186874e-10,-0.20104159356805268,975,3.7715682944935e-10,healthy,aging,onek1k,NK
PHF20,0.14673377329889634,-0.04650900337947367,975,0.15227544289803363,healthy,aging,onek1k,NK
PHF21A,6.5773899497041865e-12,-0.21754571134991108,975,2.0681146477079833e-11,healthy,aging,onek1k,NK
PIN1,3.628979425806769e-09,-0.18752187921472893,975,4.6240221715797535e-09,healthy,aging,onek1k,NK
PKNOX1,1.1328255963081271e-10,-0.20457815323425102,975,1.9998485385573638e-10,healthy,aging,onek1k,NK
PLSCR1,1.2767472338833164e-17,-0.26897263627499013,975,1.9665176873518438e-16,healthy,aging,onek1k,NK
