gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
TCF7,3.0666688475627517e-07,-0.20400674560546625,619,1.0214940860790892e-06,healthy,aging,aida,NK,6.00112518326795e-23,1.08534635457389e-21,20.96443164810416,Decrease in aging
TERF1,1.1498751124726867e-06,0.19403523578670273,619,2.810312533572242e-06,healthy,aging,aida,NK,1.89075448899877e-09,2.19202855592715e-09,8.659153792523067,Inconsistent
TERF2,3.418673471764027e-07,0.203205669181557,619,1.1070950239450417e-06,healthy,aging,aida,NK,1.52744844740506e-16,4.71646276686538e-16,15.326383589659212,Inconsistent
TET2,0.023819671409913337,0.09083384186736637,619,0.03003556175791861,healthy,aging,aida,NK,1.10563295773101e-09,1.29126505949028e-09,8.888984600445884,Inconsistent
TET3,7.754927541710424e-05,0.1581571851979826,619,0.0001281689068904099,healthy,aging,aida,NK,1.1985156733036e-15,2.48741121705305e-15,14.60425241153985,Inconsistent
TFCP2,5.5184732664224233e-08,0.21624822080563028,619,3.147021241121976e-07,healthy,aging,aida,NK,1.06442620182442e-17,7.01856026827975e-17,16.15375196645543,Inconsistent
TFDP1,0.0008674379697112409,0.1335272041856528,619,0.0012622718042004954,healthy,aging,aida,NK,2.20735823663061e-14,3.44152158568269e-14,13.463249502148754,Inconsistent
TFDP2,6.1517484767438796e-06,0.18058750221275702,619,1.2018693783268136e-05,healthy,aging,aida,NK,2.01619267928582e-07,2.25088177422914e-07,6.647647315371893,Inconsistent
TFE3,2.186115311504924e-07,0.20648166811709082,619,8.140064659897745e-07,healthy,aging,aida,NK,1.40142843379677e-15,2.8802084369914204e-15,14.540576081768686,Inconsistent
TFEB,1.3564646882599375e-08,0.22575335762119605,619,1.2866911563177683e-07,healthy,aging,aida,NK,1.00706184143404e-16,3.39588104946157e-16,15.469047530579797,Inconsistent
TGIF1,0.44843531225149547,0.030522239114914914,619,0.4919576302516406,healthy,aging,aida,NK,0.0005349541935841,0.0005524078377467,3.2577401681346907,Inconsistent
TGIF2,0.2104440734977549,0.05040588976522056,619,0.24045324643335533,healthy,aging,aida,NK,1.86294838035521e-08,2.11713882363528e-08,7.674250663774609,Inconsistent
THAP1,2.0782454218305443e-09,0.23783821105583894,619,4.0416992354142524e-08,healthy,aging,aida,NK,3.71377015488299e-17,1.65550458312742e-16,15.78106961260192,Inconsistent
THAP11,1.897067593510361e-09,0.23840922632764713,619,4.0416992354142524e-08,healthy,aging,aida,NK,1.6420353280489802e-17,9.4491669332273e-17,16.024606478501372,Inconsistent
THAP12,2.427800413350478e-07,0.20571817180657617,619,8.879568733670003e-07,healthy,aging,aida,NK,1.00814997081902e-17,6.71746243714145e-17,16.17279475338572,Inconsistent
THAP3,6.288116705225188e-05,0.16012774968943624,619,0.00010530100196845356,healthy,aging,aida,NK,1.10930942695793e-12,1.47830077318814e-12,11.83023719595019,Inconsistent
THAP4,1.7708664522034561e-09,0.23883920862171254,619,4.0416992354142524e-08,healthy,aging,aida,NK,3.98363009785225e-16,1.0463227601412701e-15,14.98033432758493,Inconsistent
THAP5,8.969240589811322e-07,0.19594883540593333,619,2.2801322463255286e-06,healthy,aging,aida,NK,1.51167226179479e-16,4.71190322124652e-16,15.326803638193416,Inconsistent
THAP6,1.108129843162867e-06,0.1943212748585538,619,2.7293626098135987e-06,healthy,aging,aida,NK,2.98447097522703e-14,4.59652099104309e-14,13.337570752239676,Inconsistent
THAP7,4.0477099072443695e-09,0.23361977373449544,619,5.7197049944224166e-08,healthy,aging,aida,NK,8.14145449457224e-16,1.8400042384696603e-15,14.735181176587275,Inconsistent
THRA,5.1618660237709875e-08,0.21671059538598872,619,2.9976708193092064e-07,healthy,aging,aida,NK,6.81871404404347e-12,8.667160622248029e-12,11.062123154894591,Inconsistent
THYN1,2.763020501987898e-05,0.167642405818773,619,4.89913719260039e-05,healthy,aging,aida,NK,7.19365423690063e-17,2.6274015283011e-16,15.580473551804705,Inconsistent
TMF1,0.05055415374686668,0.07862516385707395,619,0.06162404870492518,healthy,aging,aida,NK,7.37708517452394e-06,7.95518724952922e-06,5.099349593455464,Inconsistent
TOPORS,0.01755390118769351,0.09543007953407523,619,0.022357383202837006,healthy,aging,aida,NK,1.04842081908628e-07,1.17460243979047e-07,6.930109101410278,Inconsistent
TP53,4.1746417490132546e-07,0.2017244053584428,619,1.2352083860631823e-06,healthy,aging,aida,NK,6.4223530617207495e-22,1.0423973046331401e-20,19.98196672026599,Inconsistent
TRAFD1,2.1923177176490942e-08,0.22254917845792743,619,1.6959196968338644e-07,healthy,aging,aida,NK,1.7865744665332402e-17,1.0007979091288001e-16,15.999653610643547,Inconsistent
TRERF1,4.372411983603194e-05,0.16348895552180479,619,7.562122365084214e-05,healthy,aging,aida,NK,1.72025531655361e-12,2.2685866987050797e-12,11.644244618624235,Inconsistent
TRPS1,0.5291744158777404,0.025339523920987733,619,0.5755453698464084,healthy,aging,aida,NK,1.49118587666879e-11,1.85446102147611e-11,10.731782290583277,Inconsistent
TSC22D1,0.159907686308962,0.0565561726733081,619,0.18504856569208947,healthy,aging,aida,NK,5.54248143279058e-10,6.52117239211234e-10,9.185674318738485,Inconsistent
TSHZ1,8.273812463673461e-05,0.1575437309698359,619,0.0001363886273308672,healthy,aging,aida,NK,2.6931446824398496e-11,3.3361263874450495e-11,10.4767575046979,Inconsistent
TTF1,3.4979305653871775e-07,0.20303629295330794,619,1.1070950239450417e-06,healthy,aging,aida,NK,7.60877210300655e-16,1.7534959247342402e-15,14.75609523911666,Inconsistent
UBP1,1.410910635474706e-07,0.20963920744939232,619,6.164803262553266e-07,healthy,aging,aida,NK,1.3535537467435799e-16,4.26268418750591e-16,15.370316842043026,Inconsistent
USF1,3.039079640253084e-07,0.2040732257117878,619,1.0214940860790892e-06,healthy,aging,aida,NK,7.56830382944006e-16,1.7534959247342402e-15,14.75609523911666,Inconsistent
USF2,6.874352701577864e-05,0.15929283851023504,619,0.0001148143868099944,healthy,aging,aida,NK,3.65224284244105e-12,4.679898217136e-12,11.329763592271362,Inconsistent
USF3,2.3031816044129643e-05,0.16926239973052626,619,4.141801010208541e-05,healthy,aging,aida,NK,5.3563352226402e-14,7.97778869630881e-14,13.098117470814145,Inconsistent
VEZF1,0.0001830344822533098,0.14983072269990214,619,0.00028821101310036093,healthy,aging,aida,NK,2.0281271783910302e-19,2.25228860337109e-18,17.647375960703084,Inconsistent
XBP1,0.8287225847877003,0.00871289235096611,619,0.8529778799522184,healthy,aging,aida,NK,1.22593741718335e-06,1.34491921157203e-06,5.871303802666959,Inconsistent
XPA,5.615507620732318e-06,0.18134429230775012,619,1.1076515721871724e-05,healthy,aging,aida,NK,2.25550302483495e-19,2.4616093357250398e-18,17.608780869683013,Inconsistent
YBX1,4.833628603811055e-06,-0.1825816776441414,619,9.74422581596305e-06,healthy,aging,aida,NK,3.38769957351311e-16,9.12516523418637e-16,15.03975926280073,Inconsistent
YBX3,0.001803442363544493,-0.12519580692520738,619,0.0025089648706014597,healthy,aging,aida,NK,1.2330540295044702e-09,1.4347852953609e-09,8.843213082913511,Decrease in aging
YY1,1.3619005919951103e-08,0.2257268617432674,619,1.2866911563177683e-07,healthy,aging,aida,NK,1.81917607909432e-14,2.87166697772245e-14,13.541865925893315,Inconsistent
ZBED1,3.100556056778808e-05,0.16660881351481704,619,5.451811066502738e-05,healthy,aging,aida,NK,1.2258894692043999e-13,1.78388053794571e-13,12.748634232610193,Inconsistent
ZBED4,0.014855769952328844,-0.09786881378835686,619,0.019074447017898902,healthy,aging,aida,NK,6.15707683828315e-19,6.18639625179878e-18,17.208562265959387,Decrease in aging
ZBED5,0.00023292849074585438,0.14741418222302588,619,0.00036316190798553157,healthy,aging,aida,NK,2.59852954531827e-17,1.31471934003785e-16,15.881166948377322,Inconsistent
ZBED6,3.32220423062885e-08,0.21973532634448906,619,2.317694584761986e-07,healthy,aging,aida,NK,2.2994773070422202e-15,4.3842443836076104e-15,14.358105245697464,Inconsistent
ZBTB1,0.6648291077188406,0.01744795317286397,619,0.709674241460415,healthy,aging,aida,NK,0.008047785049736,0.0080861078356871,2.092260471247264,Inconsistent
ZBTB10,0.23312651408427204,0.04799372730828861,619,0.26398762686108085,healthy,aging,aida,NK,4.75651602287913e-07,5.25458052789265e-07,6.279461947893173,Inconsistent
ZBTB11,8.832079537672153e-07,0.19606691541206067,619,2.2543170755429324e-06,healthy,aging,aida,NK,2.08140996505119e-16,6.099687536469449e-16,15.214692411655262,Inconsistent
ZBTB14,8.398296117442383e-06,0.1779806064409623,619,1.6012413982954903e-05,healthy,aging,aida,NK,1.40002549736887e-15,2.8802084369914204e-15,14.540576081768686,Inconsistent
ZBTB16,0.7249582335077174,-0.014169575428805512,619,0.7635583391187772,healthy,aging,aida,NK,4.42442387756846e-13,6.12835955033006e-13,12.212655762607902,Inconsistent
ZBTB17,3.916904115670905e-07,0.20219811723900377,619,1.192019377509463e-06,healthy,aging,aida,NK,6.23688760912087e-16,1.4854780317128801e-15,14.828133766463091,Inconsistent
ZBTB2,5.4167022904485415e-05,0.16151580977003718,619,9.192419704702217e-05,healthy,aging,aida,NK,9.814271686772699e-13,1.3134109889486498e-12,11.881599354410694,Inconsistent
ZBTB20,0.06850887052973036,0.07326775807542776,619,0.08197753316695523,healthy,aging,aida,NK,8.05322527744864e-13,1.08231244174628e-12,11.965647349082767,Inconsistent
ZBTB21,3.0996751006564296e-05,0.16661136946865732,619,5.451811066502738e-05,healthy,aging,aida,NK,4.0933408239662796e-12,5.2345146294356594e-12,11.281123582090277,Inconsistent
ZBTB24,7.483469727661816e-10,0.24415070846012793,619,2.6316868542277386e-08,healthy,aging,aida,NK,2.02966104970082e-16,5.97569974167731e-16,15.22361123244579,Inconsistent
ZBTB25,0.000207959871004654,0.14855542826595858,619,0.0003258381147176881,healthy,aging,aida,NK,3.3937845194680503e-15,6.13790171663793e-15,14.211980070003829,Inconsistent
ZBTB33,1.1335623769406054e-07,0.21119925032502995,619,5.354813317935845e-07,healthy,aging,aida,NK,1.5718844333548501e-15,3.1891116869026303e-15,14.496330270924444,Inconsistent
ZBTB37,2.505143585120065e-08,0.22165029251329765,619,1.8655951639776483e-07,healthy,aging,aida,NK,6.79494421277715e-17,2.56023790874282e-16,15.591719676229767,Inconsistent
ZBTB38,1.847257052154493e-13,0.2900056844529762,619,3.89771238004598e-11,healthy,aging,aida,NK,8.5859532995591e-12,1.0762194927962198e-11,10.968099146152033,Inconsistent
ZBTB4,1.5031296220762082e-07,0.2091856901348171,619,6.388772100982124e-07,healthy,aging,aida,NK,2.8901339786068203e-15,5.3649701127804e-15,14.27043269306256,Inconsistent
ZBTB40,6.054240458515911e-07,0.19893831444661644,619,1.6475711854018202e-06,healthy,aging,aida,NK,1.0452847724548e-15,2.24293308801319e-15,14.64918368225301,Inconsistent
ZBTB41,2.0040391030232087e-07,0.20711265973148832,619,7.824321622363611e-07,healthy,aging,aida,NK,1.17716916542384e-15,2.45923459311317e-15,14.609200040746861,Inconsistent
ZBTB43,0.0015203760007329967,0.1271830230763335,619,0.002162692153851656,healthy,aging,aida,NK,1.4098331989269398e-12,1.86699668393463e-12,11.728856453422196,Inconsistent
ZBTB44,3.619406240430593e-07,0.20278373434611746,619,1.1335934054707057e-06,healthy,aging,aida,NK,9.01846892196973e-14,1.32145621009417e-13,12.878947223776738,Inconsistent
ZBTB5,4.642945181667479e-06,0.18291243325496098,619,9.419821474344598e-06,healthy,aging,aida,NK,8.660436640381201e-15,1.43885994576412e-14,13.841981476905621,Inconsistent
ZBTB7A,1.5741019343304937e-06,0.19158888428384752,619,3.663259280997068e-06,healthy,aging,aida,NK,1.85415093526211e-10,2.2061607932724e-10,9.656362837731697,Inconsistent
ZBTB7B,2.6920337589035997e-07,0.20496310255179234,619,9.466985385477659e-07,healthy,aging,aida,NK,7.00237252253717e-16,1.6356095227918902e-15,14.786320369575312,Inconsistent
ZC3H8,9.633327612137717e-05,0.15609377125464705,619,0.0001571622777959581,healthy,aging,aida,NK,2.98410301933037e-19,3.20158849362055e-18,17.49463448954185,Inconsistent
ZEB1,6.043714705748519e-07,-0.19895144850644927,619,1.6475711854018202e-06,healthy,aging,aida,NK,1.42238943373347e-26,4.28748815025373e-25,24.36779706724924,Decrease in aging
ZEB2,1.974402370722136e-09,0.2381592742872443,619,4.0416992354142524e-08,healthy,aging,aida,NK,1.28251467642174e-08,1.46012911901972e-08,7.835608737915345,Increase in aging
ZFAT,0.02799087309344644,0.0883273874895535,619,0.03480986771739017,healthy,aging,aida,NK,1.25151810581161e-13,1.81699761692373e-13,12.740645642288857,Inconsistent
ZFHX3,9.165835927811966e-10,-0.242911475751159,619,2.9009870711524876e-08,healthy,aging,aida,NK,3.7702436328136096e-33,7.95521406523671e-31,30.09934812951831,Decrease in aging
ZFP14,3.2381994437447362e-09,0.23504075753733636,619,5.394158547080048e-08,healthy,aging,aida,NK,1.41880975176923e-17,8.55339593209449e-17,16.067861424247738,Inconsistent
ZFP62,5.196774152913611e-06,0.18198487507566719,619,1.0344522134573321e-05,healthy,aging,aida,NK,1.31792067143596e-12,1.7526129937373098e-12,11.75631397280514,Inconsistent
ZFP64,8.532361626817364e-07,0.1963311909165587,619,2.195522321046907e-06,healthy,aging,aida,NK,7.64557464813032e-16,1.7534959247342402e-15,14.75609523911666,Inconsistent
ZFP90,4.0879360192237656e-07,0.20188054630096436,619,1.2205959906455868e-06,healthy,aging,aida,NK,4.12680835550408e-17,1.8015653027821299e-16,15.744349991035767,Inconsistent
ZFP91,9.101028006305898e-08,0.21275238453335663,619,4.500742756243464e-07,healthy,aging,aida,NK,1.51852805234485e-16,4.71190322124652e-16,15.326803638193416,Inconsistent
ZFX,2.7147736264941146e-06,0.18726709532405056,619,5.925695536450947e-06,healthy,aging,aida,NK,6.76255897348825e-16,1.5913382268468601e-15,14.79823750455082,Inconsistent
ZFY,0.05062323116360362,0.07860170475598521,619,0.06162404870492518,healthy,aging,aida,NK,7.32093666102363e-06,7.90811076182245e-06,5.10192725654205,Inconsistent
ZGPAT,1.3175443647251108e-09,0.24067681290052303,619,3.6686233971919855e-08,healthy,aging,aida,NK,5.97448069749167e-18,4.35615406616549e-17,16.360896768745857,Inconsistent
ZHX1,4.625868731360572e-08,0.21746720833566613,619,2.7887380066202303e-07,healthy,aging,aida,NK,8.071910064209681e-17,2.88673393821736e-16,15.539593241920732,Inconsistent
ZHX2,0.0003279325416127717,0.14392019332332986,619,0.0005014041034803973,healthy,aging,aida,NK,5.28085245732851e-16,1.30069245349764e-15,14.885825379486343,Inconsistent
ZKSCAN1,0.009860510518375708,0.1036563790093842,619,0.012922780865697356,healthy,aging,aida,NK,1.33337199227945e-21,2.05859627100706e-20,19.686428818251393,Inconsistent
ZKSCAN5,1.5892978099000877e-06,0.1915135469117427,619,3.685075141636467e-06,healthy,aging,aida,NK,4.46069700766562e-14,6.7069387312407e-14,13.173475660977914,Inconsistent
ZKSCAN8,7.602921399513696e-06,0.17881789642868812,619,1.4672711115524909e-05,healthy,aging,aida,NK,7.96340766141911e-15,1.34064815151019e-14,13.872685186285256,Inconsistent
ZMAT1,0.17030442139655094,-0.05518377729990668,619,0.1963619284954768,healthy,aging,aida,NK,1.1803104432048499e-18,1.09873016257158e-17,16.959108952977076,Decrease in aging
ZNF10,0.8277710704104831,0.008762062829299887,619,0.8529778799522184,healthy,aging,aida,NK,2.3574865318621402e-20,2.92605681307595e-19,18.533717245754847,Inconsistent
ZNF100,0.05311174045803398,0.07777390469588429,619,0.06452923552770731,healthy,aging,aida,NK,2.81010788235886e-13,3.95288508785146e-13,12.403085810609571,Inconsistent
ZNF101,0.0006433433117223069,0.13679718018045403,619,0.0009514867203743465,healthy,aging,aida,NK,5.1184465149855905e-14,7.6595192529217e-14,13.11579848785504,Inconsistent
ZNF107,1.9233113633895897e-07,0.20741031447475225,619,7.681611149214453e-07,healthy,aging,aida,NK,2.24083703497147e-16,6.44749928698609e-16,15.190608697217636,Inconsistent
ZNF12,1.1893458612539562e-07,0.21085786599527048,619,5.495298760392367e-07,healthy,aging,aida,NK,8.51565688953681e-16,1.8980319757312704e-15,14.721696475382556,Inconsistent
ZNF121,0.0008247515083496787,0.13408440212283917,619,0.00120569908726408,healthy,aging,aida,NK,2.48567485008153e-16,6.962089292485001e-16,15.15726041095911,Inconsistent
ZNF124,0.6223858363597732,0.019832253202289242,619,0.6700174054689395,healthy,aging,aida,NK,1.21485060480127e-13,1.77189039824702e-13,12.751563145264232,Inconsistent
ZNF131,0.0004745534056474539,0.14005498376142173,619,0.0007101472949759771,healthy,aging,aida,NK,1.1548463717306e-14,1.8744044956550502e-14,13.727136682778657,Inconsistent
ZNF134,0.001784968154307356,0.12531644288517502,619,0.0024887331314461594,healthy,aging,aida,NK,1.6264800277612101e-15,3.2644612181216902e-15,14.48618848645783,Inconsistent
ZNF136,0.0001009913230567078,0.1556411143601765,619,0.0001639166858843488,healthy,aging,aida,NK,9.04038111763967e-11,1.09209184111945e-10,9.961740837442452,Inconsistent
ZNF138,4.421394230245473e-06,0.18331343963667843,619,9.028201766920595e-06,healthy,aging,aida,NK,4.07754607630188e-15,7.250243444660361e-15,14.139647410684509,Inconsistent
ZNF14,0.09091501011316137,0.06800935121876445,619,0.10736791306274468,healthy,aging,aida,NK,2.17190812647754e-06,2.36629577290927e-06,5.625930972085875,Inconsistent
ZNF141,5.96880343532759e-07,0.19904556328201453,619,1.6427185106792888e-06,healthy,aging,aida,NK,3.5676777488739e-17,1.61310001074084e-16,15.792338705911465,Inconsistent
ZNF142,7.23975992544178e-07,0.19758381075009712,619,1.933657397807868e-06,healthy,aging,aida,NK,3.03753944773824e-15,5.589425786099721e-15,14.252632805841207,Inconsistent
ZNF143,1.9229205484644786e-08,0.22342905924083378,619,1.62294494290402e-07,healthy,aging,aida,NK,9.90842262014233e-17,3.39588104946157e-16,15.469047530579797,Inconsistent
ZNF146,7.648047137472145e-07,0.19716638046697021,619,2.0088024224148825e-06,healthy,aging,aida,NK,9.091764125745601e-18,6.18826525978168e-17,16.20843107855535,Inconsistent
ZNF148,0.0005688742467512652,0.138122657351678,619,0.000845299056792373,healthy,aging,aida,NK,2.9818281379264194e-11,3.67933179592091e-11,10.434231046460757,Inconsistent
ZNF16,3.7975931545511912e-06,0.18455527891243498,619,7.907488377733237e-06,healthy,aging,aida,NK,2.97520737096204e-13,4.16660678278534e-13,12.38021748349387,Inconsistent
ZNF160,3.058599365460652e-07,0.20402613036429468,619,1.0214940860790892e-06,healthy,aging,aida,NK,8.2663902189822e-17,2.92394324823253e-16,15.534031060995517,Inconsistent
ZNF18,6.304175730614723e-08,0.2153238259355448,619,3.47003759780793e-07,healthy,aging,aida,NK,1.10730620188432e-15,2.3286539062883e-15,14.632895053224974,Inconsistent
ZNF184,0.0031838215046816956,0.11836900605659653,619,0.004334105403147341,healthy,aging,aida,NK,1.04090192227526e-08,1.18933378483797e-08,7.924696244145116,Inconsistent
ZNF189,8.42853362579265e-07,0.19642482486912427,619,2.177657871480305e-06,healthy,aging,aida,NK,4.43137123868581e-16,1.1265293148948302e-15,14.948257502447552,Inconsistent
ZNF195,3.945401018728073e-08,0.21856044799805374,619,2.5226654998534045e-07,healthy,aging,aida,NK,4.19532928731286e-17,1.81702481363186e-16,15.74063914184452,Inconsistent
ZNF197,9.370135350665469e-07,0.1956133980974855,619,2.363066006761451e-06,healthy,aging,aida,NK,2.15787151676834e-15,4.15177103378224e-15,14.38176660542618,Inconsistent
ZNF207,1.3201992753385604e-06,0.19296302580393193,619,3.159771960328193e-06,healthy,aging,aida,NK,2.10988631408147e-16,6.13248974336123e-16,15.212363169482009,Inconsistent
ZNF211,3.1545467466858277e-06,0.1860589895776913,619,6.768908781871623e-06,healthy,aging,aida,NK,1.2900994177858e-14,2.0832472741286e-14,13.681259177764247,Inconsistent
ZNF217,0.9419925958225155,-0.0029306161829350716,619,0.9479830097864107,healthy,aging,aida,NK,1.5712418950805101e-21,2.3680859990142002e-20,19.62560252989712,Decrease in aging
ZNF22,4.1656099450899e-06,0.18380101946480856,619,8.645347853252153e-06,healthy,aging,aida,NK,1.66161286716024e-21,2.44604870909867e-20,19.611534898942356,Inconsistent
ZNF224,2.6322397911501538e-08,0.22131581685084908,619,1.937450916044241e-07,healthy,aging,aida,NK,3.19489593308578e-17,1.47884823680471e-16,15.83007639212892,Inconsistent
ZNF226,1.038450051200468e-07,0.21182057486648687,619,5.017854064197681e-07,healthy,aging,aida,NK,1.67993598586895e-13,2.40045029132065e-13,12.619707282999823,Inconsistent
ZNF227,0.15601292403918357,0.05708760862030207,619,0.18105112752823396,healthy,aging,aida,NK,0.243883373248351,0.243883373248351,0.6128178067081236,Inconsistent
ZNF236,3.908448615833266e-07,0.20221416154330824,619,1.192019377509463e-06,healthy,aging,aida,NK,4.42840084008119e-16,1.1265293148948302e-15,14.948257502447552,Inconsistent
ZNF24,2.4951488460157895e-06,0.1879425251062062,619,5.561370491295756e-06,healthy,aging,aida,NK,1.0072799574276001e-16,3.39588104946157e-16,15.469047530579797,Inconsistent
ZNF250,1.0968259454095604e-06,0.19440050942760326,619,2.712073529079108e-06,healthy,aging,aida,NK,6.88472495537645e-15,1.1746714007421301e-14,13.93008360471401,Inconsistent
ZNF251,0.01457260171953667,0.09814685601452938,619,0.01874889611476974,healthy,aging,aida,NK,2.07297356937603e-12,2.7223906004461097e-12,11.565049563391176,Inconsistent
ZNF253,3.3584021567176283e-05,0.1658887937260612,619,5.888832590587974e-05,healthy,aging,aida,NK,1.5810723638014801e-15,3.19750417343877e-15,14.49518888000013,Inconsistent
ZNF254,9.652692190215472e-07,0.1953851590114884,619,2.415080694231776e-06,healthy,aging,aida,NK,2.16572705181157e-16,6.25984120455126e-16,15.203436683540664,Inconsistent
ZNF26,2.0253741863541596e-06,0.18960232610103675,619,4.645151666529649e-06,healthy,aging,aida,NK,3.790154035605281e-15,6.7965085114395e-15,14.167714134886829,Inconsistent
ZNF263,5.617000863697984e-06,0.18134209064454113,619,1.1076515721871724e-05,healthy,aging,aida,NK,1.9597359308561303e-15,3.8249329090129e-15,14.41737617815769,Inconsistent
ZNF264,4.909809399156866e-08,0.21705643365511348,619,2.904588177258221e-07,healthy,aging,aida,NK,2.8567941012339304e-15,5.318678429650221e-15,14.274196266579253,Inconsistent
ZNF266,2.355919119561673e-07,0.20593730056205334,619,8.670330248154296e-07,healthy,aging,aida,NK,2.0092189954862002e-16,5.94315712216244e-16,15.225982787933594,Inconsistent
ZNF267,2.2640356717522065e-06,0.1887177636205021,619,5.118337786496953e-06,healthy,aging,aida,NK,2.39924398178656e-14,3.70419863529486e-14,13.431305732600405,Inconsistent
ZNF274,0.054196401361863475,0.07742318227734193,619,0.0657209234905356,healthy,aging,aida,NK,1.2830657162463601e-20,1.6920429132998902e-19,18.77158862665574,Inconsistent
ZNF276,1.5439660802981766e-09,0.23969317557558456,619,3.889224312009164e-08,healthy,aging,aida,NK,4.23087577293204e-19,4.4635739404433e-18,17.350317266611967,Inconsistent
ZNF277,0.0003770043912112933,0.14247309323966528,619,0.0005695555599922402,healthy,aging,aida,NK,1.0511125644725701e-15,2.24781842334845e-15,14.648238773584628,Inconsistent
ZNF28,5.066604002448429e-06,0.18219408369346715,619,1.0117225026971152e-05,healthy,aging,aida,NK,8.16810728293797e-16,1.8400042384696603e-15,14.735181176587275,Inconsistent
ZNF280D,0.00033203053179689323,0.14379186419536766,619,0.0005064465701865866,healthy,aging,aida,NK,1.63541057910846e-18,1.41810259804885e-17,16.848292347323206,Inconsistent
ZNF281,1.3228113262037458e-06,0.19294763946794274,619,3.159771960328193e-06,healthy,aging,aida,NK,4.32563639233716e-16,1.1114361455385e-15,14.954115483425522,Inconsistent
ZNF282,0.005689190717806929,0.11102248613829925,619,0.007581595209203759,healthy,aging,aida,NK,5.5440545961692704e-14,8.21870388612447e-14,13.085196666582435,Inconsistent
ZNF292,0.22125278483435365,0.04923440248625653,619,0.2518939079139314,healthy,aging,aida,NK,3.5840943555451e-05,3.80659685748331e-05,4.419463115263716,Inconsistent
ZNF296,2.1969259895794136e-08,-0.22253505744562163,619,1.6959196968338644e-07,healthy,aging,aida,NK,3.98568522265313e-32,6.3073468648485796e-30,29.200153284854554,Decrease in aging
ZNF3,2.3391207956712997e-05,0.16912518803030713,619,4.194514061359583e-05,healthy,aging,aida,NK,5.2864533820516605e-14,7.89227592178939e-14,13.10279773978885,Inconsistent
ZNF302,3.219787972438105e-06,0.1858936623852288,619,6.885560089707163e-06,healthy,aging,aida,NK,1.17776514031778e-16,3.7843925574678004e-16,15.422003820288348,Inconsistent
ZNF316,0.12169588554337799,0.062272576090385556,619,0.1423909344712722,healthy,aging,aida,NK,7.872947091173879e-12,9.9472565044173e-12,11.002296683001601,Inconsistent
ZNF317,5.997720655045134e-08,0.2156703727859322,619,3.3597851103040437e-07,healthy,aging,aida,NK,6.02600156389222e-15,1.0422019098207e-14,13.98204813532985,Inconsistent
ZNF318,2.0762361232933938e-08,0.22291470516356462,619,1.6959196968338644e-07,healthy,aging,aida,NK,1.24291244430744e-16,3.95358581530958e-16,15.403008830102616,Inconsistent
ZNF319,6.054334908778527e-08,0.21560508208387294,619,3.3617491204007086e-07,healthy,aging,aida,NK,8.7786490379905e-15,1.45088377050861e-14,13.838367377258036,Inconsistent
ZNF32,2.6939936289426424e-06,0.1873287165874282,619,5.92117349694685e-06,healthy,aging,aida,NK,9.84236455631187e-21,1.35439494872726e-19,18.868254674615578,Inconsistent
ZNF322,5.961615371157448e-06,0.1808483613433101,619,1.1683289566385958e-05,healthy,aging,aida,NK,6.06086250454088e-16,1.4532295323387801e-15,14.837665785044495,Inconsistent
ZNF324,0.001351010213886996,0.1285415758086394,619,0.0019348177950010597,healthy,aging,aida,NK,1.1338333112065e-11,1.4128277283340899e-11,10.849910790164925,Inconsistent
ZNF326,0.09039740346023026,0.06811829558789821,619,0.10715647264105946,healthy,aging,aida,NK,7.498466079271899e-13,1.0098997932295998e-12,11.995721716718792,Inconsistent
ZNF331,0.839258049256959,-0.00816930929661228,619,0.8610216291404458,healthy,aging,aida,NK,0.0003160914347963,0.0003301747165447,3.48125618632922,Inconsistent
ZNF333,1.6433011562168199e-07,0.20854533512516307,619,6.798755763955863e-07,healthy,aging,aida,NK,3.9240534970610905e-15,7.016739727795671e-15,14.15386463247482,Inconsistent
ZNF335,1.4663373418752655e-08,0.22523677657424426,619,1.3277222626498107e-07,healthy,aging,aida,NK,1.00627311807646e-15,2.1814071361041e-15,14.661263270477294,Inconsistent
ZNF337,0.0008303061294636324,0.13401040599383868,619,0.0012110225344481088,healthy,aging,aida,NK,5.46986878892658e-14,8.12776277791203e-14,13.090028980471972,Inconsistent
ZNF33A,3.5749505129715643e-06,0.18504630042098374,619,7.493190975864239e-06,healthy,aging,aida,NK,1.4983848107292702e-15,3.0596051135213703e-15,14.514334621912296,Inconsistent
ZNF33B,0.6748503366069498,-0.016894095690201588,619,0.7191586920407395,healthy,aging,aida,NK,5.63535980536546e-19,5.75352057547797e-18,17.240066329463247,Inconsistent
ZNF346,3.059593960758273e-06,0.18630555055062278,619,6.587493119591791e-06,healthy,aging,aida,NK,8.3279518147577e-16,1.8669021618305e-15,14.728878441392384,Inconsistent
ZNF350,0.6122264014327723,0.020413087385879984,619,0.6613298841415441,healthy,aging,aida,NK,0.0004334933990886,0.0004491019993831,3.3476550114723227,Inconsistent
ZNF354A,3.492510880762212e-07,0.2030477567858788,619,1.1070950239450417e-06,healthy,aging,aida,NK,2.9294203312473904e-15,5.40618970752069e-15,14.267108718629183,Inconsistent
