gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
ELK1,2.370495533551238e-17,0.26666232685398894,976,1.6874823521010255e-16,healthy,aging,onek1k,CD4T,1.76426200231214e-23,7.90917455458299e-23,22.101868839523295,Increase in aging
ELK3,2.0002976938934846e-14,0.2415639710411589,976,6.169932323417931e-14,healthy,aging,onek1k,CD4T,6.63545409979973e-33,2.30145486935159e-31,30.637997537034938,Increase in aging
ELK4,3.894615171663514e-11,0.20943627765571518,976,5.81536856314302e-11,healthy,aging,onek1k,CD4T,1.41587605427517e-17,2.07808979903638e-17,16.68233568951063,Increase in aging
EOMES,0.00022563142912285762,0.11780379533162048,976,0.00023308152348068783,healthy,aging,onek1k,CD4T,1.1274566819199701e-14,1.3387278439374e-14,13.873307703712172,Increase in aging
ERF,4.1905671997345084e-16,0.25629659798914783,976,2.101681412385933e-15,healthy,aging,onek1k,CD4T,1.63349054216558e-21,4.9184361411100504e-21,20.308172962933806,Increase in aging
ESRRA,2.2618646515444492e-17,0.26682787439121836,976,1.6330165671040694e-16,healthy,aging,onek1k,CD4T,3.0014629580511702e-24,1.70514145634114e-23,22.76823958666557,Increase in aging
ETS1,0.007505750900566493,-0.08553036588844658,976,0.007669173159676805,healthy,aging,onek1k,CD4T,6.18453073365004e-08,6.63779438676771e-08,7.177976204484692,Decrease in aging
ETS2,6.453426469879748e-16,0.25469762632492055,976,3.0723921671818802e-15,healthy,aging,onek1k,CD4T,6.01636250345751e-21,1.6182787305218402e-20,19.790946673884363,Increase in aging
ETV3,1.7586606433227865e-09,0.19111905107833868,976,2.0414135029382876e-09,healthy,aging,onek1k,CD4T,5.34554458582405e-11,5.97070149501364e-11,10.223974640811017,Inconsistent
ETV6,5.503403606498715e-12,0.21822147134556,976,9.852142151143476e-12,healthy,aging,onek1k,CD4T,4.63704459117806e-16,5.7985054754959e-16,15.236683928399795,Increase in aging
FAM200B,1.2791616418802985e-16,0.2606348601247366,976,7.182984604404753e-16,healthy,aging,onek1k,CD4T,8.51501683628413e-25,5.50136872069729e-24,23.259529246161353,Increase in aging
FLI1,2.6474754508387206e-11,0.21119969944709857,976,4.0830783361526747e-11,healthy,aging,onek1k,CD4T,4.24254878175517e-32,1.2708362032621198e-30,29.895910421596692,Increase in aging
FLYWCH1,1.274519651939964e-18,0.2767650775331545,976,1.3505796956847684e-17,healthy,aging,onek1k,CD4T,2.77727830592767e-24,1.59150122052725e-23,22.798193023981057,Increase in aging
FOS,8.422241118596539e-08,0.17046208167121793,976,9.268697512425337e-08,healthy,aging,onek1k,CD4T,9.3185970697412e-08,9.93682114718358e-08,7.0027525269747315,Inconsistent
FOSB,4.283556748890556e-08,0.17425032187808406,976,4.7862190204440405e-08,healthy,aging,onek1k,CD4T,2.72762838248858e-07,2.89453639945245e-07,6.538420984711118,Inconsistent
FOSL2,4.632215637031592e-12,0.21897732221655444,976,8.453793537582657e-12,healthy,aging,onek1k,CD4T,8.197730816180241e-15,9.78678370989634e-15,14.009360009580039,Inconsistent
FOXJ2,9.174602966060459e-11,0.2054649571718608,976,1.2797694583230833e-10,healthy,aging,onek1k,CD4T,5.7418645260721894e-18,9.00925886352756e-18,17.04531093429498,Increase in aging
FOXJ3,6.431122067850728e-13,0.2274468943139736,976,1.417868187442258e-12,healthy,aging,onek1k,CD4T,1.40740333339133e-18,2.4279549651960398e-18,17.614759373012035,Increase in aging
FOXK1,1.8027069879377977e-13,0.23272812864875597,976,4.503340270247655e-13,healthy,aging,onek1k,CD4T,2.5075110471090502e-17,3.53087559838646e-17,16.45211758345249,Inconsistent
FOXK2,1.3091329630216725e-18,0.2766743669075687,976,1.3652386614368872e-17,healthy,aging,onek1k,CD4T,2.7298196187995e-26,3.10163987722219e-25,24.50840862831945,Increase in aging
FOXN2,7.491898073335844e-09,0.18365717255302255,976,8.545446239898698e-09,healthy,aging,onek1k,CD4T,5.738950499326799e-19,1.05347308608812e-18,17.97737655517949,Increase in aging
FOXN3,0.000273475758959191,0.1162421356098844,976,0.0002820621250175643,healthy,aging,onek1k,CD4T,0.0002084993924061,0.0002123664599623,3.672914072352781,Inconsistent
FOXO1,0.083147544972126,-0.055491011595667855,976,0.08378517951945826,healthy,aging,onek1k,CD4T,0.0006147217640409,0.0006241935939953,3.2046806927465727,Decrease in aging
FOXO3,1.8310525461230286e-11,0.21286986720366752,976,2.8918305836606487e-11,healthy,aging,onek1k,CD4T,1.0513760725767899e-18,1.84761821820828e-18,17.733387764097976,Increase in aging
FOXP1,7.599810643850314e-08,-0.1710432313139012,976,8.420026295125896e-08,healthy,aging,onek1k,CD4T,4.27267664660318e-24,2.3270197604227202e-23,22.63319992878628,Decrease in aging
GABPA,5.63062594059554e-11,0.20773750622835413,976,8.168869463587305e-11,healthy,aging,onek1k,CD4T,2.38672729797851e-18,3.94198819390435e-18,17.404284680749086,Increase in aging
GATA3,5.210901976060412e-15,0.2468003729467716,976,1.967564711650397e-14,healthy,aging,onek1k,CD4T,1.0639563053913299e-42,1.9041748960134e-40,39.72029316473034,Increase in aging
GATAD2A,3.220623831206165e-10,0.19949575000679237,976,4.0769746764979774e-10,healthy,aging,onek1k,CD4T,1.02572892574916e-18,1.81221276694021e-18,17.74179081433943,Increase in aging
GATAD2B,2.0715036694811845e-10,0.20161447444778016,976,2.700352997716544e-10,healthy,aging,onek1k,CD4T,4.78547952853568e-16,5.97278600247162e-16,15.223823045207828,Increase in aging
GFI1,1.0054061537483415e-06,0.15578650713633224,976,1.0740680374189599e-06,healthy,aging,onek1k,CD4T,1.78551557261121e-13,2.07889533984239e-13,12.682167374291936,Increase in aging
GLI4,1.015519194820463e-18,0.27753274815617335,976,1.0937641163885971e-17,healthy,aging,onek1k,CD4T,4.95593718935394e-27,6.04807890330416e-26,25.218382551659285,Increase in aging
GLMP,8.174984558147516e-20,0.28588902880191086,976,1.5345613870579767e-18,healthy,aging,onek1k,CD4T,2.72713345463261e-26,3.10163987722219e-25,24.50840862831945,Increase in aging
GLYR1,1.439306706519909e-09,0.19212748056072612,976,1.685605180362888e-09,healthy,aging,onek1k,CD4T,4.6465026545583404e-17,6.26185122567269e-17,16.20329725493005,Increase in aging
GMEB1,5.65556226145975e-13,0.22798649084700018,976,1.259560815518324e-12,healthy,aging,onek1k,CD4T,4.29482975636853e-20,9.75963037740298e-20,19.01056662988392,Increase in aging
GMEB2,5.700508810933528e-19,0.2794732144691419,976,6.9356190533024596e-18,healthy,aging,onek1k,CD4T,1.40484929771002e-25,1.20233206128688e-24,23.91997557187708,Increase in aging
GPBP1,4.605638538745111e-15,0.24727494470528028,976,1.749077757199733e-14,healthy,aging,onek1k,CD4T,2.52525591900554e-21,7.4292127260029e-21,20.129057206006326,Increase in aging
GPBP1L1,1.1279360970475858e-10,0.204495634220202,976,1.540652839418428e-10,healthy,aging,onek1k,CD4T,2.94793377969439e-18,4.85672090204651e-18,17.313656853122353,Increase in aging
GTF2B,3.530869442164117e-11,0.20988570581283927,976,5.3084238524069224e-11,healthy,aging,onek1k,CD4T,4.44268974488701e-13,5.127377481401999e-13,12.290104708294896,Inconsistent
GTF2I,3.4699514348528995e-08,0.17541382185917787,976,3.8837446212919164e-08,healthy,aging,onek1k,CD4T,4.349754892332961e-15,5.278984298429871e-15,14.27744962974282,Increase in aging
GTF2IRD2,6.303502725311727e-16,0.2547849608006927,976,3.0248964607398006e-15,healthy,aging,onek1k,CD4T,9.897857512345651e-24,4.72658558017086e-23,22.325452474306978,Increase in aging
GTF2IRD2B,1.8760166987617542e-14,0.2418164980097249,976,5.954313869982959e-14,healthy,aging,onek1k,CD4T,1.31146126902715e-19,2.7007905509027803e-19,18.56850909449237,Increase in aging
GTF3A,6.666935367026222e-19,0.27894846524887135,976,7.684520238835488e-18,healthy,aging,onek1k,CD4T,8.119948290221071e-46,2.67552296162784e-43,42.57259131751145,Increase in aging
GZF1,5.800352021542975e-22,0.30152695450681344,976,5.444044683076764e-20,healthy,aging,onek1k,CD4T,8.85757197530574e-23,3.37406932469739e-22,21.471845998503195,Increase in aging
HBP1,4.0522523633350406e-11,0.2092541204942592,976,6.009773821018333e-11,healthy,aging,onek1k,CD4T,4.22324781039289e-13,4.88266720534897e-13,12.311342875512299,Inconsistent
HIF1A,3.563378839883809e-05,0.1319198585683264,976,3.710205860227674e-05,healthy,aging,onek1k,CD4T,1.16492590158081e-05,1.19577284913046e-05,4.9223513117677555,Inconsistent
HINFP,3.816356032512153e-20,0.2883608417062964,976,9.643638128309556e-19,healthy,aging,onek1k,CD4T,3.91854736136548e-24,2.1700190849914702e-23,22.663536446580025,Increase in aging
HIVEP1,1.3885929926074845e-06,0.15377409591003074,976,1.4786152287570784e-06,healthy,aging,onek1k,CD4T,1.28533079201486e-05,1.31731413987215e-05,4.880310646492588,Inconsistent
HIVEP2,6.052757701240675e-10,0.19642539673773887,976,7.433012728439483e-10,healthy,aging,onek1k,CD4T,1.52687119563093e-08,1.6549475623697e-08,7.781215762452777,Inconsistent
HIVEP3,1.771068024369124e-11,0.21302006391057787,976,2.8174132978462817e-11,healthy,aging,onek1k,CD4T,2.1699755946189003e-22,7.5263890360729295e-22,21.123413336925932,Increase in aging
HMBOX1,1.8024266448938373e-10,0.20227772327465074,976,2.3874885195468773e-10,healthy,aging,onek1k,CD4T,2.72143603981582e-17,3.8239367808926e-17,16.417489296295635,Increase in aging
HMG20A,1.1623014709969745e-16,0.26098160297576956,976,6.640278838652281e-16,healthy,aging,onek1k,CD4T,9.88724390756021e-24,4.72658558017086e-23,22.325452474306978,Increase in aging
HMG20B,5.14641287969254e-12,0.21851595811104516,976,9.28899247790659e-12,healthy,aging,onek1k,CD4T,7.38170250302118e-21,1.94581677979638e-20,19.710898055778642,Increase in aging
HMGA1,3.776199490596877e-11,0.20957791456405403,976,5.6513965041506794e-11,healthy,aging,onek1k,CD4T,1.4394730062211e-23,6.49734733629933e-23,22.18726391602575,Increase in aging
HMGN3,2.608622789137437e-10,0.2005104928247778,976,3.347392914967376e-10,healthy,aging,onek1k,CD4T,2.1354481880491e-19,4.27738710007403e-19,18.368821444665166,Increase in aging
HOXB2,6.283310481882105e-15,0.24607915504661887,976,2.3008686068952935e-14,healthy,aging,onek1k,CD4T,1.4880842706810401e-25,1.24132599288456e-24,23.90611415055683,Increase in aging
HSF1,1.0227321950641675e-12,0.22548744926209074,976,2.2030657447775675e-12,healthy,aging,onek1k,CD4T,4.54130008471027e-21,1.26049591649568e-20,19.899458556926263,Increase in aging
HSF2,1.2763246145021917e-09,0.19272964883398921,976,1.5054672741973787e-09,healthy,aging,onek1k,CD4T,9.57936285039542e-09,1.04343803610092e-08,7.981533336132275,Inconsistent
IKZF1,0.07232507853821016,-0.05754876522405547,976,0.07299166912381579,healthy,aging,onek1k,CD4T,2.18328030724797e-05,2.23066933717273e-05,4.651564802501622,Decrease in aging
IKZF2,0.0012044295329112428,0.10349458792201914,976,0.0012344932966032551,healthy,aging,onek1k,CD4T,0.0002239621987492,0.0002277640261971,3.642514868746029,Inconsistent
IKZF3,4.72819757519678e-12,0.21888751534044074,976,8.605057636853974e-12,healthy,aging,onek1k,CD4T,9.210998310734121e-23,3.47001007101951e-22,21.45966926475326,Increase in aging
IKZF5,2.467106931925169e-13,0.23143734846522304,976,5.915654212681884e-13,healthy,aging,onek1k,CD4T,2.6450747897610404e-15,3.227970900838e-15,14.491070388963116,Inconsistent
IRF1,8.698940636204925e-14,0.23569641632564206,976,2.391298743927463e-13,healthy,aging,onek1k,CD4T,4.9467796331083506e-15,5.992514298195601e-15,14.222390921062345,Inconsistent
IRF2,8.582004254459982e-07,0.15676390573505963,976,9.198004559837207e-07,healthy,aging,onek1k,CD4T,1.25677503958129e-17,1.8653485384776302e-17,16.729240008790857,Increase in aging
IRF3,4.936107718762855e-18,0.27213826110182954,976,4.2699464873195854e-17,healthy,aging,onek1k,CD4T,2.07662346517243e-29,3.60130227249639e-28,27.443540424930347,Increase in aging
IRF4,2.2063470918671896e-07,0.1649160745625224,976,2.403930413526938e-07,healthy,aging,onek1k,CD4T,3.19320289347735e-06,3.31911783407188e-06,5.4789773291584964,Inconsistent
IRF5,1.0431238108865451e-12,0.22540365877531995,976,2.2396481821975823e-12,healthy,aging,onek1k,CD4T,1.857481926019e-31,4.08026863082173e-30,29.389311243517213,Increase in aging
IRF7,1.594554279263796e-10,0.2028599703274073,976,2.1249942423454644e-10,healthy,aging,onek1k,CD4T,4.19937303375879e-16,5.291370610415e-16,15.276431819185882,Increase in aging
IRF9,3.787210660166415e-14,0.2390351186343768,976,1.1157835891162937e-13,healthy,aging,onek1k,CD4T,3.60794670446835e-22,1.18881843912232e-21,20.92488446742353,Increase in aging
JAZF1,9.22103869630367e-14,0.2354604731598891,976,2.517301409900882e-13,healthy,aging,onek1k,CD4T,2.47853876867998e-31,5.2688937050326e-30,29.278280562820918,Increase in aging
JRKL,2.5338240286380446e-19,0.28217225581222805,976,3.622943930764579e-18,healthy,aging,onek1k,CD4T,1.07475522284606e-24,6.81022780630343e-24,23.16683836042704,Increase in aging
JUN,6.045908719094154e-07,0.15890560477869903,976,6.543924264324315e-07,healthy,aging,onek1k,CD4T,1.68416598250523e-07,1.7901054555983e-07,6.74712138386067,Inconsistent
JUNB,3.48115404085912e-05,0.13208936969252627,976,3.630346356895939e-05,healthy,aging,onek1k,CD4T,8.24450726430547e-06,8.50255131013663e-06,5.070450738561137,Inconsistent
JUND,6.055073455501258e-08,0.17232142355835842,976,6.731274552054697e-08,healthy,aging,onek1k,CD4T,4.39391542473931e-07,4.61816629171165e-07,6.3355304329882465,Inconsistent
KAT7,7.550263068212655e-11,0.20637511035451028,976,1.0690781973740764e-10,healthy,aging,onek1k,CD4T,1.38661655523105e-16,1.7987801375930399e-16,15.74502191662409,Inconsistent
KCMF1,7.7590932810531e-11,0.2062479269823717,976,1.0915897827948366e-10,healthy,aging,onek1k,CD4T,3.42519188326573e-19,6.542612901658311e-19,18.18424877428317,Increase in aging
KDM2A,2.4566159161189014e-11,0.21153974164133116,976,3.8155949335463784e-11,healthy,aging,onek1k,CD4T,1.78918471986683e-09,1.9553444948461703e-09,8.708776717024874,Inconsistent
KDM2B,9.299962101276413e-11,0.20540141067326514,976,1.2945074365547888e-10,healthy,aging,onek1k,CD4T,2.01568369468022e-18,3.3714100375489002e-18,17.47218842451392,Increase in aging
KDM5B,3.169915182367452e-10,0.19957234922990658,976,4.020529488060649e-10,healthy,aging,onek1k,CD4T,1.12280633136428e-17,1.68096943170421e-17,16.77444018409943,Increase in aging
KIN,1.530013676150539e-11,0.21367848413312604,976,2.463772022624765e-11,healthy,aging,onek1k,CD4T,3.5331815553703803e-20,8.198474102074221e-20,19.086266970874217,Increase in aging
KLF10,2.7130918344548712e-15,0.24929768449697723,976,1.1005633530267177e-14,healthy,aging,onek1k,CD4T,7.622116792392589e-26,7.07461262843199e-25,24.150297335017832,Increase in aging
KLF11,1.7162665461920966e-17,0.2677997020199856,976,1.2813490009638722e-16,healthy,aging,onek1k,CD4T,2.7866554967987e-26,3.11255249557685e-25,24.506883315126057,Increase in aging
KLF12,3.214982905659914e-09,0.1880497371211781,976,3.705690822839585e-09,healthy,aging,onek1k,CD4T,5.67963509461879e-08,6.11581622116631e-08,7.213545573510298,Inconsistent
KLF13,2.9560051553667097e-10,0.19990920247957333,976,3.763750750147148e-10,healthy,aging,onek1k,CD4T,1.7194190106230702e-17,2.4686211939010902e-17,16.60754554677118,Increase in aging
KLF16,4.4711303910494425e-20,0.2878490677463039,976,9.932196731872474e-19,healthy,aging,onek1k,CD4T,7.68151714115975e-24,3.80610510979269e-23,22.41951922236202,Increase in aging
KLF2,2.1737744005450773e-06,0.1509375813615309,976,2.3072209711762774e-06,healthy,aging,onek1k,CD4T,1.55047024504139e-07,1.65066218333162e-07,6.78234179828574,Inconsistent
KLF3,2.0261957083681927e-09,0.19040313302330453,976,2.3395616527203913e-09,healthy,aging,onek1k,CD4T,9.483098878044961e-10,1.0415603601052701e-09,8.982315556920213,Inconsistent
KLF4,1.3404103318806886e-12,0.22433647912189233,976,2.7919638144507503e-12,healthy,aging,onek1k,CD4T,7.26609618972402e-24,3.6552346481130804e-23,22.437084738238354,Inconsistent
KLF6,2.2798466849242835e-15,0.24995875786976143,976,9.420498566007888e-15,healthy,aging,onek1k,CD4T,2.83415832967149e-34,1.24514022616901e-32,31.90478173610071,Increase in aging
KLF7,9.78194616893507e-08,0.16961206010523022,976,1.0747054570217962e-07,healthy,aging,onek1k,CD4T,9.0420742058582e-07,9.44330729264747e-07,6.024875877799836,Inconsistent
KLF9,6.210126843379905e-11,0.20728361096669648,976,8.908413397599558e-11,healthy,aging,onek1k,CD4T,4.3162660067887495e-11,4.8374477865200395e-11,10.315383709548971,Inconsistent
KMT2A,4.5352496492568375e-20,0.2878029958892867,976,9.932196731872474e-19,healthy,aging,onek1k,CD4T,1.3945612260323702e-23,6.33804033072643e-23,22.198045001599457,Increase in aging
KMT2B,4.6315719995859516e-17,0.26428582078679014,976,3.0429428037279706e-16,healthy,aging,onek1k,CD4T,7.58010321960052e-24,3.78430910736117e-23,22.422013397075073,Increase in aging
L3MBTL3,8.14224524920575e-10,0.19496500859970545,976,9.833557221926798e-10,healthy,aging,onek1k,CD4T,5.2389929431648403e-17,7.03156079337196e-17,16.152948264067962,Increase in aging
LCOR,1.262140842773969e-11,0.214541397039798,976,2.0730663342562443e-11,healthy,aging,onek1k,CD4T,9.10786453922348e-18,1.3893710026269102e-17,16.8571817694681,Increase in aging
LCORL,2.8459490939703492e-12,0.22109908712898052,976,5.5319188010015374e-12,healthy,aging,onek1k,CD4T,3.6807099787317904e-19,6.97008010340301e-19,18.156762230759092,Increase in aging
LEF1,8.077425803757333e-17,-0.2622940602359262,976,4.913767363952378e-16,healthy,aging,onek1k,CD4T,8.17053345071455e-39,4.89489231274626e-37,36.31025685820089,Decrease in aging
LIN54,1.2763562913934048e-10,0.20391315477472405,976,1.7254446161429363e-10,healthy,aging,onek1k,CD4T,1.38120280556157e-17,2.03172466264525e-17,16.692135147567242,Increase in aging
LYL1,3.3846352342449264e-12,0.22034654139891266,976,6.4268940719621875e-12,healthy,aging,onek1k,CD4T,2.88194773530928e-31,5.93501111740255e-30,29.226578463192617,Increase in aging
MAF,2.612028230326583e-14,0.2405104057279932,976,7.836084690979749e-14,healthy,aging,onek1k,CD4T,1.00401879305118e-33,3.89204932129839e-32,31.409821664849726,Increase in aging
MAFF,1.8849179560918883e-13,0.23254513874671504,976,4.6381689031924e-13,healthy,aging,onek1k,CD4T,5.41512516748417e-21,1.47240521321408e-20,19.831972653554832,Increase in aging
MAX,5.238813118958995e-14,0.23773847053462854,976,1.5030131961380174e-13,healthy,aging,onek1k,CD4T,2.7590904120729903e-23,1.1730584397136099e-22,21.930680351556305,Increase in aging
MAZ,0.0006234052901533741,0.10932235183934991,976,0.0006419706514588822,healthy,aging,onek1k,CD4T,1.13647605864002e-11,1.28462731156736e-11,10.89122284899099,Inconsistent
MBD1,1.3677823694012339e-11,0.21418145944647232,976,2.2243391502391355e-11,healthy,aging,onek1k,CD4T,3.9068286002123103e-20,8.93958349840247e-20,19.04868271482368,Increase in aging
MBD2,2.1289956288829962e-10,0.20148371480987343,976,2.758875992457847e-10,healthy,aging,onek1k,CD4T,1.92684520677877e-18,3.23926273282451e-18,17.489553825442005,Increase in aging
MBD4,1.1735843986309178e-13,0.23448152527635238,976,3.096566063857482e-13,healthy,aging,onek1k,CD4T,1.04644150104769e-21,3.31540840956936e-21,20.479462965269104,Increase in aging
MBD6,1.9204762043488366e-14,0.24172432201892366,976,6.008346982177075e-14,healthy,aging,onek1k,CD4T,4.6891847798686103e-20,1.0510791734467401e-19,18.97836456913258,Increase in aging
MBNL2,2.8386997078770008e-15,0.24912540402618066,976,1.137210797606823e-14,healthy,aging,onek1k,CD4T,3.32950512823508e-27,4.2195074605902197e-26,25.374738240894228,Increase in aging
MECP2,3.19985087052526e-13,0.23036157028110374,976,7.508221506911057e-13,healthy,aging,onek1k,CD4T,2.2876868162187398e-22,7.879881906837069e-22,21.103480291088278,Increase in aging
MEF2A,0.00012374406142423125,0.12256374697089314,976,0.0001282331992992428,healthy,aging,onek1k,CD4T,6.73072026018995e-05,6.86616819112256e-05,4.163285562462586,Inconsistent
MEF2C,5.794331157162813e-14,0.23733413947616247,976,1.633852176075523e-13,healthy,aging,onek1k,CD4T,3.9016359252880004e-16,4.925628495718e-16,15.307538346931336,Increase in aging
MEF2D,3.9984492072302574e-10,0.19844854967205164,976,5.013322765553968e-10,healthy,aging,onek1k,CD4T,2.92459160463425e-17,4.06604613386914e-17,16.390827698110392,Increase in aging
MGA,1.2085661490663923e-10,0.20417051680296583,976,1.6428068457049647e-10,healthy,aging,onek1k,CD4T,1.6999383087390202e-17,2.4459811036223102e-17,16.611546902420034,Increase in aging
MLX,4.563939771900106e-11,0.20870720359050854,976,6.708072550645122e-11,healthy,aging,onek1k,CD4T,7.52951733775657e-21,1.97687327712413e-20,19.704021169234448,Increase in aging
MLXIP,3.62421115660546e-05,0.13179681953305275,976,3.767573939699031e-05,healthy,aging,onek1k,CD4T,2.81055473096402e-07,2.97774207026574e-07,6.526112923209632,Inconsistent
MNT,2.713717856778208e-15,0.24929680656891862,976,1.1005633530267177e-14,healthy,aging,onek1k,CD4T,4.68561312929063e-20,1.0510791734467401e-19,18.97836456913258,Increase in aging
MSANTD4,1.0533708152036384e-16,0.261337234848396,976,6.070742329726232e-16,healthy,aging,onek1k,CD4T,1.69368423430235e-22,6.099114264509569e-22,21.214733230229587,Increase in aging
MTERF1,1.81221107490646e-17,0.26760850736380853,976,1.3377782878803867e-16,healthy,aging,onek1k,CD4T,1.92477178420294e-25,1.57101344721771e-24,23.803820097565083,Increase in aging
MTERF2,1.5933313209554513e-18,0.2760082519038009,976,1.6356541841683306e-17,healthy,aging,onek1k,CD4T,1.51831570396857e-24,9.179541733167751e-24,23.037178999378742,Increase in aging
MTERF3,5.66550916665642e-20,0.28708190064084804,976,1.1631998507791464e-18,healthy,aging,onek1k,CD4T,1.2073782672916701e-25,1.06088303752694e-24,23.974332494474417,Increase in aging
MTERF4,3.296584552825089e-08,0.17569575296235418,976,3.696000087382395e-08,healthy,aging,onek1k,CD4T,2.1141669878503497e-12,2.4062798704548898e-12,11.618653861981414,Inconsistent
MTF1,1.3428623521559164e-12,0.22432868105501877,976,2.7919638144507503e-12,healthy,aging,onek1k,CD4T,1.3840348394753102e-19,2.82377386753632e-19,18.54917008524537,Increase in aging
MTF2,1.894561517718401e-14,0.24177779171090538,976,5.955631182492773e-14,healthy,aging,onek1k,CD4T,4.3706139381291e-23,1.75624060074822e-22,21.755415987052114,Increase in aging
MXD1,1.0350396056015847e-13,0.23499202107637726,976,2.7643130930091106e-13,healthy,aging,onek1k,CD4T,2.61889760823321e-20,6.16376258509173e-20,19.210154097722974,Increase in aging
MXD4,1.6111395805733768e-13,0.23318844698701893,976,4.1004192735039785e-13,healthy,aging,onek1k,CD4T,1.4785678573063898e-30,2.70660060545809e-29,28.56757582536832,Increase in aging
MXI1,6.0535597001434715e-15,0.24622289640015704,976,2.2343756870754274e-14,healthy,aging,onek1k,CD4T,7.57515798039924e-16,9.38351336293816e-16,15.027634523193335,Inconsistent
MYBL1,6.947403881190177e-16,0.2544233706369038,976,3.2837729136273e-15,healthy,aging,onek1k,CD4T,1.4157424055772101e-31,3.58836248182838e-30,29.445103692744325,Increase in aging
MYC,1.5109419934852191e-09,-0.19188355212285182,976,1.7663503375796959e-09,healthy,aging,onek1k,CD4T,8.90498825654989e-10,9.79697372465172e-10,9.008908056721356,Inconsistent
MYNN,3.24301424987526e-13,0.23030599614392266,976,7.555533199177468e-13,healthy,aging,onek1k,CD4T,1.8240547475168602e-20,4.4031211670828304e-20,19.35623936326375,Increase in aging
MYSM1,1.6708654693361415e-11,0.21328242238232975,976,2.6774600325703537e-11,healthy,aging,onek1k,CD4T,8.07633230521316e-18,1.24063006739755e-17,16.90635769766194,Increase in aging
MZF1,5.699152854654699e-17,0.26354498506773943,976,3.532399458026545e-16,healthy,aging,onek1k,CD4T,8.1338456630728e-21,2.11031665037991e-20,19.675652374467777,Inconsistent
NACC2,1.0245162994915369e-14,0.24418396012684931,976,3.5995037901921916e-14,healthy,aging,onek1k,CD4T,4.1481705343681805e-21,1.1732379322526301e-20,19.930613904179644,Increase in aging
NCOA1,1.0776225228240137e-10,0.20471021016629304,976,1.4780751513473423e-10,healthy,aging,onek1k,CD4T,2.18516832107159e-18,3.6364290999651e-18,17.439324875518395,Increase in aging
NCOA2,9.646099861930137e-14,0.23527787057905047,976,2.618796532763678e-13,healthy,aging,onek1k,CD4T,1.03075976499673e-17,1.55796028700193e-17,16.807443616853273,Inconsistent
NCOA3,0.006525260938154562,0.08701614293129277,976,0.006677720305868454,healthy,aging,onek1k,CD4T,0.0126106686705821,0.0127070805105712,1.895954218430392,Inconsistent
NFAT5,4.2076369865882315e-10,0.1982008642185147,976,5.255546578305073e-10,healthy,aging,onek1k,CD4T,1.80419912331236e-16,2.32220160598212e-16,15.634100078927865,Increase in aging
NFATC1,5.572368015804733e-12,0.21816674285967072,976,9.948493984738342e-12,healthy,aging,onek1k,CD4T,7.44991961749194e-18,1.1551757712769801e-17,16.937351928596335,Increase in aging
NFATC2,1.2738969193279838e-16,0.26064979781243985,976,7.182984604404753e-16,healthy,aging,onek1k,CD4T,9.51655725809803e-31,1.84453271561371e-29,28.73411363749085,Increase in aging
NFATC3,5.117092149243378e-09,0.18564972065699786,976,5.857020108106097e-09,healthy,aging,onek1k,CD4T,1.5904095549719e-10,1.75557771645977e-10,9.755579940290028,Inconsistent
NFE2L1,2.3818714819260196e-11,0.2116799971040484,976,3.7259275324414166e-11,healthy,aging,onek1k,CD4T,3.87792436238453e-19,7.32249901092094e-19,18.135340678308243,Increase in aging
NFE2L2,5.812684698049639e-12,0.21798108044133366,976,1.0293622228082515e-11,healthy,aging,onek1k,CD4T,1.7139954879090299e-18,2.9111418209589e-18,17.53593663669119,Inconsistent
NFE2L3,5.761259832881679e-10,0.19666737565889478,976,7.114939304893352e-10,healthy,aging,onek1k,CD4T,1.87061215461177e-18,3.1608548971516797e-18,17.50019544051371,Increase in aging
NFIA,9.191394693030741e-21,0.29291548083156715,976,3.3548590629562207e-19,healthy,aging,onek1k,CD4T,1.12154994145529e-27,1.57255619450859e-26,25.803393826309442,Increase in aging
NFIC,9.698511091120388e-13,0.2257126119877122,976,2.102944484114223e-12,healthy,aging,onek1k,CD4T,5.7258382936307e-21,1.54644567028796e-20,19.81066533302169,Increase in aging
NFKB1,9.849053570759203e-09,0.18221378136041808,976,1.1175869077700858e-08,healthy,aging,onek1k,CD4T,7.11679320722678e-07,7.46809987828415e-07,6.126789882434581,Inconsistent
NFKB2,5.103244928238335e-14,0.23784353141076067,976,1.4705403148476255e-13,healthy,aging,onek1k,CD4T,1.0127073486814e-17,1.53419343168055e-17,16.814119880924526,Inconsistent
NFX1,1.447284973120763e-10,0.2033191848002436,976,1.9484963675006996e-10,healthy,aging,onek1k,CD4T,1.0974402658470901e-17,1.6474103307362902e-17,16.78319821492894,Increase in aging
NFXL1,1.822378559059363e-11,0.21289128606615637,976,2.885066779040967e-11,healthy,aging,onek1k,CD4T,2.86073621364241e-17,3.98567688116352e-17,16.399497912463367,Increase in aging
NFYA,2.627565737295542e-10,0.2004757436575754,976,3.3585811077882707e-10,healthy,aging,onek1k,CD4T,1.01530248949584e-16,1.33549768578395e-16,15.874356860208787,Increase in aging
