gene,p_value,slope,ctrl,condition,p_value_adj,age_group,dataset,comparison,cell_type
EEA1,0.7176091516938488,0.016076523749782058,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
EGR1,0.006364444554648148,-0.15691223129599446,RPMI,RPMI + ruxolitinib,0.16165689168806296,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ELF1,0.2385111115326939,-0.17702567591087362,RPMI,RPMI + ruxolitinib,0.7862080548294182,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ELF2,0.572045985955104,-0.044347372978360715,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ELF4,0.32284968090655186,-0.09561872892071935,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ELK3,0.5610014530603711,-0.04176797405223371,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ELK4,0.7081350219267246,-0.018503456390678963,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
EOMES,0.6400705383158976,0.028294762639424664,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ETS1,0.5350248696522732,-0.07695985578138625,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ETV3,0.09531191333258258,-0.1026993917055851,RPMI,RPMI + ruxolitinib,0.572796335415553,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ETV6,0.009153878135502738,-0.21707395672342855,RPMI,RPMI + ruxolitinib,0.19375708720147464,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
ETV7,0.011415903157680879,-0.13285912485413606,RPMI,RPMI + ruxolitinib,0.19969521751254882,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
FLI1,0.6841270640678729,-0.012650848805840553,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
FOS,0.1764294143967755,-0.20991332349834008,RPMI,RPMI + ruxolitinib,0.7010034812831472,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
FOSB,0.23730155916061868,-0.12120835297447154,RPMI,RPMI + ruxolitinib,0.7862080548294182,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
FOSL2,0.16477957085023587,-0.1411587167119174,RPMI,RPMI + ruxolitinib,0.6975668499326652,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
FOXJ3,0.42445277067196685,-0.06315430513383365,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
FOXK1,0.31476076953519583,-0.08062589287281836,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
FOXO1,0.8747490352473588,-0.014606984028192061,RPMI,RPMI + ruxolitinib,0.9351048360202453,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
FOXP1,0.88294857926544,0.01849564451775418,RPMI,RPMI + ruxolitinib,0.9351048360202453,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
GATA3,0.01844620039307589,-0.26492093433197594,RPMI,RPMI + ruxolitinib,0.2386727734313461,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
GATAD2A,0.4128709077996304,-0.05976351226562672,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
GATAD2B,0.48361702338624124,-0.0676628639476751,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
GFI1,0.3949810341986938,0.031062468924394217,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
GFI1B,0.9704490048337241,0.005832525292226315,RPMI,RPMI + ruxolitinib,0.9880217352984164,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
GTF2I,0.4483450914321143,-0.05673509845326459,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
GTF3A,0.6706974536873195,-0.03263227010997128,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
HBP1,0.4911501435961213,-0.07209538448515243,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
HIF1A,0.6911061843821484,-0.028207177955271685,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
HIVEP1,0.8802238141145384,-0.012965745101333984,RPMI,RPMI + ruxolitinib,0.9351048360202453,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
HLF,0.7185335228211229,-0.03673210425319879,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
HMBOX1,0.7211032370172982,-0.03112692214723011,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
HMG20B,0.659683642323224,-0.016536931069730212,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
HSF1,0.6592359794383503,-0.02521994604203571,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
HSF2,0.3817692749493835,0.02855062128462166,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IKZF1,0.7793664919262712,-0.03141975530084145,RPMI,RPMI + ruxolitinib,0.8877089190550354,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IKZF2,0.20896582389170715,-0.12745376190241584,RPMI,RPMI + ruxolitinib,0.7518769443465844,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IKZF3,0.06625193441837995,-0.19313539162463236,RPMI,RPMI + ruxolitinib,0.4548105768180678,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IKZF5,0.8060118363145449,-0.02303572278749121,RPMI,RPMI + ruxolitinib,0.9018810855678168,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IRF1,0.011580822163262242,-0.34038240588377483,RPMI,RPMI + ruxolitinib,0.19969521751254882,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IRF2,0.0259111733494348,-0.10014514795588725,RPMI,RPMI + ruxolitinib,0.2872013563154829,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IRF3,0.029427680823031325,-0.056402579663382225,RPMI,RPMI + ruxolitinib,0.29602586064618785,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IRF4,0.001029264684806036,-0.04934072863210892,RPMI,RPMI + ruxolitinib,0.049249401986094725,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IRF5,0.3200818218955124,-0.05729244919066307,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IRF7,1.3943006092693746e-09,-0.910093467548419,RPMI,RPMI + ruxolitinib,1.7707617737721058e-07,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
IRF9,7.731318299736328e-11,-0.6832545623317757,RPMI,RPMI + ruxolitinib,1.9637548481330272e-08,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
JUN,0.049723545991320665,-0.24543422562895226,RPMI,RPMI + ruxolitinib,0.40301522289326686,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
JUNB,0.22347145578268623,-0.18328451478020488,RPMI,RPMI + ruxolitinib,0.7775582160109905,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
JUND,0.14344532046756908,-0.15846196160964784,RPMI,RPMI + ruxolitinib,0.6975668499326652,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KAT7,0.45186902607956747,-0.09998465081250983,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KDM2A,0.27024753668429213,-0.14805372086273746,RPMI,RPMI + ruxolitinib,0.8171770752120262,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KDM5B,0.6827195332479824,-0.03309292718776748,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF10,0.04430858140392692,-0.21077285500498277,RPMI,RPMI + ruxolitinib,0.38808205781370475,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF12,0.2067900026249181,-0.14989488170259133,RPMI,RPMI + ruxolitinib,0.7518769443465844,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF13,0.5974877689507172,-0.054926710123827965,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF2,0.1766307984335489,-0.18563154506653415,RPMI,RPMI + ruxolitinib,0.7010034812831472,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF3,0.6421467958005032,-0.055168341491778454,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF6,0.009093478913362993,-0.36503686722048106,RPMI,RPMI + ruxolitinib,0.19375708720147464,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF7,0.3817301311327822,0.031681664287680586,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF8,0.15590119988128126,-0.07871295793563599,RPMI,RPMI + ruxolitinib,0.6975668499326652,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KLF9,0.2602626432665138,-0.12023764460689026,RPMI,RPMI + ruxolitinib,0.7964664022854762,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
KMT2A,0.21017032696302163,-0.11516549715524807,RPMI,RPMI + ruxolitinib,0.7518769443465844,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
LCOR,0.4251473847029775,-0.09663729523773716,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
LEF1,0.15698815991005755,0.15270539289708246,RPMI,RPMI + ruxolitinib,0.6975668499326652,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MAF,0.015344409396901806,-0.19584831427335023,RPMI,RPMI + ruxolitinib,0.22926352863606225,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MAFF,0.02820927942424632,-0.11333176141257062,RPMI,RPMI + ruxolitinib,0.29602586064618785,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MAX,0.9339591992374235,-0.010245846681674007,RPMI,RPMI + ruxolitinib,0.9565549863157483,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MAZ,0.25544633592133636,-0.03674122925612089,RPMI,RPMI + ruxolitinib,0.7964664022854762,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MBD2,0.11929887252148416,-0.06172534389023423,RPMI,RPMI + ruxolitinib,0.6297739608482021,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MBD4,0.49767738538928086,-0.026047726817077028,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MEF2A,0.9724623378921422,0.001662670348977713,RPMI,RPMI + ruxolitinib,0.9880217352984164,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MEF2D,0.468927112939736,-0.08052366427465478,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MGA,0.35990602198121335,-0.10544701100652025,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MLX,0.6680792420527,-0.01893618719387478,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MSC,0.24762458419824196,-0.08932610827908964,RPMI,RPMI + ruxolitinib,0.7862080548294182,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MTF2,0.670268095184499,-0.025024837170593322,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MXD4,0.040550012287855666,-0.14957242065936158,RPMI,RPMI + ruxolitinib,0.38147048596723476,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MXI1,0.7160134968824616,-0.02229838882674276,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MYBL1,0.16360991696959404,-0.08234274478266189,RPMI,RPMI + ruxolitinib,0.6975668499326652,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
MYC,0.29122396098597914,0.08857591817957806,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NCOA1,0.43438120543076064,-0.08713970806322126,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NCOA2,0.5314496015460937,-0.04376672573051936,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NCOA3,0.5346934497343812,-0.03188029692545668,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NFAT5,0.2979024813572979,-0.10553317734249493,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NFATC1,0.7756983818891982,-0.031312083904849845,RPMI,RPMI + ruxolitinib,0.8875107612606141,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NFATC2,0.0171643560153062,-0.21042735712588218,RPMI,RPMI + ruxolitinib,0.2386727734313461,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NFATC3,0.43128528468341165,-0.07700631563030566,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NFE2L2,0.9036181970768564,-0.010353215360807322,RPMI,RPMI + ruxolitinib,0.9451696613152722,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NFKB1,0.1214918270927634,-0.2132585607289122,RPMI,RPMI + ruxolitinib,0.6297739608482021,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NFKB2,0.11789830096104531,-0.17523576369061877,RPMI,RPMI + ruxolitinib,0.6297739608482021,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NFYC,0.6903335515413966,-0.02812466141466682,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NR1D2,0.16909559506973304,-0.1263148317770507,RPMI,RPMI + ruxolitinib,0.7010034812831472,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NR1H2,0.3436124227988765,-0.06945716585506112,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NR2C1,0.9831214484354696,0.0011919111983080505,RPMI,RPMI + ruxolitinib,0.9915762756524193,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NR2C2,0.4566957286271732,-0.08756052949125195,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NR3C1,0.030301859751184584,-0.22668598189978947,RPMI,RPMI + ruxolitinib,0.29602586064618785,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NR3C2,0.22339943833147113,-0.04406283097570565,RPMI,RPMI + ruxolitinib,0.7775582160109905,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NR4A1,0.026006422028567348,-0.15394321399611055,RPMI,RPMI + ruxolitinib,0.2872013563154829,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
NR4A2,0.47935842063181366,-0.0812790810148764,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
PBX1,0.9058885823535476,0.026337279808468034,RPMI,RPMI + ruxolitinib,0.9451696613152722,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
PHF20,0.4052523110192914,-0.051605303801025564,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
PHF21A,0.18965940774954182,-0.11834465263834508,RPMI,RPMI + ruxolitinib,0.7190073069908004,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
PLAG1,0.5912464760337884,0.02060735239777449,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
POU2F2,0.7238310898205246,-0.019456805456659128,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
PRDM1,0.053677178511687705,-0.2888785051472669,RPMI,RPMI + ruxolitinib,0.40301522289326686,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
PRDM2,0.3000237387771958,-0.08107135233459772,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RARA,0.053946919599886116,-0.14176153310412382,RPMI,RPMI + ruxolitinib,0.40301522289326686,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RARG,0.9311833604723178,0.007978255735125245,RPMI,RPMI + ruxolitinib,0.9565549863157483,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RBPJ,0.45117991051558926,-0.04487245129889317,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
REL,0.09696945835775109,-0.22354108703538905,RPMI,RPMI + ruxolitinib,0.572796335415553,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RELA,0.5463754393733964,-0.0419601962762175,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RELB,0.043411640222890346,-0.2544496098369213,RPMI,RPMI + ruxolitinib,0.38808205781370475,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
REST,0.8343871764340554,-0.011674059713789525,RPMI,RPMI + ruxolitinib,0.9107343537168875,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RFX3,0.4303343087905386,-0.06483377255465758,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RLF,0.5370485917705383,-0.07719825517491305,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RORA,0.08620502384035515,-0.23313835519991039,RPMI,RPMI + ruxolitinib,0.5474019013862552,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RORC,0.8520757336266405,0.029626819565896155,RPMI,RPMI + ruxolitinib,0.9209669631539007,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RREB1,0.5884187657775843,-0.0573354129716291,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RUNX1,0.45563034689992676,-0.07212635207643406,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RUNX2,0.24162114014328262,-0.052947895871711156,RPMI,RPMI + ruxolitinib,0.7862080548294182,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RUNX3,0.12623711025199405,-0.17197057926733952,RPMI,RPMI + ruxolitinib,0.6412845200801297,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
RXRA,0.20945198234600315,-0.052482630627482166,RPMI,RPMI + ruxolitinib,0.7518769443465844,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
SAFB,0.835437418960767,-0.009965766438855085,RPMI,RPMI + ruxolitinib,0.9107343537168875,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
SAFB2,0.4335530965058718,-0.04740940307836133,RPMI,RPMI + ruxolitinib,0.847249294075637,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
SATB1,0.15889121650924853,0.08442791933337826,RPMI,RPMI + ruxolitinib,0.6975668499326652,All age groups,CXCL9,Ruxolitinib (ctr: RPMI),CD4T
