gene,p_value,slope,ctrl,condition,p_value_adj,age_group,dataset,comparison,cell_type
MYBL1,0.8779046970834986,0.021363359157742613,PBS,IL-10,0.880581235794119,All age groups,parsebioscience,IL-10,CD4T
MYC,0.26340402840995036,-0.09026137737152534,PBS,IL-10,0.2695487569109601,All age groups,parsebioscience,IL-10,CD4T
MYNN,0.00083519844128458,0.6404352352904881,PBS,IL-10,0.0010839459060458653,All age groups,parsebioscience,IL-10,CD4T
MYSM1,0.0002577599005080723,0.8466287582882306,PBS,IL-10,0.0006079068621301489,All age groups,parsebioscience,IL-10,CD4T
MZF1,1.057023182430174e-05,0.6799521089567128,PBS,IL-10,0.00010304987291696825,All age groups,parsebioscience,IL-10,CD4T
NACC2,0.0014644385235964637,0.4344482737725357,PBS,IL-10,0.0017387220601712205,All age groups,parsebioscience,IL-10,CD4T
NCOA1,0.0008607183256606069,0.7694263320716958,PBS,IL-10,0.001110495408401332,All age groups,parsebioscience,IL-10,CD4T
NCOA2,0.0002562668646275768,0.8679463409648851,PBS,IL-10,0.0006079068621301489,All age groups,parsebioscience,IL-10,CD4T
NCOA3,1.3855689974043222e-05,0.9882744011988015,PBS,IL-10,0.0001259637099267542,All age groups,parsebioscience,IL-10,CD4T
NFAT5,0.00027822347204559973,0.8874121209446056,PBS,IL-10,0.0006356633493264049,All age groups,parsebioscience,IL-10,CD4T
NFATC1,0.0002009663030225713,0.8841063698690718,PBS,IL-10,0.0005321325488235909,All age groups,parsebioscience,IL-10,CD4T
NFATC2,0.004643903196459771,0.5808317623853128,PBS,IL-10,0.005187925812004294,All age groups,parsebioscience,IL-10,CD4T
NFATC3,9.702954177273489e-05,0.910497831757634,PBS,IL-10,0.00041445045188548787,All age groups,parsebioscience,IL-10,CD4T
NFE2,0.0107768968973279,0.12536968791098232,PBS,IL-10,0.011798998599736705,All age groups,parsebioscience,IL-10,CD4T
NFE2L1,0.0008812565285477163,0.6850352997580686,PBS,IL-10,0.0011303446311586693,All age groups,parsebioscience,IL-10,CD4T
NFE2L2,0.00029061068722891517,0.8251723330915576,PBS,IL-10,0.0006438445528505932,All age groups,parsebioscience,IL-10,CD4T
NFE2L3,0.0014066726616293124,0.6720680021762173,PBS,IL-10,0.0016767945857827672,All age groups,parsebioscience,IL-10,CD4T
NFIA,1.4263818855702405e-05,0.5620330007163591,PBS,IL-10,0.0001259637099267542,All age groups,parsebioscience,IL-10,CD4T
NFIC,0.0007012829971818748,0.7348365235623666,PBS,IL-10,0.0009469914530451086,All age groups,parsebioscience,IL-10,CD4T
NFKB1,0.00019760712242846505,0.605646577295338,PBS,IL-10,0.000530627322059271,All age groups,parsebioscience,IL-10,CD4T
NFKB2,0.013217226948933595,0.48007101977066324,PBS,IL-10,0.014422778329018749,All age groups,parsebioscience,IL-10,CD4T
NFX1,9.50718094476701e-05,0.851863276421741,PBS,IL-10,0.00041057398087743924,All age groups,parsebioscience,IL-10,CD4T
NFXL1,0.0006738924938614183,0.6440348895837057,PBS,IL-10,0.0009161596300843248,All age groups,parsebioscience,IL-10,CD4T
NFYA,0.0005753236772202766,0.7000540993049736,PBS,IL-10,0.0008301819728310132,All age groups,parsebioscience,IL-10,CD4T
NFYB,0.0006358306825937829,0.5593034929592616,PBS,IL-10,0.0008892615010521981,All age groups,parsebioscience,IL-10,CD4T
NFYC,0.00036163168334520454,0.8033978709492706,PBS,IL-10,0.0007050742343996072,All age groups,parsebioscience,IL-10,CD4T
NKRF,3.2517099484347545e-05,0.5453817964341496,PBS,IL-10,0.0002118440738683236,All age groups,parsebioscience,IL-10,CD4T
NME2,9.779518422888438e-09,-1.074053987751833,PBS,IL-10,3.3868016432950484e-07,All age groups,parsebioscience,IL-10,CD4T
NR1D1,0.001514292175197707,0.15644661387938366,PBS,IL-10,0.0017920939771224663,All age groups,parsebioscience,IL-10,CD4T
NR1D2,3.469410544198811e-05,0.8722027778290667,PBS,IL-10,0.0002195069363541171,All age groups,parsebioscience,IL-10,CD4T
NR1H2,0.0004278763456117222,0.7312459924217346,PBS,IL-10,0.0007389570483268064,All age groups,parsebioscience,IL-10,CD4T
NR2C1,0.00040159798083194963,0.6945448643897385,PBS,IL-10,0.0007319985356992322,All age groups,parsebioscience,IL-10,CD4T
NR2C2,0.00011418753138430866,0.8789964089533627,PBS,IL-10,0.0004458247781048448,All age groups,parsebioscience,IL-10,CD4T
NR3C1,0.02541490876032115,0.3617417365877277,PBS,IL-10,0.02719188612079889,All age groups,parsebioscience,IL-10,CD4T
NR3C2,1.9877251630075273e-05,0.8641517583716396,PBS,IL-10,0.0001575811032842112,All age groups,parsebioscience,IL-10,CD4T
NR4A1,0.1493358588023095,0.09718994747404801,PBS,IL-10,0.15401723368639444,All age groups,parsebioscience,IL-10,CD4T
NR4A2,7.24869566997991e-06,0.558451512370184,PBS,IL-10,7.323489727936737e-05,All age groups,parsebioscience,IL-10,CD4T
NR4A3,0.002073189654713226,0.37326962734312713,PBS,IL-10,0.0024144403412412435,All age groups,parsebioscience,IL-10,CD4T
NRF1,0.0004816494703340705,0.6153658605331882,PBS,IL-10,0.0007806043139897004,All age groups,parsebioscience,IL-10,CD4T
PA2G4,0.11077965413326542,0.19608857698530294,PBS,IL-10,0.11497320570928808,All age groups,parsebioscience,IL-10,CD4T
PATZ1,2.3478307835050332e-05,0.544673554639582,PBS,IL-10,0.00017555371085753546,All age groups,parsebioscience,IL-10,CD4T
PBX2,0.0009232542650295893,0.6971991906224888,PBS,IL-10,0.0011750508827649319,All age groups,parsebioscience,IL-10,CD4T
PBX3,0.00020614094487701065,0.43551498577349534,PBS,IL-10,0.0005340186682246969,All age groups,parsebioscience,IL-10,CD4T
PBX4,0.0021005053337735426,0.6422387699552053,PBS,IL-10,0.002441930229015885,All age groups,parsebioscience,IL-10,CD4T
PCGF6,0.00020940196803827935,0.5247680293501968,PBS,IL-10,0.0005400376262709798,All age groups,parsebioscience,IL-10,CD4T
PHF1,0.000872610685276387,0.6590392900778121,PBS,IL-10,0.0011214410759997316,All age groups,parsebioscience,IL-10,CD4T
PHF19,0.0011289140943477243,0.7017253433342351,PBS,IL-10,0.001388458830057575,All age groups,parsebioscience,IL-10,CD4T
PHF20,0.002116818744624445,0.5708472827344507,PBS,IL-10,0.0024565550863542944,All age groups,parsebioscience,IL-10,CD4T
PHF21A,0.0006000455386444817,0.8045141860085886,PBS,IL-10,0.0008509266474742865,All age groups,parsebioscience,IL-10,CD4T
PIN1,0.18881020226395162,0.18644038066958907,PBS,IL-10,0.19412048920262526,All age groups,parsebioscience,IL-10,CD4T
PKNOX1,0.0005436020021622166,0.7009239172860662,PBS,IL-10,0.0008185128545142758,All age groups,parsebioscience,IL-10,CD4T
PLAG1,4.340710639206149e-07,0.3717216621530779,PBS,IL-10,8.400551766463666e-06,All age groups,parsebioscience,IL-10,CD4T
PLAGL2,0.0015798076671730812,0.5068984245615074,PBS,IL-10,0.001866271894075202,All age groups,parsebioscience,IL-10,CD4T
PLSCR1,0.003138810761144206,-0.6993549254117892,PBS,IL-10,0.003542602883075279,All age groups,parsebioscience,IL-10,CD4T
POGK,0.0004944795610714967,0.6558784658124435,PBS,IL-10,0.0007830274588835562,All age groups,parsebioscience,IL-10,CD4T
POU2F1,0.0014665512817553608,0.6359415640903756,PBS,IL-10,0.0017387220601712205,All age groups,parsebioscience,IL-10,CD4T
POU2F2,0.0028010325790096945,0.6400250886140672,PBS,IL-10,0.003166803156337421,All age groups,parsebioscience,IL-10,CD4T
PPARA,0.0005005062172810165,0.5078320517314571,PBS,IL-10,0.0007843502758913889,All age groups,parsebioscience,IL-10,CD4T
PRDM1,0.000465911342004713,-0.4465790283503739,PBS,IL-10,0.0007664241575977529,All age groups,parsebioscience,IL-10,CD4T
PRDM10,0.0024363206456461737,0.4321474763135211,PBS,IL-10,0.0027687374522196587,All age groups,parsebioscience,IL-10,CD4T
PRDM15,2.562121473080384e-06,0.42610569609659243,PBS,IL-10,3.440563120993659e-05,All age groups,parsebioscience,IL-10,CD4T
PRDM2,1.4744659010575092e-05,0.9618051130071981,PBS,IL-10,0.00012626226089556728,All age groups,parsebioscience,IL-10,CD4T
PRDM4,0.0005623602759571375,0.6714285672149286,PBS,IL-10,0.0008244334986201002,All age groups,parsebioscience,IL-10,CD4T
PRDM8,0.0019139148653823837,0.5719050088687816,PBS,IL-10,0.002244841321607145,All age groups,parsebioscience,IL-10,CD4T
PREB,0.0006529449848773399,0.7598183112620268,PBS,IL-10,0.0009064088608634803,All age groups,parsebioscience,IL-10,CD4T
PRMT3,5.6328195377257396e-05,0.6630971590741231,PBS,IL-10,0.0002965473482727635,All age groups,parsebioscience,IL-10,CD4T
PRR12,0.0004418897114579223,0.739904979991369,PBS,IL-10,0.0007455472567674689,All age groups,parsebioscience,IL-10,CD4T
PURA,0.0005370262839227513,0.7284415730757129,PBS,IL-10,0.0008156359945353978,All age groups,parsebioscience,IL-10,CD4T
PURB,0.0013509858197773244,0.5874269617236522,PBS,IL-10,0.0016192143340864836,All age groups,parsebioscience,IL-10,CD4T
RARA,0.06506335204990164,0.3008907198219686,PBS,IL-10,0.06806309324139154,All age groups,parsebioscience,IL-10,CD4T
RARG,0.002049457017141482,0.4940234922180711,PBS,IL-10,0.0023910331866650626,All age groups,parsebioscience,IL-10,CD4T
RBAK,0.00036139246559069326,0.6161450492230587,PBS,IL-10,0.0007050742343996072,All age groups,parsebioscience,IL-10,CD4T
RBCK1,0.1303280378048859,0.2483515853773917,PBS,IL-10,0.13462456652372828,All age groups,parsebioscience,IL-10,CD4T
RBPJ,0.002157508144537305,0.6438196194120875,PBS,IL-10,0.0024949742690782892,All age groups,parsebioscience,IL-10,CD4T
RBSN,0.0007375439608097109,0.6625427337549629,PBS,IL-10,0.0009823966117667809,All age groups,parsebioscience,IL-10,CD4T
REL,0.0005942339958804993,0.5747074054694226,PBS,IL-10,0.000849697914517596,All age groups,parsebioscience,IL-10,CD4T
RELA,0.0002689265525693011,0.8413795650434247,PBS,IL-10,0.0006208900757564916,All age groups,parsebioscience,IL-10,CD4T
RELB,0.05159203683739641,0.2990084007236765,PBS,IL-10,0.054142839296661624,All age groups,parsebioscience,IL-10,CD4T
REPIN1,0.00024790902217926546,0.6951103411902314,PBS,IL-10,0.0005980933049386731,All age groups,parsebioscience,IL-10,CD4T
REST,0.001604700042534831,0.49924865045812017,PBS,IL-10,0.0018922806953188508,All age groups,parsebioscience,IL-10,CD4T
REXO4,0.0004803372246590553,0.7127602550352207,PBS,IL-10,0.0007803997378411319,All age groups,parsebioscience,IL-10,CD4T
RFX1,0.0021563146533301217,0.6183783088823861,PBS,IL-10,0.0024949742690782892,All age groups,parsebioscience,IL-10,CD4T
RFX2,0.127638741009854,0.06739386650281792,PBS,IL-10,0.13205391758566656,All age groups,parsebioscience,IL-10,CD4T
RFX3,9.098666937945844e-05,0.9468909150091706,PBS,IL-10,0.000401806902360293,All age groups,parsebioscience,IL-10,CD4T
RFX5,0.0006659940929844203,0.6635477219148044,PBS,IL-10,0.0009153006634953009,All age groups,parsebioscience,IL-10,CD4T
RFX7,0.0010182626369161167,0.6475298346318198,PBS,IL-10,0.001273796226408374,All age groups,parsebioscience,IL-10,CD4T
RLF,5.5953225783027075e-06,1.0246310426575804,PBS,IL-10,6.166279398598707e-05,All age groups,parsebioscience,IL-10,CD4T
RORA,0.2557178542629809,0.15720384840625515,PBS,IL-10,0.26209088489881843,All age groups,parsebioscience,IL-10,CD4T
RREB1,0.0001206175085418822,0.8442801822644601,PBS,IL-10,0.0004501778317623546,All age groups,parsebioscience,IL-10,CD4T
RUNX1,8.671893315975677e-05,0.9590433892601936,PBS,IL-10,0.0003935245380628963,All age groups,parsebioscience,IL-10,CD4T
RUNX2,0.020692950074487217,0.34757998378449584,PBS,IL-10,0.022321247785266538,All age groups,parsebioscience,IL-10,CD4T
RUNX3,0.08588795937134777,0.2640701318929239,PBS,IL-10,0.08928005887258585,All age groups,parsebioscience,IL-10,CD4T
RXRA,0.04106414198600289,0.2593203185653526,PBS,IL-10,0.04337111625487946,All age groups,parsebioscience,IL-10,CD4T
RXRB,0.0006886281177083016,0.7328788985215385,PBS,IL-10,0.0009342624772207473,All age groups,parsebioscience,IL-10,CD4T
SAFB,0.00027579112876093177,0.838349886137112,PBS,IL-10,0.0006345124570793465,All age groups,parsebioscience,IL-10,CD4T
SAFB2,0.00013579408739211534,0.7893000013182975,PBS,IL-10,0.0004709189783256369,All age groups,parsebioscience,IL-10,CD4T
SATB1,1.2593772377052553e-13,0.8606040193703374,PBS,IL-10,1.657340444820116e-11,All age groups,parsebioscience,IL-10,CD4T
SCMH1,0.0022136719957706573,0.5958379650439,PBS,IL-10,0.0025420526583195334,All age groups,parsebioscience,IL-10,CD4T
SCML4,0.00020563857751127804,0.7871348818217135,PBS,IL-10,0.0005340186682246969,All age groups,parsebioscience,IL-10,CD4T
SETDB1,0.00037990746099370086,0.6571709842765054,PBS,IL-10,0.0007101679242439068,All age groups,parsebioscience,IL-10,CD4T
SETDB2,0.0003204709078533923,0.7921181711022042,PBS,IL-10,0.0006750972254224363,All age groups,parsebioscience,IL-10,CD4T
SGSM2,0.0009748191827205126,0.4821336171353264,PBS,IL-10,0.0012287950617434814,All age groups,parsebioscience,IL-10,CD4T
SKI,0.0005625693630401596,0.7372169025902489,PBS,IL-10,0.0008244334986201002,All age groups,parsebioscience,IL-10,CD4T
SKIL,4.5556559400829284e-05,0.5365238552462228,PBS,IL-10,0.00026066274857170147,All age groups,parsebioscience,IL-10,CD4T
SLC2A4RG,0.0022791031056629404,0.3409741004255694,PBS,IL-10,0.0026080866843934173,All age groups,parsebioscience,IL-10,CD4T
SMAD3,0.0313572350731412,0.39636512822053915,PBS,IL-10,0.03322554054448777,All age groups,parsebioscience,IL-10,CD4T
SMAD4,0.0002101058242026912,0.8003996719593751,PBS,IL-10,0.0005400376262709798,All age groups,parsebioscience,IL-10,CD4T
SMAD5,0.03239102105572853,0.35442525325236784,PBS,IL-10,0.03426574253162279,All age groups,parsebioscience,IL-10,CD4T
SMYD3,0.0005105454323864508,0.7474510286651704,PBS,IL-10,0.0007923087134676525,All age groups,parsebioscience,IL-10,CD4T
SNAI3,0.006445770004405598,0.4886907447935539,PBS,IL-10,0.0071043830199311285,All age groups,parsebioscience,IL-10,CD4T
SNAPC2,0.0007309146573641093,0.5807490954426483,PBS,IL-10,0.0009755412668267422,All age groups,parsebioscience,IL-10,CD4T
SNAPC5,0.0004873199590168292,0.7553876044092014,PBS,IL-10,0.0007830274588835562,All age groups,parsebioscience,IL-10,CD4T
SON,0.02978324155532338,0.12498402460123584,PBS,IL-10,0.03165973011858285,All age groups,parsebioscience,IL-10,CD4T
SOX13,0.9526633670587811,0.0031468378537366374,PBS,IL-10,0.9541133874043805,All age groups,parsebioscience,IL-10,CD4T
SOX4,1.719005465682119e-12,0.27801989841286484,PBS,IL-10,1.6158651377411918e-10,All age groups,parsebioscience,IL-10,CD4T
SP1,0.0005029182411962863,0.7513485557247026,PBS,IL-10,0.0007860337356464523,All age groups,parsebioscience,IL-10,CD4T
SP100,9.762890583928666e-05,-0.5657223333643845,PBS,IL-10,0.00041445045188548787,All age groups,parsebioscience,IL-10,CD4T
SP110,0.7969852211447472,-0.047502594047848797,PBS,IL-10,0.8017116679248488,All age groups,parsebioscience,IL-10,CD4T
SP140,0.7598282504725813,0.05077285921260029,PBS,IL-10,0.7656462309509319,All age groups,parsebioscience,IL-10,CD4T
SP140L,0.0008585664183523627,0.6776695819576687,PBS,IL-10,0.0011098952913081623,All age groups,parsebioscience,IL-10,CD4T
SP2,0.0004605026899754116,0.6924640615365116,PBS,IL-10,0.0007636750769730114,All age groups,parsebioscience,IL-10,CD4T
SP3,8.889114951786074e-05,0.9488344414697296,PBS,IL-10,0.00039541307484284324,All age groups,parsebioscience,IL-10,CD4T
SP4,0.00021376409964476463,0.871239841023898,PBS,IL-10,0.0005451813083963377,All age groups,parsebioscience,IL-10,CD4T
SPEN,5.20144917620074e-05,0.9377632873451618,PBS,IL-10,0.00028521279649500723,All age groups,parsebioscience,IL-10,CD4T
SPI1,0.00015063337557728382,0.5557653573772533,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
SRCAP,0.00023757132250815094,0.8436673883870504,PBS,IL-10,0.0005854753940463045,All age groups,parsebioscience,IL-10,CD4T
SREBF1,0.00013282786112813657,0.3468455326604981,PBS,IL-10,0.0004709189783256369,All age groups,parsebioscience,IL-10,CD4T
SREBF2,0.0005491962463152111,0.7610292872307458,PBS,IL-10,0.000820699293094149,All age groups,parsebioscience,IL-10,CD4T
SRF,0.0027373804656543013,0.42786179193293306,PBS,IL-10,0.00310551094206988,All age groups,parsebioscience,IL-10,CD4T
STAT1,2.5467132450896442e-11,-2.222687735940502,PBS,IL-10,1.6757373152689859e-09,All age groups,parsebioscience,IL-10,CD4T
STAT2,0.04916274663905817,0.4504168505419485,PBS,IL-10,0.051675858288339094,All age groups,parsebioscience,IL-10,CD4T
STAT3,8.560035008345691e-07,0.851403235387057,PBS,IL-10,1.5222981177003958e-05,All age groups,parsebioscience,IL-10,CD4T
STAT4,0.0006692195333687325,0.7573559539257325,PBS,IL-10,0.0009153006634953009,All age groups,parsebioscience,IL-10,CD4T
STAT5A,0.0002806326998815984,0.8336347130160087,PBS,IL-10,0.0006375224121870489,All age groups,parsebioscience,IL-10,CD4T
STAT5B,0.00048482357617352084,0.8139463493175993,PBS,IL-10,0.000782751659441964,All age groups,parsebioscience,IL-10,CD4T
STAT6,0.00035880525093400005,0.8123696879178517,PBS,IL-10,0.0007050742343996072,All age groups,parsebioscience,IL-10,CD4T
TBP,0.00018607369372758905,0.6569895614291749,PBS,IL-10,0.0005187986884438711,All age groups,parsebioscience,IL-10,CD4T
TBPL1,0.0010347532838188473,0.7253105379220284,PBS,IL-10,0.0012919689957358665,All age groups,parsebioscience,IL-10,CD4T
TBX21,0.15771504791985425,0.21247746621153113,PBS,IL-10,0.1624045407375025,All age groups,parsebioscience,IL-10,CD4T
TCF12,0.00020600048364839577,0.9174331757413214,PBS,IL-10,0.0005340186682246969,All age groups,parsebioscience,IL-10,CD4T
TCF20,0.0005485598236523265,0.741614396767087,PBS,IL-10,0.000820699293094149,All age groups,parsebioscience,IL-10,CD4T
TCF7,9.623612293907367e-13,0.8501329943258018,PBS,IL-10,1.0553894815651747e-10,All age groups,parsebioscience,IL-10,CD4T
TERF1,0.000423682603374888,0.782960526731185,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
TERF2,0.00033262823594039533,0.6864218134511885,PBS,IL-10,0.0006818360724261064,All age groups,parsebioscience,IL-10,CD4T
TET2,0.0003552535733531431,0.8324021487492196,PBS,IL-10,0.0007050742343996072,All age groups,parsebioscience,IL-10,CD4T
TET3,0.00019850423725993664,0.5073340766163849,PBS,IL-10,0.000530627322059271,All age groups,parsebioscience,IL-10,CD4T
TFAP4,4.017476364946346e-05,0.3442405961217505,PBS,IL-10,0.00024476846741987925,All age groups,parsebioscience,IL-10,CD4T
TFCP2,0.0002420813392764619,0.7804860002835314,PBS,IL-10,0.0005899611897922665,All age groups,parsebioscience,IL-10,CD4T
TFDP1,0.0004338018585582982,0.7817727515306409,PBS,IL-10,0.0007428275690226984,All age groups,parsebioscience,IL-10,CD4T
TFDP2,0.00016584325538519196,0.827911423792441,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
TFE3,0.0005745249325854227,0.7223874466096633,PBS,IL-10,0.0008301819728310132,All age groups,parsebioscience,IL-10,CD4T
TFEB,0.004808956102271453,0.4924960921547987,PBS,IL-10,0.005327092786691273,All age groups,parsebioscience,IL-10,CD4T
TGIF1,0.0021701581335078915,0.5304239399112426,PBS,IL-10,0.0025052000909617416,All age groups,parsebioscience,IL-10,CD4T
TGIF2,3.181150230604902e-05,0.7038078788791956,PBS,IL-10,0.00020931968517380256,All age groups,parsebioscience,IL-10,CD4T
THAP1,0.0005575267234241408,0.7411974494183395,PBS,IL-10,0.000820699293094149,All age groups,parsebioscience,IL-10,CD4T
THAP11,0.00025695710203085717,0.7855904438676702,PBS,IL-10,0.0006079068621301489,All age groups,parsebioscience,IL-10,CD4T
THAP12,0.0003007227469141957,0.7870253103278765,PBS,IL-10,0.0006544316494600173,All age groups,parsebioscience,IL-10,CD4T
THAP3,4.877125468903628e-06,0.48928017044111827,PBS,IL-10,5.541859126325759e-05,All age groups,parsebioscience,IL-10,CD4T
THAP4,0.0006459520141277676,0.7289523463782774,PBS,IL-10,0.0009005009010509981,All age groups,parsebioscience,IL-10,CD4T
THAP5,0.0003958836201378127,0.6394143665394394,PBS,IL-10,0.0007296678488814588,All age groups,parsebioscience,IL-10,CD4T
THAP6,0.00042784360207550123,0.7463965959850691,PBS,IL-10,0.0007389570483268064,All age groups,parsebioscience,IL-10,CD4T
THAP7,0.0007001135702639908,0.688961957634018,PBS,IL-10,0.0009469914530451086,All age groups,parsebioscience,IL-10,CD4T
THRA,8.50086426785638e-05,0.7288166745016604,PBS,IL-10,0.0003884422700173263,All age groups,parsebioscience,IL-10,CD4T
THYN1,0.0009300110741871961,0.6871154537493601,PBS,IL-10,0.001181365418562114,All age groups,parsebioscience,IL-10,CD4T
TIGD1,2.295887654701074e-09,0.5509725308082576,PBS,IL-10,1.0790671977095048e-07,All age groups,parsebioscience,IL-10,CD4T
TMF1,0.0019224261050810976,0.6114403613115483,PBS,IL-10,0.0022508120589739542,All age groups,parsebioscience,IL-10,CD4T
TOPORS,0.0003414002199358597,0.7920106232571266,PBS,IL-10,0.0006869765893510571,All age groups,parsebioscience,IL-10,CD4T
TP53,0.0003016978855548914,0.7716845311922524,PBS,IL-10,0.0006544316494600173,All age groups,parsebioscience,IL-10,CD4T
TRAFD1,0.02668487478356957,0.46732864741040014,PBS,IL-10,0.028504298064267495,All age groups,parsebioscience,IL-10,CD4T
TRERF1,0.00115178144749884,0.7137324291810234,PBS,IL-10,0.001408684372591518,All age groups,parsebioscience,IL-10,CD4T
TRPS1,0.0010634765260930262,0.6592183834398769,PBS,IL-10,0.001322812011662025,All age groups,parsebioscience,IL-10,CD4T
TSC22D1,0.0005697171607343266,0.717285757826221,PBS,IL-10,0.000828374010500561,All age groups,parsebioscience,IL-10,CD4T
TSHZ1,0.00020136930798947435,0.6546831075888386,PBS,IL-10,0.0005321325488235909,All age groups,parsebioscience,IL-10,CD4T
TSHZ2,7.221965154629176e-09,0.9119851129481711,PBS,IL-10,2.640029484303332e-07,All age groups,parsebioscience,IL-10,CD4T
TTF1,0.0004073048532171825,0.7649689893428138,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
UBP1,0.00039912857073936517,0.7861871927796499,PBS,IL-10,0.0007309187273105158,All age groups,parsebioscience,IL-10,CD4T
USF1,0.0003410728433485975,0.6346087646307638,PBS,IL-10,0.0006869765893510571,All age groups,parsebioscience,IL-10,CD4T
USF2,0.0004970258889115709,0.7349299920567153,PBS,IL-10,0.0007842758630786898,All age groups,parsebioscience,IL-10,CD4T
USF3,0.0002175868781113936,0.8480798289101733,PBS,IL-10,0.0005506621761434499,All age groups,parsebioscience,IL-10,CD4T
VEZF1,0.0002596576937982574,0.829858140743227,PBS,IL-10,0.0006090024829418252,All age groups,parsebioscience,IL-10,CD4T
XBP1,0.49716613996518244,0.08308103420825548,PBS,IL-10,0.5048384569399538,All age groups,parsebioscience,IL-10,CD4T
XPA,0.0005973060827807804,0.731141116911759,PBS,IL-10,0.0008507086633544448,All age groups,parsebioscience,IL-10,CD4T
YBX1,1.4357565721134599e-05,-0.6992872414863636,PBS,IL-10,0.0001259637099267542,All age groups,parsebioscience,IL-10,CD4T
YBX3,6.37880218834018e-05,0.5699138422220374,PBS,IL-10,0.0003155828451073563,All age groups,parsebioscience,IL-10,CD4T
YY1,0.004746927706049607,0.47876360182245287,PBS,IL-10,0.005285450219855429,All age groups,parsebioscience,IL-10,CD4T
ZBED1,0.00021115250887596783,0.6545313527360913,PBS,IL-10,0.0005406161511299099,All age groups,parsebioscience,IL-10,CD4T
ZBED4,0.0006652286060299164,0.6873681367563931,PBS,IL-10,0.0009153006634953009,All age groups,parsebioscience,IL-10,CD4T
ZBED5,0.0001822389806189284,0.8444923635850436,PBS,IL-10,0.0005124497831079269,All age groups,parsebioscience,IL-10,CD4T
ZBED6,0.00013522663579464538,0.7042999338372892,PBS,IL-10,0.0004709189783256369,All age groups,parsebioscience,IL-10,CD4T
ZBTB1,0.0002611901342707996,0.6928611765630693,PBS,IL-10,0.0006094436466318658,All age groups,parsebioscience,IL-10,CD4T
ZBTB10,0.0014097462335794454,0.5539388746250627,PBS,IL-10,0.0016774195690692135,All age groups,parsebioscience,IL-10,CD4T
ZBTB11,0.0001669158210069762,0.8959678753811136,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZBTB14,0.00010123755452374546,0.5424117469553879,PBS,IL-10,0.00042396070796769735,All age groups,parsebioscience,IL-10,CD4T
ZBTB16,0.0004396045147417653,0.6436064024807867,PBS,IL-10,0.0007437056160013964,All age groups,parsebioscience,IL-10,CD4T
ZBTB17,0.0010051985453523905,0.5943254478461109,PBS,IL-10,0.0012609804138532144,All age groups,parsebioscience,IL-10,CD4T
ZBTB18,4.504618266794894e-08,0.35374525316029765,PBS,IL-10,1.4114470569290668e-06,All age groups,parsebioscience,IL-10,CD4T
ZBTB2,0.0001652920032539247,0.6555908966728404,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZBTB20,5.622747171974505e-06,1.0829004384724812,PBS,IL-10,6.166279398598707e-05,All age groups,parsebioscience,IL-10,CD4T
ZBTB21,0.0001071061111965357,0.7376213824086776,PBS,IL-10,0.00043773801967279813,All age groups,parsebioscience,IL-10,CD4T
ZBTB22,0.00010032912184141782,0.502688389112272,PBS,IL-10,0.000423183090843929,All age groups,parsebioscience,IL-10,CD4T
ZBTB24,0.00035341060478341976,0.8041745567632054,PBS,IL-10,0.0007046793271136066,All age groups,parsebioscience,IL-10,CD4T
ZBTB25,0.0001227207918132645,0.8998196677892095,PBS,IL-10,0.0004501778317623546,All age groups,parsebioscience,IL-10,CD4T
ZBTB33,0.00042328590959140596,0.7107021954388464,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
ZBTB37,0.0006365382477136554,0.6341269845699165,PBS,IL-10,0.0008892615010521981,All age groups,parsebioscience,IL-10,CD4T
ZBTB38,0.004778848662079907,0.5692612620535872,PBS,IL-10,0.005311625708865842,All age groups,parsebioscience,IL-10,CD4T
ZBTB4,0.00036703227513643495,0.726792514203258,PBS,IL-10,0.0007097761523530684,All age groups,parsebioscience,IL-10,CD4T
ZBTB40,0.00017358082252532089,0.8589401444006272,PBS,IL-10,0.0004944423429509141,All age groups,parsebioscience,IL-10,CD4T
ZBTB41,0.00039838748504757664,0.6960926986282256,PBS,IL-10,0.0007309187273105158,All age groups,parsebioscience,IL-10,CD4T
ZBTB43,0.0010515564913645666,0.6573493970588709,PBS,IL-10,0.0013104624456778122,All age groups,parsebioscience,IL-10,CD4T
ZBTB44,0.00016562019351835984,0.878261329725291,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZBTB48,4.1312621558105366e-05,0.5404606117606795,PBS,IL-10,0.00024768790307311397,All age groups,parsebioscience,IL-10,CD4T
ZBTB49,0.012883987835100155,0.3625677630906548,PBS,IL-10,0.014082498331388542,All age groups,parsebioscience,IL-10,CD4T
ZBTB5,0.000550741095630612,0.564074111644863,PBS,IL-10,0.000820699293094149,All age groups,parsebioscience,IL-10,CD4T
