gene,p_value,slope,ctrl,condition,p_value_adj,age_group,dataset,comparison,cell_type
ZBTB7A,0.001348123726721744,0.6790633374127496,PBS,IL-10,0.001618732503983408,All age groups,parsebioscience,IL-10,CD4T
ZBTB7B,0.0013641558713547396,0.6829233849464738,PBS,IL-10,0.0016290645432875113,All age groups,parsebioscience,IL-10,CD4T
ZC3H8,0.0001391698281946915,0.8248676286696294,PBS,IL-10,0.0004743665669329976,All age groups,parsebioscience,IL-10,CD4T
ZEB1,6.788689683406545e-06,1.0380827280204261,PBS,IL-10,7.090409224891281e-05,All age groups,parsebioscience,IL-10,CD4T
ZEB2,0.002219942718075264,0.5899220001749649,PBS,IL-10,0.002544812384135059,All age groups,parsebioscience,IL-10,CD4T
ZFAT,0.002306022260798444,0.47820513274414883,PBS,IL-10,0.002634310152092667,All age groups,parsebioscience,IL-10,CD4T
ZFP14,0.00010425801413789657,0.6995192769201478,PBS,IL-10,0.00043119429723257295,All age groups,parsebioscience,IL-10,CD4T
ZFP62,7.345749575134112e-06,0.6290067834883128,PBS,IL-10,7.323489727936737e-05,All age groups,parsebioscience,IL-10,CD4T
ZFP64,3.1263474076592984e-06,0.32258384996173434,PBS,IL-10,3.8813898004524876e-05,All age groups,parsebioscience,IL-10,CD4T
ZFP90,5.509355947409718e-05,0.7449303738801745,PBS,IL-10,0.0002947281474305361,All age groups,parsebioscience,IL-10,CD4T
ZFP91,0.0003742829128135709,0.8184957744641136,PBS,IL-10,0.0007097761523530684,All age groups,parsebioscience,IL-10,CD4T
ZFX,0.00011695225664180727,0.9304053772523222,PBS,IL-10,0.0004485564927912246,All age groups,parsebioscience,IL-10,CD4T
ZFY,0.0017340694244548846,0.49786008069335996,PBS,IL-10,0.0020411765318270377,All age groups,parsebioscience,IL-10,CD4T
ZGPAT,0.0007172745931931142,0.7671680569269869,PBS,IL-10,0.0009592818746363193,All age groups,parsebioscience,IL-10,CD4T
ZHX1,0.0005720762996811352,0.6920154584030358,PBS,IL-10,0.0008291326105510726,All age groups,parsebioscience,IL-10,CD4T
ZHX2,7.703247551050038e-05,0.9481783304044685,PBS,IL-10,0.00036729977453557426,All age groups,parsebioscience,IL-10,CD4T
ZKSCAN1,0.00021688682702337912,0.8508208552866321,PBS,IL-10,0.0005506621761434499,All age groups,parsebioscience,IL-10,CD4T
ZKSCAN5,3.682693585098098e-08,0.3066098499824469,PBS,IL-10,1.2116061894972743e-06,All age groups,parsebioscience,IL-10,CD4T
ZKSCAN8,0.0002240589510467578,0.7317124661866359,PBS,IL-10,0.0005627129381250635,All age groups,parsebioscience,IL-10,CD4T
ZMAT1,3.330863415489946e-05,0.8549862102524554,PBS,IL-10,0.0002148733458227828,All age groups,parsebioscience,IL-10,CD4T
ZNF10,2.695695708405706e-12,0.780605388240588,PBS,IL-10,2.2172097201636931e-10,All age groups,parsebioscience,IL-10,CD4T
ZNF100,0.0003283963113922297,0.643126304054796,PBS,IL-10,0.0006818360724261064,All age groups,parsebioscience,IL-10,CD4T
ZNF101,0.0004162877905270064,0.6045698871586002,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
ZNF107,0.00023909410542030936,0.7936749020079051,PBS,IL-10,0.0005856564476856876,All age groups,parsebioscience,IL-10,CD4T
ZNF12,0.00011274624749184449,0.6559121898595672,PBS,IL-10,0.0004458247781048448,All age groups,parsebioscience,IL-10,CD4T
ZNF121,0.0002893236576294667,0.7412816445137208,PBS,IL-10,0.0006437535543062983,All age groups,parsebioscience,IL-10,CD4T
ZNF124,1.495300867610147e-05,0.5925326148627739,PBS,IL-10,0.00012626226089556728,All age groups,parsebioscience,IL-10,CD4T
ZNF131,0.0001666940737571576,0.8606204385600749,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF134,3.0637980356684137e-05,0.4477052885382332,PBS,IL-10,0.00020571215382345065,All age groups,parsebioscience,IL-10,CD4T
ZNF136,0.000385625056437044,0.6238657488815628,PBS,IL-10,0.0007188138445766996,All age groups,parsebioscience,IL-10,CD4T
ZNF138,0.00015784532666282032,0.6667099112079822,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF14,1.788098977822713e-06,0.44969873898832247,PBS,IL-10,2.668345151868915e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF141,4.301171717382984e-05,0.7765569554600911,PBS,IL-10,0.0002549703594628832,All age groups,parsebioscience,IL-10,CD4T
ZNF142,0.00045743931439026775,0.7080808476825892,PBS,IL-10,0.0007636750769730114,All age groups,parsebioscience,IL-10,CD4T
ZNF143,0.0004602922944251726,0.7493987223044628,PBS,IL-10,0.0007636750769730114,All age groups,parsebioscience,IL-10,CD4T
ZNF146,0.0002769800101316091,0.7973944049471262,PBS,IL-10,0.000635027340301738,All age groups,parsebioscience,IL-10,CD4T
ZNF148,8.366660093047542e-05,0.8739626196395439,PBS,IL-10,0.000387694531072203,All age groups,parsebioscience,IL-10,CD4T
ZNF160,0.00015824731812003292,0.7521086248546612,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF169,5.9647950205615797e-05,0.3336656244184013,PBS,IL-10,0.00030425078476973015,All age groups,parsebioscience,IL-10,CD4T
ZNF18,2.5391538463152753e-05,0.22832080376821245,PBS,IL-10,0.00018360035504125837,All age groups,parsebioscience,IL-10,CD4T
ZNF189,2.2866563681040624e-06,0.5017777695348963,PBS,IL-10,3.2013189153456875e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF195,0.00011612340429051075,0.7145402862065395,PBS,IL-10,0.0004485564927912246,All age groups,parsebioscience,IL-10,CD4T
ZNF197,0.0010061013940318199,0.4289103205940974,PBS,IL-10,0.0012609804138532144,All age groups,parsebioscience,IL-10,CD4T
ZNF207,0.0006686679576282932,0.7003646861542137,PBS,IL-10,0.0009153006634953009,All age groups,parsebioscience,IL-10,CD4T
ZNF211,0.0007760882276005925,0.4529101871175607,PBS,IL-10,0.0010233788652528855,All age groups,parsebioscience,IL-10,CD4T
ZNF217,0.0005376296518756503,0.8182703303977463,PBS,IL-10,0.0008156359945353978,All age groups,parsebioscience,IL-10,CD4T
ZNF22,0.00036143458677568414,0.710080440847133,PBS,IL-10,0.0007050742343996072,All age groups,parsebioscience,IL-10,CD4T
ZNF224,0.0004301904394007663,0.7792152696137024,PBS,IL-10,0.0007410086626327337,All age groups,parsebioscience,IL-10,CD4T
ZNF226,0.00029372348665284494,0.5965845752926586,PBS,IL-10,0.0006484728986777042,All age groups,parsebioscience,IL-10,CD4T
ZNF227,1.7181336011808665e-05,0.5507995185985464,PBS,IL-10,0.00014131648869712628,All age groups,parsebioscience,IL-10,CD4T
ZNF235,2.1509460327838836e-09,0.22908215832022666,PBS,IL-10,1.0790671977095048e-07,All age groups,parsebioscience,IL-10,CD4T
ZNF236,0.0006718696359699549,0.7191545185399939,PBS,IL-10,0.0009153006634953009,All age groups,parsebioscience,IL-10,CD4T
ZNF24,0.000250791570406487,0.7523279207426333,PBS,IL-10,0.0006022658880564543,All age groups,parsebioscience,IL-10,CD4T
ZNF248,8.816614373988304e-08,0.30495780356191854,PBS,IL-10,2.5223183730801323e-06,All age groups,parsebioscience,IL-10,CD4T
ZNF25,1.5784491384121343e-07,0.30311753788824014,PBS,IL-10,3.846739011389572e-06,All age groups,parsebioscience,IL-10,CD4T
ZNF250,8.144506243378343e-05,0.6441618238614819,PBS,IL-10,0.0003827917934387821,All age groups,parsebioscience,IL-10,CD4T
ZNF254,0.0002849023521306564,0.6024121216521777,PBS,IL-10,0.000639814838573283,All age groups,parsebioscience,IL-10,CD4T
ZNF26,6.497959247847251e-05,0.5975801248493925,PBS,IL-10,0.00031907889440921573,All age groups,parsebioscience,IL-10,CD4T
ZNF260,0.02147410501178321,0.18818751835883574,PBS,IL-10,0.02308817172835515,All age groups,parsebioscience,IL-10,CD4T
ZNF263,6.354039662582161e-05,0.6424686646624133,PBS,IL-10,0.0003155828451073563,All age groups,parsebioscience,IL-10,CD4T
ZNF264,0.0005062938584082249,0.6034766242125973,PBS,IL-10,0.000787568224190572,All age groups,parsebioscience,IL-10,CD4T
ZNF266,0.00048535361254152174,0.7189693454393281,PBS,IL-10,0.000782751659441964,All age groups,parsebioscience,IL-10,CD4T
ZNF267,0.0005544061291958219,0.7030137398904474,PBS,IL-10,0.000820699293094149,All age groups,parsebioscience,IL-10,CD4T
ZNF273,8.215055363724559e-05,0.5769803818419996,PBS,IL-10,0.0003833692503071461,All age groups,parsebioscience,IL-10,CD4T
ZNF274,0.0005316257215592812,0.7194080948972341,PBS,IL-10,0.0008156359945353978,All age groups,parsebioscience,IL-10,CD4T
ZNF275,4.684271685257249e-05,0.37989362142306365,PBS,IL-10,0.00026571127318097157,All age groups,parsebioscience,IL-10,CD4T
ZNF276,0.0009038938279494164,0.7412271248059406,PBS,IL-10,0.0011526398038579767,All age groups,parsebioscience,IL-10,CD4T
ZNF277,0.0006685246527756194,0.7136859549384832,PBS,IL-10,0.0009153006634953009,All age groups,parsebioscience,IL-10,CD4T
ZNF280C,2.8525676000869266e-06,0.32976380231994407,PBS,IL-10,3.680371531092545e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF280D,0.00028663440841567635,0.8114443715051027,PBS,IL-10,0.000641515104549371,All age groups,parsebioscience,IL-10,CD4T
ZNF281,0.0004142043094797078,0.7871358571108207,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
ZNF286A,0.00010180211528707627,0.5811048830304144,PBS,IL-10,0.00042396070796769735,All age groups,parsebioscience,IL-10,CD4T
ZNF292,2.0401893335068e-05,0.9122920508762001,PBS,IL-10,0.00015811105561497774,All age groups,parsebioscience,IL-10,CD4T
ZNF3,0.0001641133752716697,0.5942596301594116,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF302,0.00047707954338536594,0.6500330911108645,PBS,IL-10,0.0007789536961478183,All age groups,parsebioscience,IL-10,CD4T
ZNF316,0.0001227585514147419,0.6306406873301679,PBS,IL-10,0.0004501778317623546,All age groups,parsebioscience,IL-10,CD4T
ZNF317,0.0008555727027299445,0.5768434991096371,PBS,IL-10,0.001108202437787999,All age groups,parsebioscience,IL-10,CD4T
ZNF318,0.0005350250964184303,0.7111452112478883,PBS,IL-10,0.0008156359945353978,All age groups,parsebioscience,IL-10,CD4T
ZNF319,0.0006515991151076766,0.479291416385681,PBS,IL-10,0.0009064088608634803,All age groups,parsebioscience,IL-10,CD4T
ZNF32,0.00041854487093107365,0.7174427312693885,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
ZNF324,2.4266325141188387e-07,0.5665191930029649,PBS,IL-10,5.150723207387729e-06,All age groups,parsebioscience,IL-10,CD4T
ZNF326,0.00013958894729222633,0.8696932426664987,PBS,IL-10,0.0004743665669329976,All age groups,parsebioscience,IL-10,CD4T
ZNF331,3.1244482074796543e-09,0.9379471313261077,PBS,IL-10,1.284929325326008e-07,All age groups,parsebioscience,IL-10,CD4T
ZNF333,6.246701616431222e-06,0.6060461476100583,PBS,IL-10,6.738245350183187e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF335,0.0007116276567344222,0.7573952580749592,PBS,IL-10,0.0009556142819005099,All age groups,parsebioscience,IL-10,CD4T
ZNF337,0.0018917905201535834,0.3281983447128685,PBS,IL-10,0.0022228538611804606,All age groups,parsebioscience,IL-10,CD4T
ZNF33A,0.00016973481219447302,0.8639699261669015,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF33B,0.0003046448887603233,0.754761161245053,PBS,IL-10,0.0006544316494600173,All age groups,parsebioscience,IL-10,CD4T
ZNF346,0.0001700200491633487,0.6062192681175784,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF350,0.000713674490381901,0.7336067271987532,PBS,IL-10,0.0009564110278437695,All age groups,parsebioscience,IL-10,CD4T
ZNF354A,0.0001976435141967618,0.6580598066670764,PBS,IL-10,0.000530627322059271,All age groups,parsebioscience,IL-10,CD4T
ZNF354B,0.00010798314676544237,0.601747527817547,PBS,IL-10,0.0004385982134053153,All age groups,parsebioscience,IL-10,CD4T
ZNF362,3.8112536016888377e-05,0.6323216190562907,PBS,IL-10,0.0002371651752420682,All age groups,parsebioscience,IL-10,CD4T
ZNF37A,0.0002370440942974263,0.8112853238790789,PBS,IL-10,0.0005854753940463045,All age groups,parsebioscience,IL-10,CD4T
ZNF382,0.00019056026170264127,0.46635388838393577,PBS,IL-10,0.0005255369549017912,All age groups,parsebioscience,IL-10,CD4T
ZNF384,0.00015578476241232477,0.6878425339250265,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF394,0.0012015976812893236,0.5763206258867587,PBS,IL-10,0.001461462614211414,All age groups,parsebioscience,IL-10,CD4T
ZNF397,4.399504875181428e-05,0.6937013643402233,PBS,IL-10,0.0002561835582185292,All age groups,parsebioscience,IL-10,CD4T
ZNF398,0.0003604019779554613,0.7190164648995917,PBS,IL-10,0.0007050742343996072,All age groups,parsebioscience,IL-10,CD4T
ZNF407,0.00014300347192202213,0.9102696515690852,PBS,IL-10,0.0004766475511356867,All age groups,parsebioscience,IL-10,CD4T
ZNF41,0.0008250121989841204,0.6022187173312882,PBS,IL-10,0.0010728419504576112,All age groups,parsebioscience,IL-10,CD4T
ZNF410,0.0003408243140112376,0.7973522639179769,PBS,IL-10,0.0006869765893510571,All age groups,parsebioscience,IL-10,CD4T
ZNF414,0.00023942490034566862,0.7030430431743976,PBS,IL-10,0.0005856564476856876,All age groups,parsebioscience,IL-10,CD4T
ZNF417,0.0001555715367936501,0.5553098225114498,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF428,0.0020448016898858196,0.5591823688421205,PBS,IL-10,0.002389839275212912,All age groups,parsebioscience,IL-10,CD4T
ZNF429,4.367414788972389e-05,0.5818172753824807,PBS,IL-10,0.0002561835582185292,All age groups,parsebioscience,IL-10,CD4T
ZNF43,0.0001320159053349202,0.7427169092076996,PBS,IL-10,0.0004709189783256369,All age groups,parsebioscience,IL-10,CD4T
ZNF430,0.00037704974484529147,0.820559846346058,PBS,IL-10,0.0007097761523530684,All age groups,parsebioscience,IL-10,CD4T
ZNF431,0.00019723236763902267,0.8560080731643253,PBS,IL-10,0.000530627322059271,All age groups,parsebioscience,IL-10,CD4T
ZNF439,2.711118972042965e-05,0.5584983561809848,PBS,IL-10,0.00018977832804300756,All age groups,parsebioscience,IL-10,CD4T
ZNF44,0.0006197473987966412,0.7672697586633662,PBS,IL-10,0.0008759904587388852,All age groups,parsebioscience,IL-10,CD4T
ZNF444,2.9803138371951723e-06,0.6034895607164148,PBS,IL-10,3.7712432786046605e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF445,0.00019180325993584877,0.6763768935770808,PBS,IL-10,0.0005258606043241187,All age groups,parsebioscience,IL-10,CD4T
ZNF45,0.00024814509460221546,0.3545460587893263,PBS,IL-10,0.0005980933049386731,All age groups,parsebioscience,IL-10,CD4T
ZNF451,6.285282598804385e-05,0.9634579892112568,PBS,IL-10,0.0003155828451073563,All age groups,parsebioscience,IL-10,CD4T
ZNF460,5.274046259477837e-05,0.8111951531602216,PBS,IL-10,0.00028680350733358814,All age groups,parsebioscience,IL-10,CD4T
ZNF480,0.00042124745273620657,0.7636333265545735,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
ZNF483,2.093766649752263e-07,0.3724015274134532,PBS,IL-10,4.873274747471668e-06,All age groups,parsebioscience,IL-10,CD4T
ZNF484,0.00011725184917946904,0.6686772186027784,PBS,IL-10,0.0004485564927912246,All age groups,parsebioscience,IL-10,CD4T
ZNF487,0.002190920351277621,0.4189536993015252,PBS,IL-10,0.0025203244600361446,All age groups,parsebioscience,IL-10,CD4T
ZNF490,4.689769096634013e-06,0.28200684770702056,PBS,IL-10,5.510478688544965e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF493,0.0009671480786853542,0.7023388561722194,PBS,IL-10,0.0012238142995672366,All age groups,parsebioscience,IL-10,CD4T
ZNF506,0.0005404518140082576,0.7412427733285518,PBS,IL-10,0.0008156359945353978,All age groups,parsebioscience,IL-10,CD4T
ZNF507,0.0001554552821734942,0.8086282972296013,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF511,0.0011040263169502535,0.6936580206084129,PBS,IL-10,0.001365506234122682,All age groups,parsebioscience,IL-10,CD4T
ZNF512,0.0002825327308022011,0.7499333353753088,PBS,IL-10,0.0006388540785836712,All age groups,parsebioscience,IL-10,CD4T
ZNF518A,0.0001699253370950094,0.8226166810550493,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF518B,0.00030632970825788045,0.7164926287453053,PBS,IL-10,0.0006544316494600173,All age groups,parsebioscience,IL-10,CD4T
ZNF524,0.0012189398795394806,0.6682640960738716,PBS,IL-10,0.0014770947343222436,All age groups,parsebioscience,IL-10,CD4T
ZNF529,0.0004579105472955664,0.590129036071466,PBS,IL-10,0.0007636750769730114,All age groups,parsebioscience,IL-10,CD4T
ZNF540,7.335003604929091e-07,0.33283090393988607,PBS,IL-10,1.3406756589009283e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF544,0.0003924858966168854,0.6233900440709602,PBS,IL-10,0.0007274809013349595,All age groups,parsebioscience,IL-10,CD4T
ZNF548,1.862524213349572e-05,0.5306816193076879,PBS,IL-10,0.0001494562112663437,All age groups,parsebioscience,IL-10,CD4T
ZNF549,0.00039989474442520624,0.2763368935071701,PBS,IL-10,0.0007309187273105158,All age groups,parsebioscience,IL-10,CD4T
ZNF550,4.4906442576159456e-10,0.3513368063247875,PBS,IL-10,2.4623699345927438e-08,All age groups,parsebioscience,IL-10,CD4T
ZNF558,3.365601246310243e-05,0.41056075593309965,PBS,IL-10,0.00021500637088079025,All age groups,parsebioscience,IL-10,CD4T
ZNF559,3.7592748004678673e-07,0.5121570300563743,PBS,IL-10,7.495766117296535e-06,All age groups,parsebioscience,IL-10,CD4T
ZNF561,2.4129533874183308e-05,0.6598498729199052,PBS,IL-10,0.00017839587965407433,All age groups,parsebioscience,IL-10,CD4T
ZNF562,0.00015833855264450825,0.600309972830632,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF564,1.0649530939747479e-05,0.5939858594380482,PBS,IL-10,0.00010304987291696825,All age groups,parsebioscience,IL-10,CD4T
ZNF566,2.6951072522830846e-05,0.5623248770121686,PBS,IL-10,0.00018977832804300756,All age groups,parsebioscience,IL-10,CD4T
ZNF567,4.537737544115975e-05,0.6724309234754503,PBS,IL-10,0.00026066274857170147,All age groups,parsebioscience,IL-10,CD4T
ZNF568,0.00026718407690675533,0.5818757904820642,PBS,IL-10,0.0006190391641008627,All age groups,parsebioscience,IL-10,CD4T
ZNF569,0.00013597964419737236,0.5631834304060501,PBS,IL-10,0.0004709189783256369,All age groups,parsebioscience,IL-10,CD4T
ZNF570,0.00016088780108170595,0.6074602601140677,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF571,2.5355894301814173e-07,0.35081994821028406,PBS,IL-10,5.213805765810539e-06,All age groups,parsebioscience,IL-10,CD4T
ZNF574,1.4542769563315327e-07,0.4911888698608883,PBS,IL-10,3.7663293255227136e-06,All age groups,parsebioscience,IL-10,CD4T
ZNF580,0.0005006491122710994,0.7523170611674116,PBS,IL-10,0.0007843502758913889,All age groups,parsebioscience,IL-10,CD4T
ZNF581,0.00031403326230427,0.6968107242576369,PBS,IL-10,0.000668718079599384,All age groups,parsebioscience,IL-10,CD4T
ZNF585A,0.0011068774623517789,0.597132658580304,PBS,IL-10,0.0013664641092447853,All age groups,parsebioscience,IL-10,CD4T
ZNF585B,0.0008087995252451503,0.1765128565201799,PBS,IL-10,0.001055932713514502,All age groups,parsebioscience,IL-10,CD4T
ZNF586,0.00012314895093803012,0.5720101296644964,PBS,IL-10,0.0004501778317623546,All age groups,parsebioscience,IL-10,CD4T
ZNF587,0.0002971655357777837,0.564322971793845,PBS,IL-10,0.0006517830751392723,All age groups,parsebioscience,IL-10,CD4T
ZNF587B,0.00037765383475012957,0.6858827435939119,PBS,IL-10,0.0007097761523530684,All age groups,parsebioscience,IL-10,CD4T
ZNF592,0.0005384195762246251,0.7860294638366289,PBS,IL-10,0.0008156359945353978,All age groups,parsebioscience,IL-10,CD4T
ZNF598,0.00028489045156193177,0.35860642474642446,PBS,IL-10,0.000639814838573283,All age groups,parsebioscience,IL-10,CD4T
ZNF600,0.0007438517258295241,0.7402725294062104,PBS,IL-10,0.0009887968395875292,All age groups,parsebioscience,IL-10,CD4T
ZNF609,2.1788160377242062e-06,0.9483082575802967,PBS,IL-10,3.1166542452663645e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF611,0.0008883729222358355,0.6486510039876017,PBS,IL-10,0.0011350473453032616,All age groups,parsebioscience,IL-10,CD4T
ZNF621,0.0007571266639414759,0.6260532862227502,PBS,IL-10,0.0010044140017610708,All age groups,parsebioscience,IL-10,CD4T
ZNF623,0.0003221588583322872,0.2833310816394358,PBS,IL-10,0.0006750972254224363,All age groups,parsebioscience,IL-10,CD4T
ZNF624,5.766102972498815e-05,0.4457298717798692,PBS,IL-10,0.00029874769731529294,All age groups,parsebioscience,IL-10,CD4T
ZNF626,0.00014227225737817073,0.5752910342677129,PBS,IL-10,0.0004766475511356867,All age groups,parsebioscience,IL-10,CD4T
ZNF639,0.00034012880017061795,0.7592165392830954,PBS,IL-10,0.0006869765893510571,All age groups,parsebioscience,IL-10,CD4T
ZNF641,0.0005161685876718722,0.7011109506275763,PBS,IL-10,0.0007989880929917298,All age groups,parsebioscience,IL-10,CD4T
ZNF644,1.175808182749105e-05,0.9932841186758069,PBS,IL-10,0.00011125690527528042,All age groups,parsebioscience,IL-10,CD4T
ZNF646,6.930718061958651e-05,0.5292772189929574,PBS,IL-10,0.0003378083322050958,All age groups,parsebioscience,IL-10,CD4T
ZNF652,0.00023239546811828016,0.8694677135246192,PBS,IL-10,0.0005792280985675316,All age groups,parsebioscience,IL-10,CD4T
ZNF654,0.00030247762576427893,0.8092649369497308,PBS,IL-10,0.0006544316494600173,All age groups,parsebioscience,IL-10,CD4T
ZNF655,0.0004069205838548689,0.7989131432004141,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
ZNF66,0.0007776751209823183,0.4435774207289075,PBS,IL-10,0.0010234204592127307,All age groups,parsebioscience,IL-10,CD4T
ZNF664,0.00026007552842956364,0.7872045877998874,PBS,IL-10,0.0006090024829418252,All age groups,parsebioscience,IL-10,CD4T
ZNF669,2.844781584630854e-05,0.6293202718544394,PBS,IL-10,0.0001949860711132398,All age groups,parsebioscience,IL-10,CD4T
ZNF672,0.00034975899005670766,0.5406294896425627,PBS,IL-10,0.0007016506568820538,All age groups,parsebioscience,IL-10,CD4T
ZNF675,0.00016521477047240404,0.7400781800053142,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF678,0.0008880708432607902,0.6209044402552992,PBS,IL-10,0.0011350473453032616,All age groups,parsebioscience,IL-10,CD4T
ZNF680,0.00019088652313302141,0.6611339620356274,PBS,IL-10,0.0005255369549017912,All age groups,parsebioscience,IL-10,CD4T
ZNF682,2.601130816152353e-09,0.38345820702545147,PBS,IL-10,1.1410293846854988e-07,All age groups,parsebioscience,IL-10,CD4T
ZNF683,0.27665289082197253,0.11617352653317271,PBS,IL-10,0.28266708410071106,All age groups,parsebioscience,IL-10,CD4T
ZNF687,5.666743945030789e-05,0.6176735247315134,PBS,IL-10,0.0002965473482727635,All age groups,parsebioscience,IL-10,CD4T
ZNF688,0.0006646135884232195,0.702311708260424,PBS,IL-10,0.0009153006634953009,All age groups,parsebioscience,IL-10,CD4T
ZNF689,1.4356628027794951e-05,0.5552195308495887,PBS,IL-10,0.0001259637099267542,All age groups,parsebioscience,IL-10,CD4T
ZNF692,1.8248561069012334e-06,0.5407569770869014,PBS,IL-10,2.668345151868915e-05,All age groups,parsebioscience,IL-10,CD4T
ZNF699,0.0004883434140772022,0.6311993315781114,PBS,IL-10,0.0007830274588835562,All age groups,parsebioscience,IL-10,CD4T
ZNF7,0.0004545617782742705,0.6846706615821384,PBS,IL-10,0.0007636750769730114,All age groups,parsebioscience,IL-10,CD4T
ZNF700,0.0001604973013527064,0.526189500263537,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF701,5.363881282515808e-05,0.61535516250151,PBS,IL-10,0.0002892978593356887,All age groups,parsebioscience,IL-10,CD4T
ZNF706,0.030801846710494577,0.36545762888749966,PBS,IL-10,0.032689701831460374,All age groups,parsebioscience,IL-10,CD4T
ZNF708,8.426572792832988e-05,0.9078012224141107,PBS,IL-10,0.0003877402026352522,All age groups,parsebioscience,IL-10,CD4T
ZNF714,8.787049424723149e-05,0.596060726040326,PBS,IL-10,0.00039541307484284324,All age groups,parsebioscience,IL-10,CD4T
ZNF718,5.4294767214809547e-08,0.3024550547165207,PBS,IL-10,1.6239071285156674e-06,All age groups,parsebioscience,IL-10,CD4T
ZNF721,0.00015154339900872105,0.869726423488775,PBS,IL-10,0.0004864051841281888,All age groups,parsebioscience,IL-10,CD4T
ZNF736,0.0001336839019725084,0.6838444918505601,PBS,IL-10,0.0004709189783256369,All age groups,parsebioscience,IL-10,CD4T
ZNF737,0.00014783351254322042,0.7229342665610258,PBS,IL-10,0.0004839524937982042,All age groups,parsebioscience,IL-10,CD4T
ZNF740,0.0005530489325348092,0.6935074576181759,PBS,IL-10,0.000820699293094149,All age groups,parsebioscience,IL-10,CD4T
ZNF746,2.7633458133753042e-05,0.4657368747058505,PBS,IL-10,0.00019139805738957368,All age groups,parsebioscience,IL-10,CD4T
ZNF75A,0.00047829018232942996,0.7275742296449855,PBS,IL-10,0.0007789973761702101,All age groups,parsebioscience,IL-10,CD4T
ZNF75D,0.0005877524847404339,0.6731235129792478,PBS,IL-10,0.0008462606891886334,All age groups,parsebioscience,IL-10,CD4T
ZNF76,0.0003725180272127038,0.6349722638520273,PBS,IL-10,0.0007097761523530684,All age groups,parsebioscience,IL-10,CD4T
ZNF766,0.0004117788145803311,0.7684775870650393,PBS,IL-10,0.0007355756016376684,All age groups,parsebioscience,IL-10,CD4T
ZNF770,0.00013705734447630984,0.862178865757692,PBS,IL-10,0.00047216613960948624,All age groups,parsebioscience,IL-10,CD4T
ZNF780A,4.8213133086126864e-05,0.4549707245727902,PBS,IL-10,0.00027114736385189296,All age groups,parsebioscience,IL-10,CD4T
ZNF780B,1.4967258890356e-05,0.544058250414079,PBS,IL-10,0.00012626226089556728,All age groups,parsebioscience,IL-10,CD4T
ZNF782,0.0012105610819782954,0.3926177952883016,PBS,IL-10,0.0014696479556120265,All age groups,parsebioscience,IL-10,CD4T
ZNF783,3.161854201825835e-05,0.40928569631860867,PBS,IL-10,0.00020931968517380256,All age groups,parsebioscience,IL-10,CD4T
ZNF789,1.4270067060279227e-05,0.5174214700684888,PBS,IL-10,0.0001259637099267542,All age groups,parsebioscience,IL-10,CD4T
ZNF790,5.152779582968988e-05,0.5306866652244213,PBS,IL-10,0.0002849184004700499,All age groups,parsebioscience,IL-10,CD4T
ZNF791,0.00033128741320421947,0.8005779328499537,PBS,IL-10,0.0006818360724261064,All age groups,parsebioscience,IL-10,CD4T
ZNF8,2.6743553503664212e-05,0.5098837225453259,PBS,IL-10,0.00018977832804300756,All age groups,parsebioscience,IL-10,CD4T
