gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
ZNF841,4.7328138267637145e-05,-0.13763264770051797,868,6.510247395645334e-05,,aging,soundlife,B
ZNF844,1.3983788276447981e-05,-0.1468603432669359,868,4.909711125966793e-05,,aging,soundlife,B
ZNF880,1.0267941106127715e-05,-0.14911148511612182,868,4.622164761938191e-05,,aging,soundlife,B
ZNF891,1.151258557312662e-05,-0.1482814281157126,868,4.752235512151241e-05,,aging,soundlife,B
ZNF91,4.937781483345156e-05,-0.13730120729335377,868,6.587144818074227e-05,,aging,soundlife,B
ZNF92,4.001432208360711e-05,-0.1389376581338148,868,6.169125227244553e-05,,aging,soundlife,B
ZSCAN18,3.523113961258028e-05,-0.13991967928864654,868,5.937232344886572e-05,,aging,soundlife,B
ZSCAN25,3.6055223560029904e-05,-0.13974181058755952,868,5.937232344886572e-05,,aging,soundlife,B
ZSCAN29,2.9150957694271916e-05,-0.14136903867452727,868,5.8617081388793056e-05,,aging,soundlife,B
ZSCAN30,3.461564750033561e-05,-0.14005511781205857,868,5.937232344886572e-05,,aging,soundlife,B
ZXDA,1.3181051884705308e-05,-0.14729376675107517,868,4.861802124312445e-05,,aging,soundlife,B
ZXDB,1.290963818144085e-05,-0.14744601567179078,868,4.857862523580654e-05,,aging,soundlife,B
ZXDC,4.038088362157825e-05,-0.13886706365114923,868,6.169125227244553e-05,,aging,soundlife,B
ZZZ3,5.621538683822775e-05,-0.1362826258208891,868,7.113194492995551e-05,,aging,soundlife,B
ADNP,0.4880899544730005,0.02356452098785753,868,0.6032058303786435,,aging,soundlife,MONO
ADNP2,0.38927263348299534,0.029258018834391365,868,0.6032058303786435,,aging,soundlife,MONO
AEBP2,0.437857967508122,0.02636630898784446,868,0.6032058303786435,,aging,soundlife,MONO
AHCTF1,0.4746338834258479,0.024298749537626896,868,0.6032058303786435,,aging,soundlife,MONO
AHR,0.37362641048269496,-0.030235088730126564,868,0.6032058303786435,,aging,soundlife,MONO
AKAP8,0.5046835025392572,0.02267392818513649,868,0.6032058303786435,,aging,soundlife,MONO
AKAP8L,0.364289652626405,0.030830213538711158,868,0.6032058303786435,,aging,soundlife,MONO
AKNA,0.5257142486459022,0.02156700485973822,868,0.6032058303786435,,aging,soundlife,MONO
ANKZF1,0.4401445314551091,0.026234958238640135,868,0.6032058303786435,,aging,soundlife,MONO
ARHGAP35,0.4432916339146157,0.026054811407208157,868,0.6032058303786435,,aging,soundlife,MONO
ARID2,0.4748186807867084,0.0242885898111691,868,0.6032058303786435,,aging,soundlife,MONO
ARID3A,0.42006950633896223,0.02740197643789635,868,0.6032058303786435,,aging,soundlife,MONO
ARID3B,0.5346908939463575,0.021101467086542487,868,0.6036542208376724,,aging,soundlife,MONO
ARID5A,0.3889697500946072,0.02927670317762387,868,0.6032058303786435,,aging,soundlife,MONO
ARID5B,0.003375588627180235,0.09939119847714008,868,0.05329759157403124,,aging,soundlife,MONO
ARNT,0.4758660526437656,0.024231048647939794,868,0.6032058303786435,,aging,soundlife,MONO
ASCL2,0.2058662401816076,0.04297947348240641,868,0.6032058303786435,,aging,soundlife,MONO
ASH1L,0.44249269354555665,0.02610047506021149,868,0.6032058303786435,,aging,soundlife,MONO
ATF1,0.3396389556219239,0.03244892619491365,868,0.6032058303786435,,aging,soundlife,MONO
ATF2,0.503825362762893,0.02271960102414928,868,0.6032058303786435,,aging,soundlife,MONO
ATF3,0.9444051439739098,-0.0023703486938900465,868,0.9476957542316586,,aging,soundlife,MONO
ATF4,0.5456005096180032,0.02054094597557679,868,0.6067760359409623,,aging,soundlife,MONO
ATF5,0.13398250640461287,0.05090551150897875,868,0.6032058303786435,,aging,soundlife,MONO
ATF6,0.5298995662701278,0.021349452597803402,868,0.6032058303786435,,aging,soundlife,MONO
ATF6B,0.16715912913913744,0.046929218712029375,868,0.6032058303786435,,aging,soundlife,MONO
ATF7,0.39057767856723236,0.029177613693627296,868,0.6032058303786435,,aging,soundlife,MONO
ATMIN,0.11737092424228554,0.05318929124976008,868,0.6032058303786435,,aging,soundlife,MONO
BACH1,0.367482440432501,0.030625650294146437,868,0.6032058303786435,,aging,soundlife,MONO
BACH2,0.20456089754196255,-0.04310336519193286,868,0.6032058303786435,,aging,soundlife,MONO
BATF,0.575606247265723,0.019027027315242747,868,0.6279340879262433,,aging,soundlife,MONO
BATF3,4.671108915837156e-05,0.13773509007796578,868,0.0022421322796018347,,aging,soundlife,MONO
BAZ2A,0.46593415384121006,0.02477952690050932,868,0.6032058303786435,,aging,soundlife,MONO
BAZ2B,0.6710419740885343,0.01443593327745507,868,0.7002177120923836,,aging,soundlife,MONO
BBX,0.12665163257431153,0.05188453802472797,868,0.6032058303786435,,aging,soundlife,MONO
BCL11A,0.3529076502767333,0.03156873195489625,868,0.6032058303786435,,aging,soundlife,MONO
BCL11B,0.20078457317707712,-0.04346504594222461,868,0.6032058303786435,,aging,soundlife,MONO
BCL6,0.4832106726137798,0.02382947305858277,868,0.6032058303786435,,aging,soundlife,MONO
BHLHE40,0.4036607395952936,-0.02838036911899314,868,0.6032058303786435,,aging,soundlife,MONO
BPTF,0.48687167556291533,0.02363054083781427,868,0.6032058303786435,,aging,soundlife,MONO
CAMTA1,0.4525365236824722,0.025529785036778548,868,0.6032058303786435,,aging,soundlife,MONO
CAMTA2,0.349494662738672,0.031793100235847055,868,0.6032058303786435,,aging,soundlife,MONO
CARF,0.5392625625074867,0.02086589187405596,868,0.6045758885295841,,aging,soundlife,MONO
CC2D1A,0.4520596388195147,0.025556718416502096,868,0.6032058303786435,,aging,soundlife,MONO
CDC5L,0.46961759671289927,0.024575367840360636,868,0.6032058303786435,,aging,soundlife,MONO
CEBPA,0.0003784210316992577,0.12038854214650438,868,0.00895528712874563,,aging,soundlife,MONO
CEBPB,0.00012316561598046475,0.12996336782423654,868,0.004433962175296731,,aging,soundlife,MONO
CEBPD,9.799448065111107e-06,-0.14944901584755504,868,0.0014111205213759995,,aging,soundlife,MONO
CEBPG,0.4312966799961495,0.026745424784082768,868,0.6032058303786435,,aging,soundlife,MONO
CEBPZ,0.282513884403597,0.03651778640914619,868,0.6032058303786435,,aging,soundlife,MONO
CENPB,0.3799412993566329,0.029837775449156893,868,0.6032058303786435,,aging,soundlife,MONO
CENPT,0.4435331975163165,0.02604101402100598,868,0.6032058303786435,,aging,soundlife,MONO
CENPX,0.30457744766186856,0.034887003336519166,868,0.6032058303786435,,aging,soundlife,MONO
CGGBP1,0.5091785995781037,0.022435349147558015,868,0.6032058303786435,,aging,soundlife,MONO
CHAMP1,0.29568906107025633,0.03553413933064085,868,0.6032058303786435,,aging,soundlife,MONO
CHCHD3,0.25742027395005973,0.03848109383805319,868,0.6032058303786435,,aging,soundlife,MONO
CIC,0.32265491466639673,0.03360836593636907,868,0.6032058303786435,,aging,soundlife,MONO
CLOCK,0.41045208177867065,0.02797262053128201,868,0.6032058303786435,,aging,soundlife,MONO
CREB1,0.46905853893149274,0.02460629713419733,868,0.6032058303786435,,aging,soundlife,MONO
CREB3,0.37346215674746885,0.030245478106820746,868,0.6032058303786435,,aging,soundlife,MONO
CREB3L2,0.5238202420791993,0.021665745275375483,868,0.6032058303786435,,aging,soundlife,MONO
CREB5,0.04016139750539142,-0.06966805523997849,868,0.36485244044255905,,aging,soundlife,MONO
CREBL2,0.27515871565453826,0.037080457046324476,868,0.6032058303786435,,aging,soundlife,MONO
CREBZF,0.3763801699767735,0.030061326175266162,868,0.6032058303786435,,aging,soundlife,MONO
CREM,0.5204783171828609,0.02184041724517198,868,0.6032058303786435,,aging,soundlife,MONO
CSRNP1,0.3990311616829749,0.02866068019752799,868,0.6032058303786435,,aging,soundlife,MONO
CTCF,0.255439290343989,0.03864160098126929,868,0.6032058303786435,,aging,soundlife,MONO
CUX1,0.001078896046831006,0.11077848812251034,868,0.021009082954506247,,aging,soundlife,MONO
CXXC1,0.4501841365801812,0.025662798453694312,868,0.6032058303786435,,aging,soundlife,MONO
CXXC5,0.4215118532351606,-0.027317060966489625,868,0.6032058303786435,,aging,soundlife,MONO
DBP,0.2286509645678508,0.04090287499888463,868,0.6032058303786435,,aging,soundlife,MONO
DDIT3,0.48553544430613294,0.023703055196456057,868,0.6032058303786435,,aging,soundlife,MONO
DEAF1,0.3321303740975373,0.03295678391367091,868,0.6032058303786435,,aging,soundlife,MONO
DMTF1,0.4888301631672277,0.023524451614612602,868,0.6032058303786435,,aging,soundlife,MONO
DNMT1,0.4190623353423799,0.02746137317503567,868,0.6032058303786435,,aging,soundlife,MONO
DNTTIP1,0.3405303343272169,0.03238911608734883,868,0.6032058303786435,,aging,soundlife,MONO
DOT1L,0.37780340509664445,0.029971826885141137,868,0.6032058303786435,,aging,soundlife,MONO
DR1,0.2698904804168913,0.03748980399968087,868,0.6032058303786435,,aging,soundlife,MONO
DRAP1,0.00035680178654748704,0.12090758842477846,868,0.008935557784841416,,aging,soundlife,MONO
E2F3,0.5041255896935042,0.0227036173676967,868,0.6032058303786435,,aging,soundlife,MONO
E2F4,0.2824296905239669,0.03652417068571777,868,0.6032058303786435,,aging,soundlife,MONO
E4F1,0.16452800613098978,0.04722149916088476,868,0.6032058303786435,,aging,soundlife,MONO
EEA1,0.3898400686301765,0.029223038510384786,868,0.6032058303786435,,aging,soundlife,MONO
EGR1,8.906968860994552e-05,-0.13260878238526236,868,0.003946472356871433,,aging,soundlife,MONO
ELF1,0.32601169442916567,0.033376134431324346,868,0.6032058303786435,,aging,soundlife,MONO
ELF2,0.34570644581428256,0.032043768061868975,868,0.6032058303786435,,aging,soundlife,MONO
ELF4,0.14173847964575298,0.0499137531841242,868,0.6032058303786435,,aging,soundlife,MONO
ELK1,0.431571993674713,0.026729450313639637,868,0.6032058303786435,,aging,soundlife,MONO
ELK3,0.3592002301644016,0.031158622562755058,868,0.6032058303786435,,aging,soundlife,MONO
ELK4,0.42779491842658635,0.02694912454375867,868,0.6032058303786435,,aging,soundlife,MONO
ERF,0.1854037073169469,0.0449917147836829,868,0.6032058303786435,,aging,soundlife,MONO
ESRRA,0.16005077206624566,0.04772704200525923,868,0.6032058303786435,,aging,soundlife,MONO
ETS1,0.7002758721986402,0.013084285474152588,868,0.7254656517741308,,aging,soundlife,MONO
ETS2,0.4114596272390101,0.02791247054136734,868,0.6032058303786435,,aging,soundlife,MONO
ETV3,0.2479382954038608,0.039257320823053145,868,0.6032058303786435,,aging,soundlife,MONO
ETV6,0.6320720582179589,0.01627432934978605,868,0.6692527675248976,,aging,soundlife,MONO
FAM200B,1.5209369066496974e-05,-0.14624229017875037,868,0.0014600994303837096,,aging,soundlife,MONO
FLI1,0.22799545184141862,0.04096049883619904,868,0.6032058303786435,,aging,soundlife,MONO
FOS,0.04103786983715181,-0.06936534867039111,868,0.36485244044255905,,aging,soundlife,MONO
FOSB,0.0045521343711838885,-0.096213564900281,868,0.0670348082122439,,aging,soundlife,MONO
FOSL1,0.8258215869939803,-0.007480121569573574,868,0.837452876951642,,aging,soundlife,MONO
FOSL2,0.669477441040679,0.014508897750560178,868,0.6998530055162089,,aging,soundlife,MONO
FOXJ2,0.23061774910351618,0.040730683251641114,868,0.6032058303786435,,aging,soundlife,MONO
FOXJ3,0.4722685973936531,0.024428979593677642,868,0.6032058303786435,,aging,soundlife,MONO
FOXK1,0.4747591937885418,0.02429186003053526,868,0.6032058303786435,,aging,soundlife,MONO
FOXK2,0.4563359727449994,0.0253157693884841,868,0.6032058303786435,,aging,soundlife,MONO
FOXN2,0.4488080937477906,0.025740787673971584,868,0.6032058303786435,,aging,soundlife,MONO
FOXN3,0.5705679694846445,0.01927853106812512,868,0.6236188812583591,,aging,soundlife,MONO
FOXO1,0.11155413815402596,0.05404882615451205,868,0.6032058303786435,,aging,soundlife,MONO
FOXO3,0.41301335039155185,0.027819884752065267,868,0.6032058303786435,,aging,soundlife,MONO
FOXP1,0.1833816664184218,0.04519927266733012,868,0.6032058303786435,,aging,soundlife,MONO
GABPA,0.3641059472590702,0.030842017560861485,868,0.6032058303786435,,aging,soundlife,MONO
GATAD2A,0.5147948432581301,0.02213880639031528,868,0.6032058303786435,,aging,soundlife,MONO
GATAD2B,0.4791598200190098,0.024050543562139044,868,0.6032058303786435,,aging,soundlife,MONO
GLI4,0.2957843900843391,0.035527130405426294,868,0.6032058303786435,,aging,soundlife,MONO
GLMP,0.16756061309053127,0.04688492377443491,868,0.6032058303786435,,aging,soundlife,MONO
GLYR1,0.4397599486465884,0.02625702303335227,868,0.6032058303786435,,aging,soundlife,MONO
GMEB1,0.272799145328318,0.03726313003035672,868,0.6032058303786435,,aging,soundlife,MONO
GMEB2,0.955952346932363,0.0018774549845358085,868,0.957614872753115,,aging,soundlife,MONO
GPBP1,0.36717587296290655,0.030645244052315033,868,0.6032058303786435,,aging,soundlife,MONO
GPBP1L1,0.1370154023127322,0.05051256158250045,868,0.6032058303786435,,aging,soundlife,MONO
GTF2B,0.27257206169438075,0.0372807671685113,868,0.6032058303786435,,aging,soundlife,MONO
GTF2I,0.8143228130621019,-0.007982807565007384,868,0.8287101419147892,,aging,soundlife,MONO
GTF2IRD2B,0.4222475584958859,0.02727381323397309,868,0.6032058303786435,,aging,soundlife,MONO
GTF3A,0.5297842944374129,0.021355432689958938,868,0.6032058303786435,,aging,soundlife,MONO
GZF1,0.6646428476706132,0.014734790909080593,868,0.6970042253539769,,aging,soundlife,MONO
HBP1,0.39825510300076217,0.02870785954209149,868,0.6032058303786435,,aging,soundlife,MONO
HES1,0.0011033551678121486,0.11056469293844283,868,0.021009082954506247,,aging,soundlife,MONO
HES4,2.8922315325072733e-05,0.14142897738622448,868,0.0018510281808046549,,aging,soundlife,MONO
HHEX,0.025240466877038,0.0759522869825772,868,0.24230848201956479,,aging,soundlife,MONO
HIC2,0.40963395368669,0.02802152684562314,868,0.6032058303786435,,aging,soundlife,MONO
HIF1A,0.0206304867115585,-0.07855709938180964,868,0.20847649729574905,,aging,soundlife,MONO
HIVEP1,0.4708078331552106,0.024509586826649735,868,0.6032058303786435,,aging,soundlife,MONO
HIVEP2,0.46477981736876783,0.024843691176556045,868,0.6032058303786435,,aging,soundlife,MONO
HIVEP3,0.30479754292434635,0.0348711390981895,868,0.6032058303786435,,aging,soundlife,MONO
HLX,0.006883889388770644,-0.0916646805759414,868,0.0922120997193463,,aging,soundlife,MONO
HMBOX1,0.5456770600996849,0.020537032735548747,868,0.6067760359409623,,aging,soundlife,MONO
HMG20A,0.3553820707384179,0.03140692039833746,868,0.6032058303786435,,aging,soundlife,MONO
HMG20B,0.2406859386230942,0.03986513151069579,868,0.6032058303786435,,aging,soundlife,MONO
HMGA1,0.9943012767470831,-0.00024277704389964324,868,0.9943012767470831,,aging,soundlife,MONO
HMGN3,0.5244046870202994,0.021635256909992653,868,0.6032058303786435,,aging,soundlife,MONO
HOXB2,0.5505389512915646,0.02028904722428783,868,0.6079113597961974,,aging,soundlife,MONO
HSF1,0.08455398323934131,0.05857945787806356,868,0.6032058303786435,,aging,soundlife,MONO
IKZF1,0.00835053750672524,0.08947387243685927,868,0.10304463343854266,,aging,soundlife,MONO
IKZF3,0.15704396149027763,-0.04807257375092819,868,0.6032058303786435,,aging,soundlife,MONO
IKZF5,0.4509215986159103,0.025621057226728482,868,0.6032058303786435,,aging,soundlife,MONO
IRF1,0.04117258442494156,0.0693193083910001,868,0.36485244044255905,,aging,soundlife,MONO
IRF2,0.007962687583603327,0.09001748210441737,868,0.10304463343854266,,aging,soundlife,MONO
IRF3,0.30438522136644824,0.03490086502478753,868,0.6032058303786435,,aging,soundlife,MONO
IRF4,0.09184807944303384,0.05725292462461245,868,0.6032058303786435,,aging,soundlife,MONO
IRF5,0.061727396794669376,0.06344003268923805,868,0.500774373996191,,aging,soundlife,MONO
IRF7,0.04538442886758818,0.0679402862795202,868,0.3901706123541909,,aging,soundlife,MONO
IRF8,0.4107410550463426,0.02795536001951511,868,0.6032058303786435,,aging,soundlife,MONO
IRF9,0.017697054291642283,0.08049273855023664,868,0.18876857911085101,,aging,soundlife,MONO
JAZF1,0.5205548220213264,0.021836412145049385,868,0.6032058303786435,,aging,soundlife,MONO
JDP2,0.5116045622734855,0.022307048153492926,868,0.6032058303786435,,aging,soundlife,MONO
JUN,0.00030811432130958523,-0.12219327149418092,868,0.008451135670205766,,aging,soundlife,MONO
JUNB,0.1813972890124523,-0.04540461672269857,868,0.6032058303786435,,aging,soundlife,MONO
JUND,0.008408155853492196,-0.08939504728972154,868,0.10304463343854266,,aging,soundlife,MONO
KAT7,0.49736814851972966,0.023064599981269827,868,0.6032058303786435,,aging,soundlife,MONO
KCMF1,0.43843476057003183,0.026333138307700617,868,0.6032058303786435,,aging,soundlife,MONO
KDM2A,0.5165566388424309,0.02204612874091865,868,0.6032058303786435,,aging,soundlife,MONO
KDM2B,0.40028677096674514,0.028584463877075632,868,0.6032058303786435,,aging,soundlife,MONO
KDM5B,0.589089412064123,0.018359002335619233,868,0.6390122435949809,,aging,soundlife,MONO
KIN,0.25965377914739773,0.03830114909882922,868,0.6032058303786435,,aging,soundlife,MONO
KLF10,0.1703994543774773,-0.04657396816835648,868,0.6032058303786435,,aging,soundlife,MONO
KLF11,0.03719664247196598,0.07073529500452896,868,0.3455688074814904,,aging,soundlife,MONO
KLF12,0.00024739025448130235,0.12409409568677156,868,0.007499830872696324,,aging,soundlife,MONO
KLF13,0.46132569614553864,0.025036220748734055,868,0.6032058303786435,,aging,soundlife,MONO
KLF16,0.5491502194681568,0.02035977031108579,868,0.6079113597961974,,aging,soundlife,MONO
KLF2,0.004273082675085218,0.09689326529792248,868,0.0647709373907654,,aging,soundlife,MONO
KLF3,0.0005550612959518662,0.11695748494078673,868,0.012273145592890796,,aging,soundlife,MONO
KLF4,0.016555044466120678,-0.08132302520088228,868,0.17991897382048133,,aging,soundlife,MONO
KLF6,0.002820975247386343,-0.10125711583379979,868,0.04642519264270096,,aging,soundlife,MONO
KLF7,0.4579512880040213,0.025225085103139314,868,0.6032058303786435,,aging,soundlife,MONO
KLF9,0.3666068530990726,0.03068163902177776,868,0.6032058303786435,,aging,soundlife,MONO
KMT2A,0.4652000531645223,0.024820321968501233,868,0.6032058303786435,,aging,soundlife,MONO
KMT2B,0.3311515748832351,0.03302352945837464,868,0.6032058303786435,,aging,soundlife,MONO
L3MBTL3,0.005783243009932811,0.09360370019584803,868,0.07931304699336426,,aging,soundlife,MONO
LCOR,0.5943144535371514,0.018102032907110828,868,0.6391460477766434,,aging,soundlife,MONO
LCORL,0.4859606091165669,0.023679970754694364,868,0.6032058303786435,,aging,soundlife,MONO
LEF1,0.05102443217245299,-0.06625325727099708,868,0.4198581847333275,,aging,soundlife,MONO
LIN54,0.43853671503336034,0.026327277633668003,868,0.6032058303786435,,aging,soundlife,MONO
LYL1,0.008279902395823024,0.08957117064901203,868,0.10304463343854266,,aging,soundlife,MONO
MAF,0.3322313774957961,0.03294990359258873,868,0.6032058303786435,,aging,soundlife,MONO
MAFB,6.33854381307587e-06,0.15256322921513327,868,0.0012170004121105672,,aging,soundlife,MONO
MAFF,0.45157150002776647,-0.02558430400289699,868,0.6032058303786435,,aging,soundlife,MONO
MAFG,0.3628969393844469,0.030919795502921284,868,0.6032058303786435,,aging,soundlife,MONO
MAX,0.5028816427969993,0.022769876053899282,868,0.6032058303786435,,aging,soundlife,MONO
MAZ,0.4160454685058428,0.027639793036690015,868,0.6032058303786435,,aging,soundlife,MONO
MBD1,0.4473359945760178,0.02582437117400726,868,0.6032058303786435,,aging,soundlife,MONO
MBD2,0.0017687796707168831,0.1059753442424517,868,0.03118113289434984,,aging,soundlife,MONO
MBD4,0.4577085902461232,0.02523869876915238,868,0.6032058303786435,,aging,soundlife,MONO
MBD6,0.3129441883520693,0.0342891870271641,868,0.6032058303786435,,aging,soundlife,MONO
MBNL2,0.49514060448727304,0.02318416508034273,868,0.6032058303786435,,aging,soundlife,MONO
MECP2,0.34554557654603835,0.03205445139086573,868,0.6032058303786435,,aging,soundlife,MONO
MEF2A,0.391987674838687,0.02909092532239566,868,0.6032058303786435,,aging,soundlife,MONO
MEF2C,0.32967935673061055,0.03312416219195974,868,0.6032058303786435,,aging,soundlife,MONO
MEF2D,0.46643075032892534,0.024751950500123878,868,0.6032058303786435,,aging,soundlife,MONO
MGA,0.49807023399610617,0.023026974086540062,868,0.6032058303786435,,aging,soundlife,MONO
MLX,0.02101557807532069,0.07832111079889761,868,0.20870643054111582,,aging,soundlife,MONO
MLXIP,0.8450068264890993,0.006644975519925988,868,0.8554023410504766,,aging,soundlife,MONO
MNT,0.35328621800657434,0.03154392972936637,868,0.6032058303786435,,aging,soundlife,MONO
MTERF1,0.44148117784850693,0.026158356105790648,868,0.6032058303786435,,aging,soundlife,MONO
MTERF3,0.39200203416224066,0.02909004346548793,868,0.6032058303786435,,aging,soundlife,MONO
MTERF4,0.513170456879211,0.02222440162642171,868,0.6032058303786435,,aging,soundlife,MONO
MTF1,0.25368524210998417,0.03878444342830245,868,0.6032058303786435,,aging,soundlife,MONO
MTF2,0.4110932455504216,0.027934333243871453,868,0.6032058303786435,,aging,soundlife,MONO
MXD1,0.5921041092163928,0.018210611538874946,868,0.6391460477766434,,aging,soundlife,MONO
MXD3,3.784379263413334e-05,0.13936866569746728,868,0.0019816385961146186,,aging,soundlife,MONO
MXD4,0.29448965006733885,0.03562245362554611,868,0.6032058303786435,,aging,soundlife,MONO
MXI1,0.39981902681247405,0.0286128394602837,868,0.6032058303786435,,aging,soundlife,MONO
MYBL1,0.8698398867135299,0.005569817415224865,868,0.8774566983309864,,aging,soundlife,MONO
MYC,0.43525005468878764,0.02651660128854604,868,0.6032058303786435,,aging,soundlife,MONO
MYCL,0.35989612513751035,0.031113546814356876,868,0.6032058303786435,,aging,soundlife,MONO
MYNN,0.490796963833837,0.023418141927183996,868,0.6032058303786435,,aging,soundlife,MONO
MYSM1,0.45792164291623405,0.025226747770850762,868,0.6032058303786435,,aging,soundlife,MONO
MZF1,0.5038845379722117,0.022716450222906043,868,0.6032058303786435,,aging,soundlife,MONO
NACC2,0.39802303615876367,0.0287219784386246,868,0.6032058303786435,,aging,soundlife,MONO
NCOA1,0.5947609055699321,0.01808012427455944,868,0.6391460477766434,,aging,soundlife,MONO
NCOA2,0.16273773128172747,0.04742238800166727,868,0.6032058303786435,,aging,soundlife,MONO
NCOA3,0.09467124142533485,0.05676216206945189,868,0.6032058303786435,,aging,soundlife,MONO
NFAT5,0.06618448260206851,0.06238683833314504,868,0.5151657024161008,,aging,soundlife,MONO
NFATC1,0.0005753036996667561,0.11663198788174023,868,0.012273145592890796,,aging,soundlife,MONO
NFATC2,0.6071744052067611,-0.01747391195256204,868,0.648854280888858,,aging,soundlife,MONO
NFATC3,0.38149797594428936,0.029740458864985237,868,0.6032058303786435,,aging,soundlife,MONO
NFE2,0.00038868433718514014,-0.12015175438076972,868,0.00895528712874563,,aging,soundlife,MONO
NFE2L1,0.16843593085612082,0.04678862683731281,868,0.6032058303786435,,aging,soundlife,MONO
NFE2L2,0.4109933708283786,0.027940294964008076,868,0.6032058303786435,,aging,soundlife,MONO
NFE2L3,0.4007386242322569,0.028557071196879308,868,0.6032058303786435,,aging,soundlife,MONO
NFIA,0.6294092158376182,0.016401638254829952,868,0.6678385888476691,,aging,soundlife,MONO
NFIC,0.5494812371579194,0.020342904797725478,868,0.6079113597961974,,aging,soundlife,MONO
NFIL3,0.8624301257222322,0.005889995774796627,868,0.8715083375719399,,aging,soundlife,MONO
NFKB1,0.31014315957561667,0.03448813761995151,868,0.6032058303786435,,aging,soundlife,MONO
NFKB2,0.5917286135037123,0.018229075417880516,868,0.6391460477766434,,aging,soundlife,MONO
NFX1,0.49241497184992244,0.02333085646533775,868,0.6032058303786435,,aging,soundlife,MONO
NFXL1,0.6801478593084245,0.014012568473669579,868,0.7084361066214331,,aging,soundlife,MONO
NFYA,0.462897793347824,0.024948494358433944,868,0.6032058303786435,,aging,soundlife,MONO
NFYB,0.41763470354691956,0.027545709927846693,868,0.6032058303786435,,aging,soundlife,MONO
NFYC,0.19453292286384782,0.044074859179928566,868,0.6032058303786435,,aging,soundlife,MONO
NME2,0.12084443451850287,-0.05269183209370647,868,0.6032058303786435,,aging,soundlife,MONO
NR1D1,5.500603533326237e-06,0.15356359483084764,868,0.0012170004121105672,,aging,soundlife,MONO
NR1D2,0.41436640314527595,0.027739424495244466,868,0.6032058303786435,,aging,soundlife,MONO
NR1H2,0.25141953171985054,0.03896997326127537,868,0.6032058303786435,,aging,soundlife,MONO
NR2C1,0.38140500076090733,0.029746264422961115,868,0.6032058303786435,,aging,soundlife,MONO
NR2C2,0.4545869982504228,0.025414160735762057,868,0.6032058303786435,,aging,soundlife,MONO
NR3C1,0.3796374438388713,0.029856799674739254,868,0.6032058303786435,,aging,soundlife,MONO
NR4A1,0.01244028640550517,0.08480459627259576,868,0.14050205822688192,,aging,soundlife,MONO
NR4A2,0.7449812361386117,-0.011055775750130392,868,0.7649005205273446,,aging,soundlife,MONO
NR4A3,0.2711674965958784,0.03739008068103186,868,0.6032058303786435,,aging,soundlife,MONO
NRF1,0.40466138520727246,0.028320035408889357,868,0.6032058303786435,,aging,soundlife,MONO
OLIG1,9.7383352676603e-05,0.13188536576862211,868,0.004006629367265951,,aging,soundlife,MONO
PA2G4,0.7448861294699398,0.011060047244527204,868,0.7649005205273446,,aging,soundlife,MONO
PBX2,0.31074379209576186,0.03444537674593612,868,0.6032058303786435,,aging,soundlife,MONO
PBX3,0.3968541274717535,0.028793170011904796,868,0.6032058303786435,,aging,soundlife,MONO
PHF1,0.2890389892086449,0.03602685850581543,868,0.6032058303786435,,aging,soundlife,MONO
PHF19,1.4756066250085164e-05,0.14646517032616937,868,0.0014600994303837096,,aging,soundlife,MONO
PHF20,0.24588204180506568,0.03942837350512417,868,0.6032058303786435,,aging,soundlife,MONO
PHF21A,0.4696910138296736,0.024571307624181297,868,0.6032058303786435,,aging,soundlife,MONO
PIN1,0.06267246687210148,0.06321159500609845,868,0.5013797349768119,,aging,soundlife,MONO
PKNOX1,0.434223129689839,0.026575924537609714,868,0.6032058303786435,,aging,soundlife,MONO
PLAGL1,0.36218388110485256,0.030965743922217737,868,0.6032058303786435,,aging,soundlife,MONO
PLAGL2,0.0003352803004480865,0.12145431214954197,868,0.008778247866277174,,aging,soundlife,MONO
PLSCR1,0.5618093135804308,0.01971828371277924,868,0.6163850754711012,,aging,soundlife,MONO
POGK,0.36995485479339707,0.03046799999987099,868,0.6032058303786435,,aging,soundlife,MONO
POU2F1,0.4887486801091111,0.023528860899151238,868,0.6032058303786435,,aging,soundlife,MONO
POU2F2,0.0011306971728987738,0.11033081713770557,868,0.021009082954506247,,aging,soundlife,MONO
PPARA,0.4023518422911825,0.02845942391636725,868,0.6032058303786435,,aging,soundlife,MONO
PRDM1,0.13544048440313314,0.05071576529766576,868,0.6032058303786435,,aging,soundlife,MONO
PRDM10,0.49130613608299334,0.02339065738689311,868,0.6032058303786435,,aging,soundlife,MONO
PRDM2,0.5291468993584674,0.02138851151000823,868,0.6032058303786435,,aging,soundlife,MONO
PRDM4,0.21178104139557916,0.04242511618378537,868,0.6032058303786435,,aging,soundlife,MONO
PREB,0.44914920774246636,0.02572144193805828,868,0.6032058303786435,,aging,soundlife,MONO
PRMT3,0.4121792519270636,0.027869562691200656,868,0.6032058303786435,,aging,soundlife,MONO
PRR12,0.7857018445939443,0.00924187876501725,868,0.8009986946656849,,aging,soundlife,MONO
PURA,0.3164378845473039,0.03404267127741607,868,0.6032058303786435,,aging,soundlife,MONO
PURB,0.36713736566024513,0.030647705902849112,868,0.6032058303786435,,aging,soundlife,MONO
RARA,0.06527681628272376,0.06259647225492922,868,0.5150609065595738,,aging,soundlife,MONO
