source,target,weight
ADNP,ACTB,-0.0531644254449262
ADNP,ARHGDIB,-0.03386278875548205
ADNP,B2M,-0.08050695739694613
ADNP,CCL5,-0.0377910521287477
ADNP,CFL1,-0.0436269936163866
ADNP,CST7,-0.054101628100020296
ADNP,CTSW,-0.0346267455502827
ADNP,CYBA,-0.05117505220586875
ADNP,EIF1,-0.0426117915038609
ADNP,FTH1,-0.0390299426373332
ADNP,FTL,-0.0437576183873307
ADNP,GNLY,-0.05190401516588474
ADNP,GZMA,-0.045543269607601244
ADNP,HLA-A,-0.049794208595075454
ADNP,HLA-B,-0.04914961773847465
ADNP,HLA-C,-0.04747773426522525
ADNP,IFITM1,-0.04754559060309895
ADNP,IFITM2,-0.0430339916361915
ADNP,MT-CO2,-0.036019910431153004
ADNP,MYL12A,-0.0515151142912119
ADNP,NFKB1,0.042704191909083755
ADNP,NKG7,-0.0587659404810332
ADNP,PFN1,-0.055668261921197545
ADNP,RPL10,-0.0520954985506202
ADNP,RPL13,-0.048907890004195646
ADNP,RPL15,-0.0396723632198456
ADNP,RPL19,-0.05365478409834645
ADNP,RPL21,-0.046962326903830606
ADNP,RPL23A,-0.0452779976254226
ADNP,RPL3,-0.0346189266744695
ADNP,RPL32,-0.05377381925624565
ADNP,RPL34,-0.05851944098657415
ADNP,RPL39,-0.04946064407003445
ADNP,RPL41,-0.04472143558791893
ADNP,RPL6,-0.0473660679426362
ADNP,RPL7A,-0.0468006700551267
ADNP,RPLP1,-0.049187285963929545
ADNP,RPS14,-0.05816226102803995
ADNP,RPS15,-0.0550648586153463
ADNP,RPS15A,-0.05153280306714425
ADNP,RPS18,-0.0457851047565003
ADNP,RPS19,-0.04883740855350175
ADNP,RPS2,-0.0339971643671707
ADNP,RPS27,-0.06213473858166905
ADNP,RPS27A,-0.054850904061104135
ADNP,RPS29,-0.036572092444354
ADNP,RPS3,-0.0495914261929722
ADNP,RPS4X,-0.04192935340151455
ADNP,RPS6,-0.0372866475311863
ADNP,S100A4,-0.048238282772275196
ADNP,SERF2,-0.044855095177772905
ADNP,SH3BGRL3,-0.0517545764590086
ADNP,SIK3,0.0355516028768388
ADNP,TMSB10,-0.0562192024974271
ADNP,TMSB4X,-0.06669435524519343
ADNP,TYROBP,-0.0499754461106414
ADNP2,ACTB,-0.04482432993085615
ADNP2,B2M,-0.06139674020598855
ADNP2,IFITM1,-0.043187971435460853
ADNP2,IFITM2,-0.0433853297775134
ADNP2,NKG7,-0.0544694679512691
ADNP2,PFN1,-0.0495058905780134
