source,target,weight
ADNP,B2M,-0.07969713324089371
ADNP,EIF1,-0.03976775195134015
ADNP,FTL,-0.03814042092822445
ADNP,MT-CO2,-0.03554173370418695
ADNP,RPL13,-0.04048435860031665
ADNP,RPL26,-0.051461314548579704
ADNP,RPL32,-0.04215207387213575
ADNP,RPS14,-0.04978053442934305
ADNP,RPS29,-0.037557127009576446
AEBP2,RPL10,-0.05754847935912005
AEBP2,RPL23A,-0.053002504674791104
AEBP2,RPL3,-0.04282835996384805
AEBP2,RPS15,-0.057122808457521504
AEBP2,RPS18,-0.04924535410569625
AEBP2,RPS2,-0.044332365451785996
AEBP2,RPS7,-0.06662979639132474
AHR,ACTB,-0.054080487772105064
AHR,CFL1,-0.04957983457887055
AHR,CYBA,-0.05226750141125175
AHR,RPL23A,-0.0352955667188123
AHR,RPL26,-0.0357201072648747
AHR,RPS27,-0.0461892730179045
AHR,RPS27A,-0.0385826478536994
AHR,RPS3,-0.0345405953201691
AHR,SERF2,-0.0526094821770842
AHR,TMSB10,-0.047077359173927136
AHR,TNFAIP3,0.06887574109729644
ARID3A,EEF1A1,-0.04393884765066527
ARID3A,RPL11,-0.0439400554900314
ARID3A,RPL12,-0.042501015101334
ARID3A,RPL13,-0.04752760612526503
ARID3A,RPL18,-0.04190524204398657
ARID3A,RPL18A,-0.04378710428942414
ARID3A,RPL19,-0.044135247855596395
ARID3A,RPL32,-0.046989982819312465
ARID3A,RPL34,-0.046764437271309835
ARID3A,RPL35A,-0.04251198782950786
ARID3A,RPL8,-0.04088541657769135
ARID3A,RPLP1,-0.0433145530550359
ARID3A,RPS12,-0.04587209324994553
ARID3A,RPS14,-0.048282859941457264
ARID3A,RPS15,-0.038301501149668404
ARID3A,RPS18,-0.04469629667835497
ARID3A,RPS25,-0.04307303121108339
ARID3A,RPS27A,-0.04527429926584594
ARID3A,RPS28,-0.038666874971188606
ARID3A,RPS3,-0.04322544142328227
ARID3A,RPS3A,-0.0433518735947471
